"","strain","clade","MTL","zygosity","line","rep","enviro","all0.1","all0.1.sd","all0.1.se","place","col","place72","col72","col72a","all0.1.72","all0.1.72.sd","all0.1.72.se","all10.1","all10.1.sd","all10.1.se","all10.1.72","all10.1.72.sd","all10.1.72.se","t0.G1.1","t10.G1.1","t10.G1.2","t10.G1.3","MIC24","MIC48","MIC72","MIC24.10","MIC48.10","MIC72.10","SMG24","SMG48","SMG72","SMG24.10","SMG48.10","SMG72.10","line.1","rep.1","change24","change48","change72","place.1","place72.1","col.1","col72.1","cola","col72a.1","lr","pch","delta1.24","delta1.72","change24.SMG","change48.SMG","change72.SMG","place72_MIC"
"4_7","4","1","_/_","hom","4","7","1",0.51575,NA,NA,"8","#29AF7FFF",5,"#74D055FF","#74D05580",0.94825,NA,NA,1.3725,0.212839141137151,0.212839141137151,1.807,0.0339411254969543,0.0339411254969543,172.5,164.26582278481,NA,NA,0.5,0.5,0.5,1,1,1,0.083271407815609,0.125029706889975,0.235159636067069,0.0669160057678443,0.0603813559322034,0.106977234401349,"4","7",0.5,0.5,0.5,8,5,"#29AF7FFF","#74D055FF","#29AF7F80","#74D05580","4-7",21,0.85675,0.85875,-0.0163554020477647,-0.0646483509577719,-0.12818240166572,10
"4_8","4","1","_/_","hom","4","8","1",0.52475,NA,NA,"8","#29AF7FFF",5,"#74D055FF","#74D05580",0.982125,NA,NA,1.261,0.226274169979695,0.226274169979695,1.825,0.0339411254969543,0.0339411254969543,168.5,173.992088607595,NA,NA,0.5,0.5,0.5,0.0625,1,1,0.083271407815609,0.125029706889975,0.235159636067069,0.330605718585403,0.392110082899557,0.437535370684776,"4","8",-0.4375,0.5,0.5,8,5,"#29AF7FFF","#74D055FF","#29AF7F80","#74D05580","4-8",21,0.73625,0.842875,0.247334310769794,0.267080376009581,0.202375734617707,10
"4_9","4","1","_/_","hom","4","9","1",0.5895,NA,NA,"8","#29AF7FFF",5,"#74D055FF","#74D05580",1.00825,NA,NA,1.087,0.101823376490863,0.101823376490863,1.8385,0.0912167747730646,0.0912167747730646,172.5,169.669303797468,NA,NA,0.5,0.5,0.5,1,1,1,0.083271407815609,0.125029706889975,0.235159636067069,0.10524728588661,0.057,0.102996911847277,"4","9",0.5,0.5,0.5,8,5,"#29AF7FFF","#74D055FF","#29AF7F80","#74D05580","4-9",21,0.4975,0.83025,0.0219758780710014,-0.0680297068899753,-0.132162724219792,10
"4_10","4","1","_/_","hom","4","10","1",0.496875,NA,NA,"8","#29AF7FFF",5,"#74D055FF","#74D05580",0.88,NA,NA,1.408,0,0,1.756,0.0806101730552663,0.0806101730552663,167,177.23417721519,NA,NA,0.5,0.5,0.5,1,1,1,0.083271407815609,0.125029706889975,0.235159636067069,0.062062018220042,0.0748516320474777,0.178182086034178,"4","10",0.5,0.5,0.5,8,5,"#29AF7FFF","#74D055FF","#29AF7F80","#74D05580","4-10",21,0.911125,0.876,-0.0212093895955669,-0.0501780748424975,-0.0569775500328912,10
"4_11","4","1","_/_","hom","4","11","1",0.50525,NA,NA,"8","#29AF7FFF",5,"#74D055FF","#74D05580",0.9015,NA,NA,1.37,0.0424264068711927,0.0424264068711927,1.7635,0.0601040764008565,0.0601040764008565,172.5,177.23417721519,NA,NA,0.5,0.5,0.5,1,1,1,0.083271407815609,0.125029706889975,0.235159636067069,0.0978125,0.054080310880829,0.100150602409639,"4","11",0.5,0.5,0.5,8,5,"#29AF7FFF","#74D055FF","#29AF7F80","#74D05580","4-11",21,0.86475,0.862,0.014541092184391,-0.0709493960091462,-0.135009033657431,10
"4_12","4","1","_/_","hom","4","12","1",0.60225,NA,NA,"8","#29AF7FFF",5,"#74D055FF","#74D05580",0.911375,NA,NA,0.6725,0.406586399182265,0.406586399182265,1.7705,0.0799030662740799,0.0799030662740799,172,173.992088607595,230.188291139241,NA,0.5,0.5,0.5,1,1,1,0.083271407815609,0.125029706889975,0.235159636067069,0.194115470022206,0.165236220472441,0.224018895348837,"4","12",0.5,0.5,0.5,8,5,"#29AF7FFF","#74D055FF","#29AF7F80","#74D05580","4-12",24,0.0702499999999999,0.859125,0.110844062206597,0.0402065135824657,-0.011140740718232,10
"5_1","5","2","_/_","hom","5","1","1",1.4865,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.688125,NA,NA,1.582,0.128693434175952,0.128693434175952,1.7345,0.125157900270019,0.125157900270019,180,245.318037974684,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.476702094886014,0.819344896788991,0.906340057636888,"5","1",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-1",21,0.0955000000000001,0.0463749999999998,0.0324010529842608,-0.0110256665455445,-0.00819388826476652,17
"5_2","5","2","_/_","hom","5","2","1",1.438375,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.674125,NA,NA,1.5755,0.143542676580869,0.143542676580869,1.744,0.0806101730552663,0.0806101730552663,179.5,237.753164556962,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.511775938892425,0.83263325608343,0.913450377248984,"5","2",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-2",21,0.137125,0.0698749999999999,0.0674748969906724,0.00226269274889457,-0.00108356865266968,17
"5_3","5","2","_/_","hom","5","3","1",1.412375,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.67875,NA,NA,1.5655,0.13930003589375,0.13930003589375,1.7415,0.0926309883354377,0.0926309883354377,183.5,221.542721518987,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.579978488014751,0.844246594778661,0.902730375426621,"5","3",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-3",21,0.153125,0.0627499999999999,0.135677446112998,0.0138760314441254,-0.0118035704750329,17
"5_4","5","2","_/_","hom","5","4","1",1.44425,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.689125,NA,NA,1.578,0.175362481734264,0.175362481734264,1.7555,0.096873629022557,0.096873629022557,179.5,226.946202531646,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.453659105034183,0.822981148002251,0.911872532430908,"5","4",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-4",21,0.13375,0.0663750000000001,0.00935806313242987,-0.00738941533228421,-0.00266141347074589,17
"5_5","5","2","_/_","hom","5","5","1",1.3595,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.67175,NA,NA,1.4955,0.17606958851545,0.17606958851545,1.696,0.124450793488832,0.124450793488832,176,225.865506329114,NA,NA,1,32,512,1,512,512,0.444301041901753,0.830370563334535,0.914533945901654,0.46546374918354,0.891856846473029,0.962040332147094,"5","5",0,480,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-5",21,0.136,0.0242500000000001,0.0211627072817874,0.0614862831384937,0.0475063862454397,17
"5_6","5","2","_/_","hom","5","6","1",1.3415,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.67325,NA,NA,1.5195,0.190211724139181,0.190211724139181,1.7155,0.105358910396796,0.105358910396796,176.5,228.026898734177,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.38681133888533,0.821328722778105,0.923815479693938,"5","6",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-6",21,0.178,0.0422500000000001,-0.0574897030164229,-0.00904184055643065,0.00928153379228347,17
"5_7","5","2","_/_","hom","5","7","1",1.32625,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.669,NA,NA,1.5155,0.21708178182427,0.21708178182427,1.7135,0.108187337521542,0.108187337521542,180,231.268987341772,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.384053367217281,0.813884032634033,0.920084351367074,"5","7",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-7",21,0.18925,0.0445,-0.060247674684472,-0.0164865307005027,0.00555040546541985,17
"5_8","5","2","_/_","hom","5","8","1",1.264,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.685375,NA,NA,1.5205,0.200111219075793,0.200111219075793,1.7345,0.0841457069611991,0.0841457069611991,180,230.188291139241,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.420130076142132,0.836611305361305,0.922766298020955,"5","8",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-8",21,0.2565,0.0491250000000001,-0.0241709657596209,0.00624074202677005,0.00823235211930062,17
"5_9","5","2","_/_","hom","5","9","1",1.18975,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.679625,NA,NA,1.477,0.206475180106472,0.206475180106472,1.7155,0.103944696834423,0.103944696834423,172.5,233.430379746835,NA,NA,1,32,512,1,1,512,0.444301041901753,0.830370563334535,0.914533945901654,0.378251445086705,0.779144889663182,0.912246376811594,"5","9",0,-31,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-9",21,0.28725,0.0358749999999999,-0.0660495968150476,-0.051225673671353,-0.00228756909005989,17
"5_10","5","2","_/_","hom","5","10","1",1.0945,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.6545,NA,NA,1.507,0.226274169979695,0.226274169979695,1.719,0.103237590053236,0.103237590053236,165.5,223.704113924051,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.467487171263631,0.818731563421829,0.923823529411765,"5","10",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-10",21,0.4125,0.0644999999999998,0.0231861293618777,-0.0116389999127063,0.00928958351011067,17
"5_11","5","2","_/_","hom","5","11","1",1.154875,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.67075,NA,NA,1.476,0.192333044482741,0.192333044482741,1.7125,0.0954594154601839,0.0954594154601839,187,217.219936708861,NA,NA,1,32,512,1,8,512,0.444301041901753,0.830370563334535,0.914533945901654,0.436941580756014,0.781939605110337,0.917814675174014,"5","11",0,-24,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-11",21,0.321125,0.04175,-0.00735946114573904,-0.0484309582241984,0.00328072927235989,17
"5_12","5","2","_/_","hom","5","12","1",1.236125,NA,NA,"18","#482677FF",17,"#453781FF","#45378180",1.652875,NA,NA,1.4805,0.204353859762912,0.204353859762912,1.7135,0.102530483272049,0.102530483272049,NA,222.623417721519,NA,NA,1,32,512,1,32,512,0.444301041901753,0.830370563334535,0.914533945901654,0.559575534759358,0.857601147342995,0.950638138138138,"5","12",0,0,0,18,17,"#482677FF","#453781FF","#48267780","#45378180","5-12",21,0.244375,0.0606249999999999,0.115274492857605,0.0272305840084599,0.0361041922364841,17
"6_1","6","3","a/_","het","6","1","1",1.081625,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.47425,NA,NA,1.3925,0.0799030662740799,0.0799030662740799,1.7155,0.118086832458153,0.118086832458153,166,206.412974683544,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.194136385087305,0.381361128142244,0.484818125770653,"6","1",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-1",21,0.310875,0.24125,0.0169156777435115,0.112167186763319,0.119348514956352,13
"6_2","6","3","a/_","het","6","2","1",1.04125,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.398375,NA,NA,1.194,0.243244732728172,0.243244732728172,1.8075,0.0629325035256029,0.0629325035256029,164,265.851265822785,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.156119519832985,0.208947523584906,0.349611664712778,"6","2",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-2",21,0.15275,0.409125,-0.0211011875108084,-0.0602464177940195,-0.0158579461015226,13
"6_3","6","3","a/_","het","6","3","1",1.05975,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.4675,NA,NA,1.1045,0.283549819255805,0.283549819255805,1.8035,0.081317279836453,0.081317279836453,165,266.931962025316,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.216551246537396,0.224206349206349,0.368354154561302,"6","3",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-3",21,0.0447500000000001,0.336,0.0393305391936024,-0.044987592172576,0.00288454374700048,13
"6_4","6","3","a/_","het","6","4","1",1.275125,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.519125,NA,NA,1.631,0.0848528137423858,0.0848528137423858,1.8365,0.0247487373415293,0.0247487373415293,166,178.314873417722,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.141466580142764,0.17322228443449,0.211565486228218,"6","4",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-4",21,0.355875,0.317375,-0.0357541272010294,-0.0959716569444348,-0.153904124586083,13
"6_5","6","3","a/_","het","6","5","1",0.858375,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.337625,NA,NA,1.2905,0.163341666454092,0.163341666454092,1.771,0.0424264068711927,0.0424264068711927,156.5,272.335443037975,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.132182835820896,0.206019871420222,0.283137340301974,"6","5",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-5",21,0.432125,0.433375,-0.0450378715228983,-0.0631740699587031,-0.0823322705123266,13
"6_6","6","3","a/_","het","6","6","1",1.176125,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.502375,NA,NA,1.324,0.233345237791561,0.233345237791561,1.804,0.0565685424949239,0.0565685424949239,161.5,192.363924050633,385.808544303797,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.0879355400696864,0.112140973036342,0.159256559766764,"6","6",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-6",24,0.147875,0.301625,-0.0892851672741074,-0.157052968342583,-0.206213051047537,13
"6_7","6","3","a/_","het","6","7","1",1.069125,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.461125,NA,NA,1.576,0.128693434175952,0.128693434175952,1.798,0.0212132034355964,0.0212132034355964,157.5,185.879746835443,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.0960517300445358,0.11496298405467,0.159777651083238,"6","7",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-7",21,0.506875,0.336875,-0.081168977299258,-0.154230957324256,-0.205691959731063,13
"6_8","6","3","a/_","het","6","8","1",1.164,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.508,NA,NA,1.2585,0.150613744392735,0.150613744392735,1.7455,0.0360624458405139,0.0360624458405139,168,264.770569620253,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.123990384615385,0.190026753864447,0.266206482593037,"6","8",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-8",21,0.0945,0.2375,-0.0532303227284092,-0.0791671875144781,-0.0992631282212638,13
"6_9","6","3","a/_","het","6","9","1",1.203375,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.509875,NA,NA,1.6135,0.0799030662740799,0.0799030662740799,1.787,0.0325269119345812,0.0325269119345812,162,183.71835443038,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.110318513603185,0.125318516421291,0.151917613636364,"6","9",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-9",21,0.410125,0.277125,-0.0669021937406087,-0.143875424957634,-0.213551997177937,13
"6_10","6","3","a/_","het","6","10","1",1.16425,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.4625,NA,NA,1.4685,0.23546655813512,0.23546655813512,1.8045,0.0516187950266179,0.0516187950266179,162.5,185.879746835443,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.103601620288834,0.137492840778923,0.179624568469505,"6","10",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-10",21,0.30425,0.342,-0.0736190870549597,-0.131701100600002,-0.185845042344796,13
"6_11","6","3","a/_","het","6","11","1",1.09125,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.4985,NA,NA,1.158,0.441234631460406,0.441234631460406,1.739,0.0678822509939085,0.0678822509939085,154.5,399.857594936709,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.133225458468177,0.140832328106152,0.210446859903382,"6","11",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-11",21,0.0667499999999999,0.2405,-0.0439952488756169,-0.128361613272773,-0.155022750910919,13
"6_12","6","3","a/_","het","6","12","1",0.840375,NA,NA,"16","#3F4788FF",13,"#2D718EFF","#2D718E80",1.1675,NA,NA,1.294,0.407293505963451,0.407293505963451,1.7835,0.0459619407771257,0.0459619407771257,162.5,201.009493670886,NA,NA,0.5,1,1,1,1,1,0.177220707343794,0.269193941378925,0.365469610814301,0.0994423791821561,0.0909057545507927,0.13140368852459,"6","12",0.5,0,0,16,13,"#3F4788FF","#2D718EFF","#3F478880","#2D718E80","6-12",21,0.453625,0.616,-0.0777783281616377,-0.178288186828132,-0.234065922289711,13
"7_1","7","1","a/_","het","7","1","1",1.04975,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.525,NA,NA,1.1245,0.311834090503267,0.311834090503267,1.6145,0.0318198051533946,0.0318198051533946,173,172.911392405063,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.11495983935743,0.153702858880779,0.359346082665022,"7","1",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-1",21,0.0747500000000001,0.0895000000000001,-0.0749214677048911,-0.165256699514606,-0.116409057903375,14
"7_2","7","1","a/_","het","7","2","1",1.103375,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.571,NA,NA,1.279,0.0947523086789974,0.0947523086789974,1.7585,0.0516187950266179,0.0516187950266179,164,450.650316455696,219.381329113924,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.115195004382121,0.149700817279626,0.288092798594848,"7","2",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-2",24,0.175625,0.1875,-0.0746863026801999,-0.169258741115758,-0.187662341973549,14
"7_3","7","1","a/_","het","7","3","1",0.946625,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.498625,NA,NA,1.6415,0.118086832458153,0.118086832458153,1.774,0.0565685424949239,0.0565685424949239,166,179.395569620253,NA,NA,0.5,1,1,1,1,4,0.189881307062321,0.318959558395384,0.475755140568396,0.118433852140078,0.247969837587007,0.453543364377183,"7","3",0.5,0,3,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-3",21,0.694875,0.275375,-0.071447454922243,-0.0709897208083775,-0.0222117761912136,14
"7_4","7","1","a/_","het","7","4","1",1.206625,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.600375,NA,NA,1.328,0.165462986797652,0.165462986797652,1.7715,0.0247487373415291,0.0247487373415291,171,211.816455696203,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.112127130681818,0.259142773551785,0.593947671075331,"7","4",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-4",21,0.121375,0.171125,-0.0777541763805026,-0.0598167848435998,0.118192530506934,14
"7_5","7","1","a/_","het","7","5","1",1.099,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.576375,NA,NA,1.087,0.425678282274301,0.425678282274301,1.7615,0.0487903679018717,0.0487903679018717,165.5,211.816455696203,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.124317226890756,0.306138392857143,0.577214537963508,"7","5",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-5",21,-0.012,0.185125,-0.0655640801715645,-0.0128211655382416,0.101459397395112,14
"7_6","7","1","a/_","het","7","6","1",0.939125,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.483375,NA,NA,1.4055,0.102530483272049,0.102530483272049,1.775,0.0551543289325508,0.0551543289325508,167.5,221.542721518987,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.0957044673539519,0.196967455621302,0.466996455995275,"7","6",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-6",21,0.466375,0.291625,-0.0941768397083689,-0.121992102774083,-0.00875868457312162,14
"7_7","7","1","a/_","het","7","7","1",1.108875,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.548,NA,NA,0.952,0.302641702347842,0.302641702347842,1.811,0.0678822509939086,0.0678822509939086,163,169.669303797468,NA,NA,0.5,1,1,0.5,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.267265306122449,0.37685628742515,0.48105625717566,"7","7",0,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-7",21,-0.156875,0.263,0.0773839990601282,0.0578967290297652,0.0053011166072639,14
"7_8","7","1","a/_","het","7","8","1",0.90875,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.491875,NA,NA,1.499,0.0353553390593274,0.0353553390593274,1.802,0.014142135623731,0.014142135623731,167.5,232.349683544304,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.0803329952670723,0.127022998296422,0.271314825253664,"7","8",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-8",21,0.59025,0.310125,-0.109548311795248,-0.191936560098962,-0.204440315314732,14
"7_9","7","1","a/_","het","7","9","1",0.976625,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.48025,NA,NA,1.353,0.0678822509939086,0.0678822509939086,1.7735,0.0219203102167829,0.0219203102167829,156,219.381329113924,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.0964861751152074,0.13987747957993,0.27274044032445,"7","9",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-9",21,0.376375,0.29325,-0.0933951319471134,-0.179082078815454,-0.203014700243947,14
"7_10","7","1","a/_","het","7","10","1",0.84725,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.36,NA,NA,1.396,0.111722871427475,0.111722871427475,1.6885,0.0106066017177981,0.0106066017177981,169.5,231.268987341772,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.106090627153687,0.229751372788286,0.4092125382263,"7","10",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-10",21,0.54875,0.3285,-0.0837906799086337,-0.0892081856070989,-0.0665426023420966,14
"7_11","7","1","a/_","het","7","11","1",0.809,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.348875,NA,NA,1.498,0.00989949493661152,0.00989949493661152,1.7335,0.00070710678118647,0.00070710678118647,165.5,228.026898734177,NA,NA,0.5,1,1,1,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.0729237867395762,0.148682228915663,0.35226586102719,"7","11",0.5,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-11",21,0.689,0.384625,-0.116957520322745,-0.170277329479722,-0.123489279541206,14
"7_12","7","1","a/_","het","7","12","1",0.8445,NA,NA,"14","#32648EFF",14,"#32648EFF","#32648E80",1.297875,NA,NA,0.953,0.820243866176395,0.820243866176395,1.658,0.103237590053236,0.103237590053236,159,182.637658227848,355.549050632911,NA,0.5,1,1,0.5,1,1,0.189881307062321,0.318959558395384,0.475755140568396,0.188931591083782,0.241142527409117,0.304430379746835,"7","12",0,0,0,14,14,"#32648EFF","#32648EFF","#32648E80","#32648E80","7-12",24,0.1085,0.360125,-0.000949715978539128,-0.0778170309862673,-0.171324760821561,14
"8_1","8","4","a/_","het","8","1","1",0.9155,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.357875,NA,NA,1.7135,0.0544472221513641,0.0544472221513641,1.778,0.0410121933088196,0.0410121933088196,160.5,167.507911392405,NA,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.154862344582593,0.225887784090909,0.276213110102157,"8","1",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-1",21,0.798,0.420125,0.0287137382367471,0.0104204213237798,-0.0513599188256879,11
"8_2","8","4","a/_","het","8","2","1",0.74225,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.20375,NA,NA,1.749,0.0494974746830584,0.0494974746830584,1.8065,0.0289913780286484,0.0289913780286484,160,167.507911392405,NA,NA,0.5,0.5,0.5,1,1,4,0.126148606345846,0.215467362767129,0.327573028927845,0.167590130023641,0.294904279279279,0.392796848621272,"8","2",0.5,0.5,3.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-2",21,1.00675,0.60275,0.0414415236777946,0.07943691651215,0.0652238196934272,11
"8_3","8","4","a/_","het","8","3","1",0.722875,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.2865,NA,NA,1.558,0.00989949493661167,0.00989949493661167,1.7885,0.0445477272147526,0.0445477272147526,161,332.854430379747,NA,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.0948610213316096,0.129431103487707,0.225983630097645,"8","3",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-3",21,0.835125,0.502,-0.0312875850142366,-0.086036259279422,-0.1015893988302,11
"8_4","8","4","a/_","het","8","4","1",0.791125,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.34525,NA,NA,1.7705,0.0219203102167831,0.0219203102167831,1.8125,0.00494974746830592,0.00494974746830592,159,163.185126582278,NA,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.135778356481481,0.239363913525499,0.314826388888889,"8","4",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-4",21,0.979375,0.46725,0.00962975013563536,0.0238965507583696,-0.0127466400389557,11
"8_5","8","4","a/_","het","8","5","1",0.75925,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.221875,NA,NA,1.182,0.41577878733769,0.41577878733769,1.736,0.00848528137423858,0.00848528137423858,159,229.107594936709,NA,NA,0.5,0.5,0.5,4,4,4,0.126148606345846,0.215467362767129,0.327573028927845,0.0967799009200283,0.109475218658892,0.149384885764499,"8","5",3.5,3.5,3.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-5",21,0.42275,0.514125,-0.0293687054258178,-0.105992144108237,-0.178188143163345,11
"8_6","8","4","a/_","het","8","6","1",0.735875,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.18175,NA,NA,1.0425,0.345775216000222,0.345775216000222,1.7925,0.0346482322781408,0.0346482322781408,156.5,309.079113924051,158.862341772152,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.329261768901569,0.381198347107438,0.625768442622951,"8","6",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-6",24,0.306625,0.61075,0.203113162555723,0.165730984340309,0.298195413695106,11
