"","strain","clade","MTL","zygosity","line","rep","enviro","all0.1","all0.1.sd","all0.1.se","place","col","place72","col72","col72a","all0.1.72","all0.1.72.sd","all0.1.72.se","all10.1","all10.1.sd","all10.1.se","all10.1.72","all10.1.72.sd","all10.1.72.se","t0.G1.1","t10.G1.1","t10.G1.2","t10.G1.3","MIC24","MIC48","MIC72","MIC24.10","MIC48.10","MIC72.10","SMG24","SMG48","SMG72","SMG24.10","SMG48.10","SMG72.10","line.1","rep.1","change24","change48","change72","place.1","place72.1","col.1","col72.1","cola","col72a.1","lr","pch","delta1.24","delta1.72","change24.SMG","change48.SMG","change72.SMG","place72_MIC"
"8_7","8","4","a/_","het","8","7","1",0.6725,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.198375,NA,NA,0.7145,0.593262589415513,0.593262589415513,1.754,0.0480832611206853,0.0480832611206853,158,190.20253164557,375.001582278481,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.19167371090448,0.134061200237671,0.221787177985948,"8","7",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-7",24,0.0419999999999999,0.555625,0.065525104558634,-0.0814061625294585,-0.105785850941896,11
"8_8","8","4","a/_","het","8","8","1",0.811625,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.09875,NA,NA,1.6915,0.0190918830920369,0.0190918830920369,1.771,0.0282842712474619,0.0282842712474619,159.5,157.78164556962,NA,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.151935774309724,0.212457817772778,0.258893419572553,"8","8",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-8",21,0.879875,0.67225,0.0257871679638778,-0.00300954499435091,-0.0686796093552912,11
"8_9","8","4","a/_","het","8","9","1",0.79725,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.0885,NA,NA,1.7015,0.0459619407771256,0.0459619407771256,1.776,0.0240416305603426,0.0240416305603426,158.5,162.104430379747,NA,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.150197328476017,0.228601694915254,0.281957013574661,"8","9",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-9",21,0.90425,0.6875,0.0240487221301709,0.013134332148125,-0.0456160153531839,11
"8_10","8","4","a/_","het","8","10","1",0.747375,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.129375,NA,NA,1.133,0.53457272657703,0.53457272657703,1.6645,0.0544472221513643,0.0544472221513643,149.5,191.283227848101,NA,NA,0.5,0.5,0.5,0.5,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.214068692206077,0.273635272945411,0.326906906906907,"8","10",0,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-10",21,0.385625,0.535125,0.0879200858602305,0.0581679101782816,-0.000666122020937687,11
"8_11","8","4","a/_","het","8","11","1",0.77275,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.0895,NA,NA,1.4895,0.0586898628384834,0.0586898628384834,1.728,0.0014142135623731,0.0014142135623731,157,183.71835443038,NA,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.0881421232876712,0.0660481963335305,0.113381528474476,"8","11",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-11",21,0.71675,0.6385,-0.0380064830581749,-0.149419166433599,-0.214191500453368,11
"8_12","8","4","a/_","het","8","12","1",0.678375,NA,NA,"12","#287D8EFF",8,"#29AF7FFF","#29AF7F80",1.148375,NA,NA,1.3965,0.210010714012405,0.210010714012405,1.7485,0.0445477272147525,0.0445477272147525,156.5,206.412974683544,NA,NA,0.5,0.5,0.5,1,1,1,0.126148606345846,0.215467362767129,0.327573028927845,0.0948132088058706,0.0713605741066198,0.11445563339171,"8","12",0.5,0.5,0.5,12,8,"#287D8EFF","#29AF7FFF","#287D8E80","#29AF7F80","8-12",21,0.718125,0.600125,-0.0313353975399756,-0.144106788660509,-0.213117395536134,11
"9_1","9","4","a/_","het","9","1","1",0.43625,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.712625,NA,NA,0.3365,0.00212132034355961,0.00212132034355961,1.42525,0.261275955648429,0.261275955648429,168,176.153481012658,213.977848101266,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.105989380639396,0.145065702436686,0.206405061879994,0.142261904761905,0.211088709677419,0.348941647597254,"9","1",0,0,0.9375,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-1",24,-0.0997499999999999,0.712625,0.0362725241225089,0.0660230072407331,0.14253658571726,4
"9_2","9","4","a/_","het","9","2","1",0.383,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.667875,NA,NA,0.301,0.0608111831820431,0.0608111831820431,1.232,0.363452885529885,0.363452885529886,173,150.216772151899,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.105989380639396,0.145065702436686,0.206405061879994,0.241432396251673,0.220676357164046,0.307572703714368,"9","2",0,0,0,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-2",21,-0.082,0.564125,0.135443015612278,0.07561065472736,0.101167641834374,4
"9_3","9","4","a/_","het","9","3","1",0.3805,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.702875,NA,NA,0.6525,0.447598592491085,0.447598592491085,1.372,0.500631601080076,0.500631601080076,164,148.055379746835,222.623417721519,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.105989380639396,0.145065702436686,0.206405061879994,0.187931788369042,0.209993961352657,0.259890426758939,"9","3",0,0,0,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-3",24,0.272,0.669125,0.0819424077296466,0.0649282589159707,0.0534853648789451,4
"9_4","9","4","a/_","het","9","4","1",0.41225,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.73325,NA,NA,0.913,0.732562625309263,0.732562625309263,1.71475,0.153088618126887,0.153088618126887,165.5,136.167721518987,NA,NA,0.0625,0.0625,0.0625,0.0625,1,1,0.105989380639396,0.145065702436686,0.206405061879994,0.245928753180662,0.299042914479778,0.300877192982456,"9","4",0,0.9375,0.9375,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-4",21,0.50075,0.9815,0.139939372541266,0.153977212043091,0.0944721311024624,4
"9_5","9","4","a/_","het","9","5","1",0.487125,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.8385,NA,NA,0.338,0.147078210486802,0.147078210486802,1.55,0.186676190233248,0.186676190233248,160.5,355.549050632911,155.620253164557,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.105989380639396,0.145065702436686,0.206405061879994,0.188099547511312,0.330436063641721,0.453055229142186,"9","5",0,0,0.9375,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-5",24,-0.149125,0.7115,0.0821101668719164,0.185370361205034,0.246650167262192,4
"9_6","9","4","a/_","het","9","6","1",0.437875,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.8135,NA,NA,0.29075,0.0760139789775539,0.0760139789775539,1.236,0.321026478658693,0.321026478658693,162,152.378164556962,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.105989380639396,0.145065702436686,0.206405061879994,0.129671832269827,0.143112543962485,0.250850340136054,"9","6",0,0,0,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-6",21,-0.147125,0.4225,0.023682451630431,-0.00195315847420091,0.0444452782560606,4
"9_7","9","4","a/_","het","9","7","1",0.40875,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.747625,NA,NA,0.1835,0.112429978208661,0.112429978208661,1.57825,0.0986413959755232,0.0986413959755232,172.5,181.556962025316,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.105989380639396,0.145065702436686,0.206405061879994,0.152859350850077,0.18114852675887,0.320875221762271,"9","7",0,0,0.9375,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-7",21,-0.22525,0.830625,0.0468699702106815,0.0360828243221833,0.114470159882277,4
"9_8","9","4","a/_","het","9","8","1",0.413125,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.7845,NA,NA,1.29725,0.382898322012516,0.382898322012516,1.78725,0.0406586399182264,0.0406586399182264,168.5,185.879746835443,366.356012658228,NA,0.0625,0.0625,0.0625,1,1,1,0.105989380639396,0.145065702436686,0.206405061879994,0.0601663585951941,0.0552967316513761,0.0668447293447293,"9","8",0.9375,0.9375,0.9375,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-8",24,0.884125,1.00275,-0.0458230220442017,-0.0897689707853101,-0.139560332535264,4
"9_9","9","4","a/_","het","9","9","1",0.476625,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.8165,NA,NA,0.29425,0.0682358043845019,0.0682358043845019,1.1305,0.205768073325285,0.205768073325285,175.5,148.055379746835,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.105989380639396,0.145065702436686,0.206405061879994,0.136494252873563,0.153575615474795,0.244387755102041,"9","9",0,0,0,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-9",21,-0.182375,0.314,0.0305048722341675,0.00850991303810858,0.0379826932220471,4
"9_10","9","4","a/_","het","9","10","1",0.3955,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.72475,NA,NA,0.5075,0.330218866814118,0.330218866814118,1.5185,0.146371103705615,0.146371103705615,162.5,146.974683544304,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.105989380639396,0.145065702436686,0.206405061879994,0.210009310986965,0.26625159642401,0.391666666666667,"9","10",0,0,0.9375,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-10",21,0.112,0.79375,0.104019930347569,0.121185893987324,0.185261604786673,4
"9_11","9","4","a/_","het","9","11","1",0.44575,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.72275,NA,NA,0.2215,0.00919238815542511,0.00919238815542511,1.2165,0.563564104605678,0.563564104605678,176.5,178.314873417722,265.851265822785,NA,0.0625,0.0625,0.0625,1,0.0625,0.0625,0.105989380639396,0.145065702436686,0.206405061879994,0.275101419878296,0.0811057692307692,0.111238170347003,"9","11",0.9375,0,0,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-11",24,-0.22425,0.49375,0.1691120392389,-0.063959933205917,-0.0951668915329906,4
"9_12","9","4","a/_","het","9","12","1",0.43675,NA,NA,"6","#56C667FF",4,"#94D840FF","#94D84080",0.674,NA,NA,0.18,0.0410121933088197,0.0410121933088197,1.45575,0.0908632213824714,0.0908632213824714,178,260.447784810127,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.105989380639396,0.145065702436686,0.206405061879994,0.372433460076046,0.260568454763811,0.433270202020202,"9","12",0,0,0.9375,6,4,"#56C667FF","#94D840FF","#56C66780","#94D84080","9-12",21,-0.25675,0.78175,0.26644407943665,0.115502752327125,0.226865140140208,4
"10_1","10","2","a/_","het","10","1","1",0.791375,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.507625,NA,NA,0.89225,0.15662415203282,0.15662415203282,1.61025,0.21602112165249,0.21602112165249,190.5,237.753164556962,404.180379746835,NA,0.0625,1,1,0.0625,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.216317099182368,0.668471148126115,0.859964932787843,"10","1",0,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-1",24,0.100875,0.102625,0.00336333438636094,0.0367785263539379,0.0468733233686117,15
"10_2","10","2","a/_","het","10","2","1",0.7975,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.499375,NA,NA,0.73975,0.286024692989958,0.286024692989958,1.60775,0.150260191002141,0.150260191002141,185,239.914556962025,NA,NA,0.0625,1,1,0.0625,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.20045742434905,0.699261229314421,0.885897435897436,"10","2",0,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-2",21,-0.0577500000000001,0.108375,-0.0124963404469567,0.0675686075422434,0.0728058264782044,15
"10_3","10","2","a/_","het","10","3","1",0.842,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.51575,NA,NA,0.4455,0.433456456867354,0.433456456867354,1.747,0.130107647738325,0.130107647738325,166,409.583860759494,201.009493670886,NA,0.0625,1,1,0.0625,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.20439061317184,0.261323155216285,0.336310223266745,"10","3",0,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-3",24,-0.3965,0.23125,-0.0085631516241671,-0.370369466555892,-0.476781386152487,15
"10_4","10","2","a/_","het","10","4","1",0.8075,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.52925,NA,NA,0.87075,0.356735371108613,0.356735371108613,1.606,0.0806101730552665,0.0806101730552665,185.5,180.476265822785,NA,NA,0.0625,1,1,0.0625,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.203888299752563,0.663882421420256,0.848572261072261,"10","4",0,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-4",21,0.06325,0.0767499999999999,-0.00906546504344391,0.0321897996480787,0.0354806516530295,15
"10_5","10","2","a/_","het","10","5","1",0.84425,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.501125,NA,NA,1.12075,0.486843018846938,0.486843018846938,1.729,0.0183847763108503,0.0183847763108503,193.5,209.655063291139,NA,NA,0.0625,1,1,1,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.0755342667649226,0.125944679564692,0.217521994134897,"10","5",0.9375,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-5",21,0.2765,0.227875,-0.137419498031084,-0.505747942207486,-0.595569615284334,15
"10_6","10","2","a/_","het","10","6","1",0.80175,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.512375,NA,NA,0.6935,0.53245140623347,0.53245140623347,1.50075,0.264811489554362,0.264811489554362,191,394.454113924051,238.833860759494,NA,0.0625,1,1,0.0625,0.0625,1,0.212953764796007,0.631692621772177,0.813091609419232,0.205931283905967,0.642687981053878,0.841711071640024,"10","6",0,-0.9375,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-6",24,-0.10825,-0.011625,-0.00702248089003918,0.0109953592817007,0.0286194622207921,15
"10_7","10","2","a/_","het","10","7","1",0.79375,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.513875,NA,NA,0.6295,0.283549819255806,0.283549819255806,1.60425,0.16086679271994,0.16086679271994,202,249.64082278481,NA,NA,0.0625,1,1,0.0625,0.0625,1,0.212953764796007,0.631692621772177,0.813091609419232,0.161519078473722,0.4785,0.806539589442815,"10","7",0,-0.9375,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-7",21,-0.16425,0.0903749999999999,-0.0514346863222845,-0.153192621772178,-0.0065520199764163,15
"10_8","10","2","a/_","het","10","8","1",0.66475,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.5195,NA,NA,0.26875,0.198343452122827,0.198343452122827,1.724,0.0806101730552665,0.0806101730552665,195,412.825949367089,NA,NA,0.0625,1,1,0.0625,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.330965909090909,0.473909035033805,0.755117399157134,"10","8",0,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-8",21,-0.396,0.2045,0.118012144294902,-0.157783586738373,-0.0579742102620973,15
"10_9","10","2","a/_","het","10","9","1",0.614625,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.443375,NA,NA,0.38975,0.184201316499096,0.184201316499096,1.5355,0.293449314192417,0.293449314192417,197,258.286392405063,NA,NA,0.0625,1,1,0.0625,0.0625,1,0.212953764796007,0.631692621772177,0.813091609419232,0.122239442076714,0.396786786786787,0.741967990515708,"10","9",0,-0.9375,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-9",21,-0.224875,0.0921249999999998,-0.0907143227192922,-0.234905834985391,-0.0711236189035231,15
"10_10","10","2","a/_","het","10","10","1",0.76925,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.483125,NA,NA,0.68125,0.537047600311183,0.537047600311183,1.711,0.0876812408671318,0.0876812408671318,203,218.300632911392,376.082278481013,NA,0.0625,1,1,0.0625,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.205436573311367,0.576307785888078,0.891965916007304,"10","10",0,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-10",24,-0.0880000000000001,0.227875,-0.00751719148463928,-0.0553848358840996,0.0788743065880722,15
"10_11","10","2","a/_","het","10","11","1",0.66475,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.4955,NA,NA,0.56125,0.303702362519622,0.303702362519622,1.552,0.282842712474619,0.282842712474619,207,253.963607594937,NA,NA,0.0625,1,1,0.0625,0.0625,1,0.212953764796007,0.631692621772177,0.813091609419232,0.1717277486911,0.428433098591549,0.705807783018868,"10","11",0,-0.9375,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-11",21,-0.1035,0.0565,-0.0412260161049071,-0.203259523180628,-0.107283826400364,15
"10_12","10","2","a/_","het","10","12","1",0.704375,NA,NA,"11","#238A8DFF",15,"#39558CFF","#39558C80",1.496375,NA,NA,0.89075,0.714531402389006,0.714531402389006,1.7385,0.0558614357137374,0.0558614357137374,176,198.848101265823,NA,NA,0.0625,1,1,1,1,1,0.212953764796007,0.631692621772177,0.813091609419232,0.10161662817552,0.185278990024938,0.371292372881356,"10","12",0.9375,0,0,11,15,"#238A8DFF","#39558CFF","#238A8D80","#39558C80","10-12",21,0.186375,0.242125,-0.111337136620487,-0.44641363174724,-0.441799236537876,15
"11_1","11","3","a/_","het","11","1","1",0.35725,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.710375,NA,NA,0.58775,0.274003877709787,0.274003877709787,1.445,0.00282842712474619,0.00282842712474619,168,221.542721518987,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.128250584677091,0.242373644092641,0.296377907162371,0.186825938566553,0.607953216374269,0.781725740848344,"11","1",0,0,0.9375,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-1",21,0.2305,0.734625,0.0585753538894616,0.365579572281627,0.485347833685973,2
"11_2","11","3","a/_","het","11","2","1",0.298625,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.745375,NA,NA,1.04125,0.231577470838594,0.231577470838594,1.75975,0.0456083873865323,0.0456083873865323,168,215.058544303797,NA,NA,0.0625,0.0625,0.0625,1,1,1,0.128250584677091,0.242373644092641,0.296377907162371,0.14743735763098,0.229462174940898,0.341678779069767,"11","2",0.9375,0.9375,0.9375,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-2",21,0.742625,1.014375,0.0191867729538882,-0.0129114691517431,0.0453008719073967,2
"11_3","11","3","a/_","het","11","3","1",0.213375,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.60375,NA,NA,0.951,0.514773736703807,0.514773736703807,1.784,0.0410121933088198,0.0410121933088198,168.5,219.381329113924,NA,NA,0.0625,0.0625,0.0625,1,1,1,0.128250584677091,0.242373644092641,0.296377907162371,0.159586971121558,0.136732585596222,0.203780908568143,"11","3",0.9375,0.9375,0.9375,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-3",21,0.737625,1.18025,0.0313363864444668,-0.105641058496419,-0.0925969985942282,2
"11_4","11","3","a/_","het","11","4","1",0.25825,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.63975,NA,NA,0.30725,0.150967297783328,0.150967297783328,1.2965,0.521137697734485,0.521137697734485,164.5,270.174050632911,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.128250584677091,0.242373644092641,0.296377907162371,0.152611012433393,0.527998812351544,0.642147058823529,"11","4",0,0,0,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-4",21,0.049,0.65675,0.0243604277563012,0.285625168258903,0.345769151661159,2
"11_5","11","3","a/_","het","11","5","1",0.225875,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.622125,NA,NA,0.5015,0.113844191771034,0.113844191771034,1.2865,0.0714177848998414,0.0714177848998414,170,171.830696202532,266.931962025316,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.128250584677091,0.242373644092641,0.296377907162371,0.188452997779423,0.52786350148368,0.648195266272189,"11","5",0,0,0,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-5",24,0.275625,0.664375,0.0602024131023313,0.285489857391038,0.351817359109819,2
"11_6","11","3","a/_","het","11","6","1",0.26375,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.595375,NA,NA,0.48275,0.127632774004172,0.127632774004172,1.48125,0.00742462120245872,0.00742462120245872,173,275.57753164557,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,4,0.128250584677091,0.242373644092641,0.296377907162371,0.236131210805596,0.713847080072246,0.810868281157708,"11","6",0,0,3.9375,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-6",21,0.219,0.885875,0.107880626128504,0.471473435979604,0.514490373995337,2
"11_7","11","3","a/_","het","11","7","1",0.253625,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.680375,NA,NA,0.51075,0.240769858994019,0.240769858994019,1.47175,0.105005357006202,0.105005357006202,170,228.026898734177,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.128250584677091,0.242373644092641,0.296377907162371,0.179779158040028,0.592280905397562,0.750086655112652,"11","7",0,0,0.9375,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-7",21,0.257125,0.791375,0.0515285733629363,0.349907261304921,0.453708747950281,2
"11_8","11","3","a/_","het","11","8","1",0.321875,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.745125,NA,NA,0.9865,0.340118361750729,0.340118361750729,1.58275,0.00318198051533943,0.00318198051533943,175,218.300632911392,NA,NA,0.0625,0.0625,0.0625,0.0625,1,32,0.128250584677091,0.242373644092641,0.296377907162371,0.254102079395085,0.640539756239118,0.844189424753051,"11","8",0,0.9375,31.9375,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-8",21,0.664625,0.837625,0.125851494717994,0.398166112146476,0.54781151759068,2
"11_9","11","3","a/_","het","11","9","1",0.250125,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.593,NA,NA,0.214,0.17819090885901,0.17819090885901,1.5475,0.065760930650349,0.0657609306503491,180,202.090189873418,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,1,0.128250584677091,0.242373644092641,0.296377907162371,0.171796565389696,0.356149732620321,0.543923611111111,"11","9",0,0,0.9375,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-9",21,-0.036125,0.9545,0.0435459807126048,0.113776088527679,0.24754570394874,2
"11_10","11","3","a/_","het","11","10","1",0.249125,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.586875,NA,NA,0.36875,0.250669353930631,0.250669353930631,0.88575,0.0668215908221288,0.0668215908221288,175.5,212.897151898734,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.128250584677091,0.242373644092641,0.296377907162371,0.132981049562682,0.271096051856217,0.381122150789012,"11","10",0,0,0,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-10",21,0.119625,0.298875,0.00473046488559087,0.0287224077635754,0.0847442436266415,2
"11_11","11","3","a/_","het","11","11","1",0.28275,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.547625,NA,NA,0.4695,0.0657609306503489,0.0657609306503489,1.135,0.151320851173921,0.151320851173921,175.5,210.735759493671,373.920886075949,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.128250584677091,0.242373644092641,0.296377907162371,0.152687411598303,0.351724137931034,0.552553069420539,"11","11",0,0,0,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-11",24,0.18675,0.587375,0.0244368269212114,0.109350493838393,0.256175162258168,2
"11_12","11","3","a/_","het","11","12","1",0.2205,NA,NA,"3","#B8DE29FF",2,"#DCE318FF","#DCE31880",0.483125,NA,NA,0.304,0.05939696961967,0.05939696961967,0.80625,0.0406586399182264,0.0406586399182264,177,178.314873417722,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.128250584677091,0.242373644092641,0.296377907162371,0.111281337047354,0.252363112391931,0.37104347826087,"11","12",0,0,0,3,2,"#B8DE29FF","#DCE318FF","#B8DE2980","#DCE31880","11-12",21,0.0835,0.323125,-0.0169692476297376,0.00998946829928937,0.0746655710984988,2
"12_1","12","3","a/a","hom","12","1","1",1.311375,NA,NA,"17","#453781FF",18,"#482677FF","#48267780",1.670875,NA,NA,1.12375,0.778171012695795,0.778171012695795,1.7105,0.108187337521542,0.108187337521542,166,165.346518987342,NA,NA,20,32,32,32,32,32,0.312663118131868,0.481283388515366,0.596658857260275,0.304869913275517,0.309779179810726,0.411070780399274,"12","1",12,0,0,17,18,"#453781FF","#482677FF","#45378180","#48267780","12-1",21,-0.187625,0.0396249999999998,-0.0077932048563511,-0.171504208704641,-0.185588076861001,20
"12_2","12","3","a/a","hom","12","2","1",1.29825,NA,NA,"17","#453781FF",18,"#482677FF","#48267780",1.68325,NA,NA,1.0415,0.747411867714181,0.747411867714181,1.67875,0.041365746699413,0.041365746699413,173.5,179.395569620253,NA,NA,20,32,32,32,32,32,0.312663118131868,0.481283388515366,0.596658857260275,0.258579023682939,0.280138495435946,0.330132052821129,"12","2",12,0,0,17,18,"#453781FF","#482677FF","#45378180","#48267780","12-2",21,-0.25675,-0.00449999999999995,-0.0540840944489295,-0.20114489307942,-0.266526804439146,20
"12_3","12","3","a/a","hom","12","3","1",1.31125,NA,NA,"17","#453781FF",18,"#482677FF","#48267780",1.695375,NA,NA,0.983,0.895197184982169,0.895197184982169,1.6945,0.096873629022557,0.096873629022557,167,173.992088607595,NA,NA,20,32,32,32,32,32,0.312663118131868,0.481283388515366,0.596658857260275,0.252615844544096,0.278214397988054,0.342378048780488,"12","3",12,0,0,17,18,"#453781FF","#482677FF","#45378180","#48267780","12-3",21,-0.32825,-0.000874999999999959,-0.0600472735877725,-0.203068990527312,-0.254280808479787,20
"12_4","12","3","a/a","hom","12","4","1",1.242875,NA,NA,"17","#453781FF",18,"#482677FF","#48267780",1.70675,NA,NA,1.01175,0.831911128065973,0.831911128065973,1.71325,0.0519723484172113,0.0519723484172113,164.5,169.669303797468,NA,NA,20,32,32,32,32,32,0.312663118131868,0.481283388515366,0.596658857260275,0.218612818261633,0.264669163545568,0.313513513513514,"12","4",12,0,0,17,18,"#453781FF","#482677FF","#45378180","#48267780","12-4",21,-0.231125,0.00649999999999995,-0.0940502998702351,-0.216614224969798,-0.283145343746761,20
