"line","enviro","rep","gen","data","time"
"1",0,1,"t0d",1.7025,48
"1",0,2,"t0d",1.677,48
"1",0,3,"t0d",1.684,48
"1",0,4,"t0d",1.6965,48
"1",0,5,"t0d",1.674,48
"1",0,6,"t0d",1.679,48
"1",0,7,"t0d",1.6905,48
"1",0,8,"t0d",1.7105,48
"1",0,9,"t0d",1.6795,48
"1",0,10,"t0d",1.6715,48
"1",0,11,"t0d",1.7015,48
"1",0,12,"t0d",1.6715,48
"1",1,1,"t0d",1.7275,48
"1",1,2,"t0d",1.6955,48
"1",1,3,"t0d",1.6975,48
"1",1,4,"t0d",1.695,48
"1",1,5,"t0d",1.691,48
"1",1,6,"t0d",1.681,48
"1",1,7,"t0d",1.677,48
"1",1,8,"t0d",1.7025,48
"1",1,9,"t0d",1.6965,48
"1",1,10,"t0d",1.674,48
"1",1,11,"t0d",1.704,48
"1",1,12,"t0d",1.689,48
"1",128,1,"t0d",0.1805,48
"1",128,2,"t0d",0.3125,48
"1",128,3,"t0d",0.3755,48
"1",128,4,"t0d",0.3635,48
"1",128,5,"t0d",0.3995,48
"1",128,6,"t0d",0.482,48
"1",128,7,"t0d",0.435,48
"1",128,8,"t0d",0.363,48
"1",128,9,"t0d",0.3915,48
"1",128,10,"t0d",0.4855,48
"1",128,11,"t0d",0.276,48
"1",128,12,"t0d",0.1575,48
"1",512,1,"t0d",1.62,48
"1",512,2,"t0d",1.581,48
"1",512,3,"t0d",1.581,48
"1",512,4,"t0d",1.607,48
"1",512,5,"t0d",1.611,48
"1",512,6,"t0d",1.5805,48
"1",512,7,"t0d",1.5855,48
"1",512,8,"t0d",1.5745,48
"1",512,9,"t0d",1.5865,48
"1",512,10,"t0d",1.5655,48
"1",512,11,"t0d",1.585,48
"1",512,12,"t0d",1.5435,48
"2",0,1,"t0d",1.693,48
"2",0,2,"t0d",1.6605,48
"2",0,3,"t0d",1.6635,48
"2",0,4,"t0d",1.6855,48
"2",0,5,"t0d",1.658,48
"2",0,6,"t0d",1.6595,48
"2",0,7,"t0d",1.6595,48
"2",0,8,"t0d",1.6945,48
"2",0,9,"t0d",1.6555,48
"2",0,10,"t0d",1.657,48
"2",0,11,"t0d",1.6785,48
"2",0,12,"t0d",1.6625,48
"2",1,1,"t0d",1.259,48
"2",1,2,"t0d",1.4285,48
"2",1,3,"t0d",1.393,48
"2",1,4,"t0d",1.3455,48
"2",1,5,"t0d",1.3335,48
"2",1,6,"t0d",1.41,48
"2",1,7,"t0d",1.3985,48
"2",1,8,"t0d",1.3545,48
"2",1,9,"t0d",1.5315,48
"2",1,10,"t0d",1.1935,48
"2",1,11,"t0d",1.19,48
"2",1,12,"t0d",1.2315,48
"2",128,1,"t0d",0.1195,48
"2",128,2,"t0d",0.239,48
"2",128,3,"t0d",0.237,48
"2",128,4,"t0d",0.142,48
"2",128,5,"t0d",0.156,48
"2",128,6,"t0d",0.316,48
"2",128,7,"t0d",0.24,48
"2",128,8,"t0d",0.168,48
"2",128,9,"t0d",0.492,48
"2",128,10,"t0d",0.1065,48
"2",128,11,"t0d",0.0685,48
"2",128,12,"t0d",0.046,48
"2",512,1,"t0d",1.2845,48
"2",512,2,"t0d",1.4905,48
"2",512,3,"t0d",1.485,48
"2",512,4,"t0d",1.445,48
"2",512,5,"t0d",1.4605,48
"2",512,6,"t0d",1.467,48
"2",512,7,"t0d",1.472,48
"2",512,8,"t0d",1.444,48
"2",512,9,"t0d",1.4955,48
"2",512,10,"t0d",1.367,48
"2",512,11,"t0d",1.387,48
"2",512,12,"t0d",1.1665,48
"3",0,1,"t0d",1.693,48
"3",0,2,"t0d",1.6825,48
"3",0,3,"t0d",1.6855,48
"3",0,4,"t0d",1.6865,48
"3",0,5,"t0d",1.694,48
"3",0,6,"t0d",1.6745,48
"3",0,7,"t0d",1.674,48
"3",0,8,"t0d",1.688,48
"3",0,9,"t0d",1.6785,48
"3",0,10,"t0d",1.665,48
"3",0,11,"t0d",1.704,48
"3",0,12,"t0d",1.682,48
"3",1,1,"t0d",0.3965,48
"3",1,2,"t0d",0.263,48
"3",1,3,"t0d",0.675,48
"3",1,4,"t0d",1.2525,48
"3",1,5,"t0d",0.541,48
"3",1,6,"t0d",1.112,48
"3",1,7,"t0d",1.18,48
"3",1,8,"t0d",1.173,48
"3",1,9,"t0d",0.5415,48
"3",1,10,"t0d",0.367,48
"3",1,11,"t0d",0.1985,48
"3",1,12,"t0d",0.225,48
"3",128,1,"t0d",0.4205,48
"3",128,2,"t0d",0.4385,48
"3",128,3,"t0d",0.7245,48
"3",128,4,"t0d",1.1385,48
"3",128,5,"t0d",0.559,48
"3",128,6,"t0d",1.0385,48
"3",128,7,"t0d",1.112,48
"3",128,8,"t0d",1.093,48
"3",128,9,"t0d",0.7815,48
"3",128,10,"t0d",0.5555,48
"3",128,11,"t0d",0.3545,48
"3",128,12,"t0d",0.2625,48
"3",512,1,"t0d",1.2665,48
"3",512,2,"t0d",1.3975,48
"3",512,3,"t0d",1.4145,48
"3",512,4,"t0d",1.4165,48
"3",512,5,"t0d",1.418,48
"3",512,6,"t0d",1.3835,48
"3",512,7,"t0d",1.408,48
"3",512,8,"t0d",1.412,48
"3",512,9,"t0d",1.428,48
"3",512,10,"t0d",1.3895,48
"3",512,11,"t0d",1.369,48
"3",512,12,"t0d",0.9775,48
"4",0,1,"t0d",1.689,48
"4",0,2,"t0d",1.6685,48
"4",0,3,"t0d",1.678,48
"4",0,4,"t0d",1.6915,48
"4",0,5,"t0d",1.67,48
"4",0,6,"t0d",1.6685,48
"4",0,7,"t0d",1.675,48
"4",0,8,"t0d",1.698,48
"4",0,9,"t0d",1.666,48
"4",0,10,"t0d",1.6745,48
"4",0,11,"t0d",1.7225,48
"4",0,12,"t0d",1.691,48
"4",1,1,"t0d",0.474,48
"4",1,2,"t0d",0.546,48
"4",1,3,"t0d",0.7115,48
"4",1,4,"t0d",0.5575,48
"4",1,5,"t0d",0.547,48
"4",1,6,"t0d",0.351,48
"4",1,7,"t0d",0.6355,48
"4",1,8,"t0d",0.5255,48
"4",1,9,"t0d",0.745,48
"4",1,10,"t0d",0.4355,48
"4",1,11,"t0d",0.3995,48
"4",1,12,"t0d",0.715,48
"4",128,1,"t0d",0.146,48
"4",128,2,"t0d",0.218,48
"4",128,3,"t0d",0.236,48
"4",128,4,"t0d",0.255,48
"4",128,5,"t0d",0.2655,48
"4",128,6,"t0d",0.1205,48
"4",128,7,"t0d",0.4065,48
"4",128,8,"t0d",0.2695,48
"4",128,9,"t0d",0.593,48
"4",128,10,"t0d",0.2325,48
"4",128,11,"t0d",0.2025,48
"4",128,12,"t0d",0.6065,48
"4",512,1,"t0d",1.342,48
"4",512,2,"t0d",1.0805,48
"4",512,3,"t0d",1.0125,48
"4",512,4,"t0d",1.4695,48
"4",512,5,"t0d",1.2075,48
"4",512,6,"t0d",1.0595,48
"4",512,7,"t0d",1.112,48
"4",512,8,"t0d",1.184,48
"4",512,9,"t0d",1.1565,48
"4",512,10,"t0d",1.1125,48
"4",512,11,"t0d",0.971,48
"4",512,12,"t0d",1.2075,48
"5",0,1,"t0d",1.653,48
"5",0,2,"t0d",1.647,48
"5",0,3,"t0d",1.6475,48
"5",0,4,"t0d",1.6565,48
"5",0,5,"t0d",1.652,48
"5",0,6,"t0d",1.643,48
"5",0,7,"t0d",1.6295,48
"5",0,8,"t0d",1.654,48
"5",0,9,"t0d",1.6405,48
"5",0,10,"t0d",1.627,48
"5",0,11,"t0d",1.663,48
"5",0,12,"t0d",1.6305,48
"5",1,1,"t0d",1.532,48
"5",1,2,"t0d",1.5585,48
"5",1,3,"t0d",1.57,48
"5",1,4,"t0d",1.5665,48
"5",1,5,"t0d",1.5435,48
"5",1,6,"t0d",1.5355,48
"5",1,7,"t0d",1.5325,48
"5",1,8,"t0d",1.539,48
"5",1,9,"t0d",1.545,48
"5",1,10,"t0d",1.5245,48
"5",1,11,"t0d",1.5395,48
"5",1,12,"t0d",1.538,48
"5",128,1,"t0d",1.4565,48
"5",128,2,"t0d",1.4715,48
"5",128,3,"t0d",1.483,48
"5",128,4,"t0d",1.4935,48
"5",128,5,"t0d",1.4665,48
"5",128,6,"t0d",1.472,48
"5",128,7,"t0d",1.463,48
"5",128,8,"t0d",1.456,48
"5",128,9,"t0d",1.471,48
"5",128,10,"t0d",1.3955,48
"5",128,11,"t0d",1.4755,48
"5",128,12,"t0d",1.4405,48
"5",512,1,"t0d",1.4765,48
"5",512,2,"t0d",1.4905,48
"5",512,3,"t0d",1.485,48
"5",512,4,"t0d",1.494,48
"5",512,5,"t0d",1.49,48
"5",512,6,"t0d",1.5065,48
"5",512,7,"t0d",1.48,48
"5",512,8,"t0d",1.492,48
"5",512,9,"t0d",1.4935,48
"5",512,10,"t0d",1.457,48
"5",512,11,"t0d",1.5045,48
"5",512,12,"t0d",1.485,48
"6",0,1,"t0d",1.681,48
"6",0,2,"t0d",1.6775,48
"6",0,3,"t0d",1.6775,48
"6",0,4,"t0d",1.6885,48
"6",0,5,"t0d",1.6835,48
"6",0,6,"t0d",1.672,48
"6",0,7,"t0d",1.6725,48
"6",0,8,"t0d",1.6845,48
"6",0,9,"t0d",1.683,48
"6",0,10,"t0d",1.6605,48
"6",0,11,"t0d",1.688,48
"6",0,12,"t0d",1.671,48
"6",1,1,"t0d",1.5105,48
"6",1,2,"t0d",1.422,48
"6",1,3,"t0d",1.442,48
"6",1,4,"t0d",1.4615,48
"6",1,5,"t0d",1.3145,48
"6",1,6,"t0d",1.3575,48
"6",1,7,"t0d",1.437,48
"6",1,8,"t0d",1.468,48
"6",1,9,"t0d",1.511,48
"6",1,10,"t0d",1.4925,48
"6",1,11,"t0d",1.373,48
"6",1,12,"t0d",1.284,48
"6",128,1,"t0d",1.3895,48
"6",128,2,"t0d",0.687,48
"6",128,3,"t0d",0.8625,48
"6",128,4,"t0d",0.788,48
"6",128,5,"t0d",1.169,48
"6",128,6,"t0d",0.989,48
"6",128,7,"t0d",1.1215,48
"6",128,8,"t0d",1.217,48
"6",128,9,"t0d",1.1015,48
"6",128,10,"t0d",0.8595,48
"6",128,11,"t0d",0.7635,48
"6",128,12,"t0d",0.5725,48
"6",512,1,"t0d",1.2885,48
"6",512,2,"t0d",1.5365,48
"6",512,3,"t0d",1.4875,48
"6",512,4,"t0d",1.551,48
"6",512,5,"t0d",1.5165,48
"6",512,6,"t0d",1.57,48
"6",512,7,"t0d",1.488,48
"6",512,8,"t0d",1.496,48
"6",512,9,"t0d",1.5355,48
"6",512,10,"t0d",1.522,48
"6",512,11,"t0d",1.5425,48
"6",512,12,"t0d",1.419,48
"7",0,1,"t0d",1.686,48
"7",0,2,"t0d",1.6625,48
"7",0,3,"t0d",1.674,48
"7",0,4,"t0d",1.667,48
"7",0,5,"t0d",1.663,48
"7",0,6,"t0d",1.653,48
"7",0,7,"t0d",1.6555,48
"7",0,8,"t0d",1.673,48
"7",0,9,"t0d",1.6585,48
"7",0,10,"t0d",1.6495,48
"7",0,11,"t0d",1.6745,48
"7",0,12,"t0d",1.649,48
"7",1,1,"t0d",1.489,48
"7",1,2,"t0d",1.426,48
"7",1,3,"t0d",1.4425,48
"7",1,4,"t0d",1.543,48
"7",1,5,"t0d",1.4535,48
"7",1,6,"t0d",1.4685,48
"7",1,7,"t0d",1.577,48
"7",1,8,"t0d",1.418,48
"7",1,9,"t0d",1.5445,48
"7",1,10,"t0d",1.507,48
"7",1,11,"t0d",1.4105,48
"7",1,12,"t0d",1.497,48
"7",128,1,"t0d",0.14,48
"7",128,2,"t0d",0.4005,48
"7",128,3,"t0d",0.6935,48
"7",128,4,"t0d",0.3135,48
"7",128,5,"t0d",0.802,48
"7",128,6,"t0d",0.9385,48
"7",128,7,"t0d",1.386,48
"7",128,8,"t0d",0.7575,48
"7",128,9,"t0d",1.2225,48
"7",128,10,"t0d",0.976,48
"7",128,11,"t0d",0.527,48
"7",128,12,"t0d",0.2295,48
"7",512,1,"t0d",1.5445,48
"7",512,2,"t0d",1.5185,48
"7",512,3,"t0d",1.385,48
"7",512,4,"t0d",1.5585,48
"7",512,5,"t0d",1.5505,48
"7",512,6,"t0d",1.4235,48
"7",512,7,"t0d",1.5485,48
"7",512,8,"t0d",1.405,48
"7",512,9,"t0d",1.4205,48
"7",512,10,"t0d",1.0225,48
"7",512,11,"t0d",1.496,48
"7",512,12,"t0d",1.475,48
"8",0,1,"t0d",1.6745,48
"8",0,2,"t0d",1.675,48
"8",0,3,"t0d",1.6785,48
"8",0,4,"t0d",1.667,48
"8",0,5,"t0d",1.682,48
"8",0,6,"t0d",1.675,48
"8",0,7,"t0d",1.6715,48
"8",0,8,"t0d",1.68,48
"8",0,9,"t0d",1.6785,48
"8",0,10,"t0d",1.6585,48
"8",0,11,"t0d",1.693,48
"8",0,12,"t0d",1.6665,48
"8",1,1,"t0d",1.2625,48
"8",1,2,"t0d",0.4435,48
"8",1,3,"t0d",1.046,48
"8",1,4,"t0d",1.34,48
"8",1,5,"t0d",1.3145,48
"8",1,6,"t0d",1.316,48
"8",1,7,"t0d",0.9405,48
"8",1,8,"t0d",1.4015,48
"8",1,9,"t0d",1.4555,48
"8",1,10,"t0d",1.4065,48
"8",1,11,"t0d",1.3885,48
"8",1,12,"t0d",1.223,48
"8",128,1,"t0d",0.259,48
"8",128,2,"t0d",0.1375,48
"8",128,3,"t0d",0.3185,48
"8",128,4,"t0d",0.464,48
"8",128,5,"t0d",0.5945,48
"8",128,6,"t0d",0.9025,48
"8",128,7,"t0d",0.4645,48
"8",128,8,"t0d",1.0685,48
"8",128,9,"t0d",1.2655,48
"8",128,10,"t0d",0.871,48
"8",128,11,"t0d",0.653,48
"8",128,12,"t0d",0.395,48
"8",512,1,"t0d",1.322,48
"8",512,2,"t0d",1.165,48
"8",512,3,"t0d",1.4585,48
"8",512,4,"t0d",1.471,48
"8",512,5,"t0d",1.4725,48
"8",512,6,"t0d",1.4655,48
"8",512,7,"t0d",1.4145,48
"8",512,8,"t0d",1.465,48
"8",512,9,"t0d",1.498,48
"8",512,10,"t0d",1.4625,48
"8",512,11,"t0d",1.4295,48
"8",512,12,"t0d",1.4555,48
"9",0,1,"t0d",1.6925,48
"9",0,2,"t0d",1.693,48
"9",0,3,"t0d",1.695,48
"9",0,4,"t0d",1.7055,48
"9",0,5,"t0d",1.7025,48
"9",0,6,"t0d",1.679,48
"9",0,7,"t0d",1.6775,48
"9",0,8,"t0d",1.696,48
"9",0,9,"t0d",1.687,48
"9",0,10,"t0d",1.6785,48
"9",0,11,"t0d",1.706,48
"9",0,12,"t0d",1.68,48
"9",1,1,"t0d",0.4495,48
"9",1,2,"t0d",0.6165,48
"9",1,3,"t0d",0.724,48
"9",1,4,"t0d",0.8615,48
"9",1,5,"t0d",1.0255,48
"9",1,6,"t0d",0.8125,48
"9",1,7,"t0d",0.826,48
"9",1,8,"t0d",0.7865,48
"9",1,9,"t0d",0.6725,48
"9",1,10,"t0d",0.6485,48
"9",1,11,"t0d",0.5855,48
"9",1,12,"t0d",0.4755,48
"9",128,1,"t0d",0.183,48
"9",128,2,"t0d",0.2485,48
"9",128,3,"t0d",0.3145,48
"9",128,4,"t0d",0.3545,48
"9",128,5,"t0d",0.5245,48
"9",128,6,"t0d",0.377,48
"9",128,7,"t0d",0.396,48
"9",128,8,"t0d",0.401,48
"9",128,9,"t0d",0.317,48
"9",128,10,"t0d",0.2855,48
"9",128,11,"t0d",0.314,48
"9",128,12,"t0d",0.2045,48
"9",512,1,"t0d",1.031,48
"9",512,2,"t0d",1.3825,48
"9",512,3,"t0d",1.4205,48
"9",512,4,"t0d",1.449,48
"9",512,5,"t0d",1.4565,48
"9",512,6,"t0d",1.4605,48
"9",512,7,"t0d",1.4395,48
"9",512,8,"t0d",1.44,48
"9",512,9,"t0d",1.439,48
"9",512,10,"t0d",1.4195,48
"9",512,11,"t0d",1.42,48
"9",512,12,"t0d",1.2075,48
"10",0,1,"t0d",1.6255,48
"10",0,2,"t0d",1.6175,48
"10",0,3,"t0d",1.6235,48
"10",0,4,"t0d",1.6275,48
"10",0,5,"t0d",1.628,48
"10",0,6,"t0d",1.6005,48
"10",0,7,"t0d",1.6075,48
"10",0,8,"t0d",1.624,48
"10",0,9,"t0d",1.6195,48
"10",0,10,"t0d",1.6025,48
"10",0,11,"t0d",1.6395,48
"10",0,12,"t0d",1.611,48
"10",1,1,"t0d",1.2735,48
"10",1,2,"t0d",1.3905,48
"10",1,3,"t0d",1.397,48
"10",1,4,"t0d",1.3695,48
"10",1,5,"t0d",1.397,48
"10",1,6,"t0d",1.3795,48
"10",1,7,"t0d",1.36,48
"10",1,8,"t0d",1.333,48
"10",1,9,"t0d",1.237,48
"10",1,10,"t0d",1.4155,48
"10",1,11,"t0d",1.3435,48
"10",1,12,"t0d",1.3415,48
"10",128,1,"t0d",1.203,48
"10",128,2,"t0d",1.333,48
"10",128,3,"t0d",1.317,48
"10",128,4,"t0d",1.3675,48
"10",128,5,"t0d",1.354,48
"10",128,6,"t0d",1.336,48
"10",128,7,"t0d",1.32,48
"10",128,8,"t0d",1.258,48
"10",128,9,"t0d",1.1285,48
"10",128,10,"t0d",1.3745,48
"10",128,11,"t0d",1.2545,48
"10",128,12,"t0d",1.2545,48
"10",512,1,"t0d",0.932,48
"10",512,2,"t0d",1.266,48
"10",512,3,"t0d",1.2195,48
"10",512,4,"t0d",1.258,48
"10",512,5,"t0d",1.3095,48
"10",512,6,"t0d",1.243,48
"10",512,7,"t0d",1.154,48
"10",512,8,"t0d",1.018,48
"10",512,9,"t0d",0.701,48
"10",512,10,"t0d",1.268,48
"10",512,11,"t0d",1.038,48
"10",512,12,"t0d",1.0445,48
"11",0,1,"t0d",1.698,48
"11",0,2,"t0d",1.6935,48
"11",0,3,"t0d",1.689,48
"11",0,4,"t0d",1.697,48
"11",0,5,"t0d",1.695,48
"11",0,6,"t0d",1.676,48
"11",0,7,"t0d",1.6905,48
"11",0,8,"t0d",1.696,48
"11",0,9,"t0d",1.7055,48
"11",0,10,"t0d",1.6765,48
"11",0,11,"t0d",1.7035,48
"11",0,12,"t0d",1.6555,48
"11",1,1,"t0d",1.6105,48
"11",1,2,"t0d",1.403,48
"11",1,3,"t0d",0.8125,48
