"line","enviro","col","gen","data"
18,0,3,"t0",1.705
18,0,4,"t0",1.722
18,0,5,"t0",1.703
18,0,6,"t0",1.696
18,0,7,"t0",1.681
18,0,8,"t0",1.712
18,0,9,"t0",1.68
18,0,10,"t0",1.681
18,0,11,"t0",1.692
18,0,12,"t0",1.677
18,1,1,"t0",1.697
18,1,2,"t0",1.706
18,1,3,"t0",1.73
18,1,4,"t0",1.752
18,1,5,"t0",1.742
18,1,6,"t0",1.723
18,1,7,"t0",1.737
18,1,8,"t0",1.772
18,1,9,"t0",1.724
18,1,10,"t0",1.713
18,1,11,"t0",1.716
18,1,12,"t0",1.701
18,4,1,"t0",1.684
18,4,2,"t0",1.679
18,4,3,"t0",1.718
18,4,4,"t0",1.738
18,4,5,"t0",1.705
18,4,6,"t0",1.681
18,4,7,"t0",1.707
18,4,8,"t0",1.694
18,4,9,"t0",1.69
18,4,10,"t0",1.69
18,4,11,"t0",1.695
18,4,12,"t0",1.676
18,1,1,"t0",1.689
18,1,2,"t0",1.71
18,1,3,"t0",1.715
18,1,4,"t0",1.738
18,1,5,"t0",1.727
18,1,6,"t0",1.691
18,1,7,"t0",1.719
18,1,8,"t0",1.72
18,1,9,"t0",1.709
18,1,10,"t0",1.703
18,1,11,"t0",1.726
18,1,12,"t0",1.657
19,0,1,"t0",1.736
19,0,2,"t0",1.738
19,0,3,"t0",1.741
19,0,4,"t0",1.766
19,0,5,"t0",1.72
19,0,6,"t0",1.722
19,0,7,"t0",1.72
19,0,8,"t0",1.749
19,0,9,"t0",1.702
19,0,10,"t0",1.717
19,0,11,"t0",1.727
19,0,12,"t0",1.725
19,1,1,"t0",1.405
19,1,2,"t0",1.392
19,1,3,"t0",1.421
19,1,4,"t0",1.269
19,1,5,"t0",1.348
19,1,6,"t0",1.454
19,1,7,"t0",1.236
19,1,8,"t0",1.36
19,1,9,"t0",1.025
19,1,10,"t0",1.226
19,1,11,"t0",1.041
19,1,12,"t0",1.322
19,4,1,"t0",0.473
19,4,2,"t0",0.713
19,4,3,"t0",0.504
19,4,4,"t0",0.396
19,4,5,"t0",0.35
19,4,6,"t0",0.195
19,4,7,"t0",0.288
19,4,8,"t0",0.228
19,4,9,"t0",0.292
19,4,10,"t0",0.507
19,4,11,"t0",0.236
19,4,12,"t0",0.299
19,1,1,"t0",1.077
19,1,2,"t0",1.077
19,1,3,"t0",1.289
19,1,4,"t0",1.268
19,1,5,"t0",0.722
19,1,6,"t0",1.072
19,1,7,"t0",1.16
19,1,8,"t0",1.297
19,1,9,"t0",1.031
19,1,10,"t0",1.445
19,1,11,"t0",1.072
19,1,12,"t0",1.389
20,0,1,"t0",1.724
20,0,2,"t0",1.679
20,0,3,"t0",1.698
20,0,4,"t0",1.724
20,0,5,"t0",1.691
20,0,6,"t0",1.678
20,0,7,"t0",1.694
20,0,8,"t0",1.714
20,0,9,"t0",1.68
20,0,10,"t0",1.697
20,0,11,"t0",1.724
20,0,12,"t0",1.662
20,1,1,"t0",1.557
20,1,2,"t0",1.558
20,1,3,"t0",1.597
20,1,4,"t0",1.665
20,1,5,"t0",1.643
20,1,6,"t0",1.62
20,1,7,"t0",1.639
20,1,8,"t0",1.686
20,1,9,"t0",1.584
20,1,10,"t0",1.62
20,1,11,"t0",1.669
20,1,12,"t0",1.589
20,4,1,"t0",0.336
20,4,2,"t0",0.381
20,4,3,"t0",0.437
20,4,4,"t0",0.244
20,4,5,"t0",0.308
20,4,6,"t0",0.386
20,4,7,"t0",0.331
20,4,8,"t0",0.474
20,4,9,"t0",0.495
20,4,10,"t0",0.445
20,4,11,"t0",0.126
20,4,12,"t0",0.389
20,1,1,"t0",1.532
20,1,2,"t0",1.627
20,1,3,"t0",1.525
20,1,4,"t0",1.649
20,1,5,"t0",1.545
20,1,6,"t0",1.677
20,1,7,"t0",1.692
20,1,8,"t0",1.6
20,1,9,"t0",1.526
20,1,10,"t0",1.601
20,1,11,"t0",1.605
20,1,12,"t0",1.604
1,0,1,"t10",1.805
1,0,2,"t10",1.756
1,0,3,"t10",1.767
1,0,4,"t10",1.799
1,0,5,"t10",1.723
1,0,6,"t10",1.745
1,0,7,"t10",1.755
1,0,8,"t10",1.787
1,0,9,"t10",1.729
1,0,10,"t10",1.716
1,0,11,"t10",1.765
