"line","enviro","col","gen","data"
1,0,1,"t0",1.793
1,0,2,"t0",1.792
1,0,3,"t0",1.786
1,0,4,"t0",1.788
1,0,5,"t0",1.764
1,0,6,"t0",1.759
1,0,7,"t0",1.745
1,0,8,"t0",1.778
1,0,9,"t0",1.747
1,0,10,"t0",1.731
1,0,11,"t0",1.763
1,0,12,"t0",1.722
1,1,1,"t0",1.814
1,1,2,"t0",1.776
1,1,3,"t0",1.777
1,1,4,"t0",1.817
1,1,5,"t0",1.772
1,1,6,"t0",1.778
1,1,7,"t0",1.769
1,1,8,"t0",1.81
1,1,9,"t0",1.781
1,1,10,"t0",1.754
1,1,11,"t0",1.749
1,1,12,"t0",1.759
1,0.5,1,"t0",1.777
1,0.5,2,"t0",1.768
1,0.5,3,"t0",1.793
1,0.5,4,"t0",1.758
1,0.5,5,"t0",1.734
1,0.5,6,"t0",1.747
1,0.5,7,"t0",1.77
1,0.5,8,"t0",1.763
1,0.5,9,"t0",1.76
1,0.5,10,"t0",1.749
1,0.5,11,"t0",1.749
1,0.5,12,"t0",1.766
1,4,1,"t0",1.5
1,4,2,"t0",1.516
1,4,3,"t0",1.5
1,4,4,"t0",1.445
1,4,5,"t0",1.282
1,4,6,"t0",1.363
1,4,7,"t0",1.258
1,4,8,"t0",1.288
1,4,9,"t0",1.136
1,4,10,"t0",1.356
1,4,11,"t0",1.368
1,4,12,"t0",1.268
2,0,1,"t0",1.758
2,0,2,"t0",1.712
2,0,3,"t0",1.717
2,0,4,"t0",1.751
2,0,5,"t0",1.714
2,0,6,"t0",1.699
2,0,7,"t0",1.701
2,0,8,"t0",1.744
2,0,9,"t0",1.699
2,0,10,"t0",1.692
2,0,11,"t0",1.725
2,0,12,"t0",1.728
2,1,1,"t0",1.757
2,1,2,"t0",1.734
2,1,3,"t0",1.73
2,1,4,"t0",1.765
2,1,5,"t0",1.73
2,1,6,"t0",1.743
2,1,7,"t0",1.731
2,1,8,"t0",1.768
2,1,9,"t0",1.748
2,1,10,"t0",1.73
2,1,11,"t0",1.758
2,1,12,"t0",1.75
2,0.5,1,"t0",1.71
2,0.5,2,"t0",1.671
2,0.5,3,"t0",1.681
2,0.5,4,"t0",1.7
2,0.5,5,"t0",1.675
2,0.5,6,"t0",1.687
2,0.5,7,"t0",1.693
2,0.5,8,"t0",1.669
2,0.5,9,"t0",1.691
2,0.5,10,"t0",1.672
2,0.5,11,"t0",1.642
2,0.5,12,"t0",1.661
2,4,1,"t0",0.203
2,4,2,"t0",0.203
2,4,3,"t0",0.157
2,4,4,"t0",0.155
2,4,5,"t0",0.15
2,4,6,"t0",0.188
2,4,7,"t0",0.133
2,4,8,"t0",0.113
2,4,9,"t0",0.13
2,4,10,"t0",0.124
2,4,11,"t0",0.109
2,4,12,"t0",0.095
3,0,1,"t0",1.786
3,0,2,"t0",1.737
3,0,3,"t0",1.74
3,0,4,"t0",1.769
3,0,5,"t0",1.745
3,0,6,"t0",1.725
3,0,7,"t0",1.723
3,0,8,"t0",1.762
3,0,9,"t0",1.723
3,0,10,"t0",1.719
3,0,11,"t0",1.74
3,0,12,"t0",1.745
3,1,1,"t0",1.098
3,1,2,"t0",0.803
3,1,3,"t0",1.009
3,1,4,"t0",0.926
3,1,5,"t0",0.791
3,1,6,"t0",1.028
3,1,7,"t0",0.826
3,1,8,"t0",0.999
3,1,9,"t0",0.998
3,1,10,"t0",0.841
3,1,11,"t0",0.886
3,1,12,"t0",0.616
3,0.5,1,"t0",0.657
3,0.5,2,"t0",0.4
3,0.5,3,"t0",0.537
3,0.5,4,"t0",0.492
3,0.5,5,"t0",0.4
3,0.5,6,"t0",0.432
3,0.5,7,"t0",0.371
3,0.5,8,"t0",0.534
3,0.5,9,"t0",0.581
3,0.5,10,"t0",0.408
3,0.5,11,"t0",0.33
3,0.5,12,"t0",0.23
3,4,1,"t0",0.206
3,4,2,"t0",0.132
3,4,3,"t0",0.152
3,4,4,"t0",0.12
3,4,5,"t0",0.121
3,4,6,"t0",0.137
3,4,7,"t0",0.124
3,4,8,"t0",0.142
3,4,9,"t0",0.162
3,4,10,"t0",0.135
