"line","enviro","rep","gen","data","time"
"1",0,1,"t0b",1.683,72
"1",0,2,"t0b",1.679,72
"1",0,3,"t0b",1.6835,72
"1",0,4,"t0b",1.6925,72
"1",0,5,"t0b",1.693,72
"1",0,6,"t0b",1.6915,72
"1",0,7,"t0b",1.6935,72
"1",0,8,"t0b",1.699,72
"1",0,9,"t0b",1.6865,72
"1",0,10,"t0b",1.678,72
"1",0,11,"t0b",1.689,72
"1",0,12,"t0b",1.6645,72
"1",32,1,"t0b",0.272,72
"1",32,2,"t0b",0.357,72
"1",32,3,"t0b",0.2325,72
"1",32,4,"t0b",0.3385,72
"1",32,5,"t0b",0.257,72
"1",32,6,"t0b",0.293,72
"1",32,7,"t0b",0.295,72
"1",32,8,"t0b",0.3135,72
"1",32,9,"t0b",0.3255,72
"1",32,10,"t0b",0.3025,72
"1",32,11,"t0b",0.2185,72
"1",32,12,"t0b",0.22,72
"1",128,1,"t0b",0.3835,72
"1",128,2,"t0b",0.479,72
"1",128,3,"t0b",0.3315,72
"1",128,4,"t0b",0.484,72
"1",128,5,"t0b",0.4005,72
"1",128,6,"t0b",0.3895,72
"1",128,7,"t0b",0.372,72
"1",128,8,"t0b",0.43,72
"1",128,9,"t0b",0.512,72
"1",128,10,"t0b",0.4675,72
"1",128,11,"t0b",0.336,72
"1",128,12,"t0b",0.374,72
"1",512,1,"t0b",0.411,72
"1",512,2,"t0b",0.5085,72
"1",512,3,"t0b",0.423,72
"1",512,4,"t0b",0.5445,72
"1",512,5,"t0b",0.4135,72
"1",512,6,"t0b",0.456,72
"1",512,7,"t0b",0.4425,72
"1",512,8,"t0b",0.494,72
"1",512,9,"t0b",0.561,72
"1",512,10,"t0b",0.537,72
"1",512,11,"t0b",0.5515,72
"1",512,12,"t0b",0.512,72
"2",0,1,"t0b",1.6735,72
"2",0,2,"t0b",1.678,72
"2",0,3,"t0b",1.684,72
"2",0,4,"t0b",1.4165,72
"2",0,5,"t0b",1.695,72
"2",0,6,"t0b",1.702,72
"2",0,7,"t0b",1.6945,72
"2",0,8,"t0b",1.346,72
"2",0,9,"t0b",1.6885,72
"2",0,10,"t0b",1.682,72
"2",0,11,"t0b",1.6995,72
"2",0,12,"t0b",1.668,72
"2",32,1,"t0b",0.066,72
"2",32,2,"t0b",0.0635,72
"2",32,3,"t0b",0.0545,72
"2",32,4,"t0b",1.284,72
"2",32,5,"t0b",0.0515,72
"2",32,6,"t0b",0.069,72
"2",32,7,"t0b",0.06,72
"2",32,8,"t0b",1.198,72
"2",32,9,"t0b",0.0675,72
"2",32,10,"t0b",0.0585,72
"2",32,11,"t0b",0.0715,72
"2",32,12,"t0b",0.0155,72
"2",128,1,"t0b",0.098,72
"2",128,2,"t0b",0.1015,72
"2",128,3,"t0b",0.078,72
"2",128,4,"t0b",1.182,72
"2",128,5,"t0b",0.07,72
"2",128,6,"t0b",0.079,72
"2",128,7,"t0b",0.066,72
"2",128,8,"t0b",1.0985,72
"2",128,9,"t0b",0.0805,72
"2",128,10,"t0b",0.091,72
"2",128,11,"t0b",0.08,72
"2",128,12,"t0b",0.0575,72
"2",512,1,"t0b",0.168,72
"2",512,2,"t0b",0.1485,72
"2",512,3,"t0b",0.151,72
"2",512,4,"t0b",0.92,72
"2",512,5,"t0b",0.13,72
"2",512,6,"t0b",0.139,72
"2",512,7,"t0b",0.133,72
"2",512,8,"t0b",0.8325,72
"2",512,9,"t0b",0.1455,72
"2",512,10,"t0b",0.1255,72
"2",512,11,"t0b",0.142,72
"2",512,12,"t0b",0.2145,72
"3",0,1,"t0b",1.679,72
"3",0,2,"t0b",1.673,72
"3",0,3,"t0b",1.673,72
"3",0,4,"t0b",1.702,72
"3",0,5,"t0b",1.688,72
"3",0,6,"t0b",1.6975,72
"3",0,7,"t0b",1.6905,72
"3",0,8,"t0b",1.6995,72
"3",0,9,"t0b",1.6865,72
"3",0,10,"t0b",1.6695,72
"3",0,11,"t0b",1.6975,72
"3",0,12,"t0b",1.669,72
"3",32,1,"t0b",0.243,72
"3",32,2,"t0b",0.225,72
"3",32,3,"t0b",0.291,72
"3",32,4,"t0b",0.235,72
"3",32,5,"t0b",0.2085,72
"3",32,6,"t0b",0.225,72
"3",32,7,"t0b",0.2505,72
"3",32,8,"t0b",0.212,72
"3",32,9,"t0b",0.1625,72
"3",32,10,"t0b",0.2025,72
"3",32,11,"t0b",0.209,72
"3",32,12,"t0b",0.2785,72
"3",128,1,"t0b",0.3035,72
"3",128,2,"t0b",0.277,72
"3",128,3,"t0b",0.301,72
"3",128,4,"t0b",0.301,72
"3",128,5,"t0b",0.292,72
"3",128,6,"t0b",0.278,72
"3",128,7,"t0b",0.2535,72
"3",128,8,"t0b",0.252,72
"3",128,9,"t0b",0.267,72
"3",128,10,"t0b",0.232,72
"3",128,11,"t0b",0.246,72
"3",128,12,"t0b",0.3035,72
"3",512,1,"t0b",0.477,72
"3",512,2,"t0b",0.3985,72
"3",512,3,"t0b",0.3715,72
"3",512,4,"t0b",0.386,72
"3",512,5,"t0b",0.432,72
"3",512,6,"t0b",0.4795,72
"3",512,7,"t0b",0.4615,72
"3",512,8,"t0b",0.444,72
