line,enviro,rep,gen,data,time
1,0,1,t0,1.716,72
1,0,2,t0,1.7255,72
1,0,3,t0,1.73,72
1,0,4,t0,1.7415,72
1,0,5,t0,1.7325,72
1,0,6,t0,1.7105,72
1,0,7,t0,1.7145,72
1,0,8,t0,1.738,72
1,0,9,t0,1.727,72
1,0,10,t0,1.7155,72
1,0,11,t0,1.7455,72
1,0,12,t0,1.7285,72
1,1,1,t0,1.736,72
1,1,2,t0,1.747,72
1,1,3,t0,1.743,72
1,1,4,t0,1.768,72
1,1,5,t0,1.745,72
1,1,6,t0,1.716,72
1,1,7,t0,1.724,72
1,1,8,t0,1.762,72
1,1,9,t0,1.714,72
1,1,10,t0,1.73,72
1,1,11,t0,1.738,72
1,1,12,t0,1.749,72
1,4,1,t0,1.549,72
1,4,2,t0,1.612,72
1,4,3,t0,1.626,72
1,4,4,t0,1.587,72
1,4,5,t0,1.593,72
1,4,6,t0,1.602,72
1,4,7,t0,1.617,72
1,4,8,t0,1.581,72
1,4,9,t0,1.597,72
1,4,10,t0,1.53,72
1,4,11,t0,1.578,72
1,4,12,t0,1.571,72
1,8,1,t0,0.391,72
1,8,2,t0,0.442,72
1,8,3,t0,0.3675,72
1,8,4,t0,0.4015,72
1,8,5,t0,0.358,72
1,8,6,t0,0.3715,72
1,8,7,t0,0.276,72
1,8,8,t0,0.343,72
1,8,9,t0,0.3665,72
1,8,10,t0,0.35,72
1,8,11,t0,0.339,72
1,8,12,t0,0.327,72
1,32,1,t0,0.402,72
1,32,2,t0,0.4515,72
1,32,3,t0,0.388,72
1,32,4,t0,0.3875,72
1,32,5,t0,0.371,72
1,32,6,t0,0.389,72
1,32,7,t0,0.2965,72
1,32,8,t0,0.3315,72
1,32,9,t0,0.402,72
1,32,10,t0,0.3575,72
1,32,11,t0,0.3215,72
1,32,12,t0,0.3495,72
1,0,1,t3,1.718,72
1,0,2,t3,1.7045,72
1,0,3,t3,1.6755,72
1,0,4,t3,1.734,72
1,0,5,t3,1.704,72
1,0,6,t3,1.7095,72
1,0,7,t3,1.7105,72
1,0,8,t3,1.7395,72
1,0,9,t3,1.6875,72
1,0,10,t3,1.6955,72
1,0,11,t3,1.7005,72
1,0,12,t3,1.708,72
1,1,1,t3,1.706,72
1,1,2,t3,1.694,72
1,1,3,t3,1.677,72
1,1,4,t3,1.747,72
1,1,5,t3,1.721,72
1,1,6,t3,1.735,72
1,1,7,t3,1.719,72
1,1,8,t3,1.748,72
1,1,9,t3,1.732,72
1,1,10,t3,1.708,72
1,1,11,t3,1.716,72
1,1,12,t3,1.73,72
1,4,1,t3,1.641,72
1,4,2,t3,1.598,72
1,4,3,t3,1.52,72
1,4,4,t3,1.602,72
1,4,5,t3,1.513,72
1,4,6,t3,1.531,72
1,4,7,t3,1.454,72
1,4,8,t3,1.518,72
1,4,9,t3,1.54,72
1,4,10,t3,1.495,72
1,4,11,t3,1.565,72
1,4,12,t3,1.478,72
1,8,1,t3,1.3545,72
1,8,2,t3,1.069,72
1,8,3,t3,1.4705,72
1,8,4,t3,1.336,72
1,8,5,t3,1.007,72
1,8,6,t3,1.0015,72
1,8,7,t3,0.839,72
1,8,8,t3,0.763,72
1,8,9,t3,1.2495,72
1,8,10,t3,1.318,72
1,8,11,t3,1.4145,72
1,8,12,t3,1.045,72
1,32,1,t3,1.186,72
1,32,2,t3,1.058,72
1,32,3,t3,1.473,72
1,32,4,t3,1.3255,72
1,32,5,t3,1.0235,72
1,32,6,t3,1.095,72
1,32,7,t3,0.8005,72
1,32,8,t3,0.7795,72
1,32,9,t3,1.201,72
1,32,10,t3,1.2005,72
1,32,11,t3,1.2395,72
1,32,12,t3,0.959,72
1,0,1,t13,0.0835,72
1,0,2,t13,0.1685,72
1,0,3,t13,1.7185,72
1,0,4,t13,1.729,72
1,0,5,t13,1.7175,72
1,0,6,t13,1.685,72
1,0,7,t13,1.6985,72
1,0,8,t13,1.7425,72
1,0,9,t13,1.6955,72
1,0,10,t13,1.6915,72
1,0,11,t13,1.739,72
1,0,12,t13,1.6985,72
1,1,1,t13,0.08,72
1,1,2,t13,0.282,72
1,1,3,t13,1.718,72
1,1,4,t13,1.738,72
1,1,5,t13,1.714,72
1,1,6,t13,1.709,72
1,1,7,t13,1.7,72
1,1,8,t13,1.763,72
1,1,9,t13,1.73,72
1,1,10,t13,1.697,72
1,1,11,t13,1.741,72
1,1,12,t13,1.702,72
1,4,1,t13,0.078,72
1,4,2,t13,0.272,72
1,4,3,t13,1.468,72
1,4,4,t13,1.635,72
1,4,5,t13,1.589,72
1,4,6,t13,1.63,72
1,4,7,t13,1.619,72
1,4,8,t13,1.5,72
1,4,9,t13,1.501,72
1,4,10,t13,1.447,72
1,4,11,t13,1.492,72
1,4,12,t13,1.667,72
1,8,1,t13,0.0905,72
1,8,2,t13,0.309,72
1,8,3,t13,0.9485,72
1,8,4,t13,1.416,72
1,8,5,t13,0.91,72
1,8,6,t13,1.0185,72
1,8,7,t13,0.796,72
1,8,8,t13,1.2455,72
1,8,9,t13,1.155,72
1,8,10,t13,0.943,72
1,8,11,t13,1.129,72
