line,gen,enviro,Time,OD.24,OD.48,OD.72
A19,MA4_t0,1,24,1.671,1.849,
A19,MA4_t0,1,24,1.686,1.944,
A19,MA4_t0,1,24,1.648,1.831,
A19,MA4_t0,1,24,1.687,1.909,
A19,MA4_t0,1,24,1.684,1.847,
A19,MA4_t0,1,24,1.769,1.896,
A19,MA4_t0,1,24,1.631,1.829,
A19,MA4_t0,1,24,1.556,1.821,
A19,MA4_t0,1,24,1.709,1.873,
A19,MA4_t0,1,24,1.478,1.732,
A20,MA4_t0,1,24,1.355,2.017,
A20,MA4_t0,1,24,1.105,1.633,
A20,MA4_t0,1,24,1.377,1.703,
A20,MA4_t0,1,24,1.698,1.929,
A20,MA4_t0,1,24,1.671,1.851,
A20,MA4_t0,1,24,1.11,1.812,
A20,MA4_t0,1,24,1.246,1.9,
A20,MA4_t0,1,24,2.349,2.47,
A20,MA4_t0,1,24,1.674,2.012,
A20,MA4_t0,1,24,1.522,1.763,
A20,MA4_t0,1,24,1.606,1.801,
A20,MA4_t0,1,24,1.459,1.672,
A17,MA4_t0,8,24,0.097,0.208,
A17,MA4_t0,8,24,0.076,0.147,
A17,MA4_t0,8,24,0.104,0.152,
A17,MA4_t0,8,24,0.108,0.349,
A17,MA4_t0,8,24,0.13,1.143,
A17,MA4_t0,8,24,0.087,0.19,
A17,MA4_t0,8,24,0.105,0.767,
A17,MA4_t0,8,24,0.1,0.197,
A17,MA4_t0,8,24,0.183,0.224,
A17,MA4_t0,8,24,0.185,0.228,
A17,MA4_t0,8,24,0.149,0.195,
A17,MA4_t0,8,24,0.172,0.208,
A18,MA4_t0,8,24,0.42,0.884,
A18,MA4_t0,8,24,0.84,1.672,
A18,MA4_t0,8,24,0.497,1.629,
A18,MA4_t0,8,24,0.54,1.716,
A18,MA4_t0,8,24,1.44,1.92,
A18,MA4_t0,8,24,0.483,1.741,
A18,MA4_t0,8,24,0.943,1.929,
A18,MA4_t0,8,24,0.727,1.664,
A18,MA4_t0,8,24,0.839,1.922,
A18,MA4_t0,8,24,0.914,1.853,
A18,MA4_t0,8,24,1.247,1.886,
A18,MA4_t0,8,24,1.225,1.764,
A19,MA4_t0,8,24,1.036,1.821,
A19,MA4_t0,8,24,0.852,1.401,
A19,MA4_t0,8,24,1.097,1.525,
A19,MA4_t0,8,24,1.237,1.612,
A19,MA4_t0,8,24,1.163,1.579,
A19,MA4_t0,8,24,1.202,1.603,
A19,MA4_t0,8,24,1.185,1.586,
A19,MA4_t0,8,24,1.401,1.69,
A19,MA4_t0,8,24,1.057,1.527,
A19,MA4_t0,8,24,0.841,1.307,
A19,MA4_t0,8,24,1.238,1.605,
A19,MA4_t0,8,24,0.548,0.894,
A20,MA4_t0,8,24,0.575,1.964,
A20,MA4_t0,8,24,0.205,0.836,
A20,MA4_t0,8,24,0.195,0.582,
A20,MA4_t0,8,24,0.459,0.71,
A20,MA4_t0,8,24,0.309,0.437,
A20,MA4_t0,8,24,0.923,1.957,
A20,MA4_t0,8,24,0.337,1.796,
A20,MA4_t0,8,24,2.369,2.545,
A20,MA4_t0,8,24,1.127,1.988,
A20,MA4_t0,8,24,0.239,0.441,
A20,MA4_t0,8,24,0.273,0.453,
A20,MA4_t0,8,24,0.199,0.518,
A17,MA4_t0,128,24,0.095,0.195,
A17,MA4_t0,128,24,0.076,0.162,
A17,MA4_t0,128,24,0.137,0.224,
A17,MA4_t0,128,24,0.088,0.151,
A17,MA4_t0,128,24,0.141,0.195,
A17,MA4_t0,128,24,0.095,0.171,
A17,MA4_t0,128,24,0.128,0.256,
A17,MA4_t0,128,24,0.102,0.154,
A17,MA4_t0,128,24,0.163,0.187,
A17,MA4_t0,128,24,0.165,0.19,
A17,MA4_t0,128,24,0.154,0.182,
A17,MA4_t0,128,24,0.14,0.495,
A18,MA4_t0,128,24,0.217,0.274,
A18,MA4_t0,128,24,0.196,0.236,
A18,MA4_t0,128,24,0.221,0.279,
A18,MA4_t0,128,24,0.197,0.253,
A18,MA4_t0,128,24,0.222,0.282,
A18,MA4_t0,128,24,0.222,0.271,
A18,MA4_t0,128,24,0.237,0.295,
A18,MA4_t0,128,24,0.354,0.514,
A18,MA4_t0,128,24,0.226,0.297,
A18,MA4_t0,128,24,0.212,0.265,
A18,MA4_t0,128,24,0.235,0.282,
A18,MA4_t0,128,24,0.204,0.233,
A19,MA4_t0,128,24,1.158,1.423,
A19,MA4_t0,128,24,1.18,1.481,
A19,MA4_t0,128,24,1.13,1.416,
A19,MA4_t0,128,24,1.266,1.5,
A19,MA4_t0,128,24,1.255,1.484,
A19,MA4_t0,128,24,1.298,1.443,
A19,MA4_t0,128,24,1.332,1.475,
A19,MA4_t0,128,24,1.448,1.583,
A19,MA4_t0,128,24,1.197,1.46,
A19,MA4_t0,128,24,1.082,1.413,
A19,MA4_t0,128,24,1.321,1.57,
A19,MA4_t0,128,24,0.842,1.181,
A20,MA4_t0,128,24,0.289,0.61,
A20,MA4_t0,128,24,0.241,0.6,
A20,MA4_t0,128,24,0.251,0.505,
A20,MA4_t0,128,24,0.535,0.672,
A20,MA4_t0,128,24,0.324,0.439,
A20,MA4_t0,128,24,0.214,0.541,
A20,MA4_t0,128,24,0.239,0.518,
A20,MA4_t0,128,24,2.3,2.108,
A20,MA4_t0,128,24,0.283,0.472,
A20,MA4_t0,128,24,0.267,0.402,
A20,MA4_t0,128,24,0.261,0.405,
A20,MA4_t0,128,24,0.277,0.488,
A01,MA4_t3,1,4,1.604,2.063,
A01,MA4_t3,1,4,1.579,2.079,
A01,MA4_t3,1,4,1.571,2.077,
A01,MA4_t3,1,4,1.236,2.081,
A01,MA4_t3,1,4,1.4,2.054,
A01,MA4_t3,1,4,1.367,2.077,
A01,MA4_t3,1,4,0.963,2.072,
A01,MA4_t3,1,4,1.071,2.081,
A01,MA4_t3,1,4,0.887,2.074,
A01,MA4_t3,1,4,0.795,2.075,
A01,MA4_t3,1,4,1.092,2.073,
A01,MA4_t3,1,4,1.241,2.072,
A02,MA4_t3,1,4,0.299,1.371,
A02,MA4_t3,1,4,0.323,1.599,
A02,MA4_t3,1,4,0.763,1.533,
A02,MA4_t3,1,4,0.172,1.21,
A02,MA4_t3,1,4,0.326,1.256,
A02,MA4_t3,1,4,0.155,1.645,
A02,MA4_t3,1,4,0.486,1.583,
A02,MA4_t3,1,4,0.668,2.564,
A02,MA4_t3,1,4,0.162,1.792,
A02,MA4_t3,1,4,0.095,1.176,
A02,MA4_t3,1,4,0.111,0.582,
A02,MA4_t3,1,4,0.626,1.684,
A03,MA4_t3,1,4,0.155,0.871,
A03,MA4_t3,1,4,0.141,1.047,
A03,MA4_t3,1,4,0.291,1.341,
A03,MA4_t3,1,4,0.2,1.129,
A03,MA4_t3,1,4,0.194,0.866,
A03,MA4_t3,1,4,0.121,0.79,
A03,MA4_t3,1,4,0.168,1.021,
A03,MA4_t3,1,4,0.239,1.298,
A03,MA4_t3,1,4,0.266,0.982,
A03,MA4_t3,1,4,0.141,1.028,
A03,MA4_t3,1,4,0.284,1.23,
A03,MA4_t3,1,4,0.201,1.271,
A04,MA4_t3,1,4,0.273,1.222,
A04,MA4_t3,1,4,0.466,1.95,
A04,MA4_t3,1,4,0.426,1.794,
A04,MA4_t3,1,4,1.487,2.066,
A04,MA4_t3,1,4,1.507,2.433,
A04,MA4_t3,1,4,0.059,0.07,
A04,MA4_t3,1,4,0.565,1.739,
A04,MA4_t3,1,4,1.032,2.041,
A04,MA4_t3,1,4,1.509,1.969,
A04,MA4_t3,1,4,1.309,2.001,
A04,MA4_t3,1,4,0.679,1.902,
A04,MA4_t3,1,4,0.562,1.526,
A05,MA4_t3,1,4,0.821,1.916,
A05,MA4_t3,1,4,0.928,1.947,
A05,MA4_t3,1,4,1.458,1.95,
A05,MA4_t3,1,4,1.076,1.928,
A05,MA4_t3,1,4,1.196,1.919,
A05,MA4_t3,1,4,1.19,1.957,
A05,MA4_t3,1,4,1.483,1.96,
A05,MA4_t3,1,4,0.836,1.918,
A05,MA4_t3,1,4,1.326,1.949,
A05,MA4_t3,1,4,1.601,2.038,
A05,MA4_t3,1,4,1.157,1.958,
A05,MA4_t3,1,4,0.579,1.952,
A06,MA4_t3,1,4,0.898,1.729,
A06,MA4_t3,1,4,0.404,1.9,
A06,MA4_t3,1,4,0.627,1.691,
A06,MA4_t3,1,4,0.667,2.007,
A06,MA4_t3,1,4,0.451,1.88,
A06,MA4_t3,1,4,0.533,1.791,
A06,MA4_t3,1,4,0.399,1.92,
A06,MA4_t3,1,4,0.694,1.705,
A06,MA4_t3,1,4,1.3,2.049,
A06,MA4_t3,1,4,1.617,2.031,
A06,MA4_t3,1,4,0.293,1.632,
A06,MA4_t3,1,4,0.538,1.407,
A07,MA4_t3,1,4,0.589,1.923,
A07,MA4_t3,1,4,0.266,1.741,
A07,MA4_t3,1,4,0.456,1.903,
A07,MA4_t3,1,4,0.306,1.766,
A07,MA4_t3,1,4,0.461,2.432,
A07,MA4_t3,1,4,0.414,1.669,
A07,MA4_t3,1,4,0.261,1.719,
A07,MA4_t3,1,4,0.587,2.509,
A07,MA4_t3,1,4,0.525,1.8,
A07,MA4_t3,1,4,0.169,1.954,
A07,MA4_t3,1,4,0.29,1.903,
A07,MA4_t3,1,4,0.185,1.098,
A08,MA4_t3,1,4,0.163,1.416,
A08,MA4_t3,1,4,0.363,1.988,
A08,MA4_t3,1,4,0.22,1.095,
A08,MA4_t3,1,4,0.502,2.073,
A08,MA4_t3,1,4,0.158,1.584,
A08,MA4_t3,1,4,0.124,0.767,
A08,MA4_t3,1,4,0.201,1.722,
A08,MA4_t3,1,4,0.628,1.958,
A08,MA4_t3,1,4,0.061,0.065,
A08,MA4_t3,1,4,0.297,1.667,
A08,MA4_t3,1,4,0.154,1.669,
A08,MA4_t3,1,4,0.224,1.379,
A09,MA4_t3,1,4,0.358,1.517,
A09,MA4_t3,1,4,0.416,1.737,
A09,MA4_t3,1,4,0.331,1.585,
A09,MA4_t3,1,4,0.748,1.881,
A09,MA4_t3,1,4,0.289,1.3,
A09,MA4_t3,1,4,0.347,1.462,
A09,MA4_t3,1,4,0.372,1.761,
A09,MA4_t3,1,4,0.272,1.312,
A09,MA4_t3,1,4,0.367,1.701,
A09,MA4_t3,1,4,0.39,1.684,
A09,MA4_t3,1,4,0.485,1.973,
A09,MA4_t3,1,4,0.269,1.293,
A10,MA4_t3,1,4,0.324,1.703,
A10,MA4_t3,1,4,0.713,1.744,
A10,MA4_t3,1,4,0.71,1.764,
A10,MA4_t3,1,4,0.594,1.728,
A10,MA4_t3,1,4,0.498,1.705,
A10,MA4_t3,1,4,0.448,1.693,
A10,MA4_t3,1,4,0.652,1.736,
A10,MA4_t3,1,4,0.561,1.72,
A10,MA4_t3,1,4,0.489,1.694,
A10,MA4_t3,1,4,0.535,1.731,
A10,MA4_t3,1,4,0.656,1.745,
A10,MA4_t3,1,4,0.419,1.673,
A11,MA4_t3,1,4,0.388,1.961,
A11,MA4_t3,1,4,0.207,0.607,
A11,MA4_t3,1,4,0.192,0.579,
A11,MA4_t3,1,4,0.138,0.6,
A11,MA4_t3,1,4,0.152,0.514,
A11,MA4_t3,1,4,0.179,0.415,
A11,MA4_t3,1,4,0.217,1.542,
A11,MA4_t3,1,4,0.182,0.602,
A11,MA4_t3,1,4,0.18,0.583,
A11,MA4_t3,1,4,0.205,0.517,
A11,MA4_t3,1,4,0.163,0.53,
A11,MA4_t3,1,4,0.209,0.492,
A12,MA4_t3,1,4,1.368,1.97,
A12,MA4_t3,1,4,1.539,1.985,
A12,MA4_t3,1,4,1.643,1.981,
A12,MA4_t3,1,4,0.964,1.967,
A12,MA4_t3,1,4,0.997,1.948,
A12,MA4_t3,1,4,1.034,1.967,
A12,MA4_t3,1,4,0.801,1.95,
A12,MA4_t3,1,4,1.012,1.938,
A12,MA4_t3,1,4,1.195,1.967,
A12,MA4_t3,1,4,0.814,1.949,
A12,MA4_t3,1,4,0.919,1.958,
A12,MA4_t3,1,4,1.297,1.966,
A13,MA4_t3,1,4,0.117,1.274,
A13,MA4_t3,1,4,0.185,1.42,
A13,MA4_t3,1,4,0.109,1.517,
A13,MA4_t3,1,4,0.082,1.371,
A13,MA4_t3,1,4,0.135,1.265,
A13,MA4_t3,1,4,0.181,1.952,
A13,MA4_t3,1,4,0.508,1.842,
A13,MA4_t3,1,4,0.162,1.765,
A13,MA4_t3,1,4,0.453,1.857,
A13,MA4_t3,1,4,0.109,1.159,
A13,MA4_t3,1,4,0.209,1.697,
A13,MA4_t3,1,4,0.175,1.444,
A14,MA4_t3,1,4,0.499,2.003,
A14,MA4_t3,1,4,0.462,1.419,
A14,MA4_t3,1,4,1.001,1.841,
A14,MA4_t3,1,4,0.711,1.692,
A14,MA4_t3,1,4,1.62,2.049,
A14,MA4_t3,1,4,0.523,1.955,
A14,MA4_t3,1,4,0.717,1.946,
A14,MA4_t3,1,4,0.411,1.841,
A14,MA4_t3,1,4,0.232,1.305,
A14,MA4_t3,1,4,1.297,2.033,
A14,MA4_t3,1,4,0.583,1.75,
A14,MA4_t3,1,4,0.488,1.424,
A15,MA4_t3,1,4,0.247,1.712,
A15,MA4_t3,1,4,0.408,1.583,
A15,MA4_t3,1,4,0.216,1.624,
A15,MA4_t3,1,4,0.223,1.774,
A15,MA4_t3,1,4,0.79,2.5,
A15,MA4_t3,1,4,0.142,1.858,
A15,MA4_t3,1,4,0.288,1.847,
A15,MA4_t3,1,4,0.068,1.345,
A15,MA4_t3,1,4,0.136,1.388,
A15,MA4_t3,1,4,1.709,2,
A15,MA4_t3,1,4,1.37,1.819,
A15,MA4_t3,1,4,0.124,1.694,
A16,MA4_t3,1,4,1.595,1.927,
A16,MA4_t3,1,4,1.731,2.002,
A16,MA4_t3,1,4,1.711,2.02,
A16,MA4_t3,1,4,1.266,1.847,
A16,MA4_t3,1,4,1.018,2.533,
A16,MA4_t3,1,4,0.99,1.904,
A16,MA4_t3,1,4,1.694,2.019,
A16,MA4_t3,1,4,1.138,1.942,
A16,MA4_t3,1,4,0.752,1.889,
A16,MA4_t3,1,4,0.606,1.782,
A16,MA4_t3,1,4,1.089,1.879,
A16,MA4_t3,1,4,0.492,1.61,
A17,MA4_t3,1,24,1.985,2.056,
A17,MA4_t3,1,24,1.827,2.043,
A17,MA4_t3,1,24,1.152,1.75,
A17,MA4_t3,1,24,0.52,1.742,
A17,MA4_t3,1,24,0.274,0.862,
A17,MA4_t3,1,24,0.759,1.698,
A17,MA4_t3,1,24,0.392,1.194,
A17,MA4_t3,1,24,0.728,1.559,
A17,MA4_t3,1,24,0.292,1.234,
A17,MA4_t3,1,24,0.257,1.064,
A17,MA4_t3,1,24,1.209,2.022,
A17,MA4_t3,1,24,0.435,1.75,
A18,MA4_t3,1,24,1.993,2.052,
A18,MA4_t3,1,24,2.032,2.072,
A18,MA4_t3,1,24,2.053,2.071,
A18,MA4_t3,1,24,2.003,2.065,
A18,MA4_t3,1,24,1.982,2.058,
A18,MA4_t3,1,24,2.037,2.066,
A18,MA4_t3,1,24,1.96,2.083,
A18,MA4_t3,1,24,2.025,2.067,
A18,MA4_t3,1,24,2.02,2.058,
A18,MA4_t3,1,24,1.98,2.062,
A18,MA4_t3,1,24,1.972,2.056,
A18,MA4_t3,1,24,2.043,2.062,
A19,MA4_t3,1,24,0.694,1.893,
A19,MA4_t3,1,24,1.964,2.093,
A19,MA4_t3,1,24,1.526,1.975,
A19,MA4_t3,1,24,2.025,2.077,
A19,MA4_t3,1,24,1.426,1.927,
A19,MA4_t3,1,24,1.608,2.005,
A19,MA4_t3,1,24,1.97,2.091,
A19,MA4_t3,1,24,1.954,2.057,
A19,MA4_t3,1,24,1.117,1.883,
A19,MA4_t3,1,24,1.748,2.044,
A19,MA4_t3,1,24,1.906,2.085,
A19,MA4_t3,1,24,1.349,1.935,
A20,MA4_t3,1,24,1.817,2.011,
A20,MA4_t3,1,24,1.667,1.979,
A20,MA4_t3,1,24,1.636,1.955,
A20,MA4_t3,1,24,1.808,1.994,
A20,MA4_t3,1,24,1.791,1.997,
A20,MA4_t3,1,24,1.793,1.982,
A20,MA4_t3,1,24,1.926,1.994,
A20,MA4_t3,1,24,1.749,2.023,
A20,MA4_t3,1,24,1.756,2.003,
A20,MA4_t3,1,24,1.712,2.015,
A20,MA4_t3,1,24,1.543,1.907,
A20,MA4_t3,1,24,1.806,1.994,
A17,MA4_t10,1,24,1.602,1.916,
A17,MA4_t10,1,24,1.961,1.985,
A17,MA4_t10,1,24,1.673,1.787,
A17,MA4_t10,1,24,0.277,1.412,
A17,MA4_t10,1,24,1.498,1.667,
A17,MA4_t10,1,24,0.921,1.565,
A17,MA4_t10,1,24,0.954,1.723,
A17,MA4_t10,1,24,0.607,1.52,
A17,MA4_t10,1,24,1.022,1.867,
A17,MA4_t10,1,24,0.932,1.522,
A17,MA4_t10,1,24,1.282,1.52,
A17,MA4_t10,1,24,1.075,1.605,
A18,MA4_t10,1,24,2.039,2.062,
A18,MA4_t10,1,24,2.047,2.065,
A18,MA4_t10,1,24,2.02,2.057,
A18,MA4_t10,1,24,2.042,2.049,
A18,MA4_t10,1,24,2.033,2.064,
A18,MA4_t10,1,24,1.991,2.054,
A18,MA4_t10,1,24,1.989,2.048,
A18,MA4_t10,1,24,1.963,2.036,
A18,MA4_t10,1,24,1.97,2.053,
A18,MA4_t10,1,24,1.989,2.06,
A18,MA4_t10,1,24,2.003,2.056,
A18,MA4_t10,1,24,1.978,2.057,
A19,MA4_t10,1,24,1.533,1.918,
A19,MA4_t10,1,24,1.776,2.004,
A19,MA4_t10,1,24,1.45,1.933,
A19,MA4_t10,1,24,0.121,1.456,
A19,MA4_t10,1,24,1.487,2.012,
A19,MA4_t10,1,24,1.667,2.021,
A19,MA4_t10,1,24,1.895,2.043,
A19,MA4_t10,1,24,2.376,2.398,
A19,MA4_t10,1,24,1.634,1.969,
A19,MA4_t10,1,24,1.284,1.901,
A19,MA4_t10,1,24,1.686,2.039,
A19,MA4_t10,1,24,0.061,0.064,
A20,MA4_t10,1,24,1.864,2.011,
A20,MA4_t10,1,24,1.903,2.027,
A20,MA4_t10,1,24,1.889,1.983,
A20,MA4_t10,1,24,1.913,1.978,
A20,MA4_t10,1,24,1.86,1.986,
A20,MA4_t10,1,24,1.839,1.92,
A20,MA4_t10,1,24,1.948,2.007,
A20,MA4_t10,1,24,2.285,2.417,
A20,MA4_t10,1,24,1.85,2.003,
A20,MA4_t10,1,24,1.891,1.999,
A20,MA4_t10,1,24,1.812,2.021,
A20,MA4_t10,1,24,1.923,1.995,
A01,MA4_t10,1,24,2.012,2.043,
A01,MA4_t10,1,24,1.96,2.057,
A01,MA4_t10,1,24,1.904,2.044,
A01,MA4_t10,1,24,1.946,2.071,
A01,MA4_t10,1,24,1.93,2.045,
A01,MA4_t10,1,24,1.904,2.062,
A01,MA4_t10,1,24,1.912,2.042,
A01,MA4_t10,1,24,1.93,2.075,
A01,MA4_t10,1,24,1.891,2.037,
A01,MA4_t10,1,24,1.926,2.049,
A01,MA4_t10,1,24,1.937,2.052,
A01,MA4_t10,1,24,1.948,2.051,
A02,MA4_t10,1,24,1.699,1.926,
A02,MA4_t10,1,24,1.669,1.892,
A02,MA4_t10,1,24,1.709,2.002,
A02,MA4_t10,1,24,1.808,1.964,
A02,MA4_t10,1,24,1.867,1.982,
A02,MA4_t10,1,24,1.696,1.903,
A02,MA4_t10,1,24,1.57,1.918,
A02,MA4_t10,1,24,1.763,1.966,
A02,MA4_t10,1,24,1.545,1.871,
A02,MA4_t10,1,24,1.533,2.013,
A02,MA4_t10,1,24,1.75,1.931,
A02,MA4_t10,1,24,1.497,2.008,
A03,MA4_t10,1,24,0.949,1.521,
A03,MA4_t10,1,24,1.398,1.704,
A03,MA4_t10,1,24,1.491,1.884,
A03,MA4_t10,1,24,1.763,2.041,
A03,MA4_t10,1,24,0.292,1.094,
A03,MA4_t10,1,24,1.294,1.63,
A03,MA4_t10,1,24,1.264,1.55,
A03,MA4_t10,1,24,1.212,1.592,
A03,MA4_t10,1,24,0.697,1.377,
A03,MA4_t10,1,24,1.381,1.681,
A03,MA4_t10,1,24,1.668,2.051,
A03,MA4_t10,1,24,0.82,1.364,
A04,MA4_t10,1,24,1.51,1.978,
A04,MA4_t10,1,24,1.666,2.055,
A04,MA4_t10,1,24,1.878,2.03,
A04,MA4_t10,1,24,1.874,2.049,
A04,MA4_t10,1,24,1.534,2.05,
A04,MA4_t10,1,24,1.833,2.044,
A04,MA4_t10,1,24,1.825,2.046,
A04,MA4_t10,1,24,1.641,2.044,
A04,MA4_t10,1,24,1.859,2.062,
A04,MA4_t10,1,24,1.806,2.046,
A04,MA4_t10,1,24,1.718,2.076,
A04,MA4_t10,1,24,1.615,2.021,
A05,MA4_t10,1,24,1.839,1.979,
A05,MA4_t10,1,24,1.863,2.002,
A05,MA4_t10,1,24,1.891,2.001,
A05,MA4_t10,1,24,1.869,2.001,
A05,MA4_t10,1,24,1.832,2.015,
A05,MA4_t10,1,24,1.867,1.984,
A05,MA4_t10,1,24,1.841,1.953,
A05,MA4_t10,1,24,1.889,1.986,
A05,MA4_t10,1,24,1.876,1.99,
A05,MA4_t10,1,24,1.861,1.994,
A05,MA4_t10,1,24,1.86,1.976,
A05,MA4_t10,1,24,1.829,1.956,
A06,MA4_t10,1,24,1.672,1.884,
A06,MA4_t10,1,24,1.737,1.988,
A06,MA4_t10,1,24,1.658,1.964,
A06,MA4_t10,1,24,1.845,2.021,
A06,MA4_t10,1,24,1.581,1.912,
A06,MA4_t10,1,24,1.886,2.045,
A06,MA4_t10,1,24,1.88,2.022,
A06,MA4_t10,1,24,1.639,1.94,
A06,MA4_t10,1,24,1.874,2.053,
A06,MA4_t10,1,24,1.662,2,
A06,MA4_t10,1,24,1.633,1.993,
A06,MA4_t10,1,24,1.852,2.043,
A07,MA4_t10,1,24,1.249,1.867,
A07,MA4_t10,1,24,1.539,1.973,
A07,MA4_t10,1,24,1.992,2.028,
A07,MA4_t10,1,24,1.633,1.955,
A07,MA4_t10,1,24,1.459,1.948,
A07,MA4_t10,1,24,1.745,1.981,
A07,MA4_t10,1,24,1.57,2.024,
A07,MA4_t10,1,24,1.774,1.935,
A07,MA4_t10,1,24,1.692,2.001,
A07,MA4_t10,1,24,1.803,1.904,
A07,MA4_t10,1,24,1.733,1.966,
A07,MA4_t10,1,24,1.673,1.975,
A08,MA4_t10,1,24,1.754,1.887,
A08,MA4_t10,1,24,1.913,2.016,
A08,MA4_t10,1,24,1.672,1.954,
A08,MA4_t10,1,24,1.927,1.993,
A08,MA4_t10,1,24,1.634,1.838,
A08,MA4_t10,1,24,0.709,1.947,
A08,MA4_t10,1,24,1.239,1.889,
A08,MA4_t10,1,24,1.866,1.99,
A08,MA4_t10,1,24,1.96,2,
A08,MA4_t10,1,24,1.654,1.994,
A08,MA4_t10,1,24,1.647,1.914,
A08,MA4_t10,1,24,1.659,2.001,
A01,MA4_t10,8,24,0.438,0.764,
A01,MA4_t10,8,24,0.353,0.663,
A01,MA4_t10,8,24,0.295,0.511,
A01,MA4_t10,8,24,0.425,0.785,
A01,MA4_t10,8,24,0.658,1.208,
A01,MA4_t10,8,24,0.732,1.709,
A01,MA4_t10,8,24,0.699,1.362,
A01,MA4_t10,8,24,0.607,1.162,
A01,MA4_t10,8,24,0.503,1.092,
A01,MA4_t10,8,24,0.548,0.985,
A01,MA4_t10,8,24,0.787,1.851,
A01,MA4_t10,8,24,0.227,0.338,
A02,MA4_t10,8,24,0.256,0.449,
A02,MA4_t10,8,24,0.134,0.187,
A02,MA4_t10,8,24,0.07,0.07,
A02,MA4_t10,8,24,0.152,0.176,
A02,MA4_t10,8,24,0.131,0.163,
A02,MA4_t10,8,24,0.172,0.201,
A02,MA4_t10,8,24,0.156,0.299,
A02,MA4_t10,8,24,1.177,1.989,
A02,MA4_t10,8,24,0.194,0.278,
A02,MA4_t10,8,24,0.066,0.071,
A02,MA4_t10,8,24,0.231,0.303,
A02,MA4_t10,8,24,0.079,0.188,
A03,MA4_t10,8,24,0.681,1.343,
A03,MA4_t10,8,24,1.383,1.654,
A03,MA4_t10,8,24,1.617,1.837,
A03,MA4_t10,8,24,0.55,1.13,
A03,MA4_t10,8,24,0.421,1.269,
A03,MA4_t10,8,24,1.413,1.62,
A03,MA4_t10,8,24,1.392,1.598,
A03,MA4_t10,8,24,1.306,1.557,
A03,MA4_t10,8,24,0.699,1.321,
A03,MA4_t10,8,24,1.411,1.626,
A03,MA4_t10,8,24,0.583,1.303,
A03,MA4_t10,8,24,0.503,1.329,
A04,MA4_t10,8,24,0.3,0.836,
A04,MA4_t10,8,24,0.127,0.404,
A04,MA4_t10,8,24,0.148,0.219,
A04,MA4_t10,8,24,0.121,0.455,
A04,MA4_t10,8,24,0.156,0.27,
A04,MA4_t10,8,24,0.685,1.646,
A04,MA4_t10,8,24,0.117,0.172,
A04,MA4_t10,8,24,0.088,0.243,
A04,MA4_t10,8,24,0.249,0.467,
A04,MA4_t10,8,24,0.166,0.387,
A04,MA4_t10,8,24,0.129,0.331,
A04,MA4_t10,8,24,0.608,1.032,
A05,MA4_t10,8,24,1.404,1.822,
A05,MA4_t10,8,24,1.564,1.951,
A05,MA4_t10,8,24,1.561,1.859,
A05,MA4_t10,8,24,1.564,1.879,
A05,MA4_t10,8,24,1.563,1.89,
A05,MA4_t10,8,24,1.511,1.853,
A05,MA4_t10,8,24,1.571,1.852,
A05,MA4_t10,8,24,1.609,1.864,
A05,MA4_t10,8,24,1.568,1.848,
A05,MA4_t10,8,24,1.502,1.841,
A05,MA4_t10,8,24,1.567,1.847,
A05,MA4_t10,8,24,1.568,1.859,
A06,MA4_t10,8,24,0.426,0.578,
A06,MA4_t10,8,24,0.921,1.918,
A06,MA4_t10,8,24,0.35,0.613,
A06,MA4_t10,8,24,0.263,0.341,
A06,MA4_t10,8,24,0.199,0.318,
A06,MA4_t10,8,24,0.286,0.376,
A06,MA4_t10,8,24,0.239,0.298,
A06,MA4_t10,8,24,0.236,0.354,
A06,MA4_t10,8,24,0.243,0.296,
A06,MA4_t10,8,24,0.404,1.373,
A06,MA4_t10,8,24,0.356,0.504,
A06,MA4_t10,8,24,0.308,0.396,
A07,MA4_t10,8,24,0.246,0.507,
A07,MA4_t10,8,24,0.415,1.056,
A07,MA4_t10,8,24,0.222,0.744,
A07,MA4_t10,8,24,0.157,1.084,
A07,MA4_t10,8,24,0.094,0.578,
A07,MA4_t10,8,24,0.106,0.558,
A07,MA4_t10,8,24,0.531,1.324,
A07,MA4_t10,8,24,0.101,0.249,
A07,MA4_t10,8,24,0.258,0.813,
A07,MA4_t10,8,24,0.342,0.781,
A07,MA4_t10,8,24,0.304,0.795,
A07,MA4_t10,8,24,0.122,0.252,
A08,MA4_t10,8,24,0.218,0.433,
A08,MA4_t10,8,24,0.221,0.408,
A08,MA4_t10,8,24,0.247,0.51,
A08,MA4_t10,8,24,0.284,0.592,
A08,MA4_t10,8,24,1.654,1.916,
A08,MA4_t10,8,24,0.199,0.911,
A08,MA4_t10,8,24,0.52,0.882,
A08,MA4_t10,8,24,0.303,0.662,
A08,MA4_t10,8,24,0.306,0.557,
A08,MA4_t10,8,24,0.351,0.797,
A08,MA4_t10,8,24,0.378,0.636,
A08,MA4_t10,8,24,0.159,0.445,
A01,MA4_t10,128,24,0.087,0.147,
A01,MA4_t10,128,24,0.069,0.136,
A01,MA4_t10,128,24,0.068,0.139,
A01,MA4_t10,128,24,0.072,0.172,
A01,MA4_t10,128,24,0.071,0.117,
A01,MA4_t10,128,24,0.067,0.084,
A01,MA4_t10,128,24,0.08,0.15,
A01,MA4_t10,128,24,0.069,0.125,
A01,MA4_t10,128,24,0.075,0.146,
