line,gen,enviro,Time,OD.24,OD.48,OD.72
A01,MA4_t10,128,24,0.102,0.212,
A01,MA4_t10,128,24,0.155,0.334,
A01,MA4_t10,128,24,0.091,0.182,
A02,MA4_t10,128,24,0.128,0.281,
A02,MA4_t10,128,24,0.114,0.157,
A02,MA4_t10,128,24,0.065,0.066,
A02,MA4_t10,128,24,0.114,0.131,
A02,MA4_t10,128,24,0.114,0.124,
A02,MA4_t10,128,24,0.111,0.107,
A02,MA4_t10,128,24,0.077,0.087,
A02,MA4_t10,128,24,0.182,0.341,
A02,MA4_t10,128,24,0.073,0.084,
A02,MA4_t10,128,24,0.18,0.548,
A02,MA4_t10,128,24,0.099,0.108,
A02,MA4_t10,128,24,0.069,0.096,
A03,MA4_t10,128,24,0.707,1.022,
A03,MA4_t10,128,24,1.383,1.584,
A03,MA4_t10,128,24,1.603,1.773,
A03,MA4_t10,128,24,0.474,0.736,
A03,MA4_t10,128,24,0.511,0.882,
A03,MA4_t10,128,24,1.408,1.45,
A03,MA4_t10,128,24,1.319,1.417,
A03,MA4_t10,128,24,1.417,1.535,
A03,MA4_t10,128,24,1.075,1.455,
A03,MA4_t10,128,24,1.468,1.588,
A03,MA4_t10,128,24,0.52,0.846,
A03,MA4_t10,128,24,0.578,1.162,
A04,MA4_t10,128,24,0.129,0.486,
A04,MA4_t10,128,24,0.085,0.208,
A04,MA4_t10,128,24,0.079,0.113,
A04,MA4_t10,128,24,0.086,0.392,
A04,MA4_t10,128,24,0.087,0.48,
A04,MA4_t10,128,24,0.456,1.623,
A04,MA4_t10,128,24,0.077,0.105,
A04,MA4_t10,128,24,0.07,0.084,
A04,MA4_t10,128,24,0.111,0.292,
A04,MA4_t10,128,24,0.153,0.597,
A04,MA4_t10,128,24,0.077,0.257,
A04,MA4_t10,128,24,0.226,0.454,
A05,MA4_t10,128,24,1.368,1.723,
A05,MA4_t10,128,24,1.507,1.755,
A05,MA4_t10,128,24,1.527,1.79,
A05,MA4_t10,128,24,1.535,1.831,
A05,MA4_t10,128,24,1.548,1.842,
A05,MA4_t10,128,24,1.466,1.725,
A05,MA4_t10,128,24,1.55,1.739,
A05,MA4_t10,128,24,1.584,1.809,
A05,MA4_t10,128,24,1.522,1.757,
A05,MA4_t10,128,24,1.453,1.752,
A05,MA4_t10,128,24,1.536,1.802,
A05,MA4_t10,128,24,1.525,1.781,
A06,MA4_t10,128,24,0.248,0.408,
A06,MA4_t10,128,24,0.691,1.451,
A06,MA4_t10,128,24,0.256,0.5,
A06,MA4_t10,128,24,0.176,0.267,
A06,MA4_t10,128,24,0.186,0.284,
A06,MA4_t10,128,24,0.238,0.317,
A06,MA4_t10,128,24,0.175,0.262,
A06,MA4_t10,128,24,0.231,0.305,
A06,MA4_t10,128,24,0.196,0.272,
A06,MA4_t10,128,24,0.26,0.599,
A06,MA4_t10,128,24,0.177,0.313,
A06,MA4_t10,128,24,0.156,0.26,
A07,MA4_t10,128,24,0.114,0.38,
A07,MA4_t10,128,24,0.108,0.372,
A07,MA4_t10,128,24,0.101,0.219,
A07,MA4_t10,128,24,0.084,0.467,
A07,MA4_t10,128,24,0.08,0.321,
A07,MA4_t10,128,24,0.063,0.199,
A07,MA4_t10,128,24,0.124,0.391,
A07,MA4_t10,128,24,0.065,0.178,
A07,MA4_t10,128,24,0.083,0.195,
A07,MA4_t10,128,24,0.223,0.451,
A07,MA4_t10,128,24,0.078,0.391,
A07,MA4_t10,128,24,0.083,0.262,
A08,MA4_t10,128,24,0.149,0.81,
A08,MA4_t10,128,24,0.104,0.266,
A08,MA4_t10,128,24,0.198,0.385,
A08,MA4_t10,128,24,0.121,0.274,
A08,MA4_t10,128,24,0.237,0.338,
A08,MA4_t10,128,24,0.325,0.983,
A08,MA4_t10,128,24,0.152,0.225,
A08,MA4_t10,128,24,0.143,0.333,
A08,MA4_t10,128,24,0.238,0.41,
A08,MA4_t10,128,24,0.324,0.731,
A08,MA4_t10,128,24,0.083,0.098,
A08,MA4_t10,128,24,0.259,0.514,
A09,MA4_t10,1,24,1.521,1.943,
A09,MA4_t10,1,24,0.196,0.687,
A09,MA4_t10,1,24,0.65,1.272,
A09,MA4_t10,1,24,1.516,1.964,
A09,MA4_t10,1,24,0.066,0.533,
A09,MA4_t10,1,24,0.068,0.305,
A09,MA4_t10,1,24,0.1,0.36,
A09,MA4_t10,1,24,1.559,1.955,
A09,MA4_t10,1,24,0.095,0.631,
A09,MA4_t10,1,24,0.34,1.457,
A09,MA4_t10,1,24,1.582,1.993,
A09,MA4_t10,1,24,0.228,1.217,
A10,MA4_t10,1,24,1.071,1.5,
A10,MA4_t10,1,24,1.072,1.636,
A10,MA4_t10,1,24,0.325,1.663,
A10,MA4_t10,1,24,1.112,1.603,
A10,MA4_t10,1,24,1.834,1.96,
A10,MA4_t10,1,24,1.265,1.666,
A10,MA4_t10,1,24,0.658,1.467,
A10,MA4_t10,1,24,0.461,1.926,
A10,MA4_t10,1,24,1.193,1.923,
A10,MA4_t10,1,24,1.608,1.814,
A10,MA4_t10,1,24,1.573,1.902,
A10,MA4_t10,1,24,1.802,1.987,
A11,MA4_t10,1,24,0.783,1.885,
A11,MA4_t10,1,24,1.762,2.023,
A11,MA4_t10,1,24,1.847,2.004,
A11,MA4_t10,1,24,0.864,1.931,
A11,MA4_t10,1,24,0.925,1.929,
A11,MA4_t10,1,24,0.763,1.599,
A11,MA4_t10,1,24,0.607,1.425,
A11,MA4_t10,1,24,1.76,1.925,
A11,MA4_t10,1,24,0.143,1.165,
A11,MA4_t10,1,24,0.642,1.432,
A11,MA4_t10,1,24,1.255,1.602,
A11,MA4_t10,1,24,0.383,0.655,
A12,MA4_t10,1,24,1.781,1.922,
A12,MA4_t10,1,24,1.808,1.96,
A12,MA4_t10,1,24,1.771,1.96,
A12,MA4_t10,1,24,1.79,1.947,
A12,MA4_t10,1,24,1.782,1.934,
A12,MA4_t10,1,24,1.767,1.934,
A12,MA4_t10,1,24,1.766,1.932,
A12,MA4_t10,1,24,1.708,1.883,
A12,MA4_t10,1,24,1.78,1.936,
A12,MA4_t10,1,24,1.81,1.944,
A12,MA4_t10,1,24,1.796,1.946,
A12,MA4_t10,1,24,1.719,1.851,
A13,MA4_t10,1,24,1.104,1.771,
A13,MA4_t10,1,24,0.558,1.642,
A13,MA4_t10,1,24,1.662,1.877,
A13,MA4_t10,1,24,1.448,1.613,
A13,MA4_t10,1,24,1.516,1.546,
A13,MA4_t10,1,24,1.679,1.791,
A13,MA4_t10,1,24,1.623,1.777,
A13,MA4_t10,1,24,1.643,1.867,
A13,MA4_t10,1,24,1.468,1.879,
A13,MA4_t10,1,24,1.357,1.713,
A13,MA4_t10,1,24,1.739,1.846,
A13,MA4_t10,1,24,1.268,1.597,
A14,MA4_t10,1,24,1.885,1.969,
A14,MA4_t10,1,24,1.155,1.772,
A14,MA4_t10,1,24,1.731,1.881,
A14,MA4_t10,1,24,0.183,0.446,
A14,MA4_t10,1,24,1.897,2.016,
A14,MA4_t10,1,24,0.205,1.137,
A14,MA4_t10,1,24,1.409,1.933,
A14,MA4_t10,1,24,1.689,2.006,
A14,MA4_t10,1,24,1.452,2.011,
A14,MA4_t10,1,24,1.921,2.037,
A14,MA4_t10,1,24,1.549,1.96,
A14,MA4_t10,1,24,1.522,1.765,
A15,MA4_t10,1,24,0.912,1.892,
A15,MA4_t10,1,24,1.793,1.832,
A15,MA4_t10,1,24,1.537,1.591,
A15,MA4_t10,1,24,1.75,1.79,
A15,MA4_t10,1,24,1.464,1.525,
A15,MA4_t10,1,24,1.446,1.642,
A15,MA4_t10,1,24,1.518,1.604,
A15,MA4_t10,1,24,0.936,1.329,
A15,MA4_t10,1,24,1.237,1.355,
A15,MA4_t10,1,24,1.831,1.872,
A15,MA4_t10,1,24,1.695,1.724,
A15,MA4_t10,1,24,1.598,1.627,
A16,MA4_t10,1,24,1.8,1.955,
A16,MA4_t10,1,24,1.805,1.92,
A16,MA4_t10,1,24,1.936,1.965,
A16,MA4_t10,1,24,1.723,1.936,
A16,MA4_t10,1,24,1.521,1.889,
A16,MA4_t10,1,24,1.726,1.903,
A16,MA4_t10,1,24,1.783,1.922,
A16,MA4_t10,1,24,1.889,1.938,
A16,MA4_t10,1,24,1.652,1.861,
A16,MA4_t10,1,24,1.601,1.896,
A16,MA4_t10,1,24,1.79,1.977,
A16,MA4_t10,1,24,1.855,1.907,
A09,MA4_t10,8,24,1.691,1.987,
A09,MA4_t10,8,24,0.119,0.268,
A09,MA4_t10,8,24,0.292,0.395,
A09,MA4_t10,8,24,0.23,0.343,
A09,MA4_t10,8,24,0.08,0.103,
A09,MA4_t10,8,24,0.094,0.305,
A09,MA4_t10,8,24,0.127,0.393,
A09,MA4_t10,8,24,0.195,0.238,
A09,MA4_t10,8,24,0.072,0.172,
A09,MA4_t10,8,24,0.237,0.43,
A09,MA4_t10,8,24,1.428,2.014,
A09,MA4_t10,8,24,0.154,0.339,
A10,MA4_t10,8,24,0.534,1.522,
A10,MA4_t10,8,24,0.671,1.657,
A10,MA4_t10,8,24,0.068,0.071,
A10,MA4_t10,8,24,0.745,1.589,
A10,MA4_t10,8,24,0.469,0.657,
A10,MA4_t10,8,24,0.847,1.632,
A10,MA4_t10,8,24,0.729,1.6,
A10,MA4_t10,8,24,0.103,0.946,
A10,MA4_t10,8,24,0.633,1.595,
A10,MA4_t10,8,24,1.137,1.705,
A10,MA4_t10,8,24,1.122,1.762,
A10,MA4_t10,8,24,0.685,1.249,
A11,MA4_t10,8,24,0.625,1.874,
A11,MA4_t10,8,24,0.279,0.629,
A11,MA4_t10,8,24,0.216,0.272,
A11,MA4_t10,8,24,1.441,1.991,
A11,MA4_t10,8,24,0.955,1.931,
A11,MA4_t10,8,24,0.862,1.765,
A11,MA4_t10,8,24,0.76,1.544,
A11,MA4_t10,8,24,1.638,1.863,
A11,MA4_t10,8,24,0.192,0.548,
A11,MA4_t10,8,24,0.504,1.697,
A11,MA4_t10,8,24,0.504,0.768,
A11,MA4_t10,8,24,0.461,0.793,
A12,MA4_t10,8,24,1.821,1.983,
A12,MA4_t10,8,24,1.79,1.951,
A12,MA4_t10,8,24,1.801,2.01,
A12,MA4_t10,8,24,1.819,2.003,
A12,MA4_t10,8,24,1.797,1.988,
A12,MA4_t10,8,24,1.822,1.996,
A12,MA4_t10,8,24,1.785,1.997,
A12,MA4_t10,8,24,1.702,1.886,
A12,MA4_t10,8,24,1.808,1.979,
A12,MA4_t10,8,24,1.845,1.993,
A12,MA4_t10,8,24,1.812,1.968,
A12,MA4_t10,8,24,1.799,1.901,
A13,MA4_t10,8,24,0.178,0.559,
A13,MA4_t10,8,24,0.131,0.916,
A13,MA4_t10,8,24,0.14,0.607,
A13,MA4_t10,8,24,0.17,0.681,
A13,MA4_t10,8,24,0.178,0.299,
A13,MA4_t10,8,24,0.491,1.84,
A13,MA4_t10,8,24,0.176,0.433,
A13,MA4_t10,8,24,0.077,0.153,
A13,MA4_t10,8,24,0.082,0.095,
A13,MA4_t10,8,24,0.158,0.244,
A13,MA4_t10,8,24,0.112,0.146,
A13,MA4_t10,8,24,0.243,1.643,
A14,MA4_t10,8,24,0.238,0.377,
A14,MA4_t10,8,24,0.412,0.574,
A14,MA4_t10,8,24,0.472,0.971,
A14,MA4_t10,8,24,0.129,0.344,
A14,MA4_t10,8,24,0.285,0.379,
A14,MA4_t10,8,24,0.171,0.991,
A14,MA4_t10,8,24,1.224,1.816,
A14,MA4_t10,8,24,0.454,1.211,
A14,MA4_t10,8,24,0.81,1.598,
A14,MA4_t10,8,24,0.442,0.521,
A14,MA4_t10,8,24,0.312,0.952,
A14,MA4_t10,8,24,0.988,1.394,
A15,MA4_t10,8,24,0.577,1.893,
A15,MA4_t10,8,24,0.079,0.079,
A15,MA4_t10,8,24,0.132,0.371,
A15,MA4_t10,8,24,0.349,0.951,
A15,MA4_t10,8,24,0.12,0.127,
A15,MA4_t10,8,24,0.131,0.4,
A15,MA4_t10,8,24,0.101,0.248,
A15,MA4_t10,8,24,0.126,0.429,
A15,MA4_t10,8,24,0.108,0.233,
A15,MA4_t10,8,24,0.14,0.677,
A15,MA4_t10,8,24,0.109,0.679,
A15,MA4_t10,8,24,0.108,0.184,
A16,MA4_t10,8,24,0.285,0.377,
A16,MA4_t10,8,24,0.14,0.418,
A16,MA4_t10,8,24,0.145,0.237,
A16,MA4_t10,8,24,0.363,0.926,
A16,MA4_t10,8,24,0.226,0.793,
A16,MA4_t10,8,24,0.321,0.638,
A16,MA4_t10,8,24,0.21,0.358,
A16,MA4_t10,8,24,0.197,0.288,
A16,MA4_t10,8,24,0.475,0.935,
A16,MA4_t10,8,24,0.257,0.806,
A16,MA4_t10,8,24,0.262,0.493,
A16,MA4_t10,8,24,0.165,0.332,
A09,MA4_t10,128,24,0.304,0.422,
A09,MA4_t10,128,24,0.159,0.396,
A09,MA4_t10,128,24,0.294,0.367,
A09,MA4_t10,128,24,0.152,0.249,
A09,MA4_t10,128,24,0.072,0.085,
A09,MA4_t10,128,24,0.1,0.228,
A09,MA4_t10,128,24,0.157,0.323,
A09,MA4_t10,128,24,0.169,0.204,
A09,MA4_t10,128,24,0.078,0.135,
A09,MA4_t10,128,24,0.309,0.817,
A09,MA4_t10,128,24,0.352,0.797,
A09,MA4_t10,128,24,0.098,0.204,
A10,MA4_t10,128,24,0.576,1.346,
A10,MA4_t10,128,24,0.808,1.527,
A10,MA4_t10,128,24,0.069,0.075,
A10,MA4_t10,128,24,0.972,1.455,
A10,MA4_t10,128,24,0.39,0.494,
A10,MA4_t10,128,24,1.081,1.523,
A10,MA4_t10,128,24,0.803,1.432,
A10,MA4_t10,128,24,0.097,0.498,
A10,MA4_t10,128,24,0.957,1.589,
A10,MA4_t10,128,24,1.265,1.663,
A10,MA4_t10,128,24,1.135,1.582,
A10,MA4_t10,128,24,0.576,1.136,
A11,MA4_t10,128,24,0.615,1.551,
A11,MA4_t10,128,24,0.299,0.637,
A11,MA4_t10,128,24,0.236,0.295,
A11,MA4_t10,128,24,0.723,1.371,
A11,MA4_t10,128,24,0.775,1.274,
A11,MA4_t10,128,24,1.024,1.653,
A11,MA4_t10,128,24,0.869,1.633,
A11,MA4_t10,128,24,1.657,1.897,
A11,MA4_t10,128,24,0.255,0.542,
A11,MA4_t10,128,24,0.511,0.759,
A11,MA4_t10,128,24,0.466,0.883,
A11,MA4_t10,128,24,0.44,0.846,
A12,MA4_t10,128,24,0.261,0.366,
A12,MA4_t10,128,24,0.278,0.4,
A12,MA4_t10,128,24,0.262,0.383,
A12,MA4_t10,128,24,0.221,0.683,
A12,MA4_t10,128,24,0.23,0.747,
A12,MA4_t10,128,24,0.256,0.438,
A12,MA4_t10,128,24,0.269,0.596,
A12,MA4_t10,128,24,0.28,0.882,
A12,MA4_t10,128,24,0.233,0.366,
A12,MA4_t10,128,24,0.205,0.359,
A12,MA4_t10,128,24,0.25,0.407,
A12,MA4_t10,128,24,0.233,0.36,
A13,MA4_t10,128,24,0.112,0.404,
A13,MA4_t10,128,24,0.115,0.656,
A13,MA4_t10,128,24,0.159,0.61,
A13,MA4_t10,128,24,0.18,0.574,
A13,MA4_t10,128,24,0.157,0.214,
A13,MA4_t10,128,24,0.176,0.678,
A13,MA4_t10,128,24,0.175,0.431,
A13,MA4_t10,128,24,0.073,0.097,
A13,MA4_t10,128,24,0.082,0.106,
A13,MA4_t10,128,24,0.161,0.22,
A13,MA4_t10,128,24,0.095,0.135,
A13,MA4_t10,128,24,0.172,0.624,
A14,MA4_t10,128,24,0.204,0.31,
A14,MA4_t10,128,24,0.351,0.461,
A14,MA4_t10,128,24,0.318,0.555,
A14,MA4_t10,128,24,0.156,0.396,
A14,MA4_t10,128,24,0.258,0.371,
A14,MA4_t10,128,24,0.107,0.334,
A14,MA4_t10,128,24,1.239,1.385,
A14,MA4_t10,128,24,0.43,0.96,
A14,MA4_t10,128,24,0.742,0.993,
A14,MA4_t10,128,24,0.373,0.435,
A14,MA4_t10,128,24,0.275,1.161,
A14,MA4_t10,128,24,0.805,1.048,
A15,MA4_t10,128,24,0.167,1.296,
A15,MA4_t10,128,24,0.072,0.074,
A15,MA4_t10,128,24,0.115,0.305,
A15,MA4_t10,128,24,0.331,0.585,
A15,MA4_t10,128,24,0.122,0.136,
A15,MA4_t10,128,24,0.147,0.39,
A15,MA4_t10,128,24,0.1,0.735,
A15,MA4_t10,128,24,0.115,0.363,
A15,MA4_t10,128,24,0.107,0.455,
A15,MA4_t10,128,24,0.109,0.418,
A15,MA4_t10,128,24,0.08,0.812,
A15,MA4_t10,128,24,0.072,0.104,
A16,MA4_t10,128,24,0.277,0.378,
A16,MA4_t10,128,24,0.145,0.582,
A16,MA4_t10,128,24,0.151,0.242,
A16,MA4_t10,128,24,0.379,0.76,
A16,MA4_t10,128,24,0.197,0.599,
A16,MA4_t10,128,24,0.404,0.741,
A16,MA4_t10,128,24,0.223,0.467,
A16,MA4_t10,128,24,0.189,0.322,
A16,MA4_t10,128,24,0.373,0.633,
A16,MA4_t10,128,24,0.257,0.641,
A16,MA4_t10,128,24,0.223,0.506,
A16,MA4_t10,128,24,0.143,0.32,
A17,MA4_t10,8,24,0.377,1.622,
A17,MA4_t10,8,24,1.888,1.956,
A17,MA4_t10,8,24,0.088,0.17,
A17,MA4_t10,8,24,0.101,0.272,
A17,MA4_t10,8,24,0.109,0.748,
A17,MA4_t10,8,24,0.136,0.17,
A17,MA4_t10,8,24,0.069,0.166,
A17,MA4_t10,8,24,0.17,0.204,
A17,MA4_t10,8,24,0.133,0.201,
A17,MA4_t10,8,24,0.156,0.331,
A17,MA4_t10,8,24,0.101,0.146,
A17,MA4_t10,8,24,0.081,0.081,
A18,MA4_t10,8,24,0.495,1.189,
A18,MA4_t10,8,24,0.783,1.645,
A18,MA4_t10,8,24,1.068,1.811,
A18,MA4_t10,8,24,1.299,1.96,
A18,MA4_t10,8,24,0.934,1.896,
A18,MA4_t10,8,24,0.706,1.849,
A18,MA4_t10,8,24,0.553,1.81,
A18,MA4_t10,8,24,0.448,0.976,
A18,MA4_t10,8,24,0.817,1.898,
A18,MA4_t10,8,24,0.725,1.879,
A18,MA4_t10,8,24,1.117,1.92,
A18,MA4_t10,8,24,0.449,0.871,
A19,MA4_t10,8,24,0.16,0.297,
A19,MA4_t10,8,24,0.235,0.497,
A19,MA4_t10,8,24,0.42,1.201,
A19,MA4_t10,8,24,0.095,0.348,
A19,MA4_t10,8,24,0.296,0.752,
A19,MA4_t10,8,24,0.5,1.164,
A19,MA4_t10,8,24,0.182,0.275,
A19,MA4_t10,8,24,2.344,2.482,
A19,MA4_t10,8,24,0.421,1.386,
A19,MA4_t10,8,24,0.279,1.18,
A19,MA4_t10,8,24,0.249,0.71,
A19,MA4_t10,8,24,0.066,0.07,
A20,MA4_t10,8,24,0.204,0.507,
A20,MA4_t10,8,24,0.352,1.72,
A20,MA4_t10,8,24,0.406,1.11,
A20,MA4_t10,8,24,0.464,1.088,
A20,MA4_t10,8,24,0.216,0.344,
A20,MA4_t10,8,24,0.299,0.889,
A20,MA4_t10,8,24,0.17,0.221,
A20,MA4_t10,8,24,2.212,2.429,
A20,MA4_t10,8,24,0.179,0.572,
A20,MA4_t10,8,24,0.199,0.65,
A20,MA4_t10,8,24,0.219,0.73,
A20,MA4_t10,8,24,0.214,0.461,
A17,MA4_t10,128,24,0.516,1.452,
A17,MA4_t10,128,24,1.649,2.009,
A17,MA4_t10,128,24,0.076,0.081,
A17,MA4_t10,128,24,0.081,0.433,
A17,MA4_t10,128,24,0.118,0.548,
A17,MA4_t10,128,24,0.132,0.192,
A17,MA4_t10,128,24,0.094,0.152,
A17,MA4_t10,128,24,0.144,0.206,
A17,MA4_t10,128,24,0.104,0.221,
A17,MA4_t10,128,24,0.149,0.413,
A17,MA4_t10,128,24,0.109,0.194,
A17,MA4_t10,128,24,0.067,0.088,
A18,MA4_t10,128,24,0.258,0.426,
A18,MA4_t10,128,24,0.22,0.364,
A18,MA4_t10,128,24,0.261,0.398,
A18,MA4_t10,128,24,0.232,0.311,
A18,MA4_t10,128,24,0.225,0.303,
A18,MA4_t10,128,24,0.313,0.427,
A18,MA4_t10,128,24,0.366,0.489,
A18,MA4_t10,128,24,0.643,1.114,
A18,MA4_t10,128,24,0.462,0.908,
A18,MA4_t10,128,24,0.354,0.657,
A18,MA4_t10,128,24,0.337,0.564,
A18,MA4_t10,128,24,0.443,0.904,
A19,MA4_t10,128,24,0.22,0.476,
A19,MA4_t10,128,24,0.212,0.543,
A19,MA4_t10,128,24,0.496,1.115,
A19,MA4_t10,128,24,0.068,0.081,
A19,MA4_t10,128,24,0.277,0.723,
A19,MA4_t10,128,24,0.509,1.105,
A19,MA4_t10,128,24,0.208,0.338,
A19,MA4_t10,128,24,2.419,2.261,
A19,MA4_t10,128,24,0.5,1.319,
A19,MA4_t10,128,24,0.254,0.778,
A19,MA4_t10,128,24,0.266,0.73,
A19,MA4_t10,128,24,0.065,0.071,
A20,MA4_t10,128,24,0.152,0.379,
A20,MA4_t10,128,24,0.337,0.823,
A20,MA4_t10,128,24,0.335,0.797,
A20,MA4_t10,128,24,0.402,0.815,
A20,MA4_t10,128,24,0.201,0.528,
A20,MA4_t10,128,24,0.273,0.81,
A20,MA4_t10,128,24,0.137,0.21,
A20,MA4_t10,128,24,2.318,2.208,
A20,MA4_t10,128,24,0.154,0.433,
A20,MA4_t10,128,24,0.188,0.44,
A20,MA4_t10,128,24,0.248,0.898,
A20,MA4_t10,128,24,0.175,0.39,
A01,MA5_t0,8,24,0.783,1.677,
A01,MA5_t0,8,24,0.446,0.84,
A01,MA5_t0,8,24,1.108,1.72,
A01,MA5_t0,8,24,0.692,1.402,
A01,MA5_t0,8,24,0.318,0.85,
A01,MA5_t0,8,24,0.385,0.827,
A01,MA5_t0,8,24,0.396,1.047,
A01,MA5_t0,8,24,0.264,0.587,
A01,MA5_t0,8,24,0.462,1.259,
A01,MA5_t0,8,24,0.381,1.187,
A01,MA5_t0,8,24,0.374,1.206,
A01,MA5_t0,8,24,0.507,1.228,
A02,MA5_t0,8,24,0.453,0.792,
A02,MA5_t0,8,24,0.082,0.419,
A02,MA5_t0,8,24,0.237,0.822,
A02,MA5_t0,8,24,0.519,0.73,
A02,MA5_t0,8,24,0.244,0.628,
A02,MA5_t0,8,24,0.356,0.935,
A02,MA5_t0,8,24,0.434,0.695,
A02,MA5_t0,8,24,0.148,0.518,
A02,MA5_t0,8,24,0.063,0.063,
A02,MA5_t0,8,24,0.06,0.062,
A02,MA5_t0,8,24,0.092,0.18,
A02,MA5_t0,8,24,0.086,0.111,
A03,MA5_t0,8,24,0.368,0.752,
A03,MA5_t0,8,24,0.452,0.655,
A03,MA5_t0,8,24,0.722,1.093,
A03,MA5_t0,8,24,0.231,0.444,
A03,MA5_t0,8,24,0.496,1.909,
A03,MA5_t0,8,24,0.226,0.369,
A03,MA5_t0,8,24,0.523,1.3,
A03,MA5_t0,8,24,1.163,1.574,
A03,MA5_t0,8,24,1.226,1.614,
A03,MA5_t0,8,24,0.358,0.525,
A03,MA5_t0,8,24,0.191,0.315,
A03,MA5_t0,8,24,0.475,1.008,
A04,MA5_t0,8,24,0.453,0.739,
A04,MA5_t0,8,24,0.677,1.364,
A04,MA5_t0,8,24,0.233,1.466,
A04,MA5_t0,8,24,0.251,0.67,
A04,MA5_t0,8,24,0.24,0.753,
A04,MA5_t0,8,24,1.026,1.77,
A04,MA5_t0,8,24,0.823,1.238,
A04,MA5_t0,8,24,2.403,2.558,
A04,MA5_t0,8,24,0.4,1.461,
A04,MA5_t0,8,24,0.484,1.349,
A04,MA5_t0,8,24,0.214,0.428,
A04,MA5_t0,8,24,0.217,0.452,
A05,MA5_t0,8,24,1.525,1.85,
A05,MA5_t0,8,24,1.504,1.849,
A05,MA5_t0,8,24,1.55,1.847,
A05,MA5_t0,8,24,1.543,1.871,
A05,MA5_t0,8,24,1.459,1.827,
A05,MA5_t0,8,24,1.478,1.852,
A05,MA5_t0,8,24,1.489,1.834,
A05,MA5_t0,8,24,1.431,1.824,
A05,MA5_t0,8,24,1.591,1.852,
A05,MA5_t0,8,24,1.464,1.825,
A05,MA5_t0,8,24,1.268,1.821,
A05,MA5_t0,8,24,1.446,1.82,
A06,MA5_t0,8,24,0.194,0.258,
A06,MA5_t0,8,24,0.187,0.309,
A06,MA5_t0,8,24,0.179,0.267,
A06,MA5_t0,8,24,0.227,0.293,
A06,MA5_t0,8,24,0.225,0.339,
A06,MA5_t0,8,24,0.219,0.327,
A06,MA5_t0,8,24,0.275,0.406,
A06,MA5_t0,8,24,0.212,0.312,
A06,MA5_t0,8,24,0.311,0.428,
A06,MA5_t0,8,24,0.168,0.244,
A06,MA5_t0,8,24,0.196,0.377,
A06,MA5_t0,8,24,0.162,0.292,
A07,MA5_t0,8,24,0.125,0.687,
A07,MA5_t0,8,24,0.202,0.911,
A07,MA5_t0,8,24,0.16,0.844,
A07,MA5_t0,8,24,0.243,1.311,
A07,MA5_t0,8,24,0.147,0.601,
A07,MA5_t0,8,24,0.144,0.729,
A07,MA5_t0,8,24,0.196,1.14,
A07,MA5_t0,8,24,0.138,1.295,
A07,MA5_t0,8,24,0.14,0.709,
A07,MA5_t0,8,24,0.109,0.419,
A07,MA5_t0,8,24,0.128,0.554,
A07,MA5_t0,8,24,0.16,1.024,
A08,MA5_t0,8,24,1.203,1.633,
A08,MA5_t0,8,24,0.538,1.573,
A08,MA5_t0,8,24,0.431,1.278,
A08,MA5_t0,8,24,0.427,1.337,
A08,MA5_t0,8,24,0.712,1.554,
A08,MA5_t0,8,24,0.481,1.37,
A08,MA5_t0,8,24,0.587,1.649,
A08,MA5_t0,8,24,0.437,1.353,
A08,MA5_t0,8,24,0.596,1.446,
A08,MA5_t0,8,24,0.344,1.101,
A08,MA5_t0,8,24,0.43,1.442,
A08,MA5_t0,8,24,0.444,1.531,
A09,MA5_t0,8,24,0.096,0.198,
A09,MA5_t0,8,24,0.228,0.682,
A09,MA5_t0,8,24,0.393,0.522,
A09,MA5_t0,8,24,0.236,0.627,
A09,MA5_t0,8,24,1.037,1.373,
A09,MA5_t0,8,24,0.067,0.157,
A09,MA5_t0,8,24,1.59,2.016,
A09,MA5_t0,8,24,0.067,0.066,
A09,MA5_t0,8,24,0.221,0.669,
A09,MA5_t0,8,24,0.626,1.363,
A09,MA5_t0,8,24,0.063,0.064,
A09,MA5_t0,8,24,0.18,0.378,
A10,MA5_t0,8,24,1.092,1.637,
A10,MA5_t0,8,24,1.346,1.833,
A10,MA5_t0,8,24,0.087,0.856,
A10,MA5_t0,8,24,1.086,1.698,
A10,MA5_t0,8,24,0.827,1.398,
A10,MA5_t0,8,24,1.051,1.704,
A10,MA5_t0,8,24,1.042,1.66,
A10,MA5_t0,8,24,1.161,1.729,
A10,MA5_t0,8,24,1.121,1.773,
A10,MA5_t0,8,24,1.39,1.798,
A10,MA5_t0,8,24,1.242,1.783,
A10,MA5_t0,8,24,1.353,1.685,
A11,MA5_t0,8,24,0.889,1.759,
A11,MA5_t0,8,24,1.04,1.569,
A11,MA5_t0,8,24,1.076,1.522,
A11,MA5_t0,8,24,1.733,1.903,
A11,MA5_t0,8,24,1.357,1.714,
A11,MA5_t0,8,24,1.315,1.706,
A11,MA5_t0,8,24,1.535,1.843,
A11,MA5_t0,8,24,1.594,1.846,
A11,MA5_t0,8,24,0.071,0.07,
A11,MA5_t0,8,24,0.423,1.019,
A11,MA5_t0,8,24,0.49,0.872,
A11,MA5_t0,8,24,0.642,1.31,
A12,MA5_t0,8,24,1.946,1.979,
A12,MA5_t0,8,24,1.829,1.877,
A12,MA5_t0,8,24,1.922,1.992,
A12,MA5_t0,8,24,1.938,1.977,
