"line","enviro","col","gen","data"
6,0,9,"t0",1.845
6,0,10,"t0",1.818
6,0,11,"t0",1.832
6,0,12,"t0",1.814
6,1,1,"t0",1.333
6,1,2,"t0",0.945
6,1,3,"t0",1.349
6,1,4,"t0",1.741
6,1,5,"t0",0.874
6,1,6,"t0",1.661
6,1,7,"t0",1.465
6,1,8,"t0",1.624
6,1,9,"t0",1.679
6,1,10,"t0",1.664
6,1,11,"t0",1.619
6,1,12,"t0",0.453
6,8,1,"t0",0.207
6,8,2,"t0",0.237
6,8,3,"t0",0.219
6,8,4,"t0",0.202
6,8,5,"t0",0.213
6,8,6,"t0",0.224
6,8,7,"t0",0.215
6,8,8,"t0",0.173
6,8,9,"t0",0.209
6,8,10,"t0",0.205
6,8,11,"t0",0.224
6,8,12,"t0",0.271
6,32,1,"t0",0.225
6,32,2,"t0",0.229
6,32,3,"t0",0.212
6,32,4,"t0",0.206
6,32,5,"t0",0.189
6,32,6,"t0",0.193
6,32,7,"t0",0.182
6,32,8,"t0",0.177
6,32,9,"t0",0.243
6,32,10,"t0",0.243
6,32,11,"t0",0.259
6,32,12,"t0",0.255
7,0,1,"t0",1.86
7,0,2,"t0",1.853
7,0,3,"t0",1.851
7,0,4,"t0",1.855
7,0,5,"t0",1.852
7,0,6,"t0",1.834
7,0,7,"t0",1.843
7,0,8,"t0",1.832
7,0,9,"t0",1.847
7,0,10,"t0",1.808
7,0,11,"t0",1.812
7,0,12,"t0",1.749
7,1,1,"t0",1.187
7,1,2,"t0",1.631
7,1,3,"t0",1.382
7,1,4,"t0",1.66
7,1,5,"t0",1.558
7,1,6,"t0",1.309
7,1,7,"t0",1.37
7,1,8,"t0",1.223
7,1,9,"t0",1.249
7,1,10,"t0",0.72
7,1,11,"t0",0.564
7,1,12,"t0",0.517
7,8,1,"t0",0.162
7,8,2,"t0",0.271
7,8,3,"t0",0.177
7,8,4,"t0",0.376
7,8,5,"t0",0.21
7,8,6,"t0",0.206
7,8,7,"t0",0.176
7,8,8,"t0",0.168
7,8,9,"t0",0.205
7,8,10,"t0",0.181
7,8,11,"t0",0.256
7,8,12,"t0",0.191
7,32,1,"t0",0.152
7,32,2,"t0",0.167
7,32,3,"t0",0.147
7,32,4,"t0",0.271
7,32,5,"t0",0.141
7,32,6,"t0",0.149
7,32,7,"t0",0.128
7,32,8,"t0",0.135
7,32,9,"t0",0.219
7,32,10,"t0",0.18
7,32,11,"t0",0.2
7,32,12,"t0",0.175
8,0,1,"t0",1.888
8,0,2,"t0",1.857
8,0,3,"t0",1.862
8,0,4,"t0",1.874
8,0,5,"t0",1.864
8,0,6,"t0",1.861
8,0,7,"t0",1.834
8,0,8,"t0",1.82
8,0,9,"t0",1.815
8,0,10,"t0",1.776
8,0,11,"t0",1.739
8,0,12,"t0",1.658
8,1,1,"t0",1.425
8,1,2,"t0",1.367
8,1,3,"t0",0.839
8,1,4,"t0",0.837
8,1,5,"t0",0.666
8,1,6,"t0",0.666
8,1,7,"t0",0.653
8,1,8,"t0",0.478
8,1,9,"t0",0.278
8,1,10,"t0",0.312
8,1,11,"t0",0.272
8,1,12,"t0",0.323
8,8,1,"t0",0.328
8,8,2,"t0",0.148
8,8,3,"t0",0.264
8,8,4,"t0",0.201
8,8,5,"t0",0.142
8,8,6,"t0",0.19
8,8,7,"t0",0.144
8,8,8,"t0",0.136
8,8,9,"t0",0.234
8,8,10,"t0",0.152
8,8,11,"t0",0.153
8,8,12,"t0",0.228
8,32,1,"t0",0.294
8,32,2,"t0",0.157
8,32,3,"t0",0.23
8,32,4,"t0",0.132
8,32,5,"t0",0.194
8,32,6,"t0",0.131
8,32,7,"t0",0.145
8,32,8,"t0",0.192
8,32,9,"t0",0.219
8,32,10,"t0",0.141
8,32,11,"t0",0.24
8,32,12,"t0",0.3
9,0,1,"t0",1.935
9,0,2,"t0",1.924
9,0,3,"t0",1.913
9,0,4,"t0",1.901
9,0,5,"t0",1.891
9,0,6,"t0",1.891
9,0,7,"t0",1.871
9,0,8,"t0",1.866
9,0,9,"t0",1.883
9,0,10,"t0",1.861
9,0,11,"t0",1.878
9,0,12,"t0",1.61
9,1,1,"t0",0.837
9,1,2,"t0",0.736
9,1,3,"t0",0.773
9,1,4,"t0",0.521
9,1,5,"t0",0.707
9,1,6,"t0",0.907
9,1,7,"t0",0.691
9,1,8,"t0",0.868
9,1,9,"t0",1.121
9,1,10,"t0",0.874
9,1,11,"t0",1.197
9,1,12,"t0",1.128
9,8,1,"t0",0.272
9,8,2,"t0",0.253
9,8,3,"t0",0.242
9,8,4,"t0",0.23
9,8,5,"t0",0.233
9,8,6,"t0",0.271
9,8,7,"t0",0.228
9,8,8,"t0",0.233
9,8,9,"t0",0.257
9,8,10,"t0",0.233
9,8,11,"t0",0.273
9,8,12,"t0",0.243
9,32,1,"t0",0.231
9,32,2,"t0",0.262
9,32,3,"t0",0.213
9,32,4,"t0",0.247
9,32,5,"t0",0.207
9,32,6,"t0",0.202
9,32,7,"t0",0.201
9,32,8,"t0",0.232
9,32,9,"t0",0.268
9,32,10,"t0",0.423
9,32,11,"t0",0.399
9,32,12,"t0",0.283
10,0,1,"t0",1.814
10,0,2,"t0",1.796
10,0,3,"t0",1.815
10,0,4,"t0",1.809
10,0,5,"t0",1.789
10,0,6,"t0",1.786
10,0,7,"t0",1.773
10,0,8,"t0",1.8
10,0,9,"t0",1.812
10,0,10,"t0",1.764
10,0,11,"t0",1.788
10,0,12,"t0",1.765
10,1,1,"t0",1.676
10,1,2,"t0",1.571
10,1,3,"t0",1.622
10,1,4,"t0",1.675
10,1,5,"t0",1.682
10,1,6,"t0",1.688
10,1,7,"t0",1.672
10,1,8,"t0",1.67
10,1,9,"t0",1.673
10,1,10,"t0",1.674
10,1,11,"t0",1.701
10,1,12,"t0",1.679
10,8,1,"t0",1.25
10,8,2,"t0",1.255
10,8,3,"t0",1.275
10,8,4,"t0",1.22
10,8,5,"t0",1.18
10,8,6,"t0",1.247
10,8,7,"t0",1.107
10,8,8,"t0",1.001
10,8,9,"t0",1.22
10,8,10,"t0",1.303
10,8,11,"t0",1.194
10,8,12,"t0",1.376
10,32,1,"t0",1.341
10,32,2,"t0",1.241
10,32,3,"t0",1.217
10,32,4,"t0",0.985
10,32,5,"t0",1.008
10,32,6,"t0",0.971
10,32,7,"t0",1.199
10,32,8,"t0",1.172
10,32,9,"t0",1.016
10,32,10,"t0",1.084
10,32,11,"t0",1.159
10,32,12,"t0",1.163
11,0,1,"t0",1.922
11,0,2,"t0",1.896
11,0,3,"t0",1.893
11,0,4,"t0",1.871
11,0,5,"t0",1.876
11,0,6,"t0",1.878
11,0,7,"t0",1.862
11,0,8,"t0",1.87
11,0,9,"t0",1.858
11,0,10,"t0",1.838
11,0,11,"t0",1.862
11,0,12,"t0",1.775
11,1,1,"t0",0.317
11,1,2,"t0",0.378
11,1,3,"t0",0.358
11,1,4,"t0",0.348
11,1,5,"t0",0.351
11,1,6,"t0",0.338
11,1,7,"t0",0.349
11,1,8,"t0",0.355
11,1,9,"t0",0.358
11,1,10,"t0",0.342
11,1,11,"t0",0.337
11,1,12,"t0",0.37
11,8,1,"t0",0.31
11,8,2,"t0",0.348
11,8,3,"t0",0.317
11,8,4,"t0",0.31
11,8,5,"t0",0.301
11,8,6,"t0",0.327
11,8,7,"t0",0.329
11,8,8,"t0",0.32
11,8,9,"t0",0.372
11,8,10,"t0",0.344
11,8,11,"t0",0.424
11,8,12,"t0",0.291
11,32,1,"t0",0.363
11,32,2,"t0",0.351
11,32,3,"t0",0.292
11,32,4,"t0",0.328
11,32,5,"t0",0.326
11,32,6,"t0",0.35
11,32,7,"t0",0.337
11,32,8,"t0",0.284
11,32,9,"t0",0.355
11,32,10,"t0",0.403
11,32,11,"t0",0.356
11,32,12,"t0",0.365
12,0,1,"t0",1.802
12,0,2,"t0",1.806
12,0,3,"t0",1.78
12,0,4,"t0",1.797
12,0,5,"t0",1.777
12,0,6,"t0",1.788
12,0,7,"t0",1.792
12,0,8,"t0",1.782
12,0,9,"t0",1.795
12,0,10,"t0",1.749
12,0,11,"t0",1.794
12,0,12,"t0",1.751
12,1,1,"t0",1.807
12,1,2,"t0",1.773
12,1,3,"t0",1.795
12,1,4,"t0",1.806
12,1,5,"t0",1.777
12,1,6,"t0",1.783
12,1,7,"t0",1.759
12,1,8,"t0",1.8
12,1,9,"t0",1.779
12,1,10,"t0",1.762
12,1,11,"t0",1.793
12,1,12,"t0",1.792
12,8,1,"t0",1.788
12,8,2,"t0",1.789
12,8,3,"t0",1.775
12,8,4,"t0",1.786
12,8,5,"t0",1.758
12,8,6,"t0",1.762
12,8,7,"t0",1.747
12,8,8,"t0",1.77
12,8,9,"t0",1.76
12,8,10,"t0",1.753
12,8,11,"t0",1.774
12,8,12,"t0",1.794
12,32,1,"t0",1.763
12,32,2,"t0",1.757
12,32,3,"t0",1.753
12,32,4,"t0",1.78
12,32,5,"t0",1.753
12,32,6,"t0",1.773
12,32,7,"t0",1.739
12,32,8,"t0",1.771
12,32,9,"t0",1.742
12,32,10,"t0",1.741
12,32,11,"t0",1.743
12,32,12,"t0",1.772
13,0,1,"t0",1.843
13,0,2,"t0",1.824
13,0,3,"t0",1.821
13,0,4,"t0",1.842
13,0,5,"t0",1.794
13,0,6,"t0",1.791
13,0,7,"t0",1.791
13,0,8,"t0",1.779
13,0,9,"t0",1.743
13,0,10,"t0",1.731
13,0,11,"t0",1.768
13,0,12,"t0",1.778
13,1,1,"t0",0.682
13,1,2,"t0",0.739
13,1,3,"t0",0.536
13,1,4,"t0",0.701
13,1,5,"t0",0.533
13,1,6,"t0",0.52
13,1,7,"t0",0.484
13,1,8,"t0",0.546
13,1,9,"t0",0.427
13,1,10,"t0",0.634
13,1,11,"t0",0.479
13,1,12,"t0",0.544
13,8,1,"t0",0.276
13,8,2,"t0",0.209
13,8,3,"t0",0.243
13,8,4,"t0",0.248
13,8,5,"t0",0.256
13,8,6,"t0",0.261
13,8,7,"t0",0.192
13,8,8,"t0",0.28
13,8,9,"t0",0.29
13,8,10,"t0",0.425
13,8,11,"t0",0.264
13,8,12,"t0",0.266
13,32,1,"t0",0.311
13,32,2,"t0",0.225
13,32,3,"t0",0.218
13,32,4,"t0",0.151
13,32,5,"t0",0.172
13,32,6,"t0",0.156
13,32,7,"t0",0.151
13,32,8,"t0",0.179
13,32,9,"t0",0.268
13,32,10,"t0",0.356
13,32,11,"t0",0.185
13,32,12,"t0",0.196
14,0,1,"t0",1.901
14,0,2,"t0",1.895
14,0,3,"t0",1.886
14,0,4,"t0",1.889
14,0,5,"t0",1.876
14,0,6,"t0",1.87
14,0,7,"t0",1.864
14,0,8,"t0",1.879
14,0,9,"t0",1.84
14,0,10,"t0",1.778
14,0,11,"t0",1.804
14,0,12,"t0",1.725
14,1,1,"t0",1.469
14,1,2,"t0",1.615
14,1,3,"t0",1.427
14,1,4,"t0",1.515
14,1,5,"t0",1.184
14,1,6,"t0",1.341
14,1,7,"t0",1.214
14,1,8,"t0",1.212
14,1,9,"t0",0.93
14,1,10,"t0",1.048
14,1,11,"t0",0.904
14,1,12,"t0",1.198
14,8,1,"t0",0.862
14,8,2,"t0",0.837
14,8,3,"t0",0.858
14,8,4,"t0",0.838
14,8,5,"t0",0.822
14,8,6,"t0",0.677
14,8,7,"t0",0.523
14,8,8,"t0",0.553
14,8,9,"t0",0.655
14,8,10,"t0",0.699
14,8,11,"t0",0.799
14,8,12,"t0",0.662
14,32,1,"t0",0.802
14,32,2,"t0",0.756
14,32,3,"t0",0.699
14,32,4,"t0",0.777
14,32,5,"t0",0.728
14,32,6,"t0",0.545
14,32,7,"t0",0.558
14,32,8,"t0",0.394
14,32,9,"t0",0.65
14,32,10,"t0",0.731
14,32,11,"t0",0.661
14,32,12,"t0",0.676
15,0,1,"t0",1.658
15,0,2,"t0",1.644
15,0,3,"t0",1.638
15,0,4,"t0",1.628
15,0,5,"t0",1.621
15,0,6,"t0",1.628
15,0,7,"t0",1.641
15,0,8,"t0",1.669
15,0,9,"t0",1.629
15,0,10,"t0",1.62
15,0,11,"t0",1.623
15,0,12,"t0",1.665
15,1,1,"t0",1.474
15,1,2,"t0",1.372
15,1,3,"t0",1.4
15,1,4,"t0",1.206
15,1,5,"t0",1.458
15,1,6,"t0",1.365
15,1,7,"t0",1.436
15,1,8,"t0",1.446
15,1,9,"t0",1.421
15,1,10,"t0",1.407
15,1,11,"t0",1.491
15,1,12,"t0",1.589
15,8,1,"t0",0.15
15,8,2,"t0",0.137
15,8,3,"t0",0.137
15,8,4,"t0",0.142
15,8,5,"t0",0.137
15,8,6,"t0",0.139
15,8,7,"t0",0.135
15,8,8,"t0",0.127
15,8,9,"t0",0.143
15,8,10,"t0",0.183
15,8,11,"t0",0.209
15,8,12,"t0",0.143
15,32,1,"t0",0.147
15,32,2,"t0",0.139
15,32,3,"t0",0.135
15,32,4,"t0",0.132
15,32,5,"t0",0.132
15,32,6,"t0",0.13
15,32,7,"t0",0.126
15,32,8,"t0",0.13
15,32,9,"t0",0.16
15,32,10,"t0",0.15
15,32,11,"t0",0.144
15,32,12,"t0",0.139
16,0,1,"t0",1.872
16,0,2,"t0",1.845
16,0,3,"t0",1.871
16,0,4,"t0",1.873
16,0,5,"t0",1.871
16,0,6,"t0",1.864
16,0,7,"t0",1.846
16,0,8,"t0",1.858
16,0,9,"t0",1.826
16,0,10,"t0",1.791
16,0,11,"t0",1.862
16,0,12,"t0",1.802
16,1,1,"t0",1.798
16,1,2,"t0",1.733
16,1,3,"t0",1.761
16,1,4,"t0",1.743
16,1,5,"t0",1.552
16,1,6,"t0",1.71
16,1,7,"t0",1.542
16,1,8,"t0",1.612
16,1,9,"t0",1.176
16,1,10,"t0",1.238
16,1,11,"t0",1.367
16,1,12,"t0",1.454
16,8,1,"t0",0.754
16,8,2,"t0",0.554
16,8,3,"t0",0.465
16,8,4,"t0",0.498
16,8,5,"t0",0.45
16,8,6,"t0",0.459
16,8,7,"t0",0.573
16,8,8,"t0",0.535
16,8,9,"t0",0.627
16,8,10,"t0",0.694
16,8,11,"t0",0.684
16,8,12,"t0",0.495
16,32,1,"t0",0.678
16,32,2,"t0",0.527
16,32,3,"t0",0.557
16,32,4,"t0",0.46
16,32,5,"t0",0.453
16,32,6,"t0",0.506
16,32,7,"t0",0.526
16,32,8,"t0",0.516
16,32,9,"t0",0.586
16,32,10,"t0",0.721
16,32,11,"t0",0.55
16,32,12,"t0",0.622
17,0,1,"t0",1.898
17,0,2,"t0",1.863
17,0,3,"t0",1.859
17,0,4,"t0",1.88
17,0,5,"t0",1.874
17,0,6,"t0",1.848
17,0,7,"t0",1.852
17,0,8,"t0",1.847
17,0,9,"t0",1.834
17,0,10,"t0",1.818
17,0,11,"t0",1.83
17,0,12,"t0",1.829
17,1,1,"t0",0.251
17,1,2,"t0",0.257
17,1,3,"t0",0.231
17,1,4,"t0",0.263
17,1,5,"t0",0.224
17,1,6,"t0",0.247
17,1,7,"t0",0.407
17,1,8,"t0",0.193
17,1,9,"t0",0.264
17,1,10,"t0",0.263
17,1,11,"t0",0.228
17,1,12,"t0",0.262
17,8,1,"t0",0.151
17,8,2,"t0",0.175
17,8,3,"t0",0.177
17,8,4,"t0",0.151
17,8,5,"t0",0.198
17,8,6,"t0",0.151
17,8,7,"t0",0.201
17,8,8,"t0",0.156
17,8,9,"t0",0.188
17,8,10,"t0",0.157
17,8,11,"t0",0.151
17,8,12,"t0",0.23
17,32,1,"t0",0.153
17,32,2,"t0",0.234
17,32,3,"t0",0.188
17,32,4,"t0",0.196
17,32,5,"t0",0.152
17,32,6,"t0",0.152
17,32,7,"t0",0.147
17,32,8,"t0",0.154
17,32,9,"t0",0.15
17,32,10,"t0",0.156
17,32,11,"t0",0.162
17,32,12,"t0",0.189
18,0,1,"t0",1.891
18,0,2,"t0",1.884
18,0,3,"t0",1.862
18,0,4,"t0",1.86
18,0,5,"t0",1.845
18,0,6,"t0",1.861
18,0,7,"t0",1.85
18,0,8,"t0",1.874
18,0,9,"t0",1.844
18,0,10,"t0",1.827
18,0,11,"t0",1.862
18,0,12,"t0",1.827
18,1,1,"t0",1.866
18,1,2,"t0",1.859
18,1,3,"t0",1.851
18,1,4,"t0",1.851
18,1,5,"t0",1.834
18,1,6,"t0",1.845
18,1,7,"t0",1.82
18,1,8,"t0",1.865
18,1,9,"t0",1.829
18,1,10,"t0",1.809
18,1,11,"t0",1.834
18,1,12,"t0",1.827
18,8,1,"t0",0.447
18,8,2,"t0",0.453
18,8,3,"t0",0.509
18,8,4,"t0",0.419
18,8,5,"t0",0.51
18,8,6,"t0",0.433
18,8,7,"t0",0.685
18,8,8,"t0",0.407
18,8,9,"t0",0.624
18,8,10,"t0",0.768
18,8,11,"t0",0.861
18,8,12,"t0",0.57
18,32,1,"t0",0.553
18,32,2,"t0",0.497
18,32,3,"t0",0.54
18,32,4,"t0",0.507
18,32,5,"t0",0.4
18,32,6,"t0",0.428
18,32,7,"t0",0.485
18,32,8,"t0",0.624
18,32,9,"t0",0.569
18,32,10,"t0",0.551
18,32,11,"t0",0.57
18,32,12,"t0",0.859
19,0,1,"t0",1.947
19,0,2,"t0",1.921
19,0,3,"t0",1.926
19,0,4,"t0",1.933
19,0,5,"t0",1.93
19,0,6,"t0",1.912
19,0,7,"t0",1.913
19,0,8,"t0",1.877
19,0,9,"t0",1.88
19,0,10,"t0",1.876
19,0,11,"t0",1.883
19,0,12,"t0",1.796
19,1,1,"t0",0.778
19,1,2,"t0",1.086
19,1,3,"t0",1.075
19,1,4,"t0",0.681
19,1,5,"t0",0.756
19,1,6,"t0",0.865
19,1,7,"t0",0.978
19,1,8,"t0",1.116
19,1,9,"t0",0.807
19,1,10,"t0",0.995
19,1,11,"t0",0.605
19,1,12,"t0",0.57
19,8,1,"t0",0.221
19,8,2,"t0",0.254
19,8,3,"t0",0.242
19,8,4,"t0",0.247
19,8,5,"t0",0.23
19,8,6,"t0",0.213
19,8,7,"t0",0.275
19,8,8,"t0",0.263
19,8,9,"t0",0.284
19,8,10,"t0",0.246
19,8,11,"t0",0.274
19,8,12,"t0",0.275
19,32,1,"t0",0.206
19,32,2,"t0",0.278
19,32,3,"t0",0.165
19,32,4,"t0",0.154
19,32,5,"t0",0.219
19,32,6,"t0",0.227
19,32,7,"t0",0.219
19,32,8,"t0",0.18
19,32,9,"t0",0.213
19,32,10,"t0",0.286
19,32,11,"t0",0.3
19,32,12,"t0",0.214
20,0,1,"t0",1.902
20,0,2,"t0",1.879
20,0,3,"t0",1.856
20,0,4,"t0",1.867
20,0,5,"t0",1.847
20,0,6,"t0",1.854
20,0,7,"t0",1.827
20,0,8,"t0",1.821
20,0,9,"t0",1.813
20,0,10,"t0",1.795
20,0,11,"t0",1.755
20,0,12,"t0",1.648
20,1,1,"t0",1.636
20,1,2,"t0",1.522
20,1,3,"t0",1.285
20,1,4,"t0",1.615
20,1,5,"t0",1.371
20,1,6,"t0",1.41
20,1,7,"t0",1.32
20,1,8,"t0",0.954
20,1,9,"t0",1.316
20,1,10,"t0",1.375
20,1,11,"t0",1.117
20,1,12,"t0",1.024
20,8,1,"t0",0.347
20,8,2,"t0",0.38
20,8,3,"t0",0.324
20,8,4,"t0",0.295
20,8,5,"t0",0.254
20,8,6,"t0",0.328
20,8,7,"t0",0.303
20,8,8,"t0",0.363
20,8,9,"t0",0.368
20,8,10,"t0",0.324
20,8,11,"t0",0.295
20,8,12,"t0",0.296
20,32,1,"t0",0.356
20,32,2,"t0",0.287
20,32,3,"t0",0.382
20,32,4,"t0",0.233
20,32,5,"t0",0.172
20,32,6,"t0",0.265
20,32,7,"t0",0.247
20,32,8,"t0",0.414
20,32,9,"t0",0.339
20,32,10,"t0",0.343
20,32,11,"t0",0.27
20,32,12,"t0",0.26
1,0,1,"t10",1.896
1,0,2,"t10",1.873
1,0,3,"t10",1.859
1,0,4,"t10",1.879
1,0,5,"t10",1.85
1,0,6,"t10",1.843
1,0,7,"t10",1.836
1,0,8,"t10",1.869
1,0,9,"t10",1.835
1,0,10,"t10",1.806
1,0,11,"t10",1.861
1,0,12,"t10",1.752
1,1,1,"t10",1.889
1,1,2,"t10",1.87
1,1,3,"t10",1.853
1,1,4,"t10",1.872
1,1,5,"t10",1.846
1,1,6,"t10",1.837
1,1,7,"t10",1.835
1,1,8,"t10",1.861
1,1,9,"t10",1.861
1,1,10,"t10",1.816
1,1,11,"t10",1.876
1,1,12,"t10",1.852
1,8,1,"t10",0.309
1,8,2,"t10",0.277
1,8,3,"t10",0.284
1,8,4,"t10",0.301
1,8,5,"t10",0.263
1,8,6,"t10",0.273
1,8,7,"t10",0.316
1,8,8,"t10",0.256
1,8,9,"t10",0.292
1,8,10,"t10",0.305
1,8,11,"t10",0.298
1,8,12,"t10",0.293
1,32,1,"t10",0.314
