"line","enviro","rep","gen","data","time"
"1",0,1,"t0b",1.4235,24
"1",0,2,"t0b",1.2105,24
"1",0,3,"t0b",1.2605,24
"1",0,4,"t0b",1.3105,24
"1",0,5,"t0b",1.3445,24
"1",0,6,"t0b",1.291,24
"1",0,7,"t0b",1.1805,24
"1",0,8,"t0b",1.3105,24
"1",0,9,"t0b",1.3975,24
"1",0,10,"t0b",1.3555,24
"1",0,11,"t0b",1.023,24
"1",0,12,"t0b",1.4505,24
"1",32,1,"t0b",0.0285,24
"1",32,2,"t0b",0.0345,24
"1",32,3,"t0b",0.014,24
"1",32,4,"t0b",0.0275,24
"1",32,5,"t0b",0.0185,24
"1",32,6,"t0b",0.016,24
"1",32,7,"t0b",0.00950000000000001,24
"1",32,8,"t0b",0.0185,24
"1",32,9,"t0b",0.039,24
"1",32,10,"t0b",0.028,24
"1",32,11,"t0b",0.0105,24
"1",32,12,"t0b",0.047,24
"1",128,1,"t0b",0.0195,24
"1",128,2,"t0b",0.0305,24
"1",128,3,"t0b",0.112,24
"1",128,4,"t0b",0.01,24
"1",128,5,"t0b",0.0115,24
"1",128,6,"t0b",0.01,24
"1",128,7,"t0b",0.00850000000000001,24
"1",128,8,"t0b",0.00900000000000001,24
"1",128,9,"t0b",0.0145,24
"1",128,10,"t0b",0.013,24
"1",128,11,"t0b",0.047,24
"1",128,12,"t0b",0.02,24
"1",512,1,"t0b",0.0195,24
"1",512,2,"t0b",0.0225,24
"1",512,3,"t0b",0.017,24
"1",512,4,"t0b",0.0115,24
"1",512,5,"t0b",0.012,24
"1",512,6,"t0b",0.00900000000000001,24
"1",512,7,"t0b",0.005,24
"1",512,8,"t0b",0.01,24
"1",512,9,"t0b",0.023,24
"1",512,10,"t0b",0.012,24
"1",512,11,"t0b",0.00750000000000001,24
"1",512,12,"t0b",0.0325,24
"2",0,1,"t0b",1.5165,24
"2",0,2,"t0b",1.4765,24
"2",0,3,"t0b",1.492,24
"2",0,4,"t0b",1.499,24
"2",0,5,"t0b",1.4865,24
"2",0,6,"t0b",1.4835,24
"2",0,7,"t0b",1.456,24
"2",0,8,"t0b",1.5175,24
"2",0,9,"t0b",1.4785,24
"2",0,10,"t0b",1.4545,24
"2",0,11,"t0b",1.459,24
"2",0,12,"t0b",1.4905,24
"2",32,1,"t0b",0.036,24
"2",32,2,"t0b",0.029,24
"2",32,3,"t0b",0.03,24
"2",32,4,"t0b",0.0295,24
"2",32,5,"t0b",0.0275,24
"2",32,6,"t0b",0.0325,24
"2",32,7,"t0b",0.021,24
"2",32,8,"t0b",0.027,24
"2",32,9,"t0b",0.0245,24
"2",32,10,"t0b",0.019,24
"2",32,11,"t0b",0.015,24
"2",32,12,"t0b",0.0255,24
"2",128,1,"t0b",0.029,24
"2",128,2,"t0b",0.024,24
"2",128,3,"t0b",0.0205,24
"2",128,4,"t0b",0.026,24
"2",128,5,"t0b",0.023,24
"2",128,6,"t0b",0.021,24
"2",128,7,"t0b",0.0195,24
"2",128,8,"t0b",0.0265,24
"2",128,9,"t0b",0.0205,24
"2",128,10,"t0b",0.0145,24
"2",128,11,"t0b",0.00950000000000001,24
"2",128,12,"t0b",0.022,24
"2",512,1,"t0b",0.0435,24
"2",512,2,"t0b",0.0345,24
"2",512,3,"t0b",0.0315,24
"2",512,4,"t0b",0.035,24
"2",512,5,"t0b",0.0375,24
"2",512,6,"t0b",0.0315,24
"2",512,7,"t0b",0.029,24
"2",512,8,"t0b",0.04,24
"2",512,9,"t0b",0.031,24
"2",512,10,"t0b",0.031,24
"2",512,11,"t0b",0.022,24
"2",512,12,"t0b",0.0295,24
