"name","MIC24","MIC48","MIC72","MIC24.10","MIC48.10","MIC72.10","SMG24","SMG48","SMG72","SMG24.10","SMG48.10","SMG72.10","SMG24.2","SMG48.2","SMG72.2","SMG24.10.2","SMG48.10.2","SMG72.10.2","line","rep","change24","change48","change72"
"19_10",0.000125,1,1,1,1,512,0.153458333333333,0.520541666666667,0.804333333333333,0.06635,0.74225,1.05795,0.103916257547542,0.308697800840128,0.478129489275276,0.0867320261437909,0.449576014536644,0.638280542986425,"19","10",0.999875,0,511
"19_11",0.000125,1,1,1,1,4,0.143958333333333,0.389041666666667,0.693791666666667,0.05135,0.3631,0.71,0.0982650739476678,0.228444901154825,0.40697560737156,0.1027,0.212805860805861,0.413813201223955,"19","11",0.999875,0,3
"19_12",0.000125,1,1,1,4,4,0.153458333333333,0.372458333333333,0.642708333333333,0.06355,0.52265,0.869,0.103653045142407,0.219286625453832,0.379123039866293,0.0744363103953148,0.315848315455507,0.514581791265729,"19","12",0.999875,3,3
"20_1",4,4,8,1,1,4,0.0826875,0.6766875,0.9984375,0.0864,0.5624,0.8057,0.0556162771145115,0.403811726092794,0.600383343355382,0.0756567425569177,0.335410764872521,0.480226493816123,"20","1",-3,-3,-4
"20_2",4,4,4,1,1,512,0.08825,0.5978125,0.8526875,0.063,0.6287,1.0835,0.0587745587745588,0.358992643747185,0.515296872639372,0.0570781426953567,0.375063385533184,0.648511147688164,"20","2",-3,-3,508
"20_3",4,4,4,1,1,512,0.0835,0.628625,0.9529375,0.1121,0.82825,1.29015,0.0563998649105032,0.375578790141897,0.570963151587777,0.0976055724858511,0.498420340003009,0.776146788990826,"20","3",-3,-3,508
"20_4",4,4,4,1,1,512,0.0796875,0.535125,0.8084375,0.1026,0.7605,1.15225,0.0535174613834788,0.318100757913509,0.481786352800953,0.0791208791208791,0.452207521926565,0.685047562425684,"20","4",-3,-3,508
"20_5",4,4,4,1,1,1,0.0763125,0.553125,0.8193125,0.0614,0.42225,0.69725,0.0521171248079222,0.331709145427286,0.491047347917291,0.0660747914985203,0.254789561019762,0.418266346730654,"20","5",-3,-3,-3
"20_6",4,4,4,1,1,1,0.085875,0.51775,0.7763125,0.0641,0.6588,1.11945,0.0595114345114345,0.312038571643815,0.46765813253012,0.051651893634166,0.395675675675676,0.670630522689831,"20","6",-3,-3,-3
"20_7",4,4,4,1,1,1,0.0824375,0.5580625,0.848125,0.0821,0.4008,0.63575,0.0575279134682484,0.337350763185734,0.512384836127473,0.0604343025395657,0.23910514541387,0.377860326894502,"20","7",-3,-3,-3
"20_8",4,4,4,1,1,512,0.0955625,0.5889375,0.9028125,0.1071,0.8077,1.2411,0.0657690984170681,0.351499552372426,0.537468373269832,0.0912265758091993,0.478566138349874,0.732536520584329,"20","8",-3,-3,508
"20_9",4,4,4,1,1,1,0.083375,0.559375,0.8361875,0.07495,0.3655,0.7124,0.0584370071841598,0.337481146304676,0.503803283627052,0.0673102828917827,0.22037986132047,0.42844685009773,"20","9",-3,-3,-3
"20_10",4,4,4,1,1,4,0.0771875,0.5874375,0.8718125,0.07875,0.31905,0.5844,0.0544532627865961,0.354893520616221,0.526695363238182,0.0692307692307692,0.190619865571322,0.34889552238806,"20","10",-3,-3,0
"20_11",4,4,4,1,1,1,0.066375,0.5254375,0.75775,0.03695,0.57695,0.98495,0.0501321752265861,0.312202911467617,0.449503188491769,0.0425568672617334,0.343422619047619,0.587066011026673,"20","11",-3,-3,-3
"20_12",4,4,4,1,1,1,0.0721875,0.4729375,0.7285,0.0692,0.468,0.83715,0.052262443438914,0.288113006396588,0.441448265414331,0.0511267085334318,0.282055145397017,0.50392776523702,"20","12",-3,-3,-3
