"name","MIC24","MIC48","MIC72","MIC24.10","MIC48.10","MIC72.10","SMG24","SMG48","SMG72","SMG24.10","SMG48.10","SMG72.10","SMG24.2","SMG48.2","SMG72.2","SMG24.10.2","SMG48.10.2","SMG72.10.2","line","rep","change24","change48","change72"
"10_5",1,512,512,1,1,1,0.11055,1.07735,1.3728,0.07285,0.1997,0.38145,0.0779344377863941,0.654228024897526,0.831370174110522,0.0536845983787767,0.121972820277905,0.228071748878924,"10","5",0,-511,-511
"10_6",1,512,512,1,1,512,0.1186,1.13985,1.3938,0.1463,1.1444,1.3854,0.0875923190546529,0.696410569726592,0.844471372311421,0.105822784810127,0.695789633682931,0.838746783714242,"10","6",0,-511,0
"10_7",1,512,512,0.000125,1,512,0.12785,1.03575,1.34815,0.169666666666667,1.025125,1.381,0.0950204384986994,0.632326007326007,0.814592145015106,0.125076790760536,0.618756601780595,0.828682868286829,"10","7",-0.999875,-511,0
"10_8",0.000125,1,512,0.000125,1,128,0.17875,1.06429166666667,1.3595,0.092625,0.715833333333333,1.12158333333333,0.131578947368421,0.636347782760339,0.807184206620157,0.124495967741935,0.448095983307251,0.675754380679821,"10","8",0,0,-384
"10_9",0.000125,1,512,0.000125,1,1,0.174625,1.103875,1.379875,0.114708333333333,0.892708333333333,1.29833333333333,0.146405365751415,0.674225072530157,0.836287878787879,0.0888867364070774,0.546333129334965,0.786273025485743,"10","9",0,0,-511
"10_10",1,1,512,1,1,512,0.14485,1.0897,1.34525,0.09295,0.9948,1.39775,0.11695599515543,0.665059505645407,0.815550166717187,0.0765650741350906,0.610775134305449,0.857120956615054,"10","10",0,0,0
"10_11",0.000125,1,512,0.000125,1,1,0.169208333333333,1.07220833333333,1.35283333333333,0.144125,0.974791666666667,1.29333333333333,0.132764482803714,0.646297970665059,0.809473946646722,0.12576352530541,0.583445558381964,0.773756107288862,"10","11",0,0,-511
"10_12",0.000125,1,512,1,1,4,0.203541666666667,1.12725,1.3635,0.0555,0.45665,0.8554,0.162313928761297,0.680193090963946,0.824614454188086,0.0640877598152425,0.282799194921814,0.520237190208302,"10","12",0.999875,0,-508
"11_1",0.000125,0.000125,0.000125,0.000125,512,512,0.135375,0.394375,0.466208333333333,0.245458333333333,1.047125,1.30429166666667,0.104577056778679,0.232121836374338,0.277587575667361,0.170309337958948,0.615141724188574,0.764868298880907,"11","1",0,511.999875,511.999875
"11_2",0.000125,0.000125,0.000125,1,1,1,0.164708333333333,0.3915,0.487166666666667,0.1214,0.3896,0.58475,0.119440415760213,0.23046357615894,0.288819722345734,0.110615034168565,0.232077438570365,0.34432504048285,"11","2",0.999875,0.999875,0.999875
"11_3",0.000125,0.000125,0.000125,1,1,1,0.122583333333333,0.404791666666667,0.48225,0.0771,0.2715,0.36815,0.105176605176605,0.238498551578534,0.28620178041543,0.103559435862995,0.161271161271161,0.21500949043656,"11","3",0.999875,0.999875,0.999875
"11_4",0.000125,0.000125,0.000125,0.000125,4,32,0.138166666666667,0.391,0.465125,0.191666666666667,0.8375,1.02354166666667,0.102936611411188,0.229527443498679,0.274207811348563,0.136175251628182,0.498957402442657,0.607803840063341,"11","4",0,3.999875,31.999875
"11_5",0.000125,0.000125,0.000125,0.000125,8,512,0.107291666666667,0.342,0.417041666666667,0.2275,0.921416666666667,1.10658333333333,0.0963553360275408,0.201324503311258,0.246405711472181,0.16839378238342,0.548625583010817,0.661140154344038,"11","5",0,7.999875,511.999875
"11_6",0.000125,0.000125,0.000125,0.000125,512,512,0.109166666666667,0.341125,0.408875,0.217125,1.190375,1.35575,0.0862807086873477,0.20238801542569,0.242296296296296,0.209479015918958,0.716877446552244,0.808437686344663,"11","6",0,511.999875,511.999875
"11_7",0.000125,0.000125,0.000125,0.000125,512,512,0.100625,0.342583333333333,0.431291666666667,0.218416666666667,1.11541666666667,1.35795833333333,0.087767117313563,0.202802032460165,0.25573179167902,0.150736139866575,0.652767617654231,0.792505592841163,"11","7",0,511.999875,511.999875
"11_8",0.000125,0.000125,0.000125,1,512,512,0.09125,0.32775,0.41575,0.1153,1.15375,1.4105,0.0817469204927212,0.19282247389322,0.243984741784038,0.0871833648393195,0.677282066334018,0.828609193714202,"11","8",0.999875,511.999875,511.999875
"11_9",0.000125,0.000125,0.000125,0.000125,1,4,0.119916666666667,0.372416666666667,0.4335,0.089875,0.587083333333333,0.89,0.0925997425997426,0.219747258691056,0.256622761580583,0.0951309870336068,0.350288385043755,0.523375477800647,"11","9",0,0.999875,3.999875
"11_10",0.000125,0.000125,0.000125,0.000125,0.000125,1,0.119916666666667,0.358208333333333,0.4245,0.142166666666667,0.487833333333333,0.66525,0.0960870726495727,0.212365989822637,0.252678571428571,0.103620019436346,0.287552804794184,0.390404929577465,"11","10",0,0,0.999875
"11_11",0.000125,0.000125,0.000125,0.000125,1,8,0.128916666666667,0.41825,0.505125,0.174708333333333,0.641291666666667,0.927791666666667,0.0930638272273356,0.245704215009546,0.298184769775679,0.123556105610561,0.372248826972379,0.539100329265931,"11","11",0,0.999875,7.999875
"11_12",0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.14,0.386791666666667,0.461416666666667,0.131,0.465875,0.634,0.103896103896104,0.231334728867624,0.275349346063951,0.0912256267409471,0.271805717619603,0.371194379391101,"11","12",0,0,0
"12_1",32,32,32,128,32,32,0.175,0.3925,0.56025,0.2285,0.384,0.524,0.152240104393214,0.24262092412301,0.349011057467684,0.304869913275517,0.24234774376775,0.322759470280259,"12","1",96,0,0
"12_2",32,32,32,128,32,32,0.21325,0.40375,0.5685,0.2675,0.342,0.423,0.180835276658893,0.250348783134398,0.353160428637987,0.258579023682939,0.215738842453872,0.259270609868219,"12","2",96,0,0
"12_3",32,32,32,1,32,32,0.231,0.44825,0.617,0.77085,1.10085,1.175,0.182717025904687,0.277382425742574,0.381747873163186,0.768161434977578,0.698508883248731,0.725196728899861,"12","3",-31,0,0
"12_4",32,32,32,1,32,32,0.2075,0.40475,0.59975,0.8158,1.1174,1.185,0.18580702932617,0.249730063242326,0.369133712878904,0.716242317822651,0.696633416458853,0.72289156626506,"12","4",-31,0,0
"12_5",32,32,128,1,32,32,0.2125,0.39225,0.61775,0.727,1.1066,1.1683,0.170443152195709,0.2437470871524,0.383516995188577,0.728456913827655,0.697620173364854,0.728139607354316,"12","5",-31,0,-96
"12_6",32,32,32,128,32,32,0.15125,0.38125,0.54675,0.2125,0.367,0.469,0.146205896568391,0.237946637540958,0.340866583541147,0.189225289403384,0.230817610062893,0.29004329004329,"12","6",96,0,0
"12_7",32,32,128,128,32,32,0.2045,0.45275,0.72425,0.197,0.3355,0.4435,0.188435844275513,0.283455939896697,0.450965130759651,0.201020408163265,0.209229809791082,0.273427866831073,"12","7",96,0,-96
"12_8",32,128,128,1,32,32,0.231,0.57825,0.73525,0.6672,0.97735,1.08315,0.212413793103448,0.35904998447687,0.456181169536218,0.650292397660819,0.619261840646285,0.688698140200286,"12","8",-31,-96,-96
"12_9",32,32,32,128,32,32,0.18575,0.385,0.51875,0.208,0.3355,0.4325,0.187673654963375,0.241039286273282,0.324421513445904,0.2000962000962,0.212106843685791,0.270693162259427,"12","9",96,0,0
"12_10",32,32,32,1,32,32,0.21375,0.354,0.47225,0.71755,1.09375,1.15435,0.178273561301084,0.222501571338781,0.296453232893911,0.633318623124448,0.692027839291364,0.720905542544887,"12","10",-31,0,0
"12_11",32,32,32,1,32,32,0.1685,0.369,0.47725,0.8062,1.09485,1.18465,0.180503481521157,0.229942358622838,0.295099706291544,0.669323370693234,0.68214953271028,0.729576597382602,"12","11",-31,0,0
"12_12",32,32,32,32,32,32,0.1685,0.329,0.4405,0.3385,0.311,0.425375,0.150513622152747,0.206301928201913,0.276262151144559,0.321157495256167,0.198880895283773,0.270896354083745,"12","12",0,0,0
"13_1",0.000125,0.000125,1,1,1,1,0.0525416666666667,0.194666666666667,0.462291666666667,0.03945,0.18565,0.5076,0.0333386209813875,0.116357840207213,0.275871500323238,0.0369555035128806,0.1172588030949,0.317547700969659,"13","1",0.999875,0.999875,0
"13_2",0.000125,0.000125,1,1,1,512,0.0584166666666667,0.191541666666667,0.538958333333333,0.037,0.2999,1.07185,0.0376578028471663,0.115508317000854,0.322632944228275,0.0658070253445976,0.209427374301676,0.743050259965338,"13","2",0.999875,0.999875,511
"13_3",0.000125,0.000125,1,1,1,1,0.067875,0.223708333333333,0.618208333333333,0.03835,0.1797,0.4984,0.0425481899388811,0.135498687664042,0.370184630738523,0.0334059233449477,0.111823273179838,0.307701805834234,"13","3",0.999875,0.999875,0
"13_4",0.000125,0.000125,1,1,1,1,0.04625,0.195625,0.525583333333333,0.0297,0.21575,0.7003,0.029207451847174,0.117404351087772,0.313687456480653,0.0623949579831933,0.144145648905963,0.465161076054467,"13","4",0.999875,0.999875,0
"13_5",0.000125,0.000125,1,1,1,1,0.04525,0.180708333333333,0.492125,0.03375,0.16845,0.4512,0.0287895657706378,0.109189325276939,0.295881557192244,0.1318359375,0.120644583706356,0.308988186954289,"13","5",0.999875,0.999875,0
"13_6",0.000125,0.000125,1,1,1,1,0.0474583333333333,0.188333333333333,0.571541666666667,0.04405,0.1496,0.36915,0.0299185710533228,0.113830966052181,0.342240518962076,0.0390341160832964,0.0960051339643831,0.235652729013725,"13","6",0.999875,0.999875,0
"13_7",0.000125,0.000125,1,1,1,1,0.0496666666666667,0.18925,0.548458333333333,0.0346,0.0935,0.24255,0.0315043873559573,0.114023196264498,0.326463293650794,0.0448767833981842,0.0602254428341385,0.155331412103746,"13","7",0.999875,0.999875,0
"13_8",0.000125,0.000125,1,1,1,1,0.0623333333333333,0.205083333333333,0.568333333333333,0.03775,0.0876,0.21995,0.0400278268314871,0.1225475550244,0.337891399128022,0.0268970431065194,0.0526363226678684,0.132221220318605,"13","8",0.999875,0.999875,0
"13_9",0.000125,0.000125,1,1,1,1,0.0675416666666667,0.237958333333333,0.584958333333333,0.048,0.08465,0.14395,0.0432612756872164,0.144348397533111,0.353022530677932,0.0340546293011706,0.0517657850481578,0.0876674786845311,"13","9",0.999875,0.999875,0
"13_10",0.000125,0.000125,1,1,1,1,0.0782083333333333,0.272458333333333,0.574291666666667,0.03,0.1032,0.23275,0.049475459960989,0.165628166160081,0.345386658647822,0.0607287449392713,0.068389662027833,0.148366533864542,"13","10",0.999875,0.999875,0
"13_11",0.000125,0.000125,1,1,1,1,0.0405,0.153,0.475208333333333,0.02635,0.2175,0.33505,0.0255198487712665,0.0918780963819246,0.283537191726332,0.0284403669724771,0.137745408486384,0.203122158229767,"13","11",0.999875,0.999875,0
"13_12",0.000125,0.000125,8,1,1,4,0.072625,0.270833333333333,0.700583333333333,0.02765,0.18725,0.66985,0.0447611710323575,0.164840738486508,0.423185341789993,0.0392198581560284,0.123170531162638,0.437738931547133,"13","12",0.999875,0.999875,-4
"14_1",0.000125,1,1,1,1,1,0.197708333333333,0.712166666666667,0.993041666666667,0.07,0.31225,0.4141,0.143605108649597,0.422274928352604,0.590305642245009,0.0652680652680653,0.184599467927875,0.24466765140325,"14","1",0.999875,0,0
"14_2",0.000125,0.000125,1,1,1,1,0.155208333333333,0.660958333333333,0.955333333333333,0.0732,0.15015,0.2085,0.121256510416667,0.394072638743976,0.568566185587462,0.149616760347471,0.100586166471278,0.127328244274809,"14","2",0.999875,0.999875,0
"14_3",0.000125,1,1,1,1,1,0.156083333333333,0.7215,0.986875,0.04525,0.22715,0.4398,0.111508007382271,0.43793626707132,0.596028989883739,0.0599337748344371,0.138043147979338,0.262136790344211,"14","3",0.999875,0,0
"14_4",0.000125,1,1,0.000125,1,1,0.153625,0.680166666666667,0.944416666666667,0.138291666666667,0.535958333333333,0.767833333333333,0.10971255133012,0.403181189488243,0.558991812173227,0.122816755476613,0.318359568359568,0.450738675276392,"14","4",0,0,0
"14_5",0.000125,1,1,1,1,1,0.162708333333333,0.652333333333333,0.946625,0.04,0.12885,0.18415,0.117246141836306,0.389162316679095,0.563215826268035,0.0350877192982456,0.0768680089485459,0.108803545051699,"14","5",0.999875,0,0
"14_6",0.000125,1,1,1,1,1,0.132666666666667,0.676375,0.914625,0.06105,0.5222,0.84045,0.0969254185692542,0.405318352059925,0.546044776119403,0.0818913480885312,0.319828510182208,0.510213993018667,"14","6",0.999875,0,0
"14_7",0.000125,1,1,0.000125,0.000125,1,0.169833333333333,0.691625,0.912458333333333,0.12625,0.628875,0.896833333333333,0.126599577587278,0.412787227693226,0.543291654262181,0.146292004634994,0.382352941176471,0.539529753847696,"14","7",0,-0.999875,0
"14_8",0.000125,1,1,1,1,1,0.177208333333333,0.664833333333333,0.879291666666667,0.04635,0.2702,0.5172,0.126577380952381,0.392347791875676,0.518756145526057,0.164653641207815,0.179475257389572,0.311989141909214,"14","8",0.999875,0,0
"14_9",0.000125,1,1,1,0.000125,1,0.187208333333333,0.672625,0.929666666666667,0.0332,0.2818,0.5025,0.15414436668039,0.403373313343328,0.555854509217738,0.120508166969147,0.172144166157605,0.302528597230584,"14","9",0.999875,-0.999875,0
"14_10",0.000125,1,1,1,1,1,0.157833333333333,0.666041666666667,0.883458333333333,0.0365,0.09415,0.1617,0.114041425818882,0.398827345309381,0.5284631872788,0.0396739130434783,0.0566315789473684,0.0952156631826881,"14","10",0.999875,0,0
"14_11",0.000125,0.000125,1,1,1,1,0.144,0.628125,0.917875,0.0279,0.0765,0.179,0.117791411042945,0.370575221238938,0.54207884246272,0.175471698113208,0.0540540540540541,0.108698952482162,"14","11",0.999875,0.999875,0
"14_12",0.000125,1,1,1,0.000125,1,0.156791666666667,0.631458333333333,0.85675,0.0536,0.5482,0.8255,0.113658330312915,0.378005587149556,0.513177598083258,0.0737276478679505,0.33523926005198,0.496914973664409,"14","12",0.999875,-0.999875,0
"15_1",0.000125,0.000125,1,0.000125,1,512,0.0685,0.338,0.744666666666667,0.221166666666667,0.947666666666667,1.354,0.0454696315964155,0.208384710234279,0.449135504624045,0.150864029104138,0.621013543031892,0.873407514916949,"15","1",0,0.999875,511
"15_2",0.000125,0.000125,1,1,1,1,0.0607916666666667,0.363583333333333,0.745166666666667,0.0421,0.0699,0.1613,0.0405886607689312,0.226179367547952,0.459837498714389,0.0315473960284751,0.0486768802228412,0.110649974275424,"15","2",0.999875,0.999875,0
"15_3",0.000125,0.000125,1,1,1,1,0.0663333333333333,0.403208333333333,0.796916666666667,0.0355,0.09165,0.3004,0.0444370010606822,0.250051679586563,0.488306781045752,0.0274874177313202,0.0644401476533661,0.208538701839639,"15","3",0.999875,0.999875,0
"15_4",0.000125,0.000125,1,1,1,1,0.056125,0.327583333333333,0.697291666666667,0.0357,0.05505,0.1615,0.037119708994709,0.203215467328371,0.426869707172737,0.0275675675675676,0.039174524106031,0.113612381287372,"15","4",0.999875,0.999875,0
"15_5",0.000125,0.000125,1,1,1,1,0.0589166666666667,0.353208333333333,0.745458333333333,0.04,0.07735,0.1907,0.0392124237382141,0.221100678142932,0.46201322177461,0.0313111545988258,0.0559291395516992,0.135802029553142,"15","5",0.999875,0.999875,0
"15_6",0.000125,0.000125,1,0.000125,1,1,0.063375,0.391791666666667,0.764208333333333,0.113458333333333,0.400666666666667,0.713916666666667,0.042705525606469,0.2450995725159,0.470137393622475,0.0790099814298979,0.272284516932835,0.476420865309754,"15","6",0,0.999875,0
"15_7",0.000125,0.000125,1,1,1,1,0.06075,0.419625,0.732291666666667,0.0378,0.09875,0.2631,0.0409573571548963,0.260474860335196,0.447747885458066,0.0328338762214984,0.0716878402903811,0.188467048710602,"15","7",0.999875,0.999875,0
"15_8",0.000125,0.000125,1,1,1,4,0.0521666666666667,0.387166666666667,0.716083333333333,0.03125,0.1355,0.41365,0.0347893742358564,0.238036684086484,0.434055664999747,0.0603864734299517,0.0885331590983339,0.268865778355541,"15","8",0.999875,0.999875,3
"15_9",0.000125,0.000125,1,1,1,1,0.06325,0.397541666666667,0.763416666666667,0.0379,0.14965,0.2908,0.0423785594639866,0.2471505543467,0.470954143532799,0.0381767816670864,0.108737511353315,0.206277708813619,"15","9",0.999875,0.999875,0
"15_10",0.000125,0.000125,1,1,1,1,0.0615,0.4735,0.86225,0.03705,0.2319,0.6884,0.0411371237458194,0.295845048422368,0.532746370095768,0.0262022630834512,0.1510257245197,0.442914589030079,"15","10",0.999875,0.999875,0
"15_11",0.000125,0.000125,1,1,4,4,0.0500416666666667,0.373,0.723458333333333,0.07115,0.43605,0.98045,0.0330799316917314,0.230602782071097,0.44315977539561,0.0506585973656105,0.291672240802676,0.651137306989872,"15","11",0.999875,3.999875,3
"15_12",0.000125,0.000125,1,1,1,4,0.0551666666666667,0.2825,0.635208333333333,0.059,0.15955,0.38405,0.0374011299435028,0.1765625,0.386262288436201,0.0428312159709619,0.113417451572774,0.271701450300672,"15","12",0.999875,0.999875,3
"16_1",0.000125,1,1,1,1,1,0.138791666666667,0.587,0.8975,0.0448,0.1853,0.3767,0.092728689939313,0.349300803332342,0.534544371649792,0.0362312980186009,0.113506891271057,0.22788868723533,"16","1",0.999875,0,0
"16_2",0.000125,1,1,1,1,1,0.184458333333333,0.577583333333333,0.866916666666667,0.0765,0.36365,0.74045,0.129353669939224,0.3486243146723,0.525324445791042,0.0552147239263804,0.219562264150943,0.447199154461724,"16","2",0.999875,0,0
"16_3",0.000125,1,1,1,1,1,0.143333333333333,0.561416666666667,0.840375,0.04165,0.27475,0.43685,0.0980224539807374,0.334674615002484,0.502016129032258,0.031757529546321,0.164841757912104,0.261821995804615,"16","3",0.999875,0,0
"16_4",0.000125,1,1,1,1,32,0.1345,0.513333333333333,0.755583333333333,0.08135,0.46005,0.8176,0.100037188545928,0.305828616820574,0.454417882022754,0.0749769585253456,0.276430824695809,0.492827004219409,"16","4",0.999875,0,31
"16_5",0.000125,1,1,1,1,1,0.1475,0.506291666666667,0.786666666666667,0.04915,0.241,0.50755,0.105583392984968,0.3058240209403,0.475974386124137,0.0538335158817086,0.145071482317532,0.304469106178764,"16","5",0.999875,0,0
"16_6",0.000125,1,1,1,1,4,0.164583333333333,0.522041666666667,0.762083333333333,0.06585,0.5107,0.7547,0.12982317754552,0.314909767254813,0.459709445533605,0.0776762017104099,0.311307528192624,0.459902498476539,"16","6",0.999875,0,3
"16_7",0.000125,1,1,1,1,1,0.115083333333333,0.517708333333333,0.806875,0.05635,0.2589,0.4037,0.0823052625305441,0.309541604384654,0.486949305974653,0.0419895678092399,0.154336810730253,0.241050903119869,"16","7",0.999875,0,0
"16_8",0.000125,1,1,1,1,1,0.188208333333333,0.560458333333333,0.856291666666667,0.07585,0.2775,0.4137,0.130564227078275,0.332271132849168,0.506531598146505,0.0601268331351566,0.166018546215974,0.248543106037849,"16","8",0.999875,0,0
"16_9",0.000125,1,1,1,1,1,0.126708333333333,0.460041666666667,0.748583333333333,0.07225,0.343,0.6099,0.101245172459715,0.278138855300282,0.453686868686869,0.0912535522576571,0.209818014987001,0.371607006854532,"16","9",0.999875,0,0
"16_10",0.000125,1,1,1,1,1,0.167375,0.52275,0.824375,0.0496,0.3538,0.56705,0.126320754716981,0.317154557864402,0.502208346024977,0.0471931493815414,0.216756011640374,0.346660553263029,"16","10",0.999875,0,0
"16_11",0.000125,1,1,1,1,1,0.156,0.476333333333333,0.723791666666667,0.03675,0.2078,0.43685,0.110227874933757,0.284547988849064,0.435101693217113,0.0537084398976982,0.124599010643082,0.262254239831908,"16","11",0.999875,0,0
"16_12",0.000125,1,1,1,1,1,0.209416666666667,0.541,0.777583333333333,0.03205,0.18385,0.3952,0.148997984110044,0.329075425790754,0.470905879384305,0.0332641411520498,0.112052415054091,0.241306670737292,"16","12",0.999875,0,0
"17_1",0.000125,0.000125,0.000125,1,4,512,0.0574583333333333,0.176166666666667,0.408458333333333,0.10075,1.04255,1.37755,0.0362513144058885,0.104829911732619,0.239284319468854,0.111603433951814,0.628515448379804,0.836907654921021,"17","1",0.999875,3.999875,511.999875
"17_2",0.000125,0.000125,0.000125,8,512,512,0.0582916666666667,0.195958333333333,0.524375,0.21825,1.5735,1.57066666666667,0.0372292298685401,0.117887401614278,0.312174430718857,0.149922720247295,0.935493460166469,0.934920634920635,"17","2",7.999875,511.999875,511.999875
"17_3",0.000125,0.000125,0.000125,1,1,1,0.0697916666666667,0.219833333333333,0.490041666666667,0.05575,0.1559,0.3236,0.0442139161651357,0.132809746765343,0.292955711652468,0.0467995802728227,0.0964429322610578,0.199015990159902,"17","3",0.999875,0.999875,0.999875
"17_4",0.000125,0.000125,0.000125,1,1,1,0.0554166666666667,0.223458333333333,0.503958333333333,0.04595,0.0964,0.3604,0.0354439825178552,0.134148781830007,0.300287998411043,0.295498392282958,0.0673301903265235,0.240627608078785,"17","4",0.999875,0.999875,0.999875
"17_5",0.000125,0.000125,0.000125,1,1,1,0.0508333333333333,0.165083333333333,0.382083333333333,0.04485,0.2246,0.50955,0.0329979443903495,0.0994927427050374,0.229824561403509,0.0333519241494702,0.136638783269962,0.308071342200726,"17","5",0.999875,0.999875,0.999875
"17_6",0.000125,0.000125,0.000125,1,1,1,0.0569166666666667,0.188083333333333,0.502416666666667,0.0391,0.0705,0.13625,0.0362468821312954,0.113662688220779,0.301480148014801,0.0985507246376812,0.0471729675476748,0.0908333333333333,"17","6",0.999875,0.999875,0.999875
"17_7",0.000125,0.000125,0.000125,1,1,1,0.0602916666666667,0.208291666666667,0.422666666666667,0.04635,0.14155,0.321,0.0387416331994645,0.126084543987086,0.2545034873802,0.0954685890834192,0.0933707124010554,0.210009813542689,"17","7",0.999875,0.999875,0.999875
"17_8",0.000125,0.000125,0.000125,1,1,1,0.0635416666666667,0.211208333333333,0.42375,0.0419,0.1269,0.2199,0.0409681925639372,0.125962924307937,0.251520997180591,0.125637181409295,0.0781043237421142,0.134392666157372,"17","8",0.999875,0.999875,0.999875
"17_9",0.000125,0.000125,0.000125,1,1,1,0.0624166666666667,0.223708333333333,0.442875,0.04635,0.1257,0.2268,0.0406557021114911,0.135191620083598,0.267436594202899,0.135526315789474,0.0786116322701688,0.139034482758621,"17","9",0.999875,0.999875,0.999875
"17_10",0.000125,0.000125,0.000125,1,1,1,0.05825,0.181583333333333,0.399833333333333,0.04445,0.2174,0.43885,0.0380408163265306,0.110368231778352,0.240827184660945,0.148786610878661,0.136194205168363,0.27076970538331,"17","10",0.999875,0.999875,0.999875
"17_11",0.000125,0.000125,0.000125,1,1,1,0.0524583333333333,0.164666666666667,0.3705,0.0373,0.10465,0.1964,0.0344780370248658,0.0972488803582853,0.219523033624648,0.0702779086198775,0.0712146988771691,0.133220281499067,"17","11",0.999875,0.999875,0.999875
"17_12",0.000125,0.000125,0.000125,1,1,1,0.063125,0.193916666666667,0.375791666666667,0.031,0.05495,0.11485,0.0399083293820136,0.116414027715243,0.222856436866815,0.0513670256835128,0.0376627827278958,0.0794397371606433,"17","12",0.999875,0.999875,0.999875
"18_1",4,4,512,4,4,512,0.158,0.9455,1.2285,0.078625,0.9229375,1.2524375,0.103844889911272,0.566591760299625,0.735408560311284,0.0557723000532009,0.545955338657202,0.742075248111391,"18","1",0,0,0
"18_2",4,4,512,4,4,512,0.14675,0.892125,1.1881875,0.059375,0.8711875,1.1389375,0.0970087588828293,0.535891274966211,0.713197779111645,0.0462152169682818,0.520655909158823,0.679556980906921,"18","2",0,0,0
"18_3",4,8,512,4,8,512,0.165875,0.946875,1.2138125,0.1065625,0.949375,1.24175,0.110252575606514,0.568608317069509,0.726398862956314,0.0753757736516357,0.567723127522799,0.741786140979689,"18","3",0,0,0
"18_4",4,4,512,4,8,512,0.1525,0.9175625,1.1934375,0.1500625,1.0545625,1.2989375,0.0988494571382272,0.547390007457122,0.708797327394209,0.10246671218846,0.634227935648775,0.781433298240337,"18","4",0,4,0
"18_5",4,4,512,4,8,512,0.1255625,0.910875,1.281625,0.084125,0.922375,1.2483125,0.0829342800528402,0.550294517444495,0.767669961066187,0.0617884686008079,0.552982613908873,0.753356970428485,"18","5",0,4,0
"18_6",4,4,512,4,4,512,0.1513125,0.8990625,1.19125,0.0594375,0.824875,1.178125,0.100423096067695,0.54078947368421,0.710239976151438,0.0435758797653959,0.49150901236407,0.703883495145631,"18","6",0,0,0
"18_7",4,4,8,4,4,8,0.1340625,0.86875,1.222375,0.0701875,0.5525625,0.7844375,0.0889008620689655,0.523107029956345,0.730321135175504,0.0519138313609468,0.329347340187751,0.464439017169923,"18","7",0,0,0
"18_8",4,4,512,4,4,512,0.1835,0.9655,1.21375,0.1238125,0.91225,1.2168125,0.120170268500327,0.572827054286562,0.717876681945882,0.0862654589792719,0.542763647181318,0.723109493388798,"18","8",0,0,0
"18_9",4,4,512,4,4,512,0.1493125,0.9306875,1.253,0.0576875,0.8623125,1.22075,0.0981511914543961,0.561754941904331,0.75379756354339,0.0466161616161616,0.515274873020615,0.732853069188053,"18","9",0,0,0
"18_10",4,8,512,4,4,8,0.163625,0.976625,1.313375,0.0449375,0.7555,1.0453125,0.109174311926605,0.589482420401388,0.790713425647201,0.036497461928934,0.452530697813717,0.628287002253945,"18","10",0,-4,-504
"18_11",4,8,512,4,4,8,0.164,0.9301875,1.26225,0.04425,0.770625,1.1029375,0.111035883547732,0.555501642281278,0.753357206803939,0.0392809587217044,0.457140738543675,0.652143385070214,"18","11",0,-4,-504
"18_12",4,4,512,4,4,512,0.169,0.8864375,1.1710625,0.0503125,0.761875,1.11575,0.112460489103311,0.53407892754933,0.708018440145103,0.0375676684711592,0.45498656315318,0.667414386122327,"18","12",0,0,0
"19_1",0.000125,1,1,4,4,4,0.152,0.450541666666667,0.694458333333333,0.02725,0.3056875,0.6254375,0.101774355540676,0.263243743305093,0.407845152449469,0.0351612903225807,0.187941899784814,0.378536843697988,"19","1",3.999875,3,3
"19_2",0.000125,1,1,4,4,4,0.176541666666667,0.538125,0.83675,0.0341875,0.4504375,0.793,0.118009135472371,0.315569564579974,0.492495585638611,0.0322904368358914,0.26787838239667,0.468883961566888,"19","2",3.999875,3,3
"19_3",0.000125,1,1,1,4,4,0.149,0.506583333333333,0.754,0.10045,0.78125,1.12245,0.101051203797898,0.297159896367991,0.443725172870384,0.108770979967515,0.467814371257485,0.662994683992912,"19","3",0.999875,3,3
"19_4",0.000125,1,1,1,1,1,0.170208333333333,0.495208333333333,0.780916666666667,0.0726,0.58715,0.9048,0.113208070058752,0.29023199023199,0.458418941395167,0.105331882480958,0.345230045568132,0.527272727272727,"19","4",0.999875,0,0
"19_5",0.000125,0.000125,1,1,1,4,0.128875,0.426666666666667,0.710875,0.07715,0.544,0.87765,0.0874915139171758,0.250171015342519,0.419086219602063,0.150389863547758,0.333998465080583,0.531425976385104,"19","5",0.999875,0.999875,3
"19_6",0.000125,1,1,1,1,4,0.147625,0.464583333333333,0.743916666666667,0.0678,0.4361,0.77275,0.100699181446112,0.274820072956719,0.440904825406233,0.107533703409992,0.268907044858949,0.467554076539101,"19","6",0.999875,0,3
"19_7",0.000125,1,1,1,1,1,0.147625,0.47525,0.716083333333333,0.06435,0.16995,0.30835,0.101547721410146,0.282844814759708,0.425733254062624,0.0883928571428571,0.100517521809848,0.180691473776736,"19","7",0.999875,0,0
"19_8",1,1,1,8,8,8,0.0652,0.3995,0.6409,0.00408333333333333,0.00600000000000001,0.00625,0.0434232434232434,0.233899297423888,0.375124378109453,0.0045713219516746,0.0062240663900415,0.0065582371458552,"19","8",7,7,7
"19_9",0.000125,1,1,8,32,128,0.164708333333333,0.513416666666667,0.746583333333333,0.0085,0.754166666666667,1.01591666666667,0.110505423236051,0.30406672589083,0.443932411674347,0.0223243598161523,0.471722700026062,0.629537825974697,"19","9",7.999875,31,127
