"line","rep","enviro","data","sd","se"
3,9,4,0.2715,NA,NA
3,9,8,0.247333333333333,NA,NA
3,9,32,0.200333333333333,NA,NA
3,9,128,0.73025,NA,NA
3,10,0,1.7112,NA,NA
3,10,0.5,0.464,NA,NA
3,10,1,0.69,NA,NA
3,10,4,0.2385,NA,NA
3,10,8,0.250666666666667,NA,NA
3,10,32,0.210833333333333,NA,NA
3,10,128,0.64975,NA,NA
3,11,0,1.735,NA,NA
3,11,0.5,0.404,NA,NA
3,11,1,0.612,NA,NA
3,11,4,0.1985,NA,NA
3,11,8,0.2495,NA,NA
3,11,32,0.165833333333333,NA,NA
3,11,128,0.417,NA,NA
3,12,0,1.6992,NA,NA
3,12,0.5,0.269,NA,NA
3,12,1,0.465125,NA,NA
3,12,4,0.203,NA,NA
3,12,8,0.2725,NA,NA
3,12,32,0.213666666666667,NA,NA
3,12,128,0.31325,NA,NA
4,1,0,1.7455,NA,NA
4,1,0.5,1.754,NA,NA
4,1,1,1.00875,NA,NA
4,1,4,0.3705,NA,NA
4,1,8,0.262,NA,NA
4,1,32,0.211833333333333,NA,NA
4,1,128,0.2775,NA,NA
4,2,0,1.7444,NA,NA
4,2,0.5,1.735,NA,NA
4,2,1,0.9275,NA,NA
4,2,4,0.2325,NA,NA
4,2,8,0.201333333333333,NA,NA
4,2,32,0.218833333333333,NA,NA
4,2,128,0.36375,NA,NA
4,3,0,1.7493,NA,NA
4,3,0.5,1.724,NA,NA
4,3,1,1.01525,NA,NA
4,3,4,0.257,NA,NA
4,3,8,0.227166666666667,NA,NA
4,3,32,0.173333333333333,NA,NA
4,3,128,0.433,NA,NA
4,4,0,1.7613,NA,NA
4,4,0.5,1.727,NA,NA
4,4,1,0.95325,NA,NA
4,4,4,0.2235,NA,NA
4,4,8,0.193666666666667,NA,NA
4,4,32,0.219833333333333,NA,NA
4,4,128,0.3685,NA,NA
4,5,0,1.7498,NA,NA
4,5,0.5,1.719,NA,NA
4,5,1,1.06325,NA,NA
4,5,4,0.136,NA,NA
4,5,8,0.128333333333333,NA,NA
4,5,32,0.111333333333333,NA,NA
4,5,128,0.5035,NA,NA
4,6,0,1.7372,NA,NA
4,6,0.5,1.735,NA,NA
4,6,1,0.813375,NA,NA
4,6,4,0.8375,NA,NA
4,6,8,0.157333333333333,NA,NA
4,6,32,0.136666666666667,NA,NA
4,6,128,0.24175,NA,NA
4,7,0,1.7372,NA,NA
4,7,0.5,1.749,NA,NA
4,7,1,0.94825,NA,NA
4,7,4,0.234,NA,NA
4,7,8,0.136833333333333,NA,NA
4,7,32,0.182833333333333,NA,NA
4,7,128,0.554,NA,NA
4,8,0,1.7541,NA,NA
4,8,0.5,1.767,NA,NA
4,8,1,0.982125,NA,NA
4,8,4,0.189,NA,NA
4,8,8,0.144833333333333,NA,NA
4,8,32,0.1625,NA,NA
4,8,128,0.39725,NA,NA
4,9,0,1.7338,NA,NA
4,9,0.5,1.748,NA,NA
4,9,1,1.00825,NA,NA
4,9,4,0.2355,NA,NA
4,9,8,0.220166666666667,NA,NA
4,9,32,0.1445,NA,NA
4,9,128,0.6365,NA,NA
4,10,0,1.7197,NA,NA
4,10,0.5,1.733,NA,NA
4,10,1,0.88,NA,NA
4,10,4,0.1245,NA,NA
4,10,8,0.208166666666667,NA,NA
4,10,32,0.143833333333333,NA,NA
4,10,128,0.454,NA,NA
4,11,0,1.7472,NA,NA
4,11,0.5,1.761,NA,NA
4,11,1,0.9015,NA,NA
4,11,4,0.1955,NA,NA
4,11,8,0.1945,NA,NA
4,11,32,0.1515,NA,NA
4,11,128,0.404,NA,NA
4,12,0,1.7045,NA,NA
4,12,0.5,1.736,NA,NA
4,12,1,0.911375,NA,NA
4,12,4,0.2505,NA,NA
4,12,8,0.208,NA,NA
4,12,32,0.183,NA,NA
4,12,128,0.61725,NA,NA
5,1,0,1.7271,NA,NA
5,1,0.5,1.669,NA,NA
5,1,1,1.688125,NA,NA
5,1,4,1.5385,NA,NA
5,1,8,1.61366666666667,NA,NA
5,1,32,1.60066666666667,NA,NA
5,1,128,1.49225,NA,NA
5,2,0,1.7142,NA,NA
5,2,0.5,1.648,NA,NA
5,2,1,1.674125,NA,NA
5,2,4,1.5435,NA,NA
5,2,8,1.593,NA,NA
5,2,32,1.59266666666667,NA,NA
5,2,128,1.509,NA,NA
5,3,0,1.6971,NA,NA
5,3,0.5,1.665,NA,NA
5,3,1,1.67875,NA,NA
5,3,4,1.5395,NA,NA
5,3,8,1.59916666666667,NA,NA
5,3,32,1.58633333333333,NA,NA
5,3,128,1.5095,NA,NA
5,4,0,1.7246,NA,NA
5,4,0.5,1.645,NA,NA
5,4,1,1.689125,NA,NA
5,4,4,1.572,NA,NA
5,4,8,1.6055,NA,NA
5,4,32,1.603,NA,NA
5,4,128,1.5115,NA,NA
5,5,0,1.7065,NA,NA
5,5,0.5,1.642,NA,NA
5,5,1,1.67175,NA,NA
5,5,4,1.5515,NA,NA
5,5,8,1.59783333333333,NA,NA
5,5,32,1.591,NA,NA
5,5,128,1.5,NA,NA
5,6,0,1.7012,NA,NA
5,6,0.5,1.647,NA,NA
5,6,1,1.67325,NA,NA
5,6,4,1.5145,NA,NA
5,6,8,1.57066666666667,NA,NA
5,6,32,1.5715,NA,NA
5,6,128,1.50375,NA,NA
5,7,0,1.6964,NA,NA
5,7,0.5,1.665,NA,NA
5,7,1,1.669,NA,NA
5,7,4,1.548,NA,NA
5,7,8,1.56983333333333,NA,NA
5,7,32,1.55733333333333,NA,NA
5,7,128,1.4835,NA,NA
5,8,0,1.7183,NA,NA
5,8,0.5,1.659,NA,NA
5,8,1,1.685375,NA,NA
5,8,4,1.545,NA,NA
5,8,8,1.57366666666667,NA,NA
5,8,32,1.56133333333333,NA,NA
5,8,128,1.4835,NA,NA
5,9,0,1.6925,NA,NA
5,9,0.5,1.673,NA,NA
5,9,1,1.679625,NA,NA
5,9,4,1.5295,NA,NA
5,9,8,1.58583333333333,NA,NA
5,9,32,1.56533333333333,NA,NA
5,9,128,1.51175,NA,NA
5,10,0,1.6701,NA,NA
5,10,0.5,1.658,NA,NA
5,10,1,1.6545,NA,NA
5,10,4,1.49,NA,NA
5,10,8,1.5775,NA,NA
5,10,32,1.568,NA,NA
5,10,128,1.48925,NA,NA
5,11,0,1.7027,NA,NA
5,11,0.5,1.676,NA,NA
5,11,1,1.67075,NA,NA
5,11,4,1.521,NA,NA
5,11,8,1.5675,NA,NA
5,11,32,1.57866666666667,NA,NA
5,11,128,1.416,NA,NA
5,12,0,1.6832,NA,NA
5,12,0.5,1.647,NA,NA
5,12,1,1.652875,NA,NA
5,12,4,1.52,NA,NA
5,12,8,1.6135,NA,NA
5,12,32,1.60183333333333,NA,NA
5,12,128,1.51575,NA,NA
6,1,0,1.7396,NA,NA
6,1,0.5,1.706,NA,NA
6,1,1,1.47425,NA,NA
6,1,4,0.3805,NA,NA
6,1,8,0.3705,NA,NA
6,1,32,0.413166666666667,NA,NA
6,1,128,1.03225,NA,NA
6,2,0,1.7202,NA,NA
6,2,0.5,1.688,NA,NA
6,2,1,1.398375,NA,NA
6,2,4,0.4155,NA,NA
6,2,8,0.398333333333333,NA,NA
6,2,32,0.426166666666667,NA,NA
6,2,128,0.787,NA,NA
6,3,0,1.718,NA,NA
6,3,0.5,1.704,NA,NA
6,3,1,1.4675,NA,NA
6,3,4,0.406,NA,NA
6,3,8,0.432833333333333,NA,NA
6,3,32,0.447166666666667,NA,NA
6,3,128,0.8775,NA,NA
6,4,0,1.7445,NA,NA
6,4,0.5,1.687,NA,NA
6,4,1,1.519125,NA,NA
6,4,4,0.392,NA,NA
6,4,8,0.380833333333333,NA,NA
6,4,32,0.4045,NA,NA
6,4,128,0.8025,NA,NA
6,5,0,1.714,NA,NA
6,5,0.5,1.688,NA,NA
6,5,1,1.337625,NA,NA
6,5,4,0.384,NA,NA
6,5,8,0.358833333333333,NA,NA
6,5,32,0.362666666666667,NA,NA
6,5,128,0.93125,NA,NA
6,6,0,1.7192,NA,NA
6,6,0.5,1.687,NA,NA
6,6,1,1.502375,NA,NA
6,6,4,0.35,NA,NA
6,6,8,0.352833333333333,NA,NA
6,6,32,0.373166666666667,NA,NA
6,6,128,0.91025,NA,NA
6,7,0,1.7234,NA,NA
6,7,0.5,1.703,NA,NA
6,7,1,1.461125,NA,NA
6,7,4,0.3555,NA,NA
6,7,8,0.369833333333333,NA,NA
6,7,32,0.393166666666667,NA,NA
6,7,128,0.86475,NA,NA
6,8,0,1.7436,NA,NA
6,8,0.5,1.703,NA,NA
6,8,1,1.508,NA,NA
6,8,4,0.352,NA,NA
6,8,8,0.353333333333333,NA,NA
6,8,32,0.385,NA,NA
6,8,128,0.91375,NA,NA
6,9,0,1.7109,NA,NA
6,9,0.5,1.703,NA,NA
6,9,1,1.509875,NA,NA
6,9,4,0.3555,NA,NA
6,9,8,0.3755,NA,NA
6,9,32,0.365833333333333,NA,NA
6,9,128,0.84275,NA,NA
6,10,0,1.706,NA,NA
6,10,0.5,1.692,NA,NA
6,10,1,1.4625,NA,NA
6,10,4,0.305,NA,NA
6,10,8,0.345833333333333,NA,NA
6,10,32,0.368333333333333,NA,NA
6,10,128,0.735,NA,NA
6,11,0,1.7247,NA,NA
6,11,0.5,1.707,NA,NA
6,11,1,1.4985,NA,NA
6,11,4,0.611,NA,NA
6,11,8,0.330333333333333,NA,NA
6,11,32,0.358833333333333,NA,NA
6,11,128,0.721,NA,NA
6,12,0,1.7156,NA,NA
6,12,0.5,1.705,NA,NA
6,12,1,1.1675,NA,NA
6,12,4,0.3335,NA,NA
6,12,8,0.395,NA,NA
6,12,32,0.3705,NA,NA
6,12,128,0.62275,NA,NA
7,1,0,1.7313,NA,NA
7,1,0.5,1.694,NA,NA
7,1,1,1.525,NA,NA
7,1,4,0.5945,NA,NA
7,1,8,0.587833333333333,NA,NA
7,1,32,0.431166666666667,NA,NA
7,1,128,0.4035,NA,NA
7,2,0,1.7152,NA,NA
7,2,0.5,1.68,NA,NA
7,2,1,1.571,NA,NA
7,2,4,0.5215,NA,NA
7,2,8,0.720333333333333,NA,NA
7,2,32,0.6445,NA,NA
7,2,128,0.88825,NA,NA
7,3,0,1.721,NA,NA
7,3,0.5,1.69,NA,NA
7,3,1,1.498625,NA,NA
7,3,4,0.4095,NA,NA
7,3,8,0.6185,NA,NA
7,3,32,0.58,NA,NA
7,3,128,0.99825,NA,NA
7,4,0,1.7206,NA,NA
7,4,0.5,1.659,NA,NA
7,4,1,1.600375,NA,NA
7,4,4,0.551,NA,NA
7,4,8,0.741166666666667,NA,NA
7,4,32,0.653333333333333,NA,NA
7,4,128,0.91425,NA,NA
7,5,0,1.7116,NA,NA
7,5,0.5,1.688,NA,NA
7,5,1,1.576375,NA,NA
7,5,4,0.5265,NA,NA
7,5,8,0.555666666666667,NA,NA
7,5,32,0.5085,NA,NA
7,5,128,0.9915,NA,NA
7,6,0,1.7078,NA,NA
7,6,0.5,1.679,NA,NA
7,6,1,1.483375,NA,NA
7,6,4,0.388,NA,NA
7,6,8,0.629666666666667,NA,NA
7,6,32,0.485166666666667,NA,NA
7,6,128,1.16175,NA,NA
7,7,0,1.7067,NA,NA
7,7,0.5,1.677,NA,NA
7,7,1,1.548,NA,NA
7,7,4,0.4265,NA,NA
7,7,8,0.500166666666667,NA,NA
7,7,32,0.405333333333333,NA,NA
7,7,128,0.93625,NA,NA
7,8,0,1.7276,NA,NA
7,8,0.5,1.693,NA,NA
7,8,1,1.491875,NA,NA
7,8,4,0.3745,NA,NA
7,8,8,0.443833333333333,NA,NA
7,8,32,0.4245,NA,NA
7,8,128,0.846,NA,NA
7,9,0,1.7084,NA,NA
7,9,0.5,1.683,NA,NA
7,9,1,1.48025,NA,NA
7,9,4,0.431,NA,NA
7,9,8,0.453,NA,NA
7,9,32,0.421,NA,NA
7,9,128,0.9475,NA,NA
7,10,0,1.6901,NA,NA
7,10,0.5,1.672,NA,NA
7,10,1,1.36,NA,NA
7,10,4,0.401,NA,NA
7,10,8,0.549166666666667,NA,NA
7,10,32,0.580166666666667,NA,NA
7,10,128,0.9975,NA,NA
7,11,0,1.7114,NA,NA
7,11,0.5,1.697,NA,NA
7,11,1,1.348875,NA,NA
7,11,4,0.3795,NA,NA
7,11,8,0.5595,NA,NA
7,11,32,0.485166666666667,NA,NA
7,11,128,0.90725,NA,NA
7,12,0,1.6969,NA,NA
7,12,0.5,1.667,NA,NA
7,12,1,1.297875,NA,NA
7,12,4,0.3855,NA,NA
7,12,8,0.6115,NA,NA
7,12,32,0.556833333333333,NA,NA
7,12,128,0.6895,NA,NA
8,1,0,1.7499,NA,NA
8,1,0.5,1.699,NA,NA
8,1,1,1.357875,NA,NA
8,1,4,0.431,NA,NA
8,1,8,0.445166666666667,NA,NA
8,1,32,0.342666666666667,NA,NA
8,1,128,0.254,NA,NA
8,2,0,1.7348,NA,NA
8,2,0.5,1.707,NA,NA
8,2,1,1.20375,NA,NA
8,2,4,0.401,NA,NA
8,2,8,0.267833333333333,NA,NA
8,2,32,0.218833333333333,NA,NA
8,2,128,0.29025,NA,NA
8,3,0,1.7357,NA,NA
8,3,0.5,1.683,NA,NA
8,3,1,1.2865,NA,NA
8,3,4,0.3805,NA,NA
8,3,8,0.423333333333333,NA,NA
8,3,32,0.316666666666667,NA,NA
8,3,128,0.56225,NA,NA
8,4,0,1.7448,NA,NA
8,4,0.5,1.671,NA,NA
8,4,1,1.34525,NA,NA
8,4,4,0.3605,NA,NA
8,4,8,0.3205,NA,NA
8,4,32,0.2115,NA,NA
8,4,128,0.648,NA,NA
8,5,0,1.7318,NA,NA
8,5,0.5,1.694,NA,NA
8,5,1,1.221875,NA,NA
8,5,4,0.343,NA,NA
8,5,8,0.2535,NA,NA
8,5,32,0.33,NA,NA
8,5,128,0.70225,NA,NA
8,6,0,1.7317,NA,NA
8,6,0.5,1.686,NA,NA
8,6,1,1.18175,NA,NA
8,6,4,0.311,NA,NA
8,6,8,0.279666666666667,NA,NA
8,6,32,0.170833333333333,NA,NA
8,6,128,0.81425,NA,NA
8,7,0,1.726,NA,NA
8,7,0.5,1.702,NA,NA
8,7,1,1.198375,NA,NA
8,7,4,0.337,NA,NA
8,7,8,0.305666666666667,NA,NA
8,7,32,0.21,NA,NA
8,7,128,0.69475,NA,NA
8,8,0,1.7386,NA,NA
8,8,0.5,1.684,NA,NA
8,8,1,1.09875,NA,NA
8,8,4,0.3155,NA,NA
8,8,8,0.288166666666667,NA,NA
8,8,32,0.2925,NA,NA
8,8,128,0.84275,NA,NA
8,9,0,1.7221,NA,NA
8,9,0.5,1.701,NA,NA
8,9,1,1.0885,NA,NA
8,9,4,0.2975,NA,NA
8,9,8,0.306666666666667,NA,NA
8,9,32,0.2755,NA,NA
8,9,128,0.88125,NA,NA
8,10,0,1.7094,NA,NA
8,10,0.5,1.682,NA,NA
8,10,1,1.129375,NA,NA
8,10,4,0.362,NA,NA
8,10,8,0.252833333333333,NA,NA
8,10,32,0.216,NA,NA
8,10,128,0.77725,NA,NA
8,11,0,1.7334,NA,NA
8,11,0.5,1.725,NA,NA
8,11,1,1.0895,NA,NA
8,11,4,0.3455,NA,NA
8,11,8,0.209833333333333,NA,NA
8,11,32,0.212333333333333,NA,NA
8,11,128,0.6755,NA,NA
8,12,0,1.707,NA,NA
8,12,0.5,1.709,NA,NA
8,12,1,1.148375,NA,NA
8,12,4,0.372,NA,NA
8,12,8,0.4305,NA,NA
8,12,32,0.380166666666667,NA,NA
8,12,128,0.66475,NA,NA
9,1,0,1.7572,NA,NA
9,1,1,0.712625,NA,NA
9,1,4,0.3035,NA,NA
9,1,8,0.296833333333333,NA,NA
9,1,32,0.282,NA,NA
9,1,128,0.25,NA,NA
9,2,0,1.7574,NA,NA
9,2,1,0.667875,NA,NA
9,2,4,0.2245,NA,NA
9,2,8,0.3015,NA,NA
9,2,32,0.3185,NA,NA
9,2,128,0.2845,NA,NA
9,3,0,1.7597,NA,NA
9,3,1,0.702875,NA,NA
9,3,4,0.1635,NA,NA
9,3,8,0.275,NA,NA
9,3,32,0.28,NA,NA
9,3,128,0.312,NA,NA
9,4,0,1.7635,NA,NA
9,4,1,0.73325,NA,NA
9,4,4,0.1835,NA,NA
9,4,8,0.267166666666667,NA,NA
9,4,32,0.279333333333333,NA,NA
9,4,128,0.34275,NA,NA
9,5,0,1.7536,NA,NA
9,5,1,0.8385,NA,NA
9,5,4,0.2245,NA,NA
9,5,8,0.293833333333333,NA,NA
9,5,32,0.279333333333333,NA,NA
9,5,128,0.4835,NA,NA
9,6,0,1.7492,NA,NA
9,6,1,0.8135,NA,NA
9,6,4,0.2415,NA,NA
9,6,8,0.321,NA,NA
9,6,32,0.300333333333333,NA,NA
9,6,128,0.40675,NA,NA
9,7,0,1.7439,NA,NA
9,7,1,0.747625,NA,NA
9,7,4,0.1825,NA,NA
9,7,8,0.278666666666667,NA,NA
9,7,32,0.266,NA,NA
9,7,128,0.39275,NA,NA
9,8,0,1.7645,NA,NA
9,8,1,0.7845,NA,NA
9,8,4,0.265,NA,NA
9,8,8,0.335666666666667,NA,NA
9,8,32,0.346,NA,NA
9,8,128,0.4535,NA,NA
9,9,0,1.745,NA,NA
9,9,1,0.8165,NA,NA
9,9,4,0.251,NA,NA
9,9,8,0.315166666666667,NA,NA
9,9,32,0.322333333333333,NA,NA
9,9,128,0.36275,NA,NA
9,10,0,1.7327,NA,NA
9,10,1,0.72475,NA,NA
9,10,4,0.213,NA,NA
9,10,8,0.281333333333333,NA,NA
9,10,32,0.341833333333333,NA,NA
9,10,128,0.30675,NA,NA
9,11,0,1.7598,NA,NA
9,11,1,0.72275,NA,NA
9,11,4,0.2145,NA,NA
9,11,8,0.277666666666667,NA,NA
9,11,32,0.324666666666667,NA,NA
9,11,128,0.2895,NA,NA
9,12,0,1.7073,NA,NA
9,12,1,0.674,NA,NA
9,12,4,0.187,NA,NA
9,12,8,0.252,NA,NA
9,12,32,0.284666666666667,NA,NA
9,12,128,0.22675,NA,NA
10,1,0,1.6869,NA,NA
10,1,1,1.507625,NA,NA
10,1,4,1.331,NA,NA
10,1,8,1.25383333333333,NA,NA
10,1,32,1.26833333333333,NA,NA
10,1,128,1.2165,NA,NA
10,2,0,1.677,NA,NA
10,2,1,1.499375,NA,NA
10,2,4,1.3295,NA,NA
10,2,8,1.41216666666667,NA,NA
10,2,32,1.397,NA,NA
10,2,128,1.3395,NA,NA
10,3,0,1.6897,NA,NA
10,3,1,1.51575,NA,NA
10,3,4,1.3545,NA,NA
10,3,8,1.35816666666667,NA,NA
10,3,32,1.30183333333333,NA,NA
10,3,128,1.2515,NA,NA
10,4,0,1.6974,NA,NA
10,4,1,1.52925,NA,NA
10,4,4,1.274,NA,NA
10,4,8,1.3985,NA,NA
10,4,32,1.31116666666667,NA,NA
10,4,128,1.15575,NA,NA
10,5,0,1.6815,NA,NA
10,5,1,1.501125,NA,NA
10,5,4,1.271,NA,NA
10,5,8,1.30333333333333,NA,NA
10,5,32,1.17083333333333,NA,NA
10,5,128,1.1665,NA,NA
10,6,0,1.6777,NA,NA
10,6,1,1.512375,NA,NA
10,6,4,1.328,NA,NA
10,6,8,1.36333333333333,NA,NA
10,6,32,1.36033333333333,NA,NA
10,6,128,1.37075,NA,NA
10,7,0,1.6783,NA,NA
10,7,1,1.513875,NA,NA
10,7,4,1.2255,NA,NA
10,7,8,1.34666666666667,NA,NA
10,7,32,1.39016666666667,NA,NA
10,7,128,1.33675,NA,NA
10,8,0,1.7028,NA,NA
10,8,1,1.5195,NA,NA
10,8,4,1.0965,NA,NA
10,8,8,1.31883333333333,NA,NA
10,8,32,1.38016666666667,NA,NA
10,8,128,1.29625,NA,NA
10,9,0,1.6829,NA,NA
10,9,1,1.443375,NA,NA
10,9,4,1.164,NA,NA
