"line","rep","enviro","data","exper"
6,4,0,1.898,"4"
6,4,1,1.741,"4"
6,4,8,0.202,"4"
6,4,32,0.206,"4"
6,5,0,1.852,"4"
6,5,1,0.874,"4"
6,5,8,0.213,"4"
6,5,32,0.189,"4"
6,6,0,1.852,"4"
6,6,1,1.661,"4"
6,6,8,0.224,"4"
6,6,32,0.193,"4"
6,7,0,1.849,"4"
6,7,1,1.465,"4"
6,7,8,0.215,"4"
6,7,32,0.182,"4"
6,8,0,1.866,"4"
6,8,1,1.624,"4"
6,8,8,0.173,"4"
6,8,32,0.177,"4"
6,9,0,1.845,"4"
6,9,1,1.679,"4"
6,9,8,0.209,"4"
6,9,32,0.243,"4"
6,10,0,1.818,"4"
6,10,1,1.664,"4"
6,10,8,0.205,"4"
6,10,32,0.243,"4"
6,11,0,1.832,"4"
6,11,1,1.619,"4"
6,11,8,0.224,"4"
6,11,32,0.259,"4"
6,12,0,1.814,"4"
6,12,1,0.453,"4"
6,12,8,0.271,"4"
6,12,32,0.255,"4"
7,1,0,1.86,"4"
7,1,1,1.187,"4"
7,1,8,0.162,"4"
7,1,32,0.152,"4"
7,2,0,1.853,"4"
7,2,1,1.631,"4"
7,2,8,0.271,"4"
7,2,32,0.167,"4"
7,3,0,1.851,"4"
7,3,1,1.382,"4"
7,3,8,0.177,"4"
7,3,32,0.147,"4"
7,4,0,1.855,"4"
7,4,1,1.66,"4"
7,4,8,0.376,"4"
7,4,32,0.271,"4"
7,5,0,1.852,"4"
7,5,1,1.558,"4"
7,5,8,0.21,"4"
7,5,32,0.141,"4"
7,6,0,1.834,"4"
7,6,1,1.309,"4"
7,6,8,0.206,"4"
7,6,32,0.149,"4"
7,7,0,1.843,"4"
7,7,1,1.37,"4"
7,7,8,0.176,"4"
7,7,32,0.128,"4"
7,8,0,1.832,"4"
7,8,1,1.223,"4"
7,8,8,0.168,"4"
7,8,32,0.135,"4"
7,9,0,1.847,"4"
7,9,1,1.249,"4"
7,9,8,0.205,"4"
7,9,32,0.219,"4"
7,10,0,1.808,"4"
7,10,1,0.72,"4"
7,10,8,0.181,"4"
7,10,32,0.18,"4"
7,11,0,1.812,"4"
7,11,1,0.564,"4"
7,11,8,0.256,"4"
7,11,32,0.2,"4"
7,12,0,1.749,"4"
7,12,1,0.517,"4"
7,12,8,0.191,"4"
7,12,32,0.175,"4"
8,1,0,1.888,"4"
8,1,1,1.425,"4"
8,1,8,0.328,"4"
8,1,32,0.294,"4"
8,2,0,1.857,"4"
8,2,1,1.367,"4"
8,2,8,0.148,"4"
8,2,32,0.157,"4"
8,3,0,1.862,"4"
8,3,1,0.839,"4"
8,3,8,0.264,"4"
8,3,32,0.23,"4"
8,4,0,1.874,"4"
8,4,1,0.837,"4"
8,4,8,0.201,"4"
8,4,32,0.132,"4"
8,5,0,1.864,"4"
8,5,1,0.666,"4"
8,5,8,0.142,"4"
8,5,32,0.194,"4"
8,6,0,1.861,"4"
8,6,1,0.666,"4"
8,6,8,0.19,"4"
8,6,32,0.131,"4"
8,7,0,1.834,"4"
8,7,1,0.653,"4"
8,7,8,0.144,"4"
8,7,32,0.145,"4"
8,8,0,1.82,"4"
8,8,1,0.478,"4"
8,8,8,0.136,"4"
8,8,32,0.192,"4"
8,9,0,1.815,"4"
8,9,1,0.278,"4"
8,9,8,0.234,"4"
8,9,32,0.219,"4"
8,10,0,1.776,"4"
8,10,1,0.312,"4"
8,10,8,0.152,"4"
8,10,32,0.141,"4"
8,11,0,1.739,"4"
8,11,1,0.272,"4"
8,11,8,0.153,"4"
8,11,32,0.24,"4"
8,12,0,1.658,"4"
8,12,1,0.323,"4"
8,12,8,0.228,"4"
8,12,32,0.3,"4"
9,1,0,1.935,"4"
9,1,1,0.837,"4"
9,1,8,0.272,"4"
9,1,32,0.231,"4"
9,2,0,1.924,"4"
9,2,1,0.736,"4"
9,2,8,0.253,"4"
9,2,32,0.262,"4"
9,3,0,1.913,"4"
9,3,1,0.773,"4"
9,3,8,0.242,"4"
9,3,32,0.213,"4"
9,4,0,1.901,"4"
9,4,1,0.521,"4"
9,4,8,0.23,"4"
9,4,32,0.247,"4"
9,5,0,1.891,"4"
9,5,1,0.707,"4"
9,5,8,0.233,"4"
9,5,32,0.207,"4"
9,6,0,1.891,"4"
9,6,1,0.907,"4"
9,6,8,0.271,"4"
9,6,32,0.202,"4"
9,7,0,1.871,"4"
9,7,1,0.691,"4"
9,7,8,0.228,"4"
9,7,32,0.201,"4"
9,8,0,1.866,"4"
9,8,1,0.868,"4"
9,8,8,0.233,"4"
9,8,32,0.232,"4"
9,9,0,1.883,"4"
9,9,1,1.121,"4"
9,9,8,0.257,"4"
9,9,32,0.268,"4"
9,10,0,1.861,"4"
9,10,1,0.874,"4"
9,10,8,0.233,"4"
9,10,32,0.423,"4"
9,11,0,1.878,"4"
9,11,1,1.197,"4"
9,11,8,0.273,"4"
9,11,32,0.399,"4"
9,12,0,1.61,"4"
9,12,1,1.128,"4"
9,12,8,0.243,"4"
9,12,32,0.283,"4"
10,1,0,1.814,"4"
10,1,1,1.676,"4"
10,1,8,1.25,"4"
10,1,32,1.341,"4"
10,2,0,1.796,"4"
10,2,1,1.571,"4"
10,2,8,1.255,"4"
10,2,32,1.241,"4"
10,3,0,1.815,"4"
10,3,1,1.622,"4"
10,3,8,1.275,"4"
10,3,32,1.217,"4"
10,4,0,1.809,"4"
10,4,1,1.675,"4"
10,4,8,1.22,"4"
10,4,32,0.985,"4"
10,5,0,1.789,"4"
10,5,1,1.682,"4"
10,5,8,1.18,"4"
10,5,32,1.008,"4"
10,6,0,1.786,"4"
10,6,1,1.688,"4"
10,6,8,1.247,"4"
10,6,32,0.971,"4"
10,7,0,1.773,"4"
10,7,1,1.672,"4"
10,7,8,1.107,"4"
10,7,32,1.199,"4"
10,8,0,1.8,"4"
10,8,1,1.67,"4"
10,8,8,1.001,"4"
10,8,32,1.172,"4"
10,9,0,1.812,"4"
10,9,1,1.673,"4"
10,9,8,1.22,"4"
10,9,32,1.016,"4"
10,10,0,1.764,"4"
10,10,1,1.674,"4"
10,10,8,1.303,"4"
10,10,32,1.084,"4"
10,11,0,1.788,"4"
10,11,1,1.701,"4"
10,11,8,1.194,"4"
10,11,32,1.159,"4"
10,12,0,1.765,"4"
10,12,1,1.679,"4"
10,12,8,1.376,"4"
10,12,32,1.163,"4"
11,1,0,1.922,"4"
11,1,1,0.317,"4"
11,1,8,0.31,"4"
11,1,32,0.363,"4"
11,2,0,1.896,"4"
11,2,1,0.378,"4"
11,2,8,0.348,"4"
11,2,32,0.351,"4"
11,3,0,1.893,"4"
11,3,1,0.358,"4"
11,3,8,0.317,"4"
11,3,32,0.292,"4"
11,4,0,1.871,"4"
11,4,1,0.348,"4"
11,4,8,0.31,"4"
11,4,32,0.328,"4"
11,5,0,1.876,"4"
11,5,1,0.351,"4"
11,5,8,0.301,"4"
11,5,32,0.326,"4"
11,6,0,1.878,"4"
11,6,1,0.338,"4"
11,6,8,0.327,"4"
11,6,32,0.35,"4"
11,7,0,1.862,"4"
11,7,1,0.349,"4"
11,7,8,0.329,"4"
11,7,32,0.337,"4"
11,8,0,1.87,"4"
11,8,1,0.355,"4"
11,8,8,0.32,"4"
11,8,32,0.284,"4"
11,9,0,1.858,"4"
11,9,1,0.358,"4"
11,9,8,0.372,"4"
11,9,32,0.355,"4"
11,10,0,1.838,"4"
11,10,1,0.342,"4"
11,10,8,0.344,"4"
11,10,32,0.403,"4"
11,11,0,1.862,"4"
11,11,1,0.337,"4"
11,11,8,0.424,"4"
11,11,32,0.356,"4"
11,12,0,1.775,"4"
11,12,1,0.37,"4"
11,12,8,0.291,"4"
11,12,32,0.365,"4"
12,1,0,1.802,"4"
12,1,1,1.807,"4"
12,1,8,1.788,"4"
12,1,32,1.763,"4"
12,2,0,1.806,"4"
12,2,1,1.773,"4"
12,2,8,1.789,"4"
12,2,32,1.757,"4"
12,3,0,1.78,"4"
12,3,1,1.795,"4"
12,3,8,1.775,"4"
12,3,32,1.753,"4"
12,4,0,1.797,"4"
12,4,1,1.806,"4"
12,4,8,1.786,"4"
12,4,32,1.78,"4"
12,5,0,1.777,"4"
12,5,1,1.777,"4"
12,5,8,1.758,"4"
12,5,32,1.753,"4"
12,6,0,1.788,"4"
12,6,1,1.783,"4"
12,6,8,1.762,"4"
12,6,32,1.773,"4"
12,7,0,1.792,"4"
12,7,1,1.759,"4"
12,7,8,1.747,"4"
12,7,32,1.739,"4"
12,8,0,1.782,"4"
12,8,1,1.8,"4"
12,8,8,1.77,"4"
12,8,32,1.771,"4"
12,9,0,1.795,"4"
12,9,1,1.779,"4"
12,9,8,1.76,"4"
12,9,32,1.742,"4"
12,10,0,1.749,"4"
12,10,1,1.762,"4"
12,10,8,1.753,"4"
12,10,32,1.741,"4"
12,11,0,1.794,"4"
12,11,1,1.793,"4"
12,11,8,1.774,"4"
12,11,32,1.743,"4"
12,12,0,1.751,"4"
12,12,1,1.792,"4"
12,12,8,1.794,"4"
12,12,32,1.772,"4"
13,1,0,1.843,"4"
13,1,1,0.682,"4"
13,1,8,0.276,"4"
13,1,32,0.311,"4"
13,2,0,1.824,"4"
13,2,1,0.739,"4"
13,2,8,0.209,"4"
13,2,32,0.225,"4"
13,3,0,1.821,"4"
13,3,1,0.536,"4"
13,3,8,0.243,"4"
13,3,32,0.218,"4"
13,4,0,1.842,"4"
13,4,1,0.701,"4"
13,4,8,0.248,"4"
13,4,32,0.151,"4"
13,5,0,1.794,"4"
13,5,1,0.533,"4"
13,5,8,0.256,"4"
13,5,32,0.172,"4"
13,6,0,1.791,"4"
13,6,1,0.52,"4"
13,6,8,0.261,"4"
13,6,32,0.156,"4"
13,7,0,1.791,"4"
13,7,1,0.484,"4"
13,7,8,0.192,"4"
13,7,32,0.151,"4"
13,8,0,1.779,"4"
13,8,1,0.546,"4"
13,8,8,0.28,"4"
13,8,32,0.179,"4"
13,9,0,1.743,"4"
13,9,1,0.427,"4"
13,9,8,0.29,"4"
13,9,32,0.268,"4"
13,10,0,1.731,"4"
13,10,1,0.634,"4"
13,10,8,0.425,"4"
13,10,32,0.356,"4"
13,11,0,1.768,"4"
13,11,1,0.479,"4"
13,11,8,0.264,"4"
13,11,32,0.185,"4"
13,12,0,1.778,"4"
13,12,1,0.544,"4"
13,12,8,0.266,"4"
13,12,32,0.196,"4"
14,1,0,1.901,"4"
14,1,1,1.469,"4"
14,1,8,0.862,"4"
14,1,32,0.802,"4"
14,2,0,1.895,"4"
14,2,1,1.615,"4"
14,2,8,0.837,"4"
14,2,32,0.756,"4"
14,3,0,1.886,"4"
14,3,1,1.427,"4"
14,3,8,0.858,"4"
14,3,32,0.699,"4"
14,4,0,1.889,"4"
14,4,1,1.515,"4"
14,4,8,0.838,"4"
14,4,32,0.777,"4"
14,5,0,1.876,"4"
14,5,1,1.184,"4"
14,5,8,0.822,"4"
14,5,32,0.728,"4"
14,6,0,1.87,"4"
14,6,1,1.341,"4"
14,6,8,0.677,"4"
14,6,32,0.545,"4"
14,7,0,1.864,"4"
14,7,1,1.214,"4"
14,7,8,0.523,"4"
14,7,32,0.558,"4"
14,8,0,1.879,"4"
14,8,1,1.212,"4"
14,8,8,0.553,"4"
14,8,32,0.394,"4"
14,9,0,1.84,"4"
14,9,1,0.93,"4"
14,9,8,0.655,"4"
14,9,32,0.65,"4"
14,10,0,1.778,"4"
14,10,1,1.048,"4"
14,10,8,0.699,"4"
14,10,32,0.731,"4"
14,11,0,1.804,"4"
14,11,1,0.904,"4"
14,11,8,0.799,"4"
14,11,32,0.661,"4"
14,12,0,1.725,"4"
14,12,1,1.198,"4"
14,12,8,0.662,"4"
14,12,32,0.676,"4"
15,1,0,1.658,"4"
15,1,1,1.474,"4"
15,1,8,0.15,"4"
15,1,32,0.147,"4"
15,2,0,1.644,"4"
15,2,1,1.372,"4"
15,2,8,0.137,"4"
15,2,32,0.139,"4"
15,3,0,1.638,"4"
15,3,1,1.4,"4"
15,3,8,0.137,"4"
15,3,32,0.135,"4"
15,4,0,1.628,"4"
15,4,1,1.206,"4"
15,4,8,0.142,"4"
15,4,32,0.132,"4"
15,5,0,1.621,"4"
15,5,1,1.458,"4"
15,5,8,0.137,"4"
15,5,32,0.132,"4"
15,6,0,1.628,"4"
15,6,1,1.365,"4"
15,6,8,0.139,"4"
15,6,32,0.13,"4"
15,7,0,1.641,"4"
15,7,1,1.436,"4"
15,7,8,0.135,"4"
15,7,32,0.126,"4"
15,8,0,1.669,"4"
15,8,1,1.446,"4"
15,8,8,0.127,"4"
15,8,32,0.13,"4"
15,9,0,1.629,"4"
15,9,1,1.421,"4"
15,9,8,0.143,"4"
15,9,32,0.16,"4"
15,10,0,1.62,"4"
15,10,1,1.407,"4"
15,10,8,0.183,"4"
15,10,32,0.15,"4"
15,11,0,1.623,"4"
15,11,1,1.491,"4"
15,11,8,0.209,"4"
15,11,32,0.144,"4"
15,12,0,1.665,"4"
15,12,1,1.589,"4"
15,12,8,0.143,"4"
15,12,32,0.139,"4"
16,1,0,1.872,"4"
16,1,1,1.798,"4"
16,1,8,0.754,"4"
16,1,32,0.678,"4"
16,2,0,1.845,"4"
16,2,1,1.733,"4"
16,2,8,0.554,"4"
16,2,32,0.527,"4"
16,3,0,1.871,"4"
16,3,1,1.761,"4"
16,3,8,0.465,"4"
16,3,32,0.557,"4"
16,4,0,1.873,"4"
16,4,1,1.743,"4"
16,4,8,0.498,"4"
16,4,32,0.46,"4"
16,5,0,1.871,"4"
16,5,1,1.552,"4"
16,5,8,0.45,"4"
16,5,32,0.453,"4"
16,6,0,1.864,"4"
16,6,1,1.71,"4"
16,6,8,0.459,"4"
16,6,32,0.506,"4"
16,7,0,1.846,"4"
16,7,1,1.542,"4"
16,7,8,0.573,"4"
16,7,32,0.526,"4"
16,8,0,1.858,"4"
16,8,1,1.612,"4"
16,8,8,0.535,"4"
16,8,32,0.516,"4"
16,9,0,1.826,"4"
16,9,1,1.176,"4"
16,9,8,0.627,"4"
16,9,32,0.586,"4"
16,10,0,1.791,"4"
16,10,1,1.238,"4"
16,10,8,0.694,"4"
16,10,32,0.721,"4"
16,11,0,1.862,"4"
16,11,1,1.367,"4"
16,11,8,0.684,"4"
16,11,32,0.55,"4"
16,12,0,1.802,"4"
16,12,1,1.454,"4"
16,12,8,0.495,"4"
16,12,32,0.622,"4"
17,1,0,1.898,"4"
17,1,1,0.251,"4"
17,1,8,0.151,"4"
17,1,32,0.153,"4"
17,2,0,1.863,"4"
17,2,1,0.257,"4"
17,2,8,0.175,"4"
17,2,32,0.234,"4"
17,3,0,1.859,"4"
17,3,1,0.231,"4"
17,3,8,0.177,"4"
17,3,32,0.188,"4"
17,4,0,1.88,"4"
17,4,1,0.263,"4"
17,4,8,0.151,"4"
17,4,32,0.196,"4"
17,5,0,1.874,"4"
17,5,1,0.224,"4"
17,5,8,0.198,"4"
17,5,32,0.152,"4"
17,6,0,1.848,"4"
17,6,1,0.247,"4"
17,6,8,0.151,"4"
17,6,32,0.152,"4"
17,7,0,1.852,"4"
17,7,1,0.407,"4"
17,7,8,0.201,"4"
17,7,32,0.147,"4"
17,8,0,1.847,"4"
17,8,1,0.193,"4"
17,8,8,0.156,"4"
17,8,32,0.154,"4"
17,9,0,1.834,"4"
17,9,1,0.264,"4"
17,9,8,0.188,"4"
17,9,32,0.15,"4"
17,10,0,1.818,"4"
17,10,1,0.263,"4"
17,10,8,0.157,"4"
17,10,32,0.156,"4"
17,11,0,1.83,"4"
17,11,1,0.228,"4"
17,11,8,0.151,"4"
17,11,32,0.162,"4"
17,12,0,1.829,"4"
17,12,1,0.262,"4"
17,12,8,0.23,"4"
17,12,32,0.189,"4"
18,1,0,1.891,"4"
18,1,1,1.866,"4"
18,1,8,0.447,"4"
18,1,32,0.553,"4"
18,2,0,1.884,"4"
18,2,1,1.859,"4"
18,2,8,0.453,"4"
18,2,32,0.497,"4"
18,3,0,1.862,"4"
18,3,1,1.851,"4"
18,3,8,0.509,"4"
18,3,32,0.54,"4"
18,4,0,1.86,"4"
18,4,1,1.851,"4"
18,4,8,0.419,"4"
18,4,32,0.507,"4"
18,5,0,1.845,"4"
18,5,1,1.834,"4"
18,5,8,0.51,"4"
18,5,32,0.4,"4"
18,6,0,1.861,"4"
18,6,1,1.845,"4"
18,6,8,0.433,"4"
18,6,32,0.428,"4"
18,7,0,1.85,"4"
18,7,1,1.82,"4"
18,7,8,0.685,"4"
18,7,32,0.485,"4"
18,8,0,1.874,"4"
18,8,1,1.865,"4"
18,8,8,0.407,"4"
18,8,32,0.624,"4"
18,9,0,1.844,"4"
18,9,1,1.829,"4"
18,9,8,0.624,"4"
18,9,32,0.569,"4"
18,10,0,1.827,"4"
18,10,1,1.809,"4"
18,10,8,0.768,"4"
18,10,32,0.551,"4"
18,11,0,1.862,"4"
18,11,1,1.834,"4"
18,11,8,0.861,"4"
18,11,32,0.57,"4"
18,12,0,1.827,"4"
18,12,1,1.827,"4"
18,12,8,0.57,"4"
18,12,32,0.859,"4"
19,1,0,1.947,"4"
19,1,1,0.778,"4"
19,1,8,0.221,"4"
19,1,32,0.206,"4"
19,2,0,1.921,"4"
19,2,1,1.086,"4"
19,2,8,0.254,"4"
19,2,32,0.278,"4"
19,3,0,1.926,"4"
19,3,1,1.075,"4"
19,3,8,0.242,"4"
19,3,32,0.165,"4"
19,4,0,1.933,"4"
19,4,1,0.681,"4"
19,4,8,0.247,"4"
19,4,32,0.154,"4"
19,5,0,1.93,"4"
19,5,1,0.756,"4"
19,5,8,0.23,"4"
19,5,32,0.219,"4"
19,6,0,1.912,"4"
19,6,1,0.865,"4"
19,6,8,0.213,"4"
19,6,32,0.227,"4"
19,7,0,1.913,"4"
19,7,1,0.978,"4"
19,7,8,0.275,"4"
19,7,32,0.219,"4"
19,8,0,1.877,"4"
19,8,1,1.116,"4"
19,8,8,0.263,"4"
19,8,32,0.18,"4"
19,9,0,1.88,"4"
19,9,1,0.807,"4"
19,9,8,0.284,"4"
19,9,32,0.213,"4"
19,10,0,1.876,"4"
19,10,1,0.995,"4"
19,10,8,0.246,"4"
19,10,32,0.286,"4"
19,11,0,1.883,"4"
19,11,1,0.605,"4"
19,11,8,0.274,"4"
19,11,32,0.3,"4"
19,12,0,1.796,"4"
19,12,1,0.57,"4"
19,12,8,0.275,"4"
19,12,32,0.214,"4"
20,1,0,1.902,"4"
20,1,1,1.636,"4"
20,1,8,0.347,"4"
20,1,32,0.356,"4"
20,2,0,1.879,"4"
20,2,1,1.522,"4"
20,2,8,0.38,"4"
20,2,32,0.287,"4"
20,3,0,1.856,"4"
20,3,1,1.285,"4"
20,3,8,0.324,"4"
20,3,32,0.382,"4"
20,4,0,1.867,"4"
20,4,1,1.615,"4"
20,4,8,0.295,"4"
20,4,32,0.233,"4"
20,5,0,1.847,"4"
20,5,1,1.371,"4"
20,5,8,0.254,"4"
20,5,32,0.172,"4"
20,6,0,1.854,"4"
20,6,1,1.41,"4"
20,6,8,0.328,"4"
20,6,32,0.265,"4"
20,7,0,1.827,"4"
20,7,1,1.32,"4"
20,7,8,0.303,"4"
20,7,32,0.247,"4"
20,8,0,1.821,"4"
20,8,1,0.954,"4"
20,8,8,0.363,"4"
20,8,32,0.414,"4"
20,9,0,1.813,"4"
20,9,1,1.316,"4"
20,9,8,0.368,"4"
20,9,32,0.339,"4"
20,10,0,1.795,"4"
20,10,1,1.375,"4"
20,10,8,0.324,"4"
20,10,32,0.343,"4"
20,11,0,1.755,"4"
20,11,1,1.117,"4"
20,11,8,0.295,"4"
20,11,32,0.27,"4"
20,12,0,1.648,"4"
20,12,1,1.024,"4"
20,12,8,0.296,"4"
20,12,32,0.26,"4"
1,1,0,1.793,"4b"
1,1,0.5,1.777,"4b"
1,1,1,1.814,"4b"
1,1,4,1.5,"4b"
1,2,0,1.792,"4b"
1,2,0.5,1.768,"4b"
1,2,1,1.776,"4b"
1,2,4,1.516,"4b"
1,3,0,1.786,"4b"
1,3,0.5,1.793,"4b"
1,3,1,1.777,"4b"
1,3,4,1.5,"4b"
1,4,0,1.788,"4b"
1,4,0.5,1.758,"4b"
1,4,1,1.817,"4b"
1,4,4,1.445,"4b"
1,5,0,1.764,"4b"
1,5,0.5,1.734,"4b"
1,5,1,1.772,"4b"
1,5,4,1.282,"4b"
1,6,0,1.759,"4b"
1,6,0.5,1.747,"4b"
1,6,1,1.778,"4b"
1,6,4,1.363,"4b"
1,7,0,1.745,"4b"
1,7,0.5,1.77,"4b"
1,7,1,1.769,"4b"
1,7,4,1.258,"4b"
1,8,0,1.778,"4b"
1,8,0.5,1.763,"4b"
1,8,1,1.81,"4b"
1,8,4,1.288,"4b"
1,9,0,1.747,"4b"
