"line","rep","enviro","data","exper"
1,8,0.5,1.756,"4b"
1,8,1,1.81,"4b"
1,8,4,1.631,"4b"
1,9,0,1.727,"4b"
1,9,0.5,1.746,"4b"
1,9,1,1.779,"4b"
1,9,4,1.632,"4b"
1,10,0,1.719,"4b"
1,10,0.5,1.729,"4b"
1,10,1,1.758,"4b"
1,10,4,1.651,"4b"
1,11,0,1.745,"4b"
1,11,0.5,1.739,"4b"
1,11,1,1.762,"4b"
1,11,4,1.687,"4b"
1,12,0,1.72,"4b"
1,12,0.5,1.748,"4b"
1,12,1,1.752,"4b"
1,12,4,1.612,"4b"
2,1,0,1.758,"4b"
2,1,0.5,1.69,"4b"
2,1,1,1.744,"4b"
2,1,4,0.223,"4b"
2,2,0,1.712,"4b"
2,2,0.5,1.669,"4b"
2,2,1,1.734,"4b"
2,2,4,0.221,"4b"
2,3,0,1.715,"4b"
2,3,0.5,1.682,"4b"
2,3,1,1.727,"4b"
2,3,4,0.174,"4b"
2,4,0,1.755,"4b"
2,4,0.5,1.693,"4b"
2,4,1,1.772,"4b"
2,4,4,0.17,"4b"
2,5,0,1.707,"4b"
2,5,0.5,1.674,"4b"
2,5,1,1.739,"4b"
2,5,4,0.165,"4b"
2,6,0,1.701,"4b"
2,6,0.5,1.681,"4b"
2,6,1,1.743,"4b"
2,6,4,0.204,"4b"
2,7,0,1.708,"4b"
2,7,0.5,1.687,"4b"
2,7,1,1.733,"4b"
2,7,4,0.154,"4b"
2,8,0,1.754,"4b"
2,8,0.5,1.681,"4b"
2,8,1,1.777,"4b"
2,8,4,0.124,"4b"
2,9,0,1.698,"4b"
2,9,0.5,1.689,"4b"
2,9,1,1.755,"4b"
2,9,4,0.145,"4b"
2,10,0,1.695,"4b"
2,10,0.5,1.684,"4b"
2,10,1,1.729,"4b"
2,10,4,0.141,"4b"
2,11,0,1.727,"4b"
2,11,0.5,1.668,"4b"
2,11,1,1.766,"4b"
2,11,4,0.122,"4b"
2,12,0,1.726,"4b"
2,12,0.5,1.683,"4b"
2,12,1,1.742,"4b"
2,12,4,0.106,"4b"
3,1,0,1.778,"4b"
3,1,0.5,0.77,"4b"
3,1,1,1.298,"4b"
3,1,4,0.315,"4b"
3,2,0,1.734,"4b"
3,2,0.5,0.477,"4b"
3,2,1,1.168,"4b"
3,2,4,0.205,"4b"
3,3,0,1.736,"4b"
3,3,0.5,0.625,"4b"
3,3,1,1.224,"4b"
3,3,4,0.219,"4b"
3,4,0,1.771,"4b"
3,4,0.5,0.561,"4b"
3,4,1,1.157,"4b"
3,4,4,0.19,"4b"
3,5,0,1.726,"4b"
3,5,0.5,0.486,"4b"
3,5,1,1.025,"4b"
3,5,4,0.171,"4b"
3,6,0,1.723,"4b"
3,6,0.5,0.507,"4b"
3,6,1,1.325,"4b"
3,6,4,0.209,"4b"
3,7,0,1.725,"4b"
3,7,0.5,0.438,"4b"
3,7,1,1.089,"4b"
3,7,4,0.189,"4b"
3,8,0,1.776,"4b"
3,8,0.5,0.61,"4b"
3,8,1,1.178,"4b"
3,8,4,0.205,"4b"
3,9,0,1.708,"4b"
3,9,0.5,0.656,"4b"
3,9,1,1.186,"4b"
3,9,4,0.21,"4b"
3,10,0,1.71,"4b"
3,10,0.5,0.464,"4b"
3,10,1,1.036,"4b"
3,10,4,0.178,"4b"
3,11,0,1.742,"4b"
3,11,0.5,0.404,"4b"
3,11,1,1.13,"4b"
3,11,4,0.175,"4b"
3,12,0,1.746,"4b"
3,12,0.5,0.269,"4b"
3,12,1,0.793,"4b"
3,12,4,0.155,"4b"
4,1,0,1.762,"4b"
4,1,0.5,1.754,"4b"
4,1,1,1.756,"4b"
4,1,4,0.252,"4b"
4,2,0,1.747,"4b"
4,2,0.5,1.735,"4b"
4,2,1,1.794,"4b"
4,2,4,0.254,"4b"
4,3,0,1.752,"4b"
4,3,0.5,1.724,"4b"
4,3,1,1.771,"4b"
4,3,4,0.291,"4b"
4,4,0,1.784,"4b"
4,4,0.5,1.727,"4b"
4,4,1,1.802,"4b"
4,4,4,0.226,"4b"
4,5,0,1.768,"4b"
4,5,0.5,1.719,"4b"
4,5,1,1.774,"4b"
4,5,4,0.125,"4b"
4,6,0,1.732,"4b"
4,6,0.5,1.735,"4b"
4,6,1,1.763,"4b"
4,6,4,0.19,"4b"
4,7,0,1.745,"4b"
4,7,0.5,1.749,"4b"
4,7,1,1.773,"4b"
4,7,4,0.224,"4b"
4,8,0,1.761,"4b"
4,8,0.5,1.767,"4b"
4,8,1,1.81,"4b"
4,8,4,0.173,"4b"
4,9,0,1.759,"4b"
4,9,0.5,1.748,"4b"
4,9,1,1.756,"4b"
4,9,4,0.245,"4b"
4,10,0,1.736,"4b"
4,10,0.5,1.733,"4b"
4,10,1,1.774,"4b"
4,10,4,0.138,"4b"
4,11,0,1.772,"4b"
4,11,0.5,1.761,"4b"
4,11,1,1.772,"4b"
4,11,4,0.155,"4b"
4,12,0,1.752,"4b"
4,12,0.5,1.736,"4b"
4,12,1,1.78,"4b"
4,12,4,0.21,"4b"
5,1,0,1.739,"4b"
5,1,0.5,1.669,"4b"
5,1,1,1.728,"4b"
5,1,4,1.504,"4b"
5,2,0,1.726,"4b"
5,2,0.5,1.648,"4b"
5,2,1,1.706,"4b"
5,2,4,1.533,"4b"
5,3,0,1.713,"4b"
5,3,0.5,1.665,"4b"
5,3,1,1.7,"4b"
5,3,4,1.533,"4b"
5,4,0,1.738,"4b"
5,4,0.5,1.645,"4b"
5,4,1,1.728,"4b"
5,4,4,1.568,"4b"
5,5,0,1.702,"4b"
5,5,0.5,1.642,"4b"
5,5,1,1.698,"4b"
5,5,4,1.537,"4b"
5,6,0,1.698,"4b"
5,6,0.5,1.647,"4b"
5,6,1,1.712,"4b"
5,6,4,1.495,"4b"
5,7,0,1.689,"4b"
5,7,0.5,1.665,"4b"
5,7,1,1.715,"4b"
5,7,4,1.543,"4b"
5,8,0,1.741,"4b"
5,8,0.5,1.659,"4b"
5,8,1,1.735,"4b"
5,8,4,1.538,"4b"
5,9,0,1.693,"4b"
5,9,0.5,1.673,"4b"
5,9,1,1.719,"4b"
5,9,4,1.5,"4b"
5,10,0,1.683,"4b"
5,10,0.5,1.658,"4b"
5,10,1,1.696,"4b"
5,10,4,1.436,"4b"
5,11,0,1.706,"4b"
5,11,0.5,1.676,"4b"
5,11,1,1.72,"4b"
5,11,4,1.476,"4b"
5,12,0,1.689,"4b"
5,12,0.5,1.647,"4b"
5,12,1,1.685,"4b"
5,12,4,1.498,"4b"
6,1,0,1.74,"4b"
6,1,0.5,1.706,"4b"
6,1,1,1.756,"4b"
6,1,4,0.429,"4b"
6,2,0,1.713,"4b"
6,2,0.5,1.688,"4b"
6,2,1,1.74,"4b"
6,2,4,0.46,"4b"
6,3,0,1.706,"4b"
6,3,0.5,1.704,"4b"
6,3,1,1.726,"4b"
6,3,4,0.437,"4b"
6,4,0,1.753,"4b"
6,4,0.5,1.687,"4b"
6,4,1,1.758,"4b"
6,4,4,0.415,"4b"
6,5,0,1.692,"4b"
6,5,0.5,1.688,"4b"
6,5,1,1.741,"4b"
6,5,4,0.352,"4b"
6,6,0,1.714,"4b"
6,6,0.5,1.687,"4b"
6,6,1,1.749,"4b"
6,6,4,0.344,"4b"
6,7,0,1.716,"4b"
6,7,0.5,1.703,"4b"
6,7,1,1.75,"4b"
6,7,4,0.338,"4b"
6,8,0,1.76,"4b"
6,8,0.5,1.703,"4b"
6,8,1,1.78,"4b"
6,8,4,0.334,"4b"
6,9,0,1.696,"4b"
6,9,0.5,1.703,"4b"
6,9,1,1.755,"4b"
6,9,4,0.325,"4b"
6,10,0,1.695,"4b"
6,10,0.5,1.692,"4b"
6,10,1,1.73,"4b"
6,10,4,0.265,"4b"
6,11,0,1.722,"4b"
6,11,0.5,1.707,"4b"
6,11,1,1.754,"4b"
6,11,4,0.822,"4b"
6,12,0,1.742,"4b"
6,12,0.5,1.705,"4b"
6,12,1,1.746,"4b"
6,12,4,0.323,"4b"
7,1,0,1.753,"4b"
7,1,0.5,1.694,"4b"
7,1,1,1.77,"4b"
7,1,4,0.566,"4b"
7,2,0,1.726,"4b"
7,2,0.5,1.68,"4b"
7,2,1,1.747,"4b"
7,2,4,0.42,"4b"
7,3,0,1.716,"4b"
7,3,0.5,1.69,"4b"
7,3,1,1.727,"4b"
7,3,4,0.344,"4b"
7,4,0,1.722,"4b"
7,4,0.5,1.659,"4b"
7,4,1,1.76,"4b"
7,4,4,0.555,"4b"
7,5,0,1.705,"4b"
7,5,0.5,1.688,"4b"
7,5,1,1.73,"4b"
7,5,4,0.404,"4b"
7,6,0,1.692,"4b"
7,6,0.5,1.679,"4b"
7,6,1,1.749,"4b"
7,6,4,0.333,"4b"
7,7,0,1.685,"4b"
7,7,0.5,1.677,"4b"
7,7,1,1.738,"4b"
7,7,4,0.327,"4b"
7,8,0,1.746,"4b"
7,8,0.5,1.693,"4b"
7,8,1,1.773,"4b"
7,8,4,0.246,"4b"
7,9,0,1.689,"4b"
7,9,0.5,1.683,"4b"
7,9,1,1.737,"4b"
7,9,4,0.367,"4b"
7,10,0,1.668,"4b"
7,10,0.5,1.672,"4b"
7,10,1,1.713,"4b"
7,10,4,0.364,"4b"
7,11,0,1.694,"4b"
7,11,0.5,1.697,"4b"
7,11,1,1.74,"4b"
7,11,4,0.208,"4b"
7,12,0,1.698,"4b"
7,12,0.5,1.667,"4b"
7,12,1,1.732,"4b"
7,12,4,0.351,"4b"
8,1,0,1.775,"4b"
8,1,0.5,1.699,"4b"
8,1,1,1.749,"4b"
8,1,4,0.329,"4b"
8,2,0,1.735,"4b"
8,2,0.5,1.707,"4b"
8,2,1,1.739,"4b"
8,2,4,0.353,"4b"
8,3,0,1.732,"4b"
8,3,0.5,1.683,"4b"
8,3,1,1.732,"4b"
8,3,4,0.38,"4b"
8,4,0,1.762,"4b"
8,4,0.5,1.671,"4b"
8,4,1,1.758,"4b"
8,4,4,0.274,"4b"
8,5,0,1.709,"4b"
8,5,0.5,1.694,"4b"
8,5,1,1.739,"4b"
8,5,4,0.311,"4b"
8,6,0,1.727,"4b"
8,6,0.5,1.686,"4b"
8,6,1,1.752,"4b"
8,6,4,0.245,"4b"
8,7,0,1.716,"4b"
8,7,0.5,1.702,"4b"
8,7,1,1.758,"4b"
8,7,4,0.235,"4b"
8,8,0,1.762,"4b"
8,8,0.5,1.684,"4b"
8,8,1,1.775,"4b"
8,8,4,0.274,"4b"
8,9,0,1.718,"4b"
8,9,0.5,1.701,"4b"
8,9,1,1.758,"4b"
8,9,4,0.3,"4b"
8,10,0,1.712,"4b"
8,10,0.5,1.682,"4b"
8,10,1,1.732,"4b"
8,10,4,0.285,"4b"
8,11,0,1.74,"4b"
8,11,0.5,1.725,"4b"
8,11,1,1.767,"4b"
8,11,4,0.193,"4b"
8,12,0,1.749,"4b"
8,12,0.5,1.709,"4b"
8,12,1,1.743,"4b"
8,12,4,0.233,"4b"
9,1,0,1.75,"4b"
9,1,1,0.7455,"4b"
9,1,4,0.307,"4b"
9,2,0,1.73,"4b"
9,2,1,0.478,"4b"
9,2,4,0.137,"4b"
9,3,0,1.758,"4b"
9,3,1,0.4435,"4b"
9,3,4,0.066,"4b"
9,4,0,1.767,"4b"
9,4,1,0.5895,"4b"
9,4,4,0.12,"4b"
9,5,0,1.737,"4b"
9,5,1,0.443,"4b"
9,5,4,0.202,"4b"
9,6,0,1.749,"4b"
9,6,1,0.5215,"4b"
9,6,4,0.25,"4b"
9,7,0,1.755,"4b"
9,7,1,0.4305,"4b"
9,7,4,0.137,"4b"
9,8,0,1.788,"4b"
9,8,1,0.483,"4b"
9,8,4,0.25,"4b"
9,9,0,1.731,"4b"
9,9,1,0.5325,"4b"
9,9,4,0.251,"4b"
9,10,0,1.734,"4b"
9,10,1,0.4875,"4b"
9,10,4,0.167,"4b"
9,11,0,1.757,"4b"
9,11,1,0.2545,"4b"
9,11,4,0.176,"4b"
9,12,0,1.741,"4b"
9,12,1,0.3835,"4b"
9,12,4,0.09,"4b"
10,1,0,1.7,"4b"
10,1,1,1.412,"4b"
10,1,4,1.316,"4b"
10,2,0,1.686,"4b"
10,2,1,1.3815,"4b"
10,2,4,1.265,"4b"
10,3,0,1.707,"4b"
10,3,1,1.3955,"4b"
10,3,4,1.331,"4b"
10,4,0,1.718,"4b"
10,4,1,1.451,"4b"
10,4,4,1.142,"4b"
10,5,0,1.694,"4b"
10,5,1,1.34,"4b"
10,5,4,1.168,"4b"
10,6,0,1.685,"4b"
10,6,1,1.3895,"4b"
10,6,4,1.268,"4b"
10,7,0,1.69,"4b"
10,7,1,1.364,"4b"
10,7,4,1.084,"4b"
10,8,0,1.718,"4b"
10,8,1,1.3865,"4b"
10,8,4,0.777,"4b"
10,9,0,1.685,"4b"
10,9,1,1.0745,"4b"
10,9,4,0.909,"4b"
10,10,0,1.676,"4b"
10,10,1,1.276,"4b"
10,10,4,0.9,"4b"
10,11,0,1.699,"4b"
10,11,1,1.322,"4b"
10,11,4,0.671,"4b"
10,12,0,1.692,"4b"
10,12,1,1.3425,"4b"
10,12,4,0.926,"4b"
11,1,0,1.754,"4b"
11,1,1,0.517,"4b"
11,1,4,0.451,"4b"
11,2,0,1.725,"4b"
11,2,1,0.5855,"4b"
11,2,4,0.467,"4b"
11,3,0,1.731,"4b"
11,3,1,0.54,"4b"
11,3,4,0.501,"4b"
11,4,0,1.741,"4b"
11,4,1,0.5315,"4b"
11,4,4,0.447,"4b"
11,5,0,1.708,"4b"
11,5,1,0.501,"4b"
11,5,4,0.417,"4b"
11,6,0,1.736,"4b"
11,6,1,0.5235,"4b"
11,6,4,0.408,"4b"
11,7,0,1.727,"4b"
11,7,1,0.474,"4b"
11,7,4,0.425,"4b"
11,8,0,1.743,"4b"
11,8,1,0.465,"4b"
11,8,4,0.394,"4b"
11,9,0,1.708,"4b"
11,9,1,0.4865,"4b"
11,9,4,0.442,"4b"
11,10,0,1.712,"4b"
11,10,1,0.4715,"4b"
11,10,4,0.396,"4b"
11,11,0,1.727,"4b"
11,11,1,0.4475,"4b"
11,11,4,0.351,"4b"
11,12,0,1.713,"4b"
11,12,1,0.4865,"4b"
11,12,4,0.449,"4b"
12,1,0,1.67,"4b"
12,1,1,1.628,"4b"
12,1,4,1.643,"4b"
12,2,0,1.629,"4b"
12,2,1,1.67,"4b"
12,2,4,1.656,"4b"
12,3,0,1.648,"4b"
12,3,1,1.6935,"4b"
12,3,4,1.709,"4b"
12,4,0,1.651,"4b"
12,4,1,1.7065,"4b"
12,4,4,1.699,"4b"
12,5,0,1.631,"4b"
12,5,1,1.686,"4b"
12,5,4,1.688,"4b"
12,6,0,1.64,"4b"
12,6,1,1.695,"4b"
12,6,4,1.695,"4b"
12,7,0,1.649,"4b"
12,7,1,1.7,"4b"
12,7,4,1.698,"4b"
12,8,0,1.652,"4b"
12,8,1,1.7205,"4b"
12,8,4,1.715,"4b"
12,9,0,1.631,"4b"
12,9,1,1.691,"4b"
12,9,4,1.681,"4b"
12,10,0,1.624,"4b"
12,10,1,1.674,"4b"
12,10,4,1.677,"4b"
12,11,0,1.662,"4b"
12,11,1,1.6965,"4b"
12,11,4,1.69,"4b"
12,12,0,1.61,"4b"
12,12,1,1.666,"4b"
12,12,4,1.651,"4b"
13,1,0,1.829,"4b"
13,1,1,1.1315,"4b"
13,1,4,0.874,"4b"
13,2,0,1.707,"4b"
13,2,1,1.0275,"4b"
13,2,4,0.817,"4b"
13,3,0,1.811,"4b"
13,3,1,1.1185,"4b"
13,3,4,0.763,"4b"
13,4,0,1.717,"4b"
13,4,1,0.815,"4b"
13,4,4,0.372,"4b"
13,5,0,1.797,"4b"
13,5,1,0.971,"4b"
13,5,4,0.498,"4b"
13,6,0,1.77,"4b"
13,6,1,1.28,"4b"
13,6,4,0.703,"4b"
13,7,0,1.746,"4b"
13,7,1,0.971,"4b"
13,7,4,0.626,"4b"
13,8,0,1.789,"4b"
13,8,1,0.948,"4b"
13,8,4,0.56,"4b"
13,9,0,1.718,"4b"
13,9,1,0.803,"4b"
13,9,4,0.508,"4b"
13,10,0,1.816,"4b"
13,10,1,0.982,"4b"
13,10,4,0.554,"4b"
13,11,0,1.781,"4b"
13,11,1,1.007,"4b"
13,11,4,0.617,"4b"
13,12,0,1.955,"4b"
13,12,1,1.2285,"4b"
13,12,4,1.186,"4b"
14,1,0,1.735,"4b"
14,1,1,1.076,"4b"
14,1,4,0.636,"4b"
14,2,0,1.717,"4b"
14,2,1,0.9895,"4b"
14,2,4,0.619,"4b"
14,3,0,1.658,"4b"
14,3,1,1.0695,"4b"
14,3,4,0.628,"4b"
14,4,0,1.742,"4b"
14,4,1,0.9495,"4b"
14,4,4,0.694,"4b"
14,5,0,1.706,"4b"
14,5,1,0.998,"4b"
14,5,4,0.54,"4b"
14,6,0,1.722,"4b"
14,6,1,0.884,"4b"
14,6,4,0.585,"4b"
14,7,0,1.727,"4b"
14,7,1,0.815,"4b"
14,7,4,0.48,"4b"
14,8,0,1.732,"4b"
14,8,1,0.7585,"4b"
14,8,4,0.424,"4b"
14,9,0,1.705,"4b"
14,9,1,0.7515,"4b"
14,9,4,0.41,"4b"
14,10,0,1.71,"4b"
14,10,1,0.8,"4b"
14,10,4,0.452,"4b"
14,11,0,1.722,"4b"
14,11,1,0.7,"4b"
14,11,4,0.564,"4b"
14,12,0,1.713,"4b"
14,12,1,0.749,"4b"
14,12,4,0.514,"4b"
15,1,0,1.642,"4b"
15,1,1,1.039,"4b"
15,1,4,0.116,"4b"
15,2,0,1.587,"4b"
15,2,1,1.1095,"4b"
15,2,4,0.188,"4b"
15,3,0,1.594,"4b"
15,3,1,1.342,"4b"
15,3,4,0.256,"4b"
15,4,0,1.603,"4b"
15,4,1,1.244,"4b"
15,4,4,0.309,"4b"
15,5,0,1.584,"4b"
15,5,1,1.397,"4b"
15,5,4,0.199,"4b"
15,6,0,1.585,"4b"
15,6,1,1.4785,"4b"
15,6,4,0.328,"4b"
15,7,0,1.599,"4b"
15,7,1,0.8745,"4b"
15,7,4,0.215,"4b"
15,8,0,1.608,"4b"
15,8,1,0.988,"4b"
15,8,4,0.318,"4b"
15,9,0,1.581,"4b"
15,9,1,1.339,"4b"
15,9,4,0.317,"4b"
15,10,0,1.574,"4b"
15,10,1,1.133,"4b"
15,10,4,0.332,"4b"
15,11,0,1.601,"4b"
15,11,1,1.157,"4b"
15,11,4,0.328,"4b"
15,12,0,1.625,"4b"
15,12,1,0.9115,"4b"
15,12,4,0.27,"4b"
16,1,0,1.724,"4b"
16,1,1,1.198,"4b"
16,1,4,0.564,"4b"
16,2,0,1.665,"4b"
16,2,1,1.288,"4b"
16,2,4,0.551,"4b"
16,3,0,1.677,"4b"
16,3,1,1.2195,"4b"
16,3,4,0.57,"4b"
16,4,0,1.658,"4b"
16,4,1,1.401,"4b"
16,4,4,0.589,"4b"
16,5,0,1.662,"4b"
16,5,1,1.4015,"4b"
16,5,4,0.484,"4b"
16,6,0,1.667,"4b"
16,6,1,1.219,"4b"
16,6,4,0.479,"4b"
16,7,0,1.641,"4b"
16,7,1,1.202,"4b"
16,7,4,0.375,"4b"
16,8,0,1.692,"4b"
16,8,1,1.366,"4b"
16,8,4,0.582,"4b"
16,9,0,1.657,"4b"
16,9,1,1.1865,"4b"
16,9,4,0.48,"4b"
16,10,0,1.648,"4b"
16,10,1,1.377,"4b"
16,10,4,0.504,"4b"
16,11,0,1.674,"4b"
16,11,1,1.143,"4b"
16,11,4,0.424,"4b"
16,12,0,1.685,"4b"
16,12,1,1.387,"4b"
16,12,4,0.727,"4b"
17,1,0,1.699,"4b"
17,1,1,0.662,"4b"
17,1,4,0.38,"4b"
17,2,0,1.69,"4b"
17,2,1,0.6255,"4b"
17,2,4,0.16,"4b"
17,3,0,1.699,"4b"
17,3,1,0.5945,"4b"
17,3,4,0.415,"4b"
17,4,0,1.712,"4b"
17,4,1,0.585,"4b"
17,4,4,0.308,"4b"
17,5,0,1.671,"4b"
17,5,1,0.4735,"4b"
17,5,4,0.215,"4b"
17,6,0,1.677,"4b"
17,6,1,0.6865,"4b"
17,6,4,0.295,"4b"
17,7,0,1.675,"4b"
17,7,1,0.633,"4b"
17,7,4,0.097,"4b"
17,8,0,1.728,"4b"
17,8,1,0.7605,"4b"
17,8,4,0.32,"4b"
17,9,0,1.672,"4b"
17,9,1,0.627,"4b"
17,9,4,0.248,"4b"
17,10,0,1.672,"4b"
17,10,1,0.7205,"4b"
17,10,4,0.342,"4b"
17,11,0,1.685,"4b"
17,11,1,0.627,"4b"
17,11,4,0.536,"4b"
17,12,0,1.669,"4b"
17,12,1,0.727,"4b"
17,12,4,0.183,"4b"
18,1,0,1.705,"4b"
18,1,1,1.693,"4b"
18,1,4,1.684,"4b"
18,2,0,1.703,"4b"
18,2,1,1.708,"4b"
18,2,4,1.679,"4b"
18,3,0,1.705,"4b"
18,3,1,1.7225,"4b"
18,3,4,1.718,"4b"
18,4,0,1.722,"4b"
18,4,1,1.745,"4b"
18,4,4,1.738,"4b"
18,5,0,1.703,"4b"
18,5,1,1.7345,"4b"
18,5,4,1.705,"4b"
18,6,0,1.696,"4b"
18,6,1,1.707,"4b"
18,6,4,1.681,"4b"
18,7,0,1.681,"4b"
18,7,1,1.728,"4b"
18,7,4,1.707,"4b"
18,8,0,1.712,"4b"
18,8,1,1.746,"4b"
18,8,4,1.694,"4b"
18,9,0,1.68,"4b"
18,9,1,1.7165,"4b"
18,9,4,1.69,"4b"
18,10,0,1.681,"4b"
18,10,1,1.708,"4b"
18,10,4,1.69,"4b"
18,11,0,1.692,"4b"
18,11,1,1.721,"4b"
18,11,4,1.695,"4b"
18,12,0,1.677,"4b"
18,12,1,1.679,"4b"
18,12,4,1.676,"4b"
19,1,0,1.736,"4b"
19,1,1,1.241,"4b"
19,1,4,0.473,"4b"
19,2,0,1.738,"4b"
19,2,1,1.2345,"4b"
19,2,4,0.713,"4b"
19,3,0,1.741,"4b"
19,3,1,1.355,"4b"
19,3,4,0.504,"4b"
19,4,0,1.766,"4b"
19,4,1,1.2685,"4b"
19,4,4,0.396,"4b"
19,5,0,1.72,"4b"
19,5,1,1.035,"4b"
19,5,4,0.35,"4b"
19,6,0,1.722,"4b"
19,6,1,1.263,"4b"
19,6,4,0.195,"4b"
19,7,0,1.72,"4b"
19,7,1,1.198,"4b"
19,7,4,0.288,"4b"
19,8,0,1.749,"4b"
19,8,1,1.3285,"4b"
19,8,4,0.228,"4b"
19,9,0,1.702,"4b"
19,9,1,1.028,"4b"
19,9,4,0.292,"4b"
19,10,0,1.717,"4b"
19,10,1,1.3355,"4b"
19,10,4,0.507,"4b"
19,11,0,1.727,"4b"
19,11,1,1.0565,"4b"
19,11,4,0.236,"4b"
19,12,0,1.725,"4b"
19,12,1,1.3555,"4b"
19,12,4,0.299,"4b"
20,1,0,1.724,"4b"
20,1,1,1.5445,"4b"
20,1,4,0.336,"4b"
20,2,0,1.679,"4b"
20,2,1,1.5925,"4b"
20,2,4,0.381,"4b"
20,3,0,1.698,"4b"
20,3,1,1.561,"4b"
20,3,4,0.437,"4b"
20,4,0,1.724,"4b"
20,4,1,1.657,"4b"
20,4,4,0.244,"4b"
20,5,0,1.691,"4b"
20,5,1,1.594,"4b"
20,5,4,0.308,"4b"
20,6,0,1.678,"4b"
20,6,1,1.6485,"4b"
20,6,4,0.386,"4b"
20,7,0,1.694,"4b"
20,7,1,1.6655,"4b"
20,7,4,0.331,"4b"
20,8,0,1.714,"4b"
20,8,1,1.643,"4b"
20,8,4,0.474,"4b"
20,9,0,1.68,"4b"
20,9,1,1.555,"4b"
20,9,4,0.495,"4b"
20,10,0,1.697,"4b"
20,10,1,1.6105,"4b"
20,10,4,0.445,"4b"
20,11,0,1.724,"4b"
20,11,1,1.637,"4b"
20,11,4,0.126,"4b"
20,12,0,1.662,"4b"
20,12,1,1.5965,"4b"
20,12,4,0.389,"4b"
1,1,0,1.716,"5"
1,1,1,1.736,"5"
1,1,4,1.549,"5"
1,1,8,0.391,"5"
1,1,32,0.402,"5"
1,2,0,1.7255,"5"
1,2,1,1.747,"5"
1,2,4,1.612,"5"
1,2,8,0.442,"5"
1,2,32,0.4515,"5"
1,3,0,1.73,"5"
1,3,1,1.743,"5"
1,3,4,1.626,"5"
1,3,8,0.3675,"5"
1,3,32,0.388,"5"
1,4,0,1.7415,"5"
1,4,1,1.768,"5"
1,4,4,1.587,"5"
1,4,8,0.4015,"5"
1,4,32,0.3875,"5"
1,5,0,1.7325,"5"
1,5,1,1.745,"5"
1,5,4,1.593,"5"
1,5,8,0.358,"5"
1,5,32,0.371,"5"
1,6,0,1.7105,"5"
1,6,1,1.716,"5"
1,6,4,1.602,"5"
1,6,8,0.3715,"5"
1,6,32,0.389,"5"
1,7,0,1.7145,"5"
1,7,1,1.724,"5"
1,7,4,1.617,"5"
1,7,8,0.276,"5"
1,7,32,0.2965,"5"
1,8,0,1.738,"5"
1,8,1,1.762,"5"
1,8,4,1.581,"5"
1,8,8,0.343,"5"
1,8,32,0.3315,"5"
1,9,0,1.727,"5"
1,9,1,1.714,"5"
1,9,4,1.597,"5"
1,9,8,0.3665,"5"
1,9,32,0.402,"5"
1,10,0,1.7155,"5"
1,10,1,1.73,"5"
1,10,4,1.53,"5"
1,10,8,0.35,"5"
1,10,32,0.3575,"5"
1,11,0,1.7455,"5"
1,11,1,1.738,"5"
1,11,4,1.578,"5"
1,11,8,0.339,"5"
1,11,32,0.3215,"5"
1,12,0,1.7285,"5"
1,12,1,1.749,"5"
1,12,4,1.571,"5"
1,12,8,0.327,"5"
1,12,32,0.3495,"5"
2,1,0,1.738,"5"
2,1,1,0.48,"5"
2,1,4,0.207,"5"
2,1,8,0.1935,"5"
2,1,32,0.167,"5"
2,2,0,1.7065,"5"
2,2,1,0.377,"5"
2,2,4,0.171,"5"
2,2,8,0.1805,"5"
2,2,32,0.137,"5"
2,3,0,1.715,"5"
2,3,1,0.404,"5"
2,3,4,0.191,"5"
2,3,8,0.155,"5"
2,3,32,0.1615,"5"
2,4,0,1.7245,"5"
2,4,1,0.434,"5"
2,4,4,0.237,"5"
2,4,8,0.1895,"5"
2,4,32,0.173,"5"
2,5,0,1.7075,"5"
2,5,1,0.385,"5"
2,5,4,0.212,"5"
2,5,8,0.1765,"5"
2,5,32,0.149,"5"
2,6,0,1.708,"5"
2,6,1,0.383,"5"
2,6,4,0.201,"5"
2,6,8,0.156,"5"
2,6,32,0.1545,"5"
2,7,0,1.717,"5"
2,7,1,0.431,"5"
2,7,4,0.227,"5"
2,7,8,0.1775,"5"
2,7,32,0.17,"5"
2,8,0,1.7455,"5"
2,8,1,0.334,"5"
2,8,4,0.209,"5"
2,8,8,0.1795,"5"
2,8,32,0.149,"5"
2,9,0,1.717,"5"
2,9,1,0.352,"5"
2,9,4,0.161,"5"
2,9,8,0.1395,"5"
2,9,32,0.1475,"5"
2,10,0,1.7115,"5"
2,10,1,0.404,"5"
2,10,4,0.201,"5"
2,10,8,0.1615,"5"
2,10,32,0.151,"5"
2,11,0,1.74,"5"
2,11,1,0.302,"5"
2,11,4,0.19,"5"
2,11,8,0.158,"5"
2,11,32,0.1295,"5"
2,12,0,1.727,"5"
2,12,1,0.315,"5"
2,12,4,0.15,"5"
2,12,8,0.1225,"5"
2,12,32,0.1145,"5"
3,1,0,1.7325,"5"
3,1,1,0.366,"5"
3,1,4,0.316,"5"
3,1,8,0.285,"5"
3,1,32,0.331,"5"
3,2,0,1.7325,"5"
3,2,1,0.338,"5"
3,2,4,0.338,"5"
3,2,8,0.286,"5"
3,2,32,0.2915,"5"
3,3,0,1.735,"5"
3,3,1,0.303,"5"
3,3,4,0.279,"5"
3,3,8,0.287,"5"
3,3,32,0.2355,"5"
