"line","rep","enviro","dataM","exper"
7,8,32,0.141,"4"
7,9,0,1.824,"4"
7,9,1,1.784,"4"
7,9,8,0.182,"4"
7,9,32,0.163,"4"
7,10,0,1.825,"4"
7,10,1,1.676,"4"
7,10,8,0.533,"4"
7,10,32,0.183,"4"
7,11,0,1.799,"4"
7,11,1,1.731,"4"
7,11,8,0.426,"4"
7,11,32,0.198,"4"
7,12,0,1.807,"4"
7,12,1,1.433,"4"
7,12,8,0.238,"4"
7,12,32,0.133,"4"
8,1,0,1.76,"4"
8,1,1,1.805,"4"
8,1,8,0.336,"4"
8,1,32,0.443,"4"
8,2,0,1.835,"4"
8,2,1,1.828,"4"
8,2,8,0.417,"4"
8,2,32,0.382,"4"
8,3,0,1.834,"4"
8,3,1,1.824,"4"
8,3,8,0.166,"4"
8,3,32,0.22,"4"
8,4,0,1.848,"4"
8,4,1,1.817,"4"
8,4,8,0.29,"4"
8,4,32,0.237,"4"
8,5,0,1.777,"4"
8,5,1,1.732,"4"
8,5,8,0.451,"4"
8,5,32,0.191,"4"
8,6,0,1.786,"4"
8,6,1,1.725,"4"
8,6,8,0.511,"4"
8,6,32,0.552,"4"
8,7,0,1.683,"4"
8,7,1,1.459,"4"
8,7,8,0.24,"4"
8,7,32,0.136,"4"
8,8,0,1.822,"4"
8,8,1,1.75,"4"
8,8,8,0.208,"4"
8,8,32,0.195,"4"
8,9,0,1.81,"4"
8,9,1,1.794,"4"
8,9,8,0.222,"4"
8,9,32,0.266,"4"
8,10,0,1.794,"4"
8,10,1,1.68,"4"
8,10,8,0.25,"4"
8,10,32,0.212,"4"
8,11,0,1.787,"4"
8,11,1,1.729,"4"
8,11,8,0.141,"4"
8,11,32,0.135,"4"
8,12,0,1.803,"4"
8,12,1,1.777,"4"
8,12,8,0.182,"4"
8,12,32,0.203,"4"
9,1,0,1.871,"4"
9,1,1,0.815,"4"
9,1,8,0.443,"4"
9,1,32,0.291,"4"
9,2,0,1.703,"4"
9,2,1,0.849,"4"
9,2,8,0.357,"4"
9,2,32,0.259,"4"
9,3,0,1.836,"4"
9,3,1,1.468,"4"
9,3,8,0.256,"4"
9,3,32,0.145,"4"
9,4,0,1.858,"4"
9,4,1,1.792,"4"
9,4,8,0.316,"4"
9,4,32,0.199,"4"
9,5,0,1.791,"4"
9,5,1,1.065,"4"
9,5,8,0.379,"4"
9,5,32,0.266,"4"
9,6,0,1.781,"4"
9,6,1,0.521,"4"
9,6,8,0.27,"4"
9,6,32,0.204,"4"
9,7,0,1.747,"4"
9,7,1,0.743,"4"
9,7,8,0.257,"4"
9,7,32,0.216,"4"
9,8,0,1.846,"4"
9,8,1,1.831,"4"
9,8,8,0.146,"4"
9,8,32,0.139,"4"
9,9,0,1.838,"4"
9,9,1,0.483,"4"
9,9,8,0.281,"4"
9,9,32,0.227,"4"
9,10,0,1.679,"4"
9,10,1,0.489,"4"
9,10,8,0.409,"4"
9,10,32,0.302,"4"
9,11,0,1.3,"4"
9,11,1,0.812,"4"
9,11,8,0.232,"4"
9,11,32,0.161,"4"
9,12,0,1.457,"4"
9,12,1,0.79,"4"
9,12,8,0.419,"4"
9,12,32,0.209,"4"
10,1,0,1.831,"4"
10,1,1,1.62,"4"
10,1,8,1.413,"4"
10,1,32,1.452,"4"
10,2,0,1.795,"4"
10,2,1,1.584,"4"
10,2,8,1.51,"4"
10,2,32,1.471,"4"
10,3,0,1.828,"4"
10,3,1,1.79,"4"
10,3,8,0.163,"4"
10,3,32,0.14,"4"
10,4,0,1.828,"4"
10,4,1,1.6,"4"
10,4,8,1.416,"4"
10,4,32,1.313,"4"
10,5,0,1.811,"4"
10,5,1,1.753,"4"
10,5,8,0.327,"4"
10,5,32,0.192,"4"
10,6,0,1.809,"4"
10,6,1,1.617,"4"
10,6,8,1.492,"4"
10,6,32,1.323,"4"
10,7,0,1.815,"4"
10,7,1,1.547,"4"
10,7,8,1.363,"4"
10,7,32,1.185,"4"
10,8,0,1.732,"4"
10,8,1,1.773,"4"
10,8,8,0.705,"4"
10,8,32,0.514,"4"
10,9,0,1.801,"4"
10,9,1,1.493,"4"
10,9,8,1.238,"4"
10,9,32,0.995,"4"
10,10,0,1.762,"4"
10,10,1,1.749,"4"
10,10,8,1.435,"4"
10,10,32,1.281,"4"
10,11,0,1.817,"4"
10,11,1,1.519,"4"
10,11,8,1.293,"4"
10,11,32,1.251,"4"
10,12,0,1.793,"4"
10,12,1,1.781,"4"
10,12,8,0.427,"4"
10,12,32,0.325,"4"
11,1,0,1.876,"4"
11,1,1,1.075,"4"
11,1,8,0.906,"4"
11,1,32,0.83,"4"
11,2,0,1.831,"4"
11,2,1,1.795,"4"
11,2,8,0.215,"4"
11,2,32,0.299,"4"
11,3,0,1.832,"4"
11,3,1,1.812,"4"
11,3,8,0.243,"4"
11,3,32,0.236,"4"
11,4,0,1.844,"4"
11,4,1,0.789,"4"
11,4,8,0.845,"4"
11,4,32,0.735,"4"
11,5,0,1.854,"4"
11,5,1,1.075,"4"
11,5,8,0.877,"4"
11,5,32,0.734,"4"
11,6,0,1.835,"4"
11,6,1,1.241,"4"
11,6,8,0.961,"4"
11,6,32,1.045,"4"
11,7,0,1.853,"4"
11,7,1,1.301,"4"
11,7,8,1.259,"4"
11,7,32,1.012,"4"
11,8,0,1.821,"4"
11,8,1,1.588,"4"
11,8,8,1.432,"4"
11,8,32,1.257,"4"
11,9,0,1.814,"4"
11,9,1,1.338,"4"
11,9,8,0.61,"4"
11,9,32,0.565,"4"
11,10,0,1.832,"4"
11,10,1,0.694,"4"
11,10,8,0.62,"4"
11,10,32,0.477,"4"
11,11,0,1.851,"4"
11,11,1,0.727,"4"
11,11,8,0.606,"4"
11,11,32,0.589,"4"
11,12,0,1.811,"4"
11,12,1,0.594,"4"
11,12,8,0.525,"4"
11,12,32,0.418,"4"
12,1,0,1.804,"4"
12,1,1,1.785,"4"
12,1,8,1.767,"4"
12,1,32,1.744,"4"
12,2,0,1.739,"4"
12,2,1,1.709,"4"
12,2,8,1.74,"4"
12,2,32,1.73,"4"
12,3,0,1.784,"4"
12,3,1,1.763,"4"
12,3,8,1.765,"4"
12,3,32,1.732,"4"
12,4,0,1.775,"4"
12,4,1,1.747,"4"
12,4,8,1.761,"4"
12,4,32,1.755,"4"
12,5,0,1.779,"4"
12,5,1,1.77,"4"
12,5,8,1.756,"4"
12,5,32,1.739,"4"
12,6,0,1.777,"4"
12,6,1,1.765,"4"
12,6,8,1.767,"4"
12,6,32,1.736,"4"
12,7,0,1.745,"4"
12,7,1,1.744,"4"
12,7,8,1.731,"4"
12,7,32,1.72,"4"
12,8,0,1.665,"4"
12,8,1,1.647,"4"
12,8,8,1.628,"4"
12,8,32,1.682,"4"
12,9,0,1.788,"4"
12,9,1,1.77,"4"
12,9,8,1.743,"4"
12,9,32,1.734,"4"
12,10,0,1.774,"4"
12,10,1,1.765,"4"
12,10,8,1.734,"4"
12,10,32,1.717,"4"
12,11,0,1.78,"4"
12,11,1,1.784,"4"
12,11,8,1.759,"4"
12,11,32,1.74,"4"
12,12,0,1.739,"4"
12,12,1,1.743,"4"
12,12,8,1.73,"4"
12,12,32,1.679,"4"
13,1,0,1.746,"4"
13,1,1,1.743,"4"
13,1,8,0.238,"4"
13,1,32,0.198,"4"
13,2,0,1.391,"4"
13,2,1,1.385,"4"
13,2,8,0.382,"4"
13,2,32,0.359,"4"
13,3,0,1.656,"4"
13,3,1,1.626,"4"
13,3,8,0.291,"4"
13,3,32,0.192,"4"
13,4,0,1.413,"4"
13,4,1,1.397,"4"
13,4,8,0.33,"4"
13,4,32,0.186,"4"
13,5,0,1.508,"4"
13,5,1,1.351,"4"
13,5,8,0.283,"4"
13,5,32,0.229,"4"
13,6,0,1.657,"4"
13,6,1,1.644,"4"
13,6,8,0.215,"4"
13,6,32,0.232,"4"
13,7,0,1.615,"4"
13,7,1,1.591,"4"
13,7,8,0.146,"4"
13,7,32,0.154,"4"
13,8,0,1.757,"4"
13,8,1,1.761,"4"
13,8,8,0.176,"4"
13,8,32,0.154,"4"
13,9,0,1.744,"4"
13,9,1,1.729,"4"
13,9,8,0.155,"4"
13,9,32,0.147,"4"
13,10,0,1.596,"4"
13,10,1,1.609,"4"
13,10,8,0.196,"4"
13,10,32,0.196,"4"
13,11,0,1.675,"4"
13,11,1,1.589,"4"
13,11,8,0.153,"4"
13,11,32,0.183,"4"
13,12,0,1.608,"4"
13,12,1,1.544,"4"
13,12,8,0.249,"4"
13,12,32,0.202,"4"
14,1,0,1.811,"4"
14,1,1,1.793,"4"
14,1,8,0.197,"4"
14,1,32,0.158,"4"
14,2,0,1.554,"4"
14,2,1,1.364,"4"
14,2,8,0.209,"4"
14,2,32,0.199,"4"
14,3,0,1.804,"4"
14,3,1,1.732,"4"
14,3,8,0.254,"4"
14,3,32,0.219,"4"
14,4,0,1.814,"4"
14,4,1,1.01,"4"
14,4,8,0.387,"4"
14,4,32,0.142,"4"
14,5,0,1.835,"4"
14,5,1,1.838,"4"
14,5,8,0.157,"4"
14,5,32,0.134,"4"
14,6,0,1.761,"4"
14,6,1,1.086,"4"
14,6,8,0.729,"4"
14,6,32,0.578,"4"
14,7,0,1.752,"4"
14,7,1,1.072,"4"
14,7,8,0.862,"4"
14,7,32,0.648,"4"
14,8,0,1.311,"4"
14,8,1,1.45,"4"
14,8,8,0.436,"4"
14,8,32,0.417,"4"
14,9,0,1.834,"4"
14,9,1,0.971,"4"
14,9,8,0.247,"4"
14,9,32,0.365,"4"
14,10,0,1.76,"4"
14,10,1,1.775,"4"
14,10,8,0.159,"4"
14,10,32,0.14,"4"
14,11,0,1.349,"4"
14,11,1,1.274,"4"
14,11,8,0.176,"4"
14,11,32,0.143,"4"
14,12,0,1.696,"4"
14,12,1,1.111,"4"
14,12,8,0.709,"4"
14,12,32,0.533,"4"
15,1,0,1.574,"4"
15,1,1,1.227,"4"
15,1,8,0.495,"4"
15,1,32,0.457,"4"
15,2,0,1.462,"4"
15,2,1,1.408,"4"
15,2,8,0.154,"4"
15,2,32,0.147,"4"
15,3,0,1.47,"4"
15,3,1,1.436,"4"
15,3,8,0.15,"4"
15,3,32,0.146,"4"
15,4,0,1.243,"4"
15,4,1,1.373,"4"
15,4,8,0.146,"4"
15,4,32,0.144,"4"
15,5,0,1.331,"4"
15,5,1,1.334,"4"
15,5,8,0.181,"4"
15,5,32,0.143,"4"
15,6,0,1.387,"4"
15,6,1,1.441,"4"
15,6,8,0.245,"4"
15,6,32,0.175,"4"
15,7,0,1.299,"4"
15,7,1,1.432,"4"
15,7,8,0.166,"4"
15,7,32,0.14,"4"
15,8,0,1.588,"4"
15,8,1,1.412,"4"
15,8,8,0.181,"4"
15,8,32,0.145,"4"
15,9,0,1.361,"4"
15,9,1,1.221,"4"
15,9,8,0.192,"4"
15,9,32,0.209,"4"
15,10,0,1.581,"4"
15,10,1,1.523,"4"
15,10,8,0.205,"4"
15,10,32,0.147,"4"
15,11,0,1.548,"4"
15,11,1,1.494,"4"
15,11,8,0.156,"4"
15,11,32,0.146,"4"
15,12,0,1.396,"4"
15,12,1,1.464,"4"
15,12,8,0.158,"4"
15,12,32,0.141,"4"
16,1,0,1.836,"4"
16,1,1,1.83,"4"
16,1,8,0.31,"4"
16,1,32,0.353,"4"
16,2,0,1.812,"4"
16,2,1,1.769,"4"
16,2,8,0.413,"4"
16,2,32,0.249,"4"
16,3,0,1.787,"4"
16,3,1,1.753,"4"
16,3,8,0.255,"4"
16,3,32,0.221,"4"
16,4,0,1.815,"4"
16,4,1,1.767,"4"
16,4,8,0.704,"4"
16,4,32,0.437,"4"
16,5,0,1.8,"4"
16,5,1,1.735,"4"
16,5,8,0.396,"4"
16,5,32,0.314,"4"
16,6,0,1.758,"4"
16,6,1,1.697,"4"
16,6,8,0.587,"4"
16,6,32,0.49,"4"
16,7,0,1.759,"4"
16,7,1,1.73,"4"
16,7,8,0.31,"4"
16,7,32,0.265,"4"
16,8,0,1.758,"4"
16,8,1,1.728,"4"
16,8,8,0.328,"4"
16,8,32,0.292,"4"
16,9,0,1.739,"4"
16,9,1,1.741,"4"
16,9,8,0.486,"4"
16,9,32,0.367,"4"
16,10,0,1.763,"4"
16,10,1,1.719,"4"
16,10,8,0.42,"4"
16,10,32,0.211,"4"
16,11,0,1.703,"4"
16,11,1,1.729,"4"
16,11,8,0.199,"4"
16,11,32,0.171,"4"
16,12,0,1.753,"4"
16,12,1,1.754,"4"
16,12,8,0.198,"4"
16,12,32,0.196,"4"
17,1,0,1.803,"4"
17,1,1,1.742,"4"
17,1,8,0.977,"4"
17,1,32,1.048,"4"
17,2,0,1.827,"4"
17,2,1,1.748,"4"
17,2,8,1.785,"4"
17,2,32,1.784,"4"
17,3,0,1.634,"4"
17,3,1,1.547,"4"
17,3,8,0.285,"4"
17,3,32,0.14,"4"
17,4,0,0.772,"4"
17,4,1,0.847,"4"
17,4,8,0.151,"4"
17,4,32,0.143,"4"
17,5,0,1.656,"4"
17,5,1,1.581,"4"
17,5,8,0.203,"4"
17,5,32,0.155,"4"
17,6,0,1.535,"4"
17,6,1,1.334,"4"
17,6,8,0.143,"4"
17,6,32,0.135,"4"
17,7,0,1.478,"4"
17,7,1,1.224,"4"
17,7,8,0.145,"4"
17,7,32,0.135,"4"
17,8,0,1.702,"4"
17,8,1,1.519,"4"
17,8,8,0.172,"4"
17,8,32,0.144,"4"
17,9,0,1.6,"4"
17,9,1,1.624,"4"
17,9,8,0.187,"4"
17,9,32,0.153,"4"
17,10,0,1.594,"4"
17,10,1,0.987,"4"
17,10,8,0.212,"4"
17,10,32,0.219,"4"
17,11,0,1.335,"4"
17,11,1,1.198,"4"
17,11,8,0.137,"4"
17,11,32,0.165,"4"
17,12,0,1.195,"4"
17,12,1,1.355,"4"
17,12,8,0.136,"4"
17,12,32,0.139,"4"
18,1,0,1.861,"4"
18,1,1,1.85,"4"
18,1,8,0.786,"4"
18,1,32,0.407,"4"
18,2,0,1.841,"4"
18,2,1,1.819,"4"
18,2,8,0.369,"4"
18,2,32,0.415,"4"
18,3,0,1.819,"4"
18,3,1,1.802,"4"
18,3,8,1.301,"4"
18,3,32,0.398,"4"
18,4,0,1.795,"4"
18,4,1,1.777,"4"
18,4,8,1.351,"4"
18,4,32,0.55,"4"
18,5,0,1.806,"4"
18,5,1,1.815,"4"
18,5,8,1.017,"4"
18,5,32,0.443,"4"
18,6,0,1.797,"4"
18,6,1,1.784,"4"
18,6,8,0.859,"4"
18,6,32,0.481,"4"
18,7,0,1.789,"4"
18,7,1,1.778,"4"
18,7,8,1.093,"4"
18,7,32,0.348,"4"
18,8,0,1.759,"4"
18,8,1,1.77,"4"
18,8,8,0.466,"4"
18,8,32,0.513,"4"
18,9,0,1.78,"4"
18,9,1,1.802,"4"
18,9,8,1.015,"4"
18,9,32,0.339,"4"
18,10,0,1.741,"4"
18,10,1,1.785,"4"
18,10,8,0.411,"4"
18,10,32,0.423,"4"
18,11,0,1.783,"4"
18,11,1,1.795,"4"
18,11,8,1.021,"4"
18,11,32,0.428,"4"
18,12,0,1.745,"4"
18,12,1,1.778,"4"
18,12,8,0.524,"4"
18,12,32,0.305,"4"
19,1,0,1.774,"4"
19,1,1,1.738,"4"
19,1,8,0.258,"4"
19,1,32,0.33,"4"
19,2,0,1.806,"4"
19,2,1,1.845,"4"
19,2,8,0.376,"4"
19,2,32,0.444,"4"
19,3,0,1.856,"4"
19,3,1,1.831,"4"
19,3,8,0.513,"4"
19,3,32,0.582,"4"
19,4,0,1.887,"4"
19,4,1,1.845,"4"
19,4,8,0.371,"4"
19,4,32,0.556,"4"
19,5,0,1.851,"4"
19,5,1,1.817,"4"
19,5,8,0.375,"4"
19,5,32,0.409,"4"
19,6,0,1.791,"4"
19,6,1,1.683,"4"
19,6,8,0.374,"4"
19,6,32,0.411,"4"
19,7,0,1.868,"4"
19,7,1,1.867,"4"
19,7,8,0.224,"4"
19,7,32,0.172,"4"
19,8,0,1.924,"4"
19,8,1,1.998,"4"
19,8,8,2.011,"4"
19,8,32,2.04,"4"
19,9,0,1.734,"4"
19,9,1,1.711,"4"
19,9,8,1.379,"4"
19,9,32,1.218,"4"
19,10,0,1.736,"4"
19,10,1,1.743,"4"
19,10,8,0.61,"4"
19,10,32,0.642,"4"
19,11,0,1.761,"4"
19,11,1,1.794,"4"
19,11,8,0.265,"4"
19,11,32,0.288,"4"
19,12,0,1.684,"4"
19,12,1,1.604,"4"
19,12,8,0.277,"4"
19,12,32,0.396,"4"
20,1,0,1.871,"4"
20,1,1,1.839,"4"
20,1,8,0.269,"4"
20,1,32,0.245,"4"
20,2,0,1.825,"4"
20,2,1,1.778,"4"
20,2,8,0.639,"4"
20,2,32,0.491,"4"
20,3,0,1.844,"4"
20,3,1,1.797,"4"
20,3,8,0.692,"4"
20,3,32,0.6,"4"
20,4,0,1.852,"4"
20,4,1,1.813,"4"
20,4,8,0.44,"4"
20,4,32,0.383,"4"
20,5,0,1.769,"4"
20,5,1,1.777,"4"
20,5,8,0.464,"4"
20,5,32,0.262,"4"
20,6,0,1.784,"4"
20,6,1,1.764,"4"
20,6,8,0.571,"4"
20,6,32,0.333,"4"
20,7,0,1.803,"4"
20,7,1,1.795,"4"
20,7,8,0.372,"4"
20,7,32,0.242,"4"
20,8,0,1.805,"4"
20,8,1,1.79,"4"
20,8,8,0.455,"4"
20,8,32,0.653,"4"
20,9,0,1.797,"4"
20,9,1,1.807,"4"
20,9,8,0.316,"4"
20,9,32,0.196,"4"
20,10,0,1.78,"4"
20,10,1,1.766,"4"
20,10,8,0.237,"4"
20,10,32,0.209,"4"
20,11,0,1.81,"4"
20,11,1,1.684,"4"
20,11,8,0.466,"4"
20,11,32,0.35,"4"
20,12,0,1.768,"4"
20,12,1,1.768,"4"
20,12,8,0.326,"4"
20,12,32,0.279,"4"
1,1,0,1.818,"4b"
1,1,0.5,1.809,"4b"
1,1,1,1.817,"4b"
1,1,4,1.593,"4b"
1,2,0,1.784,"4b"
1,2,0.5,1.786,"4b"
1,2,1,1.793,"4b"
1,2,4,1.54,"4b"
1,3,0,1.787,"4b"
1,3,0.5,1.794,"4b"
1,3,1,1.802,"4b"
1,3,4,1.472,"4b"
1,4,0,1.811,"4b"
1,4,0.5,1.79,"4b"
1,4,1,1.816,"4b"
1,4,4,1.533,"4b"
1,5,0,1.736,"4b"
1,5,0.5,1.756,"4b"
1,5,1,1.794,"4b"
1,5,4,1.485,"4b"
1,6,0,1.755,"4b"
1,6,0.5,1.765,"4b"
1,6,1,1.795,"4b"
1,6,4,1.576,"4b"
1,7,0,1.773,"4b"
1,7,0.5,1.79,"4b"
1,7,1,1.801,"4b"
1,7,4,1.517,"4b"
1,8,0,1.797,"4b"
1,8,0.5,1.79,"4b"
1,8,1,1.836,"4b"
1,8,4,1.414,"4b"
1,9,0,1.753,"4b"
