"line","rep","enviro","data","sd","se"
1,1,0,1.7493,NA,NA
1,1,0.5,1.777,NA,NA
1,1,1,1.783375,NA,NA
1,1,4,1.465,NA,NA
1,1,8,0.251166666666667,NA,NA
1,1,32,0.1845,NA,NA
1,1,128,0.14375,NA,NA
1,2,0,1.7453,NA,NA
1,2,0.5,1.768,NA,NA
1,2,1,1.768375,NA,NA
1,2,4,1.4975,NA,NA
1,2,8,0.238833333333333,NA,NA
1,2,32,0.191833333333333,NA,NA
1,2,128,0.191,NA,NA
1,3,0,1.7472,NA,NA
1,3,0.5,1.793,NA,NA
1,3,1,1.771375,NA,NA
1,3,4,1.4955,NA,NA
1,3,8,0.220333333333333,NA,NA
1,3,32,0.243666666666667,NA,NA
1,3,128,0.23,NA,NA
1,4,0,1.7521,NA,NA
1,4,0.5,1.758,NA,NA
1,4,1,1.78225,NA,NA
1,4,4,1.443,NA,NA
1,4,8,0.246166666666667,NA,NA
1,4,32,0.178333333333333,NA,NA
1,4,128,0.237,NA,NA
1,5,0,1.7378,NA,NA
1,5,0.5,1.734,NA,NA
1,5,1,1.76975,NA,NA
1,5,4,1.3635,NA,NA
1,5,8,0.224833333333333,NA,NA
1,5,32,0.167166666666667,NA,NA
1,5,128,0.25575,NA,NA
1,6,0,1.7335,NA,NA
1,6,0.5,1.747,NA,NA
1,6,1,1.76425,NA,NA
1,6,4,1.4155,NA,NA
1,6,8,0.2445,NA,NA
1,6,32,0.177,NA,NA
1,6,128,0.28775,NA,NA
1,7,0,1.7336,NA,NA
1,7,0.5,1.77,NA,NA
1,7,1,1.76,NA,NA
1,7,4,1.385,NA,NA
1,7,8,0.198666666666667,NA,NA
1,7,32,0.144333333333333,NA,NA
1,7,128,0.24325,NA,NA
1,8,0,1.7506,NA,NA
1,8,0.5,1.763,NA,NA
1,8,1,1.784625,NA,NA
1,8,4,1.353,NA,NA
1,8,8,0.2175,NA,NA
1,8,32,0.164333333333333,NA,NA
1,8,128,0.2395,NA,NA
1,9,0,1.7315,NA,NA
1,9,0.5,1.76,NA,NA
1,9,1,1.768625,NA,NA
1,9,4,1.304,NA,NA
1,9,8,0.261,NA,NA
1,9,32,0.197333333333333,NA,NA
1,9,128,0.28275,NA,NA
1,10,0,1.7169,NA,NA
1,10,0.5,1.749,NA,NA
1,10,1,1.748,NA,NA
1,10,4,1.3425,NA,NA
1,10,8,0.248333333333333,NA,NA
1,10,32,0.191,NA,NA
