"line","rep","enviro","dataM","exper"
1,8,0.5,1.525,"4b"
1,8,1,1.612,"4b"
1,8,4,1.028,"4b"
1,9,0,1.517,"4b"
1,9,0.5,1.514,"4b"
1,9,1,1.597,"4b"
1,9,4,1.029,"4b"
1,10,0,1.546,"4b"
1,10,0.5,1.561,"4b"
1,10,1,1.59,"4b"
1,10,4,0.953,"4b"
1,11,0,1.533,"4b"
1,11,0.5,1.548,"4b"
1,11,1,1.601,"4b"
1,11,4,0.979,"4b"
1,12,0,1.593,"4b"
1,12,0.5,1.57,"4b"
1,12,1,1.616,"4b"
1,12,4,1.052,"4b"
2,1,0,1.524,"4b"
2,1,0.5,1.442,"4b"
2,1,1,1.356,"4b"
2,1,4,0.274,"4b"
2,2,0,1.449,"4b"
2,2,0.5,1.389,"4b"
2,2,1,1.173,"4b"
2,2,4,0.202,"4b"
2,3,0,1.496,"4b"
2,3,0.5,1.487,"4b"
2,3,1,1.485,"4b"
2,3,4,0.226,"4b"
2,4,0,1.517,"4b"
2,4,0.5,1.443,"4b"
2,4,1,1.468,"4b"
2,4,4,0.164,"4b"
2,5,0,1.446,"4b"
2,5,0.5,1.455,"4b"
2,5,1,1.28,"4b"
2,5,4,0.194,"4b"
2,6,0,1.377,"4b"
2,6,0.5,1.259,"4b"
2,6,1,1.327,"4b"
2,6,4,0.237,"4b"
2,7,0,1.476,"4b"
2,7,0.5,1.471,"4b"
2,7,1,1.35,"4b"
2,7,4,0.181,"4b"
2,8,0,1.569,"4b"
2,8,0.5,1.47,"4b"
2,8,1,1.376,"4b"
2,8,4,0.288,"4b"
2,9,0,1.44,"4b"
2,9,0.5,1.444,"4b"
2,9,1,1.44,"4b"
2,9,4,0.251,"4b"
2,10,0,1.447,"4b"
2,10,0.5,1.451,"4b"
2,10,1,1.386,"4b"
2,10,4,0.098,"4b"
2,11,0,1.459,"4b"
2,11,0.5,1.443,"4b"
2,11,1,1.364,"4b"
2,11,4,0.114,"4b"
2,12,0,1.527,"4b"
2,12,0.5,1.465,"4b"
2,12,1,1.367,"4b"
2,12,4,0.111,"4b"
3,1,0,1.509,"4b"
3,1,0.5,0.989,"4b"
3,1,1,0.886,"4b"
3,1,4,0.632,"4b"
3,2,0,1.471,"4b"
3,2,0.5,0.822,"4b"
3,2,1,0.679,"4b"
3,2,4,0.528,"4b"
3,3,0,1.531,"4b"
3,3,0.5,1.31,"4b"
3,3,1,1.29,"4b"
3,3,4,1.16,"4b"
3,4,0,1.494,"4b"
3,4,0.5,0.792,"4b"
3,4,1,0.73,"4b"
3,4,4,0.463,"4b"
3,5,0,1.371,"4b"
3,5,0.5,0.81,"4b"
3,5,1,0.775,"4b"
3,5,4,0.565,"4b"
3,6,0,1.428,"4b"
3,6,0.5,0.726,"4b"
3,6,1,0.767,"4b"
3,6,4,0.475,"4b"
3,7,0,1.529,"4b"
3,7,0.5,0.909,"4b"
3,7,1,0.882,"4b"
3,7,4,0.59,"4b"
3,8,0,1.508,"4b"
3,8,0.5,0.953,"4b"
3,8,1,0.935,"4b"
3,8,4,0.641,"4b"
3,9,0,1.438,"4b"
3,9,0.5,0.868,"4b"
3,9,1,0.853,"4b"
3,9,4,0.511,"4b"
3,10,0,1.529,"4b"
3,10,0.5,0.889,"4b"
3,10,1,0.758,"4b"
3,10,4,0.499,"4b"
3,11,0,1.463,"4b"
3,11,0.5,0.62,"4b"
3,11,1,0.564,"4b"
3,11,4,0.38,"4b"
3,12,0,1.429,"4b"
3,12,0.5,0.896,"4b"
3,12,1,0.817,"4b"
3,12,4,0.519,"4b"
4,1,0,0.905,"4b"
4,1,0.5,0.898,"4b"
4,1,1,0.932,"4b"
4,1,4,0.368,"4b"
4,2,0,1.22,"4b"
4,2,0.5,1.099,"4b"
4,2,1,1.164,"4b"
4,2,4,0.315,"4b"
4,3,0,1.511,"4b"
4,3,0.5,1.451,"4b"
4,3,1,1.467,"4b"
4,3,4,0.329,"4b"
4,4,0,1.575,"4b"
4,4,0.5,1.502,"4b"
4,4,1,1.548,"4b"
4,4,4,0.468,"4b"
4,5,0,1.152,"4b"
4,5,0.5,0.95,"4b"
4,5,1,0.954,"4b"
4,5,4,0.178,"4b"
4,6,0,1.33,"4b"
4,6,0.5,1.092,"4b"
4,6,1,0.953,"4b"
4,6,4,0.455,"4b"
4,7,0,1.387,"4b"
4,7,0.5,1.184,"4b"
4,7,1,1.222,"4b"
4,7,4,0.209,"4b"
4,8,0,1.329,"4b"
4,8,0.5,1.001,"4b"
4,8,1,1.101,"4b"
4,8,4,0.214,"4b"
4,9,0,1.216,"4b"
4,9,0.5,1.003,"4b"
4,9,1,1.159,"4b"
4,9,4,0.174,"4b"
4,10,0,1.483,"4b"
4,10,0.5,1.515,"4b"
4,10,1,1.408,"4b"
4,10,4,0.19,"4b"
4,11,0,1.506,"4b"
4,11,0.5,1.44,"4b"
4,11,1,1.4,"4b"
4,11,4,0.154,"4b"
4,12,0,1.018,"4b"
4,12,0.5,0.855,"4b"
4,12,1,0.96,"4b"
4,12,4,0.281,"4b"
5,1,0,1.623,"4b"
5,1,0.5,1.582,"4b"
5,1,1,1.491,"4b"
5,1,4,1.01,"4b"
5,2,0,1.571,"4b"
5,2,0.5,1.542,"4b"
5,2,1,1.474,"4b"
5,2,4,0.946,"4b"
5,3,0,1.627,"4b"
5,3,0.5,1.54,"4b"
5,3,1,1.467,"4b"
5,3,4,1.023,"4b"
5,4,0,1.609,"4b"
5,4,0.5,1.516,"4b"
5,4,1,1.454,"4b"
5,4,4,0.971,"4b"
5,5,0,1.531,"4b"
5,5,0.5,1.427,"4b"
5,5,1,1.371,"4b"
5,5,4,1.113,"4b"
5,6,0,1.561,"4b"
5,6,0.5,1.519,"4b"
5,6,1,1.385,"4b"
5,6,4,0.775,"4b"
5,7,0,1.574,"4b"
5,7,0.5,1.516,"4b"
5,7,1,1.362,"4b"
5,7,4,0.737,"4b"
5,8,0,1.576,"4b"
5,8,0.5,1.528,"4b"
5,8,1,1.379,"4b"
5,8,4,0.78,"4b"
5,9,0,1.557,"4b"
5,9,0.5,1.505,"4b"
5,9,1,1.331,"4b"
5,9,4,0.636,"4b"
5,10,0,1.559,"4b"
5,10,0.5,1.529,"4b"
5,10,1,1.347,"4b"
5,10,4,0.871,"4b"
5,11,0,1.583,"4b"
5,11,0.5,1.559,"4b"
5,11,1,1.34,"4b"
5,11,4,0.925,"4b"
5,12,0,1.496,"4b"
5,12,0.5,1.494,"4b"
5,12,1,1.336,"4b"
5,12,4,0.944,"4b"
6,1,0,1.35,"4b"
6,1,0.5,1.415,"4b"
6,1,1,1.449,"4b"
6,1,4,0.504,"4b"
6,2,0,1.325,"4b"
6,2,0.5,1.296,"4b"
6,2,1,1.366,"4b"
6,2,4,0.323,"4b"
6,3,0,1.295,"4b"
6,3,0.5,1.199,"4b"
6,3,1,1.305,"4b"
6,3,4,0.404,"4b"
6,4,0,1.541,"4b"
6,4,0.5,1.523,"4b"
6,4,1,1.571,"4b"
6,4,4,0.504,"4b"
6,5,0,1.388,"4b"
6,5,0.5,1.314,"4b"
6,5,1,1.406,"4b"
6,5,4,0.436,"4b"
6,6,0,1.435,"4b"
6,6,0.5,1.372,"4b"
6,6,1,1.489,"4b"
6,6,4,0.301,"4b"
6,7,0,1.454,"4b"
6,7,0.5,1.415,"4b"
6,7,1,1.485,"4b"
6,7,4,0.321,"4b"
6,8,0,1.3,"4b"
6,8,0.5,1.264,"4b"
6,8,1,1.365,"4b"
6,8,4,0.371,"4b"
6,9,0,1.507,"4b"
6,9,0.5,1.509,"4b"
6,9,1,1.557,"4b"
6,9,4,0.396,"4b"
6,10,0,1.617,"4b"
6,10,0.5,1.601,"4b"
6,10,1,1.635,"4b"
6,10,4,0.228,"4b"
6,11,0,1.444,"4b"
6,11,0.5,1.438,"4b"
6,11,1,1.47,"4b"
6,11,4,0.174,"4b"
6,12,0,1.51,"4b"
6,12,0.5,1.533,"4b"
6,12,1,1.582,"4b"
6,12,4,0.197,"4b"
7,1,0,1.294,"4b"
7,1,0.5,1.326,"4b"
7,1,1,1.345,"4b"
7,1,4,0.246,"4b"
7,2,0,1.214,"4b"
7,2,0.5,1.222,"4b"
7,2,1,1.346,"4b"
7,2,4,0.338,"4b"
7,3,0,1.542,"4b"
7,3,0.5,1.543,"4b"
7,3,1,1.558,"4b"
7,3,4,0.528,"4b"
7,4,0,1.408,"4b"
7,4,0.5,1.39,"4b"
7,4,1,1.445,"4b"
7,4,4,0.446,"4b"
7,5,0,1.374,"4b"
7,5,0.5,1.227,"4b"
7,5,1,1.388,"4b"
7,5,4,0.367,"4b"
7,6,0,1.455,"4b"
7,6,0.5,1.428,"4b"
7,6,1,1.478,"4b"
7,6,4,0.395,"4b"
7,7,0,1.225,"4b"
7,7,0.5,1.112,"4b"
7,7,1,1.166,"4b"
7,7,4,0.502,"4b"
7,8,0,1.479,"4b"
7,8,0.5,1.445,"4b"
7,8,1,1.524,"4b"
7,8,4,0.314,"4b"
7,9,0,1.302,"4b"
7,9,0.5,1.284,"4b"
7,9,1,1.401,"4b"
7,9,4,0.333,"4b"
7,10,0,1.451,"4b"
7,10,0.5,1.452,"4b"
7,10,1,1.475,"4b"
7,10,4,0.387,"4b"
7,11,0,1.463,"4b"
7,11,0.5,1.424,"4b"
7,11,1,1.505,"4b"
7,11,4,0.246,"4b"
7,12,0,1.504,"4b"
7,12,0.5,1.37,"4b"
7,12,1,1.533,"4b"
7,12,4,0.117,"4b"
8,1,0,1.689,"4b"
8,1,0.5,1.626,"4b"
8,1,1,1.675,"4b"
8,1,4,0.696,"4b"
8,2,0,1.692,"4b"
8,2,0.5,1.693,"4b"
8,2,1,1.714,"4b"
8,2,4,0.755,"4b"
8,3,0,1.547,"4b"
8,3,0.5,1.522,"4b"
8,3,1,1.565,"4b"
8,3,4,0.383,"4b"
8,4,0,1.728,"4b"
8,4,0.5,1.654,"4b"
8,4,1,1.755,"4b"
8,4,4,0.654,"4b"
8,5,0,1.521,"4b"
8,5,0.5,1.265,"4b"
8,5,1,1.476,"4b"
8,5,4,1.265,"4b"
8,6,0,1.348,"4b"
8,6,0.5,1.168,"4b"
8,6,1,1.287,"4b"
8,6,4,0.44,"4b"
8,7,0,1.292,"4b"
8,7,0.5,0.848,"4b"
8,7,1,1.134,"4b"
8,7,4,0.287,"4b"
8,8,0,1.666,"4b"
8,8,0.5,1.647,"4b"
8,8,1,1.705,"4b"
8,8,4,0.82,"4b"
8,9,0,1.647,"4b"
8,9,0.5,1.638,"4b"
8,9,1,1.669,"4b"
8,9,4,0.748,"4b"
8,10,0,1.514,"4b"
8,10,0.5,1.445,"4b"
8,10,1,1.511,"4b"
8,10,4,0.216,"4b"
8,11,0,1.494,"4b"
8,11,0.5,1.479,"4b"
8,11,1,1.531,"4b"
8,11,4,0.355,"4b"
8,12,0,1.553,"4b"
8,12,0.5,1.493,"4b"
8,12,1,1.545,"4b"
8,12,4,0.304,"4b"
9,1,0,1.344,"4b"
9,1,1,0.338,"4b"
9,1,4,0.121,"4b"
9,2,0,0.621,"4b"
9,2,1,0.258,"4b"
9,2,4,0.133,"4b"
9,3,0,0.783,"4b"
9,3,1,0.336,"4b"
9,3,4,0.119,"4b"
9,4,0,0.52,"4b"
9,4,1,0.395,"4b"
9,4,4,0.172,"4b"
9,5,0,1.105,"4b"
9,5,1,0.442,"4b"
9,5,4,0.157,"4b"
9,6,0,1.097,"4b"
9,6,1,0.3445,"4b"
9,6,4,0.11,"4b"
9,7,0,0.384,"4b"
9,7,1,0.104,"4b"
9,7,4,0.08,"4b"
9,8,0,1.15,"4b"
9,8,1,1.0265,"4b"
9,8,4,0.164,"4b"
9,9,0,0.964,"4b"
9,9,1,0.3425,"4b"
9,9,4,0.129,"4b"
9,10,0,1.055,"4b"
9,10,1,0.741,"4b"
9,10,4,0.216,"4b"
9,11,0,0.825,"4b"
9,11,1,0.228,"4b"
9,11,4,0.091,"4b"
9,12,0,0.209,"4b"
9,12,1,0.151,"4b"
9,12,4,0.097,"4b"
10,1,0,1.387,"4b"
10,1,1,0.7815,"4b"
10,1,4,0.12,"4b"
10,2,0,1.421,"4b"
10,2,1,0.5375,"4b"
10,2,4,0.111,"4b"
10,3,0,0.184,"4b"
10,3,1,0.139,"4b"
10,3,4,0.074,"4b"
10,4,0,1.238,"4b"
10,4,1,0.6185,"4b"
10,4,4,0.158,"4b"
10,5,0,0.846,"4b"
10,5,1,0.7765,"4b"
10,5,4,0.234,"4b"
10,6,0,1.133,"4b"
10,6,1,0.317,"4b"
10,6,4,0.109,"4b"
10,7,0,1.389,"4b"
10,7,1,0.429,"4b"
10,7,4,0.127,"4b"
10,8,0,0.109,"4b"
10,8,1,0.1285,"4b"
10,8,4,0.093,"4b"
10,9,0,0.914,"4b"
10,9,1,0.2595,"4b"
10,9,4,0.074,"4b"
10,10,0,0.82,"4b"
10,10,1,0.3015,"4b"
10,10,4,0.126,"4b"
10,11,0,0.836,"4b"
10,11,1,0.3465,"4b"
10,11,4,0.085,"4b"
10,12,0,0.545,"4b"
10,12,1,0.3855,"4b"
10,12,4,0.16,"4b"
11,1,0,1.465,"4b"
11,1,1,0.7815,"4b"
11,1,4,0.257,"4b"
11,2,0,0.847,"4b"
11,2,1,0.8775,"4b"
11,2,4,0.332,"4b"
11,3,0,0.554,"4b"
11,3,1,0.587,"4b"
11,3,4,0.215,"4b"
11,4,0,0.727,"4b"
11,4,1,0.2005,"4b"
11,4,4,0.143,"4b"
11,5,0,1.102,"4b"
11,5,1,0.421,"4b"
11,5,4,0.216,"4b"
11,6,0,0.861,"4b"
11,6,1,0.3925,"4b"
11,6,4,0.18,"4b"
11,7,0,1.307,"4b"
11,7,1,0.3405,"4b"
11,7,4,0.188,"4b"
11,8,0,1.278,"4b"
11,8,1,0.746,"4b"
11,8,4,0.24,"4b"
11,9,0,0.757,"4b"
11,9,1,0.088,"4b"
11,9,4,0.077,"4b"
11,10,0,0.82,"4b"
11,10,1,0.1915,"4b"
11,10,4,0.077,"4b"
11,11,0,1.049,"4b"
11,11,1,0.423,"4b"
11,11,4,0.148,"4b"
11,12,0,1.196,"4b"
11,12,1,0.262,"4b"
11,12,4,0.153,"4b"
12,1,0,0.531,"4b"
12,1,1,0.5735,"4b"
12,1,4,0.524,"4b"
12,2,0,0.632,"4b"
12,2,1,0.513,"4b"
12,2,4,0.563,"4b"
12,3,0,0.378,"4b"
12,3,1,0.35,"4b"
12,3,4,0.296,"4b"
12,4,0,0.524,"4b"
12,4,1,0.4235,"4b"
12,4,4,0.442,"4b"
12,5,0,0.354,"4b"
12,5,1,0.365,"4b"
12,5,4,0.337,"4b"
12,6,0,0.741,"4b"
12,6,1,0.675,"4b"
12,6,4,0.674,"4b"
12,7,0,0.735,"4b"
12,7,1,0.6985,"4b"
12,7,4,0.56,"4b"
12,8,0,0.817,"4b"
12,8,1,0.5575,"4b"
12,8,4,0.352,"4b"
12,9,0,0.804,"4b"
12,9,1,0.708,"4b"
12,9,4,0.708,"4b"
12,10,0,0.391,"4b"
12,10,1,0.4085,"4b"
12,10,4,0.44,"4b"
12,11,0,0.429,"4b"
12,11,1,0.314,"4b"
12,11,4,0.338,"4b"
12,12,0,0.628,"4b"
12,12,1,0.52,"4b"
12,12,4,0.54,"4b"
13,1,0,0.105,"4b"
13,1,1,0.358,"4b"
13,1,4,0.065,"4b"
13,2,0,0.709,"4b"
13,2,1,0.3445,"4b"
13,2,4,0.074,"4b"
13,3,0,1.008,"4b"
13,3,1,0.865,"4b"
13,3,4,0.084,"4b"
13,4,0,0.204,"4b"
13,4,1,0.215,"4b"
13,4,4,0.055,"4b"
13,5,0,0.08,"4b"
13,5,1,0.074,"4b"
13,5,4,0.058,"4b"
13,6,0,1.052,"4b"
13,6,1,0.9795,"4b"
13,6,4,0.089,"4b"
13,7,0,1.098,"4b"
13,7,1,0.863,"4b"
13,7,4,0.067,"4b"
13,8,0,1.314,"4b"
13,8,1,0.9835,"4b"
13,8,4,0.06,"4b"
13,9,0,1.142,"4b"
13,9,1,0.969,"4b"
13,9,4,0.057,"4b"
13,10,0,0.184,"4b"
13,10,1,0.1245,"4b"
13,10,4,0.053,"4b"
13,11,0,0.118,"4b"
13,11,1,0.2495,"4b"
13,11,4,0.054,"4b"
13,12,0,0.359,"4b"
13,12,1,0.351,"4b"
13,12,4,0.058,"4b"
14,1,0,1.005,"4b"
14,1,1,0.962,"4b"
14,1,4,0.23,"4b"
14,2,0,0.224,"4b"
14,2,1,0.219,"4b"
14,2,4,0.077,"4b"
14,3,0,0.592,"4b"
14,3,1,0.34,"4b"
14,3,4,0.08,"4b"
14,4,0,0.882,"4b"
14,4,1,0.3255,"4b"
14,4,4,0.077,"4b"
14,5,0,0.772,"4b"
14,5,1,0.617,"4b"
14,5,4,0.104,"4b"
14,6,0,0.756,"4b"
14,6,1,0.2615,"4b"
14,6,4,0.105,"4b"
14,7,0,0.686,"4b"
14,7,1,0.1975,"4b"
14,7,4,0.09,"4b"
14,8,0,0.16,"4b"
14,8,1,0.145,"4b"
14,8,4,0.075,"4b"
14,9,0,0.339,"4b"
14,9,1,0.1595,"4b"
14,9,4,0.065,"4b"
14,10,0,0.606,"4b"
14,10,1,0.44,"4b"
14,10,4,0.093,"4b"
14,11,0,0.088,"4b"
14,11,1,0.068,"4b"
14,11,4,0.055,"4b"
14,12,0,0.485,"4b"
14,12,1,0.184,"4b"
14,12,4,0.088,"4b"
15,1,0,1.308,"4b"
15,1,1,0.846,"4b"
15,1,4,0.08,"4b"
15,2,0,0.986,"4b"
15,2,1,1.018,"4b"
15,2,4,0.072,"4b"
15,3,0,0.546,"4b"
15,3,1,0.575,"4b"
15,3,4,0.064,"4b"
15,4,0,1.285,"4b"
15,4,1,1.2735,"4b"
15,4,4,0.075,"4b"
15,5,0,1.223,"4b"
15,5,1,1.068,"4b"
15,5,4,0.079,"4b"
15,6,0,1.445,"4b"
15,6,1,0.409,"4b"
15,6,4,0.073,"4b"
15,7,0,1.347,"4b"
15,7,1,1.3755,"4b"
15,7,4,0.091,"4b"
15,8,0,0.555,"4b"
15,8,1,0.6515,"4b"
15,8,4,0.063,"4b"
15,9,0,1.147,"4b"
15,9,1,1.0035,"4b"
15,9,4,0.079,"4b"
15,10,0,1.085,"4b"
15,10,1,0.9645,"4b"
15,10,4,0.062,"4b"
15,11,0,1.355,"4b"
15,11,1,1.328,"4b"
15,11,4,0.203,"4b"
15,12,0,1.408,"4b"
15,12,1,1.425,"4b"
15,12,4,0.203,"4b"
16,1,0,0.377,"4b"
16,1,1,0.7715,"4b"
16,1,4,0.082,"4b"
16,2,0,1.324,"4b"
16,2,1,1.2395,"4b"
16,2,4,0.142,"4b"
16,3,0,1.17,"4b"
16,3,1,1.0445,"4b"
16,3,4,0.066,"4b"
16,4,0,1.279,"4b"
16,4,1,1.022,"4b"
16,4,4,0.184,"4b"
16,5,0,0.903,"4b"
16,5,1,0.477,"4b"
16,5,4,0.089,"4b"
16,6,0,1.168,"4b"
16,6,1,0.9905,"4b"
16,6,4,0.183,"4b"
16,7,0,1.426,"4b"
16,7,1,1.358,"4b"
16,7,4,0.139,"4b"
16,8,0,1.374,"4b"
16,8,1,1.3,"4b"
16,8,4,0.243,"4b"
16,9,0,1.007,"4b"
16,9,1,0.879,"4b"
16,9,4,0.15,"4b"
16,10,0,0.765,"4b"
16,10,1,0.6445,"4b"
16,10,4,0.091,"4b"
16,11,0,0.883,"4b"
16,11,1,0.559,"4b"
16,11,4,0.1,"4b"
16,12,0,0.994,"4b"
16,12,1,0.744,"4b"
16,12,4,0.076,"4b"
17,1,0,1.37,"4b"
17,1,1,1.3415,"4b"
17,1,4,0.298,"4b"
17,2,0,1.523,"4b"
17,2,1,1.4435,"4b"
17,2,4,1.389,"4b"
17,3,0,1.447,"4b"
17,3,1,1.364,"4b"
17,3,4,0.148,"4b"
17,4,0,0.303,"4b"
17,4,1,0.2625,"4b"
17,4,4,0.075,"4b"
17,5,0,1.441,"4b"
17,5,1,1.2755,"4b"
17,5,4,0.122,"4b"
17,6,0,0.721,"4b"
17,6,1,0.4585,"4b"
17,6,4,0.085,"4b"
17,7,0,1.038,"4b"
17,7,1,0.754,"4b"
17,7,4,0.113,"4b"
17,8,0,0.852,"4b"
17,8,1,0.4075,"4b"
17,8,4,0.091,"4b"
17,9,0,0.746,"4b"
17,9,1,0.6225,"4b"
17,9,4,0.132,"4b"
17,10,0,1.211,"4b"
17,10,1,0.209,"4b"
17,10,4,0.129,"4b"
17,11,0,1.238,"4b"
17,11,1,0.886,"4b"
17,11,4,0.11,"4b"
17,12,0,1.244,"4b"
17,12,1,0.913,"4b"
17,12,4,0.079,"4b"
18,1,0,1.579,"4b"
18,1,1,1.588,"4b"
18,1,4,1.553,"4b"
18,2,0,1.551,"4b"
18,2,1,1.551,"4b"
18,2,4,1.513,"4b"
18,3,0,1.547,"4b"
18,3,1,1.551,"4b"
18,3,4,1.518,"4b"
18,4,0,1.589,"4b"
18,4,1,1.5915,"4b"
18,4,4,1.506,"4b"
18,5,0,1.494,"4b"
18,5,1,1.485,"4b"
18,5,4,1.453,"4b"
18,6,0,1.546,"4b"
18,6,1,1.5145,"4b"
18,6,4,1.47,"4b"
18,7,0,1.531,"4b"
18,7,1,1.5715,"4b"
18,7,4,1.483,"4b"
18,8,0,1.534,"4b"
18,8,1,1.522,"4b"
18,8,4,1.457,"4b"
18,9,0,1.499,"4b"
18,9,1,1.5,"4b"
18,9,4,1.46,"4b"
18,10,0,1.49,"4b"
18,10,1,1.4915,"4b"
18,10,4,1.446,"4b"
18,11,0,1.568,"4b"
18,11,1,1.594,"4b"
18,11,4,1.548,"4b"
18,12,0,1.485,"4b"
18,12,1,1.4545,"4b"
18,12,4,1.432,"4b"
19,1,0,1.284,"4b"
19,1,1,1.1855,"4b"
19,1,4,0.458,"4b"
19,2,0,1.394,"4b"
19,2,1,1.4225,"4b"
19,2,4,0.632,"4b"
19,3,0,1.152,"4b"
19,3,1,0.861,"4b"
19,3,4,0.264,"4b"
19,4,0,1.124,"4b"
19,4,1,1.1765,"4b"
19,4,4,0.239,"4b"
19,5,0,1.116,"4b"
19,5,1,0.7935,"4b"
19,5,4,0.216,"4b"
19,6,0,1.023,"4b"
19,6,1,0.7005,"4b"
19,6,4,0.204,"4b"
19,7,0,1.196,"4b"
19,7,1,1.1175,"4b"
19,7,4,0.217,"4b"
19,8,0,1.783,"4b"
19,8,1,1.765,"4b"
19,8,4,1.767,"4b"
19,9,0,0.749,"4b"
19,9,1,0.686,"4b"
19,9,4,0.246,"4b"
19,10,0,1.146,"4b"
19,10,1,0.5515,"4b"
19,10,4,0.167,"4b"
19,11,0,0.686,"4b"
19,11,1,0.584,"4b"
19,11,4,0.151,"4b"
19,12,0,1.118,"4b"
19,12,1,0.5315,"4b"
19,12,4,0.178,"4b"
20,1,0,1.407,"4b"
20,1,1,1.3765,"4b"
20,1,4,0.308,"4b"
20,2,0,1.226,"4b"
20,2,1,1.149,"4b"
20,2,4,0.17,"4b"
20,3,0,1.246,"4b"
20,3,1,1.167,"4b"
20,3,4,0.25,"4b"
20,4,0,1.392,"4b"
20,4,1,1.297,"4b"
20,4,4,0.27,"4b"
20,5,0,1.029,"4b"
20,5,1,0.92,"4b"
20,5,4,0.187,"4b"
20,6,0,1.079,"4b"
20,6,1,1.024,"4b"
20,6,4,0.119,"4b"
20,7,0,0.962,"4b"
20,7,1,0.9285,"4b"
20,7,4,0.154,"4b"
20,8,0,1.198,"4b"
20,8,1,1.0235,"4b"
20,8,4,0.243,"4b"
20,9,0,0.973,"4b"
20,9,1,0.833,"4b"
20,9,4,0.224,"4b"
20,10,0,1.026,"4b"
20,10,1,0.8495,"4b"
20,10,4,0.249,"4b"
20,11,0,0.914,"4b"
20,11,1,0.6975,"4b"
20,11,4,0.077,"4b"
20,12,0,1.333,"4b"
20,12,1,1.2865,"4b"
20,12,4,0.208,"4b"
1,1,0,1.346,"6"
1,1,8,0.0225,"6"
1,1,32,0.015,"6"
1,1,128,0.0135,"6"
1,2,0,0.696,"6"
1,2,8,0.018,"6"
1,2,32,0.00950000000000001,"6"
1,2,128,0.0165,"6"
1,3,0,0.7845,"6"
1,3,8,0.0125,"6"
1,3,32,0.00800000000000001,"6"
1,3,128,0.00950000000000001,"6"
1,4,0,1.2695,"6"
1,4,8,0.019,"6"
1,4,32,0.00750000000000001,"6"
1,4,128,0.0115,"6"
1,5,0,0.961,"6"
1,5,8,0.0145,"6"
1,5,32,0.00700000000000001,"6"
1,5,128,0.013,"6"
1,6,0,1.193,"6"
1,6,8,0.019,"6"
1,6,32,0.00650000000000001,"6"
1,6,128,0.0115,"6"
1,7,0,1.1575,"6"
1,7,8,0.014,"6"
1,7,32,0.00700000000000001,"6"
1,7,128,0.01,"6"
1,8,0,1.2025,"6"
1,8,8,0.016,"6"
1,8,32,0.0055,"6"
1,8,128,0.011,"6"
1,9,0,0.4785,"6"
1,9,8,0.00600000000000001,"6"
1,9,32,0.005,"6"
1,9,128,0.00900000000000001,"6"
1,10,0,1.095,"6"
1,10,8,0.017,"6"
1,10,32,0.00600000000000001,"6"
1,10,128,0.00950000000000001,"6"
1,11,0,0.349,"6"
1,11,8,0.0135,"6"
1,11,32,0.0105,"6"
1,11,128,0.0105,"6"
1,12,0,1.338,"6"
1,12,8,0.0245,"6"
1,12,32,0.00950000000000001,"6"
1,12,128,0.0185,"6"
2,1,0,0.4085,"6"
2,1,8,0.015,"6"
2,1,32,0.0135,"6"
2,1,128,0.0145,"6"
2,2,0,0.366,"6"
2,2,8,0.021,"6"
2,2,32,0.0135,"6"
2,2,128,0.0175,"6"
2,3,0,0.7335,"6"
2,3,8,0.0115,"6"
2,3,32,0.00900000000000001,"6"
2,3,128,0.0145,"6"
2,4,0,1.187,"6"
2,4,8,0.0215,"6"
2,4,32,0.016,"6"
2,4,128,0.018,"6"
2,5,0,0.331,"6"
2,5,8,0.00800000000000001,"6"
2,5,32,0.00700000000000001,"6"
2,5,128,0.0105,"6"
2,6,0,0.2095,"6"
2,6,8,0.01,"6"
2,6,32,0.00800000000000001,"6"
2,6,128,0.013,"6"
2,7,0,0.228,"6"
2,7,8,0.01,"6"
2,7,32,0.00600000000000001,"6"
2,7,128,0.00850000000000001,"6"
2,8,0,0.506,"6"
2,8,8,0.012,"6"
2,8,32,0.00950000000000001,"6"
2,8,128,0.016,"6"
2,9,0,0.335,"6"
2,9,8,0.00600000000000001,"6"
2,9,32,0.00700000000000001,"6"
2,9,128,0.01,"6"
2,10,0,0.194,"6"
2,10,8,0.00650000000000001,"6"
2,10,32,0.00600000000000001,"6"
2,10,128,0.00900000000000001,"6"
2,11,0,0.482,"6"
2,11,8,0.00850000000000001,"6"
2,11,32,0.00950000000000001,"6"
2,11,128,0.012,"6"
2,12,0,0.776,"6"
2,12,8,0.017,"6"
2,12,32,0.017,"6"
2,12,128,0.0205,"6"
3,1,0,1.281,"6"
3,1,8,0.5795,"6"
3,1,32,0.4445,"6"
3,1,128,0.5695,"6"
3,2,0,1.301,"6"
3,2,8,0.5855,"6"
3,2,32,0.575,"6"
3,2,128,0.5565,"6"
3,3,0,1.175,"6"
3,3,8,0.6025,"6"
3,3,32,0.662,"6"
3,3,128,0.71,"6"
3,4,0,1.1595,"6"
3,4,8,0.1375,"6"
3,4,32,0.158,"6"
3,4,128,0.191,"6"
3,5,0,0.791,"6"
3,5,8,0.175,"6"
3,5,32,0.1395,"6"
3,5,128,0.129,"6"
3,6,0,0.919,"6"
3,6,8,0.144,"6"
3,6,32,0.1305,"6"
3,6,128,0.1435,"6"
3,7,0,0.821,"6"
3,7,8,0.173,"6"
3,7,32,0.1625,"6"
3,7,128,0.2385,"6"
3,8,0,1.2315,"6"
