"line","rep","enviro","data","sd","se"
2,10,128,0.00750000000000001,0.00212132034355964,0.00212132034355964
2,10,512,0.00900000000000001,NA,NA
2,11,0,0.75425,0.472790563216597,0.272965758943417
2,11,0.5,1.443,NA,NA
2,11,1,1.1355,0.323147799002252,0.323147799002252
2,11,4,0.114,NA,NA
2,11,8,0.07025,0.0873276874765386,0.0873276874765386
2,11,32,0.0493333333333333,0.069861171857716,0.0493993083622298
2,11,128,0.01075,0.00176776695296636,0.00176776695296636
2,11,512,0.012,NA,NA
2,12,0,0.84575,0.505741946714593,0.291990249076156
2,12,0.5,1.465,NA,NA
2,12,1,0.821,0.77216060505571,0.77216060505571
2,12,4,0.111,NA,NA
2,12,8,0.079,0.0876812408671319,0.0876812408671319
2,12,32,0.0593333333333333,0.0733234841870825,0.0518475328889106
2,12,128,0.01875,0.00247487373415292,0.00247487373415292
2,12,512,0.0205,NA,NA
3,1,0,1.3935,0.129926902525997,0.0750133321483588
3,1,0.5,0.989,NA,NA
3,1,1,0.7035,0.25809397513309,0.25809397513309
3,1,4,0.632,NA,NA
3,1,8,0.54575,0.047729707730092,0.047729707730092
3,1,32,0.528,0.072967458500348,0.051595784711544
3,1,128,0.507,0.0883883476483184,0.0883883476483184
3,1,512,0.5695,NA,NA
3,2,0,1.3025,0.136365929273652,0.0787309059744365
3,2,0.5,0.822,NA,NA
3,2,1,0.6195,0.0841457069611991,0.0841457069611991
3,2,4,0.528,NA,NA
3,2,8,0.51775,0.0958129688507772,0.0958129688507772
3,2,32,0.536166666666667,0.0765348504495392,0.0541183117499675
3,2,128,0.56575,0.0130814754519511,0.0130814754519511
3,2,512,0.5565,NA,NA
3,3,0,1.36725,0.223207489420345,0.128868904101977
3,3,0.5,1.31,NA,NA
3,3,1,1.1395,0.212839141137151,0.212839141137151
3,3,4,1.16,NA,NA
3,3,8,0.69675,0.133289628253664,0.133289628253664
3,3,32,0.5035,0.224977221069156,0.159082918630505
3,3,128,0.686,0.0339411254969542,0.0339411254969542
3,3,512,0.71,NA,NA
3,4,0,0.9965,0.571196551110036,0.329780482543565
3,4,0.5,0.792,NA,NA
3,4,1,0.462,0.379009234715989,0.379009234715989
3,4,4,0.463,NA,NA
3,4,8,0.15125,0.0194454364826301,0.0194454364826301
3,4,32,0.142833333333333,0.0133260396717604,0.00942293301826276
3,4,128,0.1745,0.0233345237791561,0.0233345237791561
3,4,512,0.191,NA,NA
3,5,0,1.0285,0.287329659682625,0.165889856363927
3,5,0.5,0.81,NA,NA
3,5,1,0.6305,0.204353859762912,0.204353859762912
3,5,4,0.565,NA,NA
3,5,8,0.3,0.176776695296637,0.176776695296637
3,5,32,0.201166666666667,0.0781094317821691,0.0552317088877998
3,5,128,0.13425,0.00742462120245876,0.00742462120245876
3,5,512,0.129,NA,NA
3,6,0,1.185,0.307723902224055,0.17766447778514
3,6,0.5,0.726,NA,NA
3,6,1,0.6835,0.118086832458153,0.118086832458153
3,6,4,0.475,NA,NA
3,6,8,0.371,0.321026478658693,0.321026478658693
3,6,32,0.247833333333333,0.191654854708492,0.135520447411697
3,6,128,0.137,0.00919238815542511,0.00919238815542511
3,6,512,0.1435,NA,NA
3,7,0,1.13925,0.372091722563134,0.214827256185057
3,7,0.5,0.909,NA,NA
3,7,1,0.734,0.209303607231218,0.209303607231218
3,7,4,0.59,NA,NA
3,7,8,0.358,0.261629509039023,0.261629509039023
3,7,32,0.2435,0.131307844396289,0.0928486671956038
3,7,128,0.2005,0.0537401153701776,0.0537401153701776
3,7,512,0.2385,NA,NA
3,8,0,1.33075,0.131110958097839,0.0756969469514972
3,8,0.5,0.953,NA,NA
3,8,1,0.927,0.0113137084989848,0.0113137084989848
3,8,4,0.641,NA,NA
3,8,8,0.612,0.17819090885901,0.17819090885901
3,8,32,0.477333333333333,0.0704012310498427,0.0497811878792247
3,8,128,0.449,0.0650538238691623,0.0650538238691623
3,8,512,0.495,NA,NA
3,9,0,1.339,0.176171791158517,0.101712831048988
3,9,0.5,0.868,NA,NA
3,9,1,0.738,0.162634559672906,0.162634559672906
3,9,4,0.511,NA,NA
3,9,8,0.5075,0.21708178182427,0.21708178182427
3,9,32,0.416833333333333,0.150902562381602,0.106704225158457
3,9,128,0.33125,0.033587572106361,0.033587572106361
3,9,512,0.355,NA,NA
3,10,0,1.375,0.175522078383319,0.101337719203332
3,10,0.5,0.889,NA,NA
3,10,1,0.6855,0.102530483272049,0.102530483272049
3,10,4,0.499,NA,NA
3,10,8,0.4715,0.11667261889578,0.11667261889578
3,10,32,0.390166666666667,0.0662577039545843,0.0468512717721373
3,10,128,0.375,0.0714177848998413,0.0714177848998413
3,10,512,0.4255,NA,NA
3,11,0,1.13975,0.237744085099924,0.137261611530683
3,11,0.5,0.62,NA,NA
3,11,1,0.6205,0.0799030662740799,0.0799030662740799
3,11,4,0.38,NA,NA
3,11,8,0.41925,0.0859134739141655,0.0859134739141655
3,11,32,0.386333333333333,0.0871497752913531,0.0616241970873996
3,11,128,0.28575,0.0434870670429727,0.0434870670429727
3,11,512,0.255,NA,NA
3,12,0,0.869,0.390031408991635,0.225184738973729
3,12,0.5,0.896,NA,NA
3,12,1,0.628,0.267286363288515,0.267286363288515
3,12,4,0.519,NA,NA
3,12,8,0.235,0.0989949493661166,0.0989949493661166
3,12,32,0.181,0.0538144961882948,0.0380525951808809
3,12,128,0.1355,0.00212132034355964,0.00212132034355964
3,12,512,0.134,NA,NA
4,1,0,0.9485,0.251287683741166,0.145081011851999
4,1,0.5,0.898,NA,NA
4,1,1,1.146,0.302641702347842,0.302641702347842
4,1,4,0.368,NA,NA
4,1,8,0.146,0.121622366364086,0.121622366364086
4,1,32,0.0895,0.0622354400643235,0.0440071016996121
4,1,128,0.04575,0.00247487373415292,0.00247487373415292
4,1,512,0.044,NA,NA
4,2,0,1.09075,0.227872954370047,0.131562511546582
4,2,0.5,1.099,NA,NA
4,2,1,1.3665,0.286378246380552,0.286378246380552
4,2,4,0.315,NA,NA
4,2,8,0.10725,0.092984541726031,0.092984541726031
4,2,32,0.073,0.0634172689415115,0.0448427809128738
4,2,128,0.0335,0.00282842712474619,0.00282842712474619
4,2,512,0.0355,NA,NA
4,3,0,1.45175,0.0981058102254907,0.0566414159427534
4,3,0.5,1.451,NA,NA
4,3,1,1.5115,0.0629325035256027,0.0629325035256027
4,3,4,0.329,NA,NA
4,3,8,0.08075,0.0753068721963673,0.0753068721963673
4,3,32,0.0583333333333333,0.0569041591918669,0.0402373168422879
4,3,128,0.023,0.000707106781186548,0.000707106781186548
4,3,512,0.0225,NA,NA
4,4,0,1.539,0.0760131567559196,0.0438862165149834
4,4,0.5,1.502,NA,NA
4,4,1,1.6265,0.111015764646288,0.111015764646288
4,4,4,0.468,NA,NA
4,4,8,0.08825,0.0774281925399269,0.0774281925399269
4,4,32,0.0641666666666667,0.0597292502324726,0.0422349578745696
4,4,128,0.02825,0.00318198051533946,0.00318198051533946
4,4,512,0.0305,NA,NA
4,5,0,0.771,0.471633332155394,0.272297631278717
4,5,0.5,0.95,NA,NA
4,5,1,1.033,0.111722871427475,0.111722871427475
4,5,4,0.178,NA,NA
4,5,8,0.0735,0.0883883476483184,0.0883883476483184
4,5,32,0.0523333333333333,0.0698665394400877,0.0494031038161234
4,5,128,0.01325,0.000353553390593274,0.000353553390593274
4,5,512,0.0135,NA,NA
4,6,0,1.22125,0.10276550977833,0.0593316947339279
4,6,0.5,1.092,NA,NA
4,6,1,0.959,0.00848528137423858,0.00848528137423858
4,6,4,0.455,NA,NA
4,6,8,0.2375,0.0869741340859453,0.0869741340859453
4,6,32,0.175333333333333,0.026006409466386,0.0183893084879956
4,6,128,0.13625,0.018031222920257,0.018031222920257
4,6,512,0.1235,NA,NA
4,7,0,1.38175,0.129447865953827,0.0747367602544647
4,7,0.5,1.184,NA,NA
4,7,1,1.3725,0.212839141137151,0.212839141137151
4,7,4,0.209,NA,NA
4,7,8,0.07875,0.0908632213824713,0.0908632213824713
4,7,32,0.0521666666666667,0.0674172332073435,0.0476711827697475
4,7,128,0.01225,0.000353553390593274,0.000353553390593274
4,7,512,0.0125,NA,NA
4,8,0,1.1945,0.195280140652687,0.112745041773217
4,8,0.5,1.001,NA,NA
4,8,1,1.261,0.226274169979695,0.226274169979695
4,8,4,0.214,NA,NA
4,8,8,0.07875,0.0908632213824713,0.0908632213824713
4,8,32,0.0515,0.066262734625127,0.0468548289933919
4,8,128,0.01175,0.000353553390593274,0.000353553390593274
4,8,512,0.0115,NA,NA
4,9,0,0.87925,0.228740573576268,0.132063431728848
4,9,0.5,1.003,NA,NA
4,9,1,1.087,0.101823376490863,0.101823376490863
4,9,4,0.174,NA,NA
4,9,8,0.08325,0.0958129688507772,0.0958129688507772
4,9,32,0.055,0.0710299232718155,0.0502257404126609
4,9,128,0.01475,0.00318198051533946,0.00318198051533946
4,9,512,0.017,NA,NA
4,10,0,1.1835,0.31433368681493,0.181480638697968
4,10,0.5,1.515,NA,NA
4,10,1,1.408,0,0
4,10,4,0.19,NA,NA
4,10,8,0.078,0.0919238815542512,0.0919238815542512
4,10,32,0.0528333333333333,0.0711693988546576,0.0503243645430985
4,10,128,0.012,0.00212132034355964,0.00212132034355964
4,10,512,0.0135,NA,NA
4,11,0,0.86025,0.44423276556328,0.256477906780812
4,11,0.5,1.44,NA,NA
4,11,1,1.37,0.0424264068711927,0.0424264068711927
4,11,4,0.154,NA,NA
4,11,8,0.07275,0.0866205806953521,0.0866205806953521
4,11,32,0.0523333333333333,0.0690006038620919,0.0487907948968519
4,11,128,0.0135,0,0
4,11,512,0.0135,NA,NA
4,12,0,0.67675,0.27761258977215,0.16027970343538
4,12,0.5,0.855,NA,NA
4,12,1,0.6725,0.406586399182265,0.406586399182265
4,12,4,0.281,NA,NA
4,12,8,0.11025,0.0618718433538229,0.0618718433538229
4,12,32,0.0846666666666667,0.0574463517843678,0.0406207049011544
4,12,128,0.039,0.000707106781186548,0.000707106781186548
4,12,512,0.0395,NA,NA
5,1,0,1.49125,0.229379053097705,0.132432058052422
5,1,0.5,1.582,NA,NA
5,1,1,1.582,0.128693434175952,0.128693434175952
5,1,4,1.01,NA,NA
5,1,8,0.822,0.298399061660723,0.298399061660723
5,1,32,0.679833333333333,0.130198246275952,0.0920640628403215
5,1,128,0.5735,0.0353553390593274,0.0353553390593274
5,1,512,0.5485,NA,NA
5,2,0,1.52575,0.169118055412977,0.0976403548175082
5,2,0.5,1.542,NA,NA
5,2,1,1.5755,0.143542676580869,0.143542676580869
5,2,4,0.946,NA,NA
5,2,8,0.92825,0.0887419010389117,0.0887419010389117
5,2,32,0.766,0.0877824014253427,0.0620715313166995
5,2,128,0.6625,0.0523259018078046,0.0523259018078046
5,2,512,0.6255,NA,NA
5,3,0,1.58275,0.152087967965911,0.087808029245622
5,3,0.5,1.54,NA,NA
5,3,1,1.5655,0.13930003589375,0.13930003589375
5,3,4,1.023,NA,NA
5,3,8,0.97325,0.204000306372319,0.204000306372319
5,3,32,0.964666666666667,0.151274860215878,0.106967479481694
5,3,128,0.92575,0.0505581348548381,0.0505581348548382
5,3,512,0.89,NA,NA
5,4,0,1.45425,0.265086621063128,0.153047832029366
5,4,0.5,1.516,NA,NA
5,4,1,1.578,0.175362481734264,0.175362481734264
5,4,4,0.971,NA,NA
5,4,8,0.7845,0.338704148188356,0.338704148188356
5,4,32,0.5955,0.126078348656698,0.0891508552959533
5,4,128,0.523,0.0289913780286485,0.0289913780286485
5,4,512,0.5435,NA,NA
5,5,0,1.5185,0.150608764685194,0.0869540108333135
5,5,0.5,1.427,NA,NA
5,5,1,1.4955,0.17606958851545,0.17606958851545
5,5,4,1.113,NA,NA
5,5,8,0.612,0.188090403795622,0.188090403795622
5,5,32,0.571333333333333,0.214900752286569,0.151957779223923
5,5,128,0.6395,0.00212132034355964,0.00212132034355964
5,5,512,0.641,NA,NA
5,6,0,1.446,0.18772453222741,0.108382809214992
5,6,0.5,1.519,NA,NA
5,6,1,1.5195,0.190211724139181,0.190211724139181
5,6,4,0.775,NA,NA
5,6,8,0.652,0.00848528137423858,0.00848528137423858
5,6,32,0.545166666666667,0.111045411131363,0.0785209632306346
5,6,128,0.5205,0.029698484809835,0.029698484809835
5,6,512,0.4995,NA,NA
5,7,0,1.5135,0.171453103403428,0.0989884954033661
5,7,0.5,1.516,NA,NA
5,7,1,1.5155,0.21708178182427,0.21708178182427
5,7,4,0.737,NA,NA
5,7,8,0.66225,0.181372889374349,0.181372889374349
5,7,32,0.564666666666667,0.270418348736422,0.191214648148793
5,7,128,0.60275,0.0505581348548381,0.0505581348548382
5,7,512,0.567,NA,NA
5,8,0,1.54575,0.149388475682252,0.0862494766489758
5,8,0.5,1.528,NA,NA
5,8,1,1.5205,0.200111219075793,0.200111219075793
5,8,4,0.78,NA,NA
5,8,8,0.6465,0.331633080376491,0.331633080376491
5,8,32,0.649333333333333,0.293704500022273,0.207680443630754
5,8,128,0.71825,0.0420728534805996,0.0420728534805996
5,8,512,0.6885,NA,NA
5,9,0,1.4385,0.201402581909965,0.116279834881204
5,9,0.5,1.505,NA,NA
5,9,1,1.477,0.206475180106472,0.206475180106472
5,9,4,0.636,NA,NA
5,9,8,0.646,0.154149278298667,0.154149278298667
5,9,32,0.5875,0.105720149451275,0.0747554345850521
5,9,128,0.48875,0.0392444263558533,0.0392444263558533
5,9,512,0.461,NA,NA
5,10,0,1.45525,0.153208735608211,0.0884551047456028
5,10,0.5,1.529,NA,NA
5,10,1,1.507,0.226274169979695,0.226274169979695
5,10,4,0.871,NA,NA
5,10,8,0.76975,0.0342946788875475,0.0342946788875475
5,10,32,0.722166666666667,0.118239516800997,0.0836079641342059
5,10,128,0.579,0.0212132034355964,0.0212132034355964
5,10,512,0.564,NA,NA
5,11,0,1.36925,0.180639835030926,0.104292457381474
5,11,0.5,1.559,NA,NA
5,11,1,1.476,0.192333044482741,0.192333044482741
5,11,4,0.925,NA,NA
5,11,8,0.70425,0.244305392899952,0.244305392899952
5,11,32,0.505333333333333,0.0457556918135147,0.032354159959218
5,11,128,0.437,0.021920310216783,0.021920310216783
5,11,512,0.4215,NA,NA
5,12,0,1.54375,0.132114533644107,0.0762763615632873
5,12,0.5,1.494,NA,NA
5,12,1,1.4805,0.204353859762912,0.204353859762912
5,12,4,0.944,NA,NA
5,12,8,0.9355,0.0516187950266179,0.0516187950266179
5,12,32,0.836333333333333,0.058560510015994,0.0414085337420521
5,12,128,0.7235,0.0841457069611991,0.0841457069611991
5,12,512,0.664,NA,NA
6,1,0,1.09475,0.184183106355243,0.106338166034381
6,1,0.5,1.415,NA,NA
6,1,1,1.3925,0.0799030662740799,0.0799030662740799
6,1,4,0.504,NA,NA
6,1,8,0.1305,0.103944696834422,0.103944696834422
6,1,32,0.0938333333333333,0.0712852252106517,0.0504062661448621
6,1,128,0.06225,0.0194454364826301,0.0194454364826301
6,1,512,0.076,NA,NA
6,2,0,1.00775,0.215174928836981,0.12423130308689
6,2,0.5,1.296,NA,NA
6,2,1,1.194,0.243244732728172,0.243244732728172
6,2,4,0.323,NA,NA
6,2,8,0.13075,0.133289628253664,0.133289628253664
6,2,32,0.0725,0.0707407237735097,0.0500212454862931
6,2,128,0.0405,0.0190918830920368,0.0190918830920368
6,2,512,0.054,NA,NA
6,3,0,0.958,0.238610910619499,0.13776207347775
6,3,0.5,1.199,NA,NA
6,3,1,1.1045,0.283549819255805,0.283549819255805
6,3,4,0.404,NA,NA
6,3,8,0.147,0.0763675323681471,0.0763675323681471
6,3,32,0.1355,0.104917824986987,0.0741881055156418
6,3,128,0.06625,0.0109601551083915,0.0109601551083915
6,3,512,0.074,NA,NA
6,4,0,1.53725,0.123768937944866,0.0714580296397823
6,4,0.5,1.523,NA,NA
6,4,1,1.631,0.0848528137423858,0.0848528137423858
6,4,4,0.504,NA,NA
6,4,8,0.15025,0.0717713382904346,0.0717713382904346
6,4,32,0.119,0.0577732637125513,0.0408518665424237
6,4,128,0.08125,0.0109601551083915,0.0109601551083915
6,4,512,0.089,NA,NA
6,5,0,1.19975,0.190669216183421,0.110082923289673
6,5,0.5,1.314,NA,NA
6,5,1,1.2905,0.163341666454092,0.163341666454092
6,5,4,0.436,NA,NA
6,5,8,0.116,0.0933380951166243,0.0933380951166243
6,5,32,0.0793333333333333,0.0633192966901349,0.0447735040695573
6,5,128,0.04925,0.0187383297014435,0.0187383297014435
6,5,512,0.0625,NA,NA
6,6,0,1.31225,0.260442092092145,0.150366311977709
6,6,0.5,1.372,NA,NA
6,6,1,1.324,0.233345237791561,0.233345237791561
6,6,4,0.301,NA,NA
6,6,8,0.09175,0.085206367132979,0.085206367132979
6,6,32,0.0641666666666667,0.0649814075973531,0.0459487939631354
6,6,128,0.02675,0.0067175144212722,0.0067175144212722
6,6,512,0.0315,NA,NA
6,7,0,1.52075,0.126193304101287,0.0728577380928066
6,7,0.5,1.415,NA,NA
6,7,1,1.576,0.128693434175952,0.128693434175952
6,7,4,0.321,NA,NA
6,7,8,0.11125,0.092984541726031,0.092984541726031
6,7,32,0.0695,0.0509337805390489,0.0360156216106289
6,7,128,0.041,0.00848528137423857,0.00848528137423857
6,7,512,0.047,NA,NA
6,8,0,1.23575,0.155679424887598,0.0898815578661409
6,8,0.5,1.264,NA,NA
6,8,1,1.2585,0.150613744392735,0.150613744392735
6,8,4,0.371,NA,NA
6,8,8,0.1185,0.0657609306503489,0.0657609306503489
6,8,32,0.0875,0.0486389761405398,0.0343929498589464
6,8,128,0.05425,0.00813172798364529,0.00813172798364529
6,8,512,0.06,NA,NA
6,9,0,1.546,0.0941700589359484,0.0543691088762727
6,9,0.5,1.509,NA,NA
6,9,1,1.6135,0.0799030662740799,0.0799030662740799
6,9,4,0.396,NA,NA
6,9,8,0.106,0.0791959594928933,0.0791959594928933
6,9,32,0.0856666666666667,0.0706139740655724,0.0499316199082973
6,9,128,0.04975,0.0137885822331377,0.0137885822331377
6,9,512,0.0595,NA,NA
6,10,0,1.4295,0.145387413485487,0.0839394623126294
6,10,0.5,1.601,NA,NA
6,10,1,1.4685,0.23546655813512,0.23546655813512
6,10,4,0.228,NA,NA
6,10,8,0.1445,0.0770746391493337,0.0770746391493337
6,10,32,0.116166666666667,0.0574115261365985,0.0405960794494575
6,10,128,0.0815,0.00707106781186547,0.00707106781186547
6,10,512,0.0865,NA,NA
6,11,0,0.99475,0.305061059461872,0.176127084799584
6,11,0.5,1.438,NA,NA
6,11,1,1.158,0.441234631460406,0.441234631460406
6,11,4,0.174,NA,NA
6,11,8,0.15525,0.128339880785358,0.128339880785358
6,11,32,0.0943333333333333,0.0800348882259064,0.0565932121960458
6,11,128,0.0445,0.015556349186104,0.015556349186104
6,11,512,0.0555,NA,NA
6,12,0,1.1665,0.229627959970035,0.132575764502164
6,12,0.5,1.533,NA,NA
6,12,1,1.294,0.407293505963451,0.407293505963451
6,12,4,0.197,NA,NA
6,12,8,0.11025,0.0859134739141655,0.0859134739141655
6,12,32,0.075,0.063231716725074,0.0447115756823666
6,12,128,0.03075,0.00318198051533946,0.00318198051533946
6,12,512,0.033,NA,NA
7,1,0,1.04,0.171757581103911,0.0991642856857022
7,1,0.5,1.326,NA,NA
7,1,1,1.1245,0.311834090503267,0.311834090503267
7,1,4,0.246,NA,NA
7,1,8,0.09725,0.0745997654151808,0.0745997654151808
