"line","rep","enviro","dataM","exper"
7,12,8,0.456,"4"
7,12,32,0.133,"4"
8,1,0,1.762,"4"
8,1,1,1.807,"4"
8,1,8,0.393,"4"
8,1,32,0.551,"4"
8,2,0,1.838,"4"
8,2,1,1.827,"4"
8,2,8,0.77,"4"
8,2,32,0.8,"4"
8,3,0,1.835,"4"
8,3,1,1.82,"4"
8,3,8,0.209,"4"
8,3,32,0.39,"4"
8,4,0,1.851,"4"
8,4,1,1.816,"4"
8,4,8,0.415,"4"
8,4,32,0.358,"4"
8,5,0,1.777,"4"
8,5,1,1.73,"4"
8,5,8,0.593,"4"
8,5,32,0.267,"4"
8,6,0,1.867,"4"
8,6,1,1.817,"4"
8,6,8,0.944,"4"
8,6,32,1.14,"4"
8,7,0,1.791,"4"
8,7,1,1.788,"4"
8,7,8,0.285,"4"
8,7,32,0.136,"4"
8,8,0,1.826,"4"
8,8,1,1.751,"4"
8,8,8,0.232,"4"
8,8,32,0.253,"4"
8,9,0,1.814,"4"
8,9,1,1.793,"4"
8,9,8,0.271,"4"
8,9,32,0.35,"4"
8,10,0,1.796,"4"
8,10,1,1.703,"4"
8,10,8,0.338,"4"
8,10,32,0.268,"4"
8,11,0,1.788,"4"
8,11,1,1.727,"4"
8,11,8,0.142,"4"
8,11,32,0.135,"4"
8,12,0,1.809,"4"
8,12,1,1.78,"4"
8,12,8,0.235,"4"
8,12,32,0.27,"4"
9,1,0,1.879,"4"
9,1,1,1.61,"4"
9,1,8,0.816,"4"
9,1,32,0.413,"4"
9,2,0,1.872,"4"
9,2,1,1.489,"4"
9,2,8,0.487,"4"
9,2,32,0.372,"4"
9,3,0,1.838,"4"
9,3,1,1.726,"4"
9,3,8,0.343,"4"
9,3,32,0.198,"4"
9,4,0,1.882,"4"
9,4,1,1.823,"4"
9,4,8,0.365,"4"
9,4,32,0.25,"4"
9,5,0,1.794,"4"
9,5,1,1.682,"4"
9,5,8,0.502,"4"
9,5,32,0.334,"4"
9,6,0,1.875,"4"
9,6,1,1.463,"4"
9,6,8,0.405,"4"
9,6,32,0.32,"4"
9,7,0,1.851,"4"
9,7,1,1.648,"4"
9,7,8,0.363,"4"
9,7,32,0.309,"4"
9,8,0,1.845,"4"
9,8,1,1.816,"4"
9,8,8,0.185,"4"
9,8,32,0.148,"4"
9,9,0,1.886,"4"
9,9,1,1.276,"4"
9,9,8,0.417,"4"
9,9,32,0.273,"4"
9,10,0,1.687,"4"
9,10,1,1.415,"4"
9,10,8,0.618,"4"
9,10,32,0.441,"4"
9,11,0,1.585,"4"
9,11,1,1.615,"4"
9,11,8,0.413,"4"
9,11,32,0.204,"4"
9,12,0,1.724,"4"
9,12,1,1.52,"4"
9,12,8,0.891,"4"
9,12,32,0.276,"4"
10,1,0,1.834,"4"
10,1,1,1.763,"4"
10,1,8,1.684,"4"
10,1,32,1.704,"4"
10,2,0,1.798,"4"
10,2,1,1.714,"4"
10,2,8,1.742,"4"
10,2,32,1.718,"4"
10,3,0,1.858,"4"
10,3,1,1.839,"4"
10,3,8,0.315,"4"
10,3,32,0.166,"4"
10,4,0,1.83,"4"
10,4,1,1.663,"4"
10,4,8,1.636,"4"
10,4,32,1.656,"4"
10,5,0,1.812,"4"
10,5,1,1.742,"4"
10,5,8,0.648,"4"
10,5,32,0.405,"4"
10,6,0,1.813,"4"
10,6,1,1.688,"4"
10,6,8,1.692,"4"
10,6,32,1.685,"4"
10,7,0,1.816,"4"
10,7,1,1.718,"4"
10,7,8,1.699,"4"
10,7,32,1.652,"4"
10,8,0,1.764,"4"
10,8,1,1.781,"4"
10,8,8,1.086,"4"
10,8,32,0.976,"4"
10,9,0,1.846,"4"
10,9,1,1.743,"4"
10,9,8,1.695,"4"
10,9,32,1.654,"4"
10,10,0,1.773,"4"
10,10,1,1.773,"4"
10,10,8,1.719,"4"
10,10,32,1.716,"4"
10,11,0,1.821,"4"
10,11,1,1.752,"4"
10,11,8,1.688,"4"
10,11,32,1.669,"4"
10,12,0,1.797,"4"
10,12,1,1.778,"4"
10,12,8,0.912,"4"
10,12,32,0.78,"4"
11,1,0,1.875,"4"
11,1,1,1.447,"4"
11,1,8,1.431,"4"
11,1,32,1.38,"4"
11,2,0,1.833,"4"
11,2,1,1.792,"4"
11,2,8,0.342,"4"
11,2,32,0.521,"4"
11,3,0,1.834,"4"
11,3,1,1.813,"4"
11,3,8,0.327,"4"
11,3,32,0.318,"4"
11,4,0,1.846,"4"
11,4,1,0.928,"4"
11,4,8,1.037,"4"
11,4,32,0.974,"4"
11,5,0,1.857,"4"
11,5,1,1.236,"4"
11,5,8,1.131,"4"
11,5,32,1.088,"4"
11,6,0,1.836,"4"
11,6,1,1.476,"4"
11,6,8,1.311,"4"
11,6,32,1.426,"4"
11,7,0,1.854,"4"
11,7,1,1.546,"4"
11,7,8,1.549,"4"
11,7,32,1.453,"4"
11,8,0,1.82,"4"
11,8,1,1.585,"4"
11,8,8,1.554,"4"
11,8,32,1.554,"4"
11,9,0,1.82,"4"
11,9,1,1.594,"4"
11,9,8,0.97,"4"
11,9,32,1.026,"4"
11,10,0,1.834,"4"
11,10,1,0.933,"4"
11,10,8,0.857,"4"
11,10,32,0.696,"4"
11,11,0,1.858,"4"
11,11,1,1.028,"4"
11,11,8,0.963,"4"
11,11,32,0.979,"4"
11,12,0,1.84,"4"
11,12,1,0.835,"4"
11,12,8,0.844,"4"
11,12,32,0.682,"4"
12,1,0,1.8,"4"
12,1,1,1.787,"4"
12,1,8,1.77,"4"
12,1,32,1.747,"4"
12,2,0,1.737,"4"
12,2,1,1.708,"4"
12,2,8,1.745,"4"
12,2,32,1.737,"4"
12,3,0,1.782,"4"
12,3,1,1.763,"4"
12,3,8,1.767,"4"
12,3,32,1.73,"4"
12,4,0,1.774,"4"
12,4,1,1.75,"4"
12,4,8,1.76,"4"
12,4,32,1.748,"4"
12,5,0,1.78,"4"
12,5,1,1.771,"4"
12,5,8,1.751,"4"
12,5,32,1.735,"4"
12,6,0,1.777,"4"
12,6,1,1.766,"4"
12,6,8,1.77,"4"
12,6,32,1.733,"4"
12,7,0,1.746,"4"
12,7,1,1.745,"4"
12,7,8,1.732,"4"
12,7,32,1.716,"4"
12,8,0,1.658,"4"
12,8,1,1.642,"4"
12,8,8,1.619,"4"
12,8,32,1.666,"4"
12,9,0,1.787,"4"
12,9,1,1.773,"4"
12,9,8,1.746,"4"
12,9,32,1.731,"4"
12,10,0,1.774,"4"
12,10,1,1.766,"4"
12,10,8,1.737,"4"
12,10,32,1.717,"4"
12,11,0,1.777,"4"
12,11,1,1.785,"4"
12,11,8,1.762,"4"
12,11,32,1.74,"4"
12,12,0,1.744,"4"
12,12,1,1.743,"4"
12,12,8,1.73,"4"
12,12,32,1.681,"4"
13,1,0,1.756,"4"
13,1,1,1.74,"4"
13,1,8,0.73,"4"
13,1,32,0.451,"4"
13,2,0,1.415,"4"
13,2,1,1.388,"4"
13,2,8,1.291,"4"
13,2,32,1.159,"4"
13,3,0,1.656,"4"
13,3,1,1.617,"4"
13,3,8,0.814,"4"
13,3,32,0.555,"4"
13,4,0,1.422,"4"
13,4,1,1.401,"4"
13,4,8,1.104,"4"
13,4,32,0.598,"4"
13,5,0,1.516,"4"
13,5,1,1.341,"4"
13,5,8,0.779,"4"
13,5,32,0.728,"4"
13,6,0,1.666,"4"
13,6,1,1.635,"4"
13,6,8,0.462,"4"
13,6,32,0.451,"4"
13,7,0,1.619,"4"
13,7,1,1.576,"4"
13,7,8,0.242,"4"
13,7,32,0.262,"4"
13,8,0,1.794,"4"
13,8,1,1.762,"4"
13,8,8,0.329,"4"
13,8,32,0.255,"4"
13,9,0,1.749,"4"
13,9,1,1.725,"4"
13,9,8,0.155,"4"
13,9,32,0.149,"4"
13,10,0,1.602,"4"
13,10,1,1.603,"4"
13,10,8,0.318,"4"
13,10,32,0.361,"4"
13,11,0,1.674,"4"
13,11,1,1.589,"4"
13,11,8,0.244,"4"
13,11,32,0.344,"4"
13,12,0,1.619,"4"
13,12,1,1.549,"4"
13,12,8,0.898,"4"
13,12,32,0.574,"4"
14,1,0,1.803,"4"
14,1,1,1.786,"4"
14,1,8,0.329,"4"
14,1,32,0.226,"4"
14,2,0,1.771,"4"
14,2,1,1.732,"4"
14,2,8,0.27,"4"
14,2,32,0.25,"4"
14,3,0,1.808,"4"
14,3,1,1.745,"4"
14,3,8,0.554,"4"
14,3,32,0.405,"4"
14,4,0,1.811,"4"
14,4,1,1.394,"4"
14,4,8,0.657,"4"
14,4,32,0.143,"4"
14,5,0,1.837,"4"
14,5,1,1.829,"4"
14,5,8,0.213,"4"
14,5,32,0.144,"4"
14,6,0,1.764,"4"
14,6,1,1.441,"4"
14,6,8,1.181,"4"
14,6,32,1.056,"4"
14,7,0,1.757,"4"
14,7,1,1.305,"4"
14,7,8,1.195,"4"
14,7,32,0.982,"4"
14,8,0,1.702,"4"
14,8,1,1.737,"4"
14,8,8,0.698,"4"
14,8,32,0.749,"4"
14,9,0,1.84,"4"
14,9,1,1.685,"4"
14,9,8,0.517,"4"
14,9,32,0.665,"4"
14,10,0,1.779,"4"
14,10,1,1.779,"4"
14,10,8,0.204,"4"
14,10,32,0.17,"4"
14,11,0,1.511,"4"
14,11,1,1.617,"4"
14,11,8,0.311,"4"
14,11,32,0.241,"4"
14,12,0,1.717,"4"
14,12,1,1.356,"4"
14,12,8,0.977,"4"
14,12,32,0.922,"4"
15,1,0,1.594,"4"
15,1,1,1.259,"4"
15,1,8,1.349,"4"
15,1,32,1.483,"4"
15,2,0,1.481,"4"
15,2,1,1.424,"4"
15,2,8,0.162,"4"
15,2,32,0.148,"4"
15,3,0,1.479,"4"
15,3,1,1.447,"4"
15,3,8,0.151,"4"
15,3,32,0.215,"4"
15,4,0,1.271,"4"
15,4,1,1.384,"4"
15,4,8,0.147,"4"
15,4,32,0.146,"4"
15,5,0,1.351,"4"
15,5,1,1.344,"4"
15,5,8,0.185,"4"
15,5,32,0.142,"4"
15,6,0,1.413,"4"
15,6,1,1.466,"4"
15,6,8,0.688,"4"
15,6,32,0.44,"4"
15,7,0,1.321,"4"
15,7,1,1.444,"4"
15,7,8,0.166,"4"
15,7,32,0.172,"4"
15,8,0,1.598,"4"
15,8,1,1.407,"4"
15,8,8,0.403,"4"
15,8,32,0.257,"4"
15,9,0,1.396,"4"
15,9,1,1.221,"4"
15,9,8,0.243,"4"
15,9,32,0.38,"4"
15,10,0,1.597,"4"
15,10,1,1.534,"4"
15,10,8,0.48,"4"
15,10,32,0.347,"4"
15,11,0,1.565,"4"
15,11,1,1.505,"4"
15,11,8,0.512,"4"
15,11,32,0.636,"4"
15,12,0,1.396,"4"
15,12,1,1.466,"4"
15,12,8,0.212,"4"
15,12,32,0.143,"4"
16,1,0,1.833,"4"
16,1,1,1.839,"4"
16,1,8,0.574,"4"
16,1,32,0.571,"4"
16,2,0,1.814,"4"
16,2,1,1.777,"4"
16,2,8,1.002,"4"
16,2,32,0.588,"4"
16,3,0,1.793,"4"
16,3,1,1.759,"4"
16,3,8,0.466,"4"
16,3,32,0.398,"4"
16,4,0,1.819,"4"
16,4,1,1.781,"4"
16,4,8,1.181,"4"
16,4,32,0.948,"4"
16,5,0,1.81,"4"
16,5,1,1.748,"4"
16,5,8,0.841,"4"
16,5,32,0.62,"4"
16,6,0,1.776,"4"
16,6,1,1.712,"4"
16,6,8,0.944,"4"
16,6,32,0.929,"4"
16,7,0,1.77,"4"
16,7,1,1.737,"4"
16,7,8,0.468,"4"
16,7,32,0.407,"4"
16,8,0,1.759,"4"
16,8,1,1.73,"4"
16,8,8,0.494,"4"
16,8,32,0.424,"4"
16,9,0,1.766,"4"
16,9,1,1.765,"4"
16,9,8,0.866,"4"
16,9,32,0.71,"4"
16,10,0,1.779,"4"
16,10,1,1.737,"4"
16,10,8,0.794,"4"
16,10,32,0.398,"4"
16,11,0,1.74,"4"
16,11,1,1.735,"4"
16,11,8,0.521,"4"
16,11,32,0.434,"4"
16,12,0,1.767,"4"
16,12,1,1.766,"4"
16,12,8,0.448,"4"
16,12,32,0.342,"4"
17,1,0,1.795,"4"
17,1,1,1.732,"4"
17,1,8,1.651,"4"
17,1,32,1.646,"4"
17,2,0,1.823,"4"
17,2,1,1.747,"4"
17,2,8,1.763,"4"
17,2,32,1.772,"4"
17,3,0,1.635,"4"
17,3,1,1.558,"4"
17,3,8,0.822,"4"
17,3,32,0.216,"4"
17,4,0,0.865,"4"
17,4,1,0.926,"4"
17,4,8,0.275,"4"
17,4,32,0.233,"4"
17,5,0,1.672,"4"
17,5,1,1.596,"4"
17,5,8,0.374,"4"
17,5,32,0.302,"4"
17,6,0,1.55,"4"
17,6,1,1.345,"4"
17,6,8,0.153,"4"
17,6,32,0.137,"4"
17,7,0,1.515,"4"
17,7,1,1.259,"4"
17,7,8,0.282,"4"
17,7,32,0.136,"4"
17,8,0,1.721,"4"
17,8,1,1.555,"4"
17,8,8,0.258,"4"
17,8,32,0.164,"4"
17,9,0,1.731,"4"
17,9,1,1.711,"4"
17,9,8,0.257,"4"
17,9,32,0.209,"4"
17,10,0,1.635,"4"
17,10,1,1.056,"4"
17,10,8,0.307,"4"
17,10,32,0.38,"4"
17,11,0,1.373,"4"
17,11,1,1.228,"4"
17,11,8,0.165,"4"
17,11,32,0.449,"4"
17,12,0,1.245,"4"
17,12,1,1.377,"4"
17,12,8,0.135,"4"
17,12,32,0.137,"4"
18,1,0,1.868,"4"
18,1,1,1.861,"4"
18,1,8,1.734,"4"
18,1,32,0.594,"4"
18,2,0,1.857,"4"
18,2,1,1.831,"4"
18,2,8,0.678,"4"
18,2,32,0.624,"4"
18,3,0,1.825,"4"
18,3,1,1.809,"4"
18,3,8,1.77,"4"
18,3,32,0.562,"4"
18,4,0,1.802,"4"
18,4,1,1.79,"4"
18,4,8,1.733,"4"
18,4,32,0.879,"4"
18,5,0,1.813,"4"
18,5,1,1.825,"4"
18,5,8,1.79,"4"
18,5,32,0.702,"4"
18,6,0,1.805,"4"
18,6,1,1.792,"4"
18,6,8,1.678,"4"
18,6,32,0.737,"4"
18,7,0,1.793,"4"
18,7,1,1.783,"4"
18,7,8,1.748,"4"
18,7,32,0.46,"4"
18,8,0,1.767,"4"
18,8,1,1.777,"4"
18,8,8,1.208,"4"
18,8,32,0.751,"4"
18,9,0,1.792,"4"
18,9,1,1.81,"4"
18,9,8,1.816,"4"
18,9,32,0.501,"4"
18,10,0,1.758,"4"
18,10,1,1.793,"4"
18,10,8,0.796,"4"
18,10,32,0.78,"4"
18,11,0,1.797,"4"
18,11,1,1.805,"4"
18,11,8,1.753,"4"
18,11,32,0.699,"4"
18,12,0,1.762,"4"
18,12,1,1.785,"4"
18,12,8,1.036,"4"
18,12,32,0.462,"4"
19,1,0,1.796,"4"
19,1,1,1.763,"4"
19,1,8,0.539,"4"
19,1,32,0.676,"4"
19,2,0,1.8,"4"
19,2,1,1.86,"4"
19,2,8,0.746,"4"
19,2,32,0.797,"4"
19,3,0,1.873,"4"
19,3,1,1.868,"4"
19,3,8,1.035,"4"
19,3,32,1.116,"4"
19,4,0,1.895,"4"
19,4,1,1.863,"4"
19,4,8,0.839,"4"
19,4,32,1.081,"4"
19,5,0,1.885,"4"
19,5,1,1.863,"4"
19,5,8,0.635,"4"
19,5,32,0.856,"4"
19,6,0,1.81,"4"
19,6,1,1.728,"4"
19,6,8,0.7,"4"
19,6,32,0.846,"4"
19,7,0,1.883,"4"
19,7,1,1.883,"4"
19,7,8,0.33,"4"
19,7,32,0.233,"4"
19,8,0,1.997,"4"
19,8,1,2.04,"4"
19,8,8,2.037,"4"
19,8,32,2.029,"4"
19,9,0,1.755,"4"
19,9,1,1.732,"4"
19,9,8,1.678,"4"
19,9,32,1.678,"4"
19,10,0,1.765,"4"
19,10,1,1.765,"4"
19,10,8,0.98,"4"
19,10,32,1.026,"4"
19,11,0,1.806,"4"
19,11,1,1.833,"4"
19,11,8,0.443,"4"
19,11,32,0.609,"4"
19,12,0,1.733,"4"
19,12,1,1.653,"4"
19,12,8,0.444,"4"
19,12,32,0.76,"4"
20,1,0,1.867,"4"
20,1,1,1.83,"4"
20,1,8,0.584,"4"
20,1,32,0.533,"4"
20,2,0,1.826,"4"
20,2,1,1.767,"4"
20,2,8,1.46,"4"
20,2,32,1.174,"4"
20,3,0,1.845,"4"
20,3,1,1.788,"4"
20,3,8,1.462,"4"
20,3,32,1.33,"4"
20,4,0,1.844,"4"
20,4,1,1.804,"4"
20,4,8,0.836,"4"
20,4,32,0.83,"4"
20,5,0,1.771,"4"
20,5,1,1.765,"4"
20,5,8,0.873,"4"
20,5,32,0.415,"4"
20,6,0,1.788,"4"
20,6,1,1.748,"4"
20,6,8,1.183,"4"
20,6,32,0.784,"4"
20,7,0,1.81,"4"
20,7,1,1.795,"4"
20,7,8,0.49,"4"
20,7,32,0.357,"4"
20,8,0,1.805,"4"
20,8,1,1.787,"4"
20,8,8,0.986,"4"
20,8,32,1.325,"4"
20,9,0,1.799,"4"
20,9,1,1.797,"4"
20,9,8,0.498,"4"
20,9,32,0.552,"4"
20,10,0,1.787,"4"
20,10,1,1.767,"4"
20,10,8,0.43,"4"
20,10,32,0.286,"4"
20,11,0,1.81,"4"
20,11,1,1.689,"4"
20,11,8,1.319,"4"
20,11,32,1.082,"4"
20,12,0,1.783,"4"
20,12,1,1.76,"4"
20,12,8,0.743,"4"
20,12,32,0.743,"4"
1,1,0,1.805,"4b"
1,1,0.5,1.781,"4b"
1,1,1,1.795,"4b"
1,1,4,1.69,"4b"
1,2,0,1.756,"4b"
1,2,0.5,1.763,"4b"
1,2,1,1.786,"4b"
1,2,4,1.677,"4b"
1,3,0,1.767,"4b"
1,3,0.5,1.773,"4b"
1,3,1,1.785,"4b"
1,3,4,1.638,"4b"
1,4,0,1.799,"4b"
1,4,0.5,1.77,"4b"
1,4,1,1.801,"4b"
1,4,4,1.661,"4b"
1,5,0,1.723,"4b"
1,5,0.5,1.742,"4b"
1,5,1,1.775,"4b"
1,5,4,1.681,"4b"
1,6,0,1.745,"4b"
1,6,0.5,1.741,"4b"
1,6,1,1.773,"4b"
1,6,4,1.679,"4b"
1,7,0,1.755,"4b"
1,7,0.5,1.773,"4b"
1,7,1,1.785,"4b"
1,7,4,1.729,"4b"
1,8,0,1.787,"4b"
1,8,0.5,1.77,"4b"
1,8,1,1.82,"4b"
1,8,4,1.709,"4b"
1,9,0,1.729,"4b"
